GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US13063040408,13063040408,"Census Tract 404.08, Clayton County, Georgia",7895,767,7292,799,1445,310,4071,625,245,238,1242,358,0,18,0,18,289,278,0,18,289,278,603,234,290,194,111,138,0,18,0,18,0,18,202,202,0,18,0,18,0,18
1400000US13063040409,13063040409,"Census Tract 404.09, Clayton County, Georgia",5728,594,4887,530,913,266,2749,522,13,23,1141,348,0,18,9,15,62,97,0,18,62,97,841,363,470,356,109,121,0,18,0,18,0,18,234,183,28,46,0,18,28,46
1400000US13063040410,13063040410,"Census Tract 404.10, Clayton County, Georgia",6635,1008,4961,733,1635,578,3207,712,0,18,71,112,0,18,0,18,48,80,0,18,48,80,1674,1023,1031,819,0,18,0,18,0,18,0,18,592,567,51,80,51,80,0,18
1400000US13063040411,13063040411,"Census Tract 404.11, Clayton County, Georgia",12637,870,12030,871,1763,432,9772,743,0,20,249,201,0,20,0,20,246,219,0,20,246,219,607,449,220,265,105,169,0,20,0,20,0,20,282,332,0,20,0,20,0,20
1400000US13063040412,13063040412,"Census Tract 404.12, Clayton County, Georgia",8019,920,7286,936,1159,222,4732,930,0,18,1101,411,0,18,0,18,294,210,0,18,294,210,733,191,504,281,22,40,0,18,0,18,0,18,207,269,0,18,0,18,0,18
1400000US13063040413,13063040413,"Census Tract 404.13, Clayton County, Georgia",7373,639,6322,627,1139,249,4599,572,0,18,387,144,0,18,0,18,197,186,0,18,197,186,1051,404,647,318,85,117,0,18,0,18,0,18,287,269,32,52,32,52,0,18
1400000US13063040414,13063040414,"Census Tract 404.14, Clayton County, Georgia",1701,353,990,248,484,230,414,132,0,13,92,105,0,13,0,13,0,13,0,13,0,13,711,358,504,299,104,156,0,13,0,13,0,13,103,112,0,13,0,13,0,13
1400000US13063040415,13063040415,"Census Tract 404.15, Clayton County, Georgia",6037,1051,4388,984,531,288,3531,1076,0,18,292,288,0,18,0,18,34,56,0,18,34,56,1649,742,877,581,114,129,0,18,0,18,0,18,658,537,0,18,0,18,0,18
1400000US13063040416,13063040416,"Census Tract 404.16, Clayton County, Georgia",3959,707,3142,525,839,256,1866,498,0,13,328,100,0,13,0,13,109,122,0,13,109,122,817,448,513,401,86,63,0,13,0,13,0,13,218,195,0,13,0,13,0,13
1400000US13063040417,13063040417,"Census Tract 404.17, Clayton County, Georgia",4410,665,3836,637,191,113,3465,643,0,13,48,84,0,13,35,52,97,109,0,13,97,109,574,264,223,170,0,13,0,13,0,13,0,13,351,253,0,13,0,13,0,13
1400000US13063040509,13063040509,"Census Tract 405.09, Clayton County, Georgia",4699,571,4430,561,227,127,4064,580,33,54,95,89,0,13,0,13,11,21,0,13,11,21,269,249,247,245,0,13,0,13,0,13,6,12,0,13,16,30,0,13,16,30
1400000US13063040510,13063040510,"Census Tract 405.10, Clayton County, Georgia",3348,550,3136,516,235,186,2509,535,0,13,351,178,0,13,0,13,41,65,0,13,41,65,212,225,209,222,0,13,0,13,0,13,0,13,3,10,0,13,0,13,0,13
1400000US13063040512,13063040512,"Census Tract 405.12, Clayton County, Georgia",4894,466,4787,474,375,261,4112,528,76,124,96,89,0,13,0,13,128,142,0,13,128,142,107,84,95,83,12,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13063040513,13063040513,"Census Tract 405.13, Clayton County, Georgia",5142,697,5125,699,380,148,4150,737,34,57,466,434,0,18,13,19,82,110,0,18,82,110,17,18,7,10,10,16,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13063040514,13063040514,"Census Tract 405.14, Clayton County, Georgia",7121,583,5810,531,339,180,5431,564,0,18,0,18,0,18,0,18,40,61,0,18,40,61,1311,347,881,391,0,18,0,18,0,18,0,18,430,365,0,18,0,18,0,18
1400000US13063040515,13063040515,"Census Tract 405.15, Clayton County, Georgia",8003,967,6951,734,501,164,5826,749,0,18,318,214,0,18,0,18,306,251,0,18,306,251,1052,670,872,774,0,18,0,18,0,18,0,18,180,180,0,18,0,18,0,18
1400000US13063040516,13063040516,"Census Tract 405.16, Clayton County, Georgia",6104,749,5129,635,378,137,4004,745,89,121,225,89,0,18,0,18,433,496,0,18,433,496,975,426,441,505,534,284,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13063040518,13063040518,"Census Tract 405.18, Clayton County, Georgia",5134,727,4477,605,737,306,3544,520,0,18,67,58,0,18,0,18,129,146,0,18,129,146,657,505,354,315,0,18,0,18,0,18,0,18,303,391,0,18,0,18,0,18
1400000US13063040519,13063040519,"Census Tract 405.19, Clayton County, Georgia",4318,491,4120,476,151,99,3877,494,0,13,35,32,0,13,0,13,57,48,10,17,47,46,198,119,0,13,82,62,0,13,0,13,0,13,47,65,69,81,0,13,69,81
1400000US13063040520,13063040520,"Census Tract 405.20, Clayton County, Georgia",3344,373,3161,342,0,13,3120,345,0,13,22,35,0,13,0,13,19,25,6,10,13,23,183,179,157,166,0,13,0,13,0,13,0,13,26,55,0,13,0,13,0,13
1400000US13063040521,13063040521,"Census Tract 405.21, Clayton County, Georgia",3453,333,3185,335,580,242,2283,419,0,13,62,53,0,13,30,47,230,197,0,13,230,197,268,173,226,158,9,16,0,13,0,13,0,13,15,24,18,28,0,13,18,28
1400000US13063040522,13063040522,"Census Tract 405.22, Clayton County, Georgia",4388,489,3989,495,511,259,3031,427,0,13,414,188,21,31,0,13,12,20,0,13,12,20,399,263,337,242,6,11,0,13,0,13,0,13,56,82,0,13,0,13,0,13
1400000US13063040523,13063040523,"Census Tract 405.23, Clayton County, Georgia",3419,548,2836,486,211,141,2174,474,0,13,451,128,0,13,0,13,0,13,0,13,0,13,583,516,79,93,0,13,0,13,0,13,0,13,476,514,28,47,28,47,0,13
1400000US13063040524,13063040524,"Census Tract 405.24, Clayton County, Georgia",7443,913,6313,746,486,136,5255,757,49,59,302,264,0,18,0,18,221,222,0,18,221,222,1130,649,845,652,85,114,0,18,0,18,0,18,200,211,0,18,0,18,0,18
1400000US13063040525,13063040525,"Census Tract 405.25, Clayton County, Georgia",2852,356,2736,354,122,97,2546,368,0,13,52,82,0,13,0,13,16,25,0,13,16,25,116,115,110,116,6,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13063040526,13063040526,"Census Tract 405.26, Clayton County, Georgia",5782,891,5311,891,452,329,4776,941,0,18,19,31,0,18,0,18,64,72,0,18,64,72,471,290,238,205,103,132,0,18,0,18,0,18,88,118,42,62,42,62,0,18
1400000US13063040606,13063040606,"Census Tract 406.06, Clayton County, Georgia",3740,542,2840,457,849,214,1871,357,0,13,11,13,0,13,0,13,109,120,0,13,109,120,900,382,579,295,25,24,0,13,0,13,0,13,291,245,5,9,5,9,0,13
1400000US13063040608,13063040608,"Census Tract 406.08, Clayton County, Georgia",10890,766,10507,775,1713,343,8590,696,11,22,50,58,0,20,21,140,122,145,0,20,122,145,383,273,196,178,137,161,0,20,0,20,0,20,0,20,50,56,22,34,28,45
1400000US13063040609,13063040609,"Census Tract 406.09, Clayton County, Georgia",6129,720,5597,707,1492,319,3463,638,0,18,575,240,0,18,0,18,67,71,0,18,67,71,532,211,460,196,72,100,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13063040611,13063040611,"Census Tract 406.11, Clayton County, Georgia",6008,954,4780,976,1386,516,3271,823,0,18,123,135,0,18,0,18,0,18,0,18,0,18,1228,516,743,532,144,178,0,18,0,18,0,18,253,307,88,170,88,170,0,18
1400000US13063040612,13063040612,"Census Tract 406.12, Clayton County, Georgia",6554,762,5893,693,1642,304,3816,633,0,18,185,138,0,18,14,16,236,158,24,30,212,151,661,407,78,44,133,90,0,18,0,18,0,18,450,405,0,18,0,18,0,18
1400000US13063040613,13063040613,"Census Tract 406.13, Clayton County, Georgia",7814,746,7481,785,2372,442,4831,710,0,18,272,148,0,18,0,18,6,19,6,19,0,18,333,185,297,172,36,59,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13063040614,13063040614,"Census Tract 406.14, Clayton County, Georgia",4511,451,4210,447,2260,276,1406,320,0,13,494,215,0,13,12,21,38,37,19,28,19,22,301,228,134,180,0,13,0,13,0,13,0,13,145,150,22,27,22,27,0,13
1400000US13063040615,13063040615,"Census Tract 406.15, Clayton County, Georgia",2107,230,1905,231,220,95,1593,227,0,13,91,124,0,13,0,13,1,2,0,13,1,2,202,156,84,73,0,13,0,13,0,13,0,13,118,140,0,13,0,13,0,13
1400000US13063040616,13063040616,"Census Tract 406.16, Clayton County, Georgia",7901,886,7100,736,481,229,6263,751,0,18,156,127,0,18,0,18,200,243,65,105,135,148,801,467,569,493,145,250,0,18,0,18,0,18,27,33,60,99,60,99,0,18
1400000US13063040617,13063040617,"Census Tract 406.17, Clayton County, Georgia",1609,416,516,217,500,214,16,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1093,317,630,325,0,13,0,13,0,13,0,13,463,376,0,13,0,13,0,13
1400000US13063040619,13063040619,"Census Tract 406.19, Clayton County, Georgia",3280,497,2942,460,287,279,2406,397,0,13,86,93,0,13,0,13,163,135,13,21,150,134,338,291,228,268,17,38,0,13,0,13,0,13,11,23,82,123,73,122,9,14
1400000US13063040620,13063040620,"Census Tract 406.20, Clayton County, Georgia",3325,565,2907,539,732,276,2057,505,0,13,0,13,0,13,0,13,118,143,0,13,118,143,418,379,95,101,285,352,0,13,0,13,0,13,38,64,0,13,0,13,0,13
1400000US13063040621,13063040621,"Census Tract 406.21, Clayton County, Georgia",9679,945,8894,754,1352,339,7378,674,0,18,36,45,0,18,0,18,128,108,0,18,128,108,785,507,417,465,0,18,0,18,0,18,0,18,368,316,0,18,0,18,0,18
1400000US13063040622,13063040622,"Census Tract 406.22, Clayton County, Georgia",7927,917,6531,807,921,343,5085,777,0,18,346,271,0,18,25,41,154,148,0,18,154,148,1396,513,635,383,54,80,67,100,0,18,0,18,640,488,0,18,0,18,0,18
1400000US13063980000,13063980000,"Census Tract 9800, Clayton County, Georgia",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13065970100,13065970100,"Census Tract 9701, Clinch County, Georgia",5385,254,5141,247,3818,180,1190,154,0,18,18,19,0,18,0,18,115,78,0,18,115,78,244,47,53,92,0,18,0,18,0,18,0,18,191,123,0,18,0,18,0,18
1400000US13065970200,13065970200,"Census Tract 9702, Clinch County, Georgia",1392,254,1368,247,695,180,615,175,56,50,0,13,0,13,0,13,2,4,0,13,2,4,24,46,0,13,15,37,3,6,0,13,0,13,0,13,6,15,6,15,0,13
1400000US13067030101,13067030101,"Census Tract 301.01, Cobb County, Georgia",7324,561,6903,561,6268,559,530,349,8,18,32,37,10,17,42,67,13,19,0,18,13,19,421,300,144,148,0,18,18,29,0,18,0,18,233,266,26,41,0,18,26,41
1400000US13067030103,13067030103,"Census Tract 301.03, Cobb County, Georgia",9373,825,8754,870,5674,639,2394,994,33,50,413,239,0,18,0,18,240,158,42,67,198,156,619,207,442,162,0,18,0,18,0,18,0,18,137,224,40,44,0,18,40,44
1400000US13067030104,13067030104,"Census Tract 301.04, Cobb County, Georgia",3643,445,3172,357,2042,363,916,253,13,24,168,174,0,13,0,13,33,42,0,13,33,42,471,204,191,256,15,24,0,13,0,13,0,13,265,123,0,13,0,13,0,13
1400000US13067030106,13067030106,"Census Tract 301.06, Cobb County, Georgia",7570,607,6502,606,3483,532,2382,476,298,312,272,176,0,18,14,24,53,67,0,18,53,67,1068,283,347,321,11,19,0,18,0,18,0,18,693,310,17,28,0,18,17,28
1400000US13067030107,13067030107,"Census Tract 301.07, Cobb County, Georgia",4670,348,4274,439,2151,397,1534,523,0,13,332,219,0,13,0,13,257,239,0,13,257,239,396,381,238,254,150,214,0,13,0,13,0,13,8,13,0,13,0,13,0,13
1400000US13067030209,13067030209,"Census Tract 302.09, Cobb County, Georgia",6592,414,6212,538,4588,527,1390,408,32,52,172,133,0,18,0,18,30,49,0,18,30,49,380,325,177,174,0,18,0,18,0,18,0,18,0,18,203,289,203,289,0,18
1400000US13067030214,13067030214,"Census Tract 302.14, Cobb County, Georgia",8442,502,7727,576,6117,419,988,357,79,110,339,189,0,18,45,65,159,135,0,18,159,135,715,267,410,259,142,160,0,18,148,158,0,18,0,18,15,23,0,18,15,23
1400000US13067030215,13067030215,"Census Tract 302.15, Cobb County, Georgia",9175,654,7732,464,5864,424,966,230,40,64,649,168,0,18,0,18,213,150,0,18,213,150,1443,615,818,530,13,20,0,18,0,18,0,18,520,499,92,138,92,138,0,18
1400000US13067030218,13067030218,"Census Tract 302.18, Cobb County, Georgia",5601,391,5168,376,4229,570,605,214,0,18,143,140,0,18,154,241,37,48,0,18,37,48,433,232,238,166,109,156,0,18,0,18,0,18,52,83,34,54,34,54,0,18
1400000US13067030219,13067030219,"Census Tract 302.19, Cobb County, Georgia",9320,804,8873,809,7639,658,743,283,37,59,306,160,0,18,23,35,125,117,0,18,125,117,447,336,350,310,15,26,0,18,0,18,0,18,18,29,64,105,64,105,0,18
1400000US13067030220,13067030220,"Census Tract 302.20, Cobb County, Georgia",1810,124,1687,150,1222,202,371,232,10,17,63,62,0,13,0,13,21,31,0,13,21,31,123,112,68,69,0,13,0,13,0,13,0,13,55,91,0,13,0,13,0,13
1400000US13067030222,13067030222,"Census Tract 302.22, Cobb County, Georgia",5870,585,5593,591,4900,655,449,196,14,23,213,231,0,18,0,18,17,29,0,18,17,29,277,177,186,140,22,33,0,18,0,18,0,18,69,78,0,18,0,18,0,18
1400000US13067030223,13067030223,"Census Tract 302.23, Cobb County, Georgia",5725,525,5185,506,3371,296,1517,462,0,18,145,122,0,18,0,18,152,121,0,18,152,121,540,274,319,303,150,89,71,41,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13067030224,13067030224,"Census Tract 302.24, Cobb County, Georgia",6229,540,5663,512,3571,391,1564,403,0,18,253,127,0,18,0,18,275,197,39,46,236,169,566,302,355,261,0,18,0,18,0,18,0,18,199,182,12,22,12,22,0,18
1400000US13067030226,13067030226,"Census Tract 302.26, Cobb County, Georgia",8530,890,7664,946,5660,760,1287,753,0,18,459,239,0,18,17,31,241,124,35,60,206,125,866,326,418,162,86,126,0,18,0,18,0,18,287,294,75,77,63,74,12,22
1400000US13067030227,13067030227,"Census Tract 302.27, Cobb County, Georgia",7695,748,6645,665,3700,544,2389,704,0,18,470,275,0,18,0,18,86,85,0,18,86,85,1050,662,261,235,67,81,0,18,0,18,0,18,645,551,77,107,77,107,0,18
1400000US13067030228,13067030228,"Census Tract 302.28, Cobb County, Georgia",7079,782,6196,591,4592,650,1346,462,0,18,129,139,0,18,0,18,129,113,0,18,129,113,883,585,695,557,113,102,0,18,0,18,0,18,54,87,21,33,21,33,0,18
1400000US13067030229,13067030229,"Census Tract 302.29, Cobb County, Georgia",5225,641,4770,649,3823,536,784,260,0,13,109,72,0,13,0,13,54,41,11,18,43,36,455,234,132,98,13,25,0,13,0,13,0,13,298,223,12,24,0,13,12,24
1400000US13067030230,13067030230,"Census Tract 302.30, Cobb County, Georgia",13287,1132,11288,1034,6616,896,3767,1026,43,61,570,380,0,20,0,20,292,210,0,20,292,210,1999,847,1678,789,108,130,0,20,0,20,0,20,181,259,32,53,0,20,32,53
1400000US13067030231,13067030231,"Census Tract 302.31, Cobb County, Georgia",7286,501,7084,512,6270,426,458,360,0,18,285,174,0,18,0,18,71,80,0,18,71,80,202,174,77,71,0,18,0,18,0,18,0,18,125,155,0,18,0,18,0,18
1400000US13067030232,13067030232,"Census Tract 302.32, Cobb County, Georgia",5733,507,4999,476,3089,394,1764,334,0,18,81,67,0,18,9,14,56,49,0,18,56,49,734,319,321,206,67,103,0,18,0,18,0,18,247,207,99,123,99,123,0,18
1400000US13067030233,13067030233,"Census Tract 302.33, Cobb County, Georgia",4219,287,3910,354,2726,364,1037,252,0,13,130,90,0,13,0,13,17,26,0,13,17,26,309,323,220,285,0,13,0,13,0,13,0,13,89,130,0,13,0,13,0,13
1400000US13067030234,13067030234,"Census Tract 302.34, Cobb County, Georgia",5829,309,5671,305,4474,299,1010,200,0,18,101,118,0,18,19,23,67,58,0,18,67,58,158,173,46,74,0,18,0,18,0,18,0,18,112,154,0,18,0,18,0,18
1400000US13067030235,13067030235,"Census Tract 302.35, Cobb County, Georgia",4858,265,4625,317,3905,346,534,190,0,13,0,13,25,42,0,13,161,111,0,13,161,111,233,177,166,139,0,13,0,13,0,13,0,13,67,105,0,13,0,13,0,13
1400000US13067030236,13067030236,"Census Tract 302.36, Cobb County, Georgia",4663,325,4581,335,4055,304,367,91,0,13,69,61,0,13,18,30,72,66,0,13,72,66,82,90,82,90,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13067030238,13067030238,"Census Tract 302.38, Cobb County, Georgia",6756,542,6639,570,5271,665,938,619,0,18,185,215,55,84,0,18,190,139,0,18,190,139,117,148,117,148,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13067030239,13067030239,"Census Tract 302.39, Cobb County, Georgia",8288,693,7563,705,6820,712,468,261,0,18,263,348,0,18,0,18,12,19,0,18,12,19,725,405,518,323,21,36,0,18,0,18,0,18,167,266,19,33,0,18,19,33
1400000US13067030310,13067030310,"Census Tract 303.10, Cobb County, Georgia",8134,728,7048,661,5903,497,785,343,0,18,137,111,0,18,27,45,196,190,0,18,196,190,1086,532,942,534,83,105,0,18,0,18,0,18,61,101,0,18,0,18,0,18
1400000US13067030311,13067030311,"Census Tract 303.11, Cobb County, Georgia",6076,417,5762,469,4994,394,370,190,0,18,320,130,0,18,0,18,78,78,0,18,78,78,314,242,238,212,0,18,0,18,0,18,0,18,76,115,0,18,0,18,0,18
1400000US13067030312,13067030312,"Census Tract 303.12, Cobb County, Georgia",6149,330,5760,372,4744,385,433,174,0,18,469,190,0,18,0,18,114,88,0,18,114,88,389,206,273,178,0,18,21,37,0,18,0,18,40,45,55,64,55,64,0,18
1400000US13067030313,13067030313,"Census Tract 303.13, Cobb County, Georgia",7983,650,7721,711,5587,572,1332,415,16,27,701,176,0,18,85,111,0,18,0,18,0,18,262,201,234,192,0,18,0,18,0,18,0,18,28,48,0,18,0,18,0,18
1400000US13067030314,13067030314,"Census Tract 303.14, Cobb County, Georgia",7993,423,7312,387,5771,408,831,161,121,167,507,180,0,18,0,18,82,78,0,18,82,78,681,240,304,232,0,18,0,18,0,18,0,18,273,237,104,133,75,124,29,46
1400000US13067030318,13067030318,"Census Tract 303.18, Cobb County, Georgia",8004,345,7935,351,6915,335,360,278,0,18,500,113,0,18,0,18,160,111,0,18,160,111,69,64,69,64,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13067030319,13067030319,"Census Tract 303.19, Cobb County, Georgia",4226,359,4130,369,3732,370,51,45,0,13,339,97,0,13,0,13,8,14,0,13,8,14,96,105,74,101,0,13,0,13,0,13,0,13,22,25,0,13,0,13,0,13
1400000US13067030320,13067030320,"Census Tract 303.20, Cobb County, Georgia",7724,552,7315,546,5382,510,1057,332,0,18,630,250,0,18,0,18,246,125,100,92,146,87,409,306,293,287,7,25,0,18,0,18,0,18,13,19,96,100,96,100,0,18
1400000US13067030322,13067030322,"Census Tract 303.22, Cobb County, Georgia",3220,229,3037,269,2481,346,376,264,0,13,97,99,0,13,17,19,66,51,26,32,40,42,183,141,119,103,0,13,0,13,0,13,0,13,64,100,0,13,0,13,0,13
1400000US13067030324,13067030324,"Census Tract 303.24, Cobb County, Georgia",3590,234,3410,257,3026,306,149,109,0,13,45,69,0,13,9,14,181,108,11,16,170,107,180,134,117,87,0,13,0,13,0,13,0,13,63,88,0,13,0,13,0,13
1400000US13067030326,13067030326,"Census Tract 303.26, Cobb County, Georgia",4634,458,4164,338,3422,309,135,80,0,13,512,406,0,13,22,36,73,81,0,13,73,81,470,462,350,442,0,13,0,13,15,22,0,13,72,80,33,50,33,50,0,13
1400000US13067030327,13067030327,"Census Tract 303.27, Cobb County, Georgia",4357,274,4253,285,3364,374,369,228,10,16,415,170,0,13,0,13,95,58,0,13,95,58,104,74,26,31,0,13,0,13,0,13,0,13,56,57,22,26,0,13,22,26
1400000US13067030328,13067030328,"Census Tract 303.28, Cobb County, Georgia",6206,455,5833,464,5285,480,320,36,26,33,195,166,0,18,0,18,7,13,0,18,7,13,373,434,373,434,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13067030329,13067030329,"Census Tract 303.29, Cobb County, Georgia",4476,236,4393,237,3514,225,405,135,0,13,332,62,0,13,75,87,67,63,0,13,67,63,83,66,33,33,0,13,0,13,0,13,0,13,50,59,0,13,0,13,0,13
1400000US13067030330,13067030330,"Census Tract 303.30, Cobb County, Georgia",5704,326,5574,341,3911,364,720,333,0,18,780,155,0,18,0,18,163,104,70,81,93,70,130,102,130,102,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13067030331,13067030331,"Census Tract 303.31, Cobb County, Georgia",5740,322,5411,399,4737,413,303,225,0,18,319,72,0,18,17,27,35,36,0,18,35,36,329,268,143,138,0,18,0,18,0,18,0,18,175,198,11,17,11,17,0,18
1400000US13067030332,13067030332,"Census Tract 303.32, Cobb County, Georgia",3468,285,3362,289,2790,275,170,118,0,13,337,225,0,13,0,13,65,72,0,13,65,72,106,95,106,95,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13067030333,13067030333,"Census Tract 303.33, Cobb County, Georgia",6146,446,5902,478,4760,556,365,188,0,18,589,297,36,54,0,18,152,129,13,20,139,126,244,154,173,143,0,18,0,18,0,18,0,18,21,31,50,41,34,38,16,27
1400000US13067030334,13067030334,"Census Tract 303.34, Cobb County, Georgia",3318,211,3273,211,2681,225,211,194,66,77,145,86,0,13,12,19,158,160,0,13,158,160,45,42,4,7,0,13,0,13,0,13,0,13,10,14,31,41,26,40,5,9
1400000US13067030335,13067030335,"Census Tract 303.35, Cobb County, Georgia",4629,178,4454,178,4020,274,226,178,9,16,135,128,0,13,0,13,64,49,0,13,64,49,175,117,175,117,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13067030336,13067030336,"Census Tract 303.36, Cobb County, Georgia",7478,351,7078,413,6076,396,186,203,0,18,662,201,44,66,36,47,74,71,0,18,74,71,400,248,370,229,0,18,0,18,0,18,15,25,15,25,0,18,0,18,0,18
1400000US13067030337,13067030337,"Census Tract 303.37, Cobb County, Georgia",4465,289,4253,270,3915,280,108,82,0,13,195,58,0,13,18,29,17,20,0,13,17,20,212,171,151,160,0,13,0,13,0,13,0,13,11,18,50,59,23,28,27,43
1400000US13067030339,13067030339,"Census Tract 303.39, Cobb County, Georgia",5599,508,5187,511,2994,412,1354,366,24,40,723,258,21,38,0,18,71,76,0,18,71,76,412,259,226,162,13,20,0,18,0,18,0,18,173,170,0,18,0,18,0,18
1400000US13067030340,13067030340,"Census Tract 303.40, Cobb County, Georgia",3864,285,3495,380,2919,375,253,163,0,13,306,166,0,13,0,13,17,24,0,13,17,24,369,285,369,285,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13067030341,13067030341,"Census Tract 303.41, Cobb County, Georgia",4571,288,4289,360,3497,366,581,359,0,13,149,112,0,13,34,50,28,45,0,13,28,45,282,155,179,151,0,13,16,25,0,13,0,13,15,25,72,94,66,92,6,9
1400000US13067030342,13067030342,"Census Tract 303.42, Cobb County, Georgia",4990,287,4797,292,4116,381,366,213,13,20,219,129,0,13,0,13,83,67,15,23,68,64,193,138,161,129,0,13,0,13,0,13,0,13,0,13,32,30,0,13,32,30
1400000US13067030343,13067030343,"Census Tract 303.43, Cobb County, Georgia",4608,262,4366,332,3903,360,125,96,0,13,280,214,0,13,0,13,58,74,16,25,42,70,242,266,56,47,0,13,0,13,0,13,0,13,186,256,0,13,0,13,0,13
1400000US13067030344,13067030344,"Census Tract 303.44, Cobb County, Georgia",3636,383,3293,361,961,190,1986,414,0,13,288,165,0,13,58,97,0,13,0,13,0,13,343,262,180,199,30,39,0,13,0,13,0,13,133,146,0,13,0,13,0,13
1400000US13067030345,13067030345,"Census Tract 303.45, Cobb County, Georgia",4986,540,3559,399,1046,194,1223,376,0,18,1155,306,27,43,82,75,26,29,12,19,14,21,1427,484,535,373,0,18,0,18,0,18,0,18,892,368,0,18,0,18,0,18
1400000US13067030405,13067030405,"Census Tract 304.05, Cobb County, Georgia",6282,539,5795,632,3183,598,2063,549,0,18,276,175,0,18,218,241,55,58,14,24,41,44,487,435,149,221,0,18,0,18,0,18,0,18,338,332,0,18,0,18,0,18
