GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US13009970600,13009970600,"Census Tract 9706, Baldwin County, Georgia",3946,445,3946,445,1498,348,2323,386,9,17,0,13,0,13,0,13,116,136,0,13,116,136,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13009970701,13009970701,"Census Tract 9707.01, Baldwin County, Georgia",2902,330,2902,330,840,243,2017,277,6,11,10,15,0,13,6,10,23,23,0,13,23,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US13009970702,13009970702,"Census Tract 9707.02, Baldwin County, Georgia",2504,448,2451,429,1063,320,1377,352,0,13,11,15,0,13,0,13,0,13,0,13,0,13,53,48,31,32,0,13,0,13,0,13,0,13,20,30,2,6,2,6,0,13
1400000US13009970800,13009970800,"Census Tract 9708, Baldwin County, Georgia",7325,638,7228,631,4622,542,2586,381,13,19,0,18,0,18,0,18,7,13,0,18,7,13,97,52,64,46,0,18,0,18,0,18,0,18,33,34,0,18,0,18,0,18
1400000US13011970100,13011970100,"Census Tract 9701, Banks County, Georgia",5211,389,4744,371,4606,349,32,47,0,18,8,14,0,18,21,36,77,79,0,18,77,79,467,195,405,187,16,26,0,18,0,18,0,18,22,29,24,34,24,34,0,18
1400000US13011970200,13011970200,"Census Tract 9702, Banks County, Georgia",5099,309,5051,317,4533,321,298,158,15,24,205,27,0,18,0,18,0,18,0,18,0,18,48,47,35,43,0,18,2,7,0,18,0,18,5,7,6,12,6,12,0,18
1400000US13011970300,13011970300,"Census Tract 9703, Banks County, Georgia",4185,288,3934,296,3833,301,52,76,0,13,11,20,0,13,0,13,38,37,0,13,38,37,251,157,165,132,0,13,0,13,0,13,0,13,86,102,0,13,0,13,0,13
1400000US13011970400,13011970400,"Census Tract 9704, Banks County, Georgia",3822,347,3464,358,3287,367,127,109,0,13,0,13,0,13,0,13,50,47,0,13,50,47,358,215,266,145,0,13,0,13,0,13,0,13,47,60,45,63,0,13,45,63
1400000US13013180103,13013180103,"Census Tract 1801.03, Barrow County, Georgia",4249,643,4030,576,3517,548,128,123,0,13,337,188,0,13,0,13,48,51,0,13,48,51,219,194,69,95,0,13,0,13,0,13,0,13,150,169,0,13,0,13,0,13
1400000US13013180104,13013180104,"Census Tract 1801.04, Barrow County, Georgia",2002,245,1806,260,1540,251,164,114,0,13,47,74,0,13,18,25,37,49,0,13,37,49,196,156,159,147,0,13,0,13,0,13,0,13,37,56,0,13,0,13,0,13
1400000US13013180105,13013180105,"Census Tract 1801.05, Barrow County, Georgia",2761,345,2496,258,2099,253,118,129,0,13,279,185,0,13,0,13,0,13,0,13,0,13,265,250,105,105,0,13,147,237,0,13,0,13,0,13,13,22,13,22,0,13
1400000US13013180106,13013180106,"Census Tract 1801.06, Barrow County, Georgia",2499,273,2280,271,1956,309,269,213,0,13,25,33,0,13,0,13,30,28,0,13,30,28,219,140,136,122,0,13,0,13,0,13,0,13,7,15,76,90,11,24,65,82
1400000US13013180107,13013180107,"Census Tract 1801.07, Barrow County, Georgia",3942,391,3427,413,2625,509,205,174,0,13,531,290,0,13,0,13,66,70,0,13,66,70,515,285,114,101,164,121,0,13,0,13,0,13,207,143,30,46,30,46,0,13
1400000US13013180108,13013180108,"Census Tract 1801.08, Barrow County, Georgia",3326,409,3183,414,2763,405,189,191,13,23,137,145,0,13,0,13,81,66,0,13,81,66,143,127,79,92,0,13,46,76,0,13,0,13,8,12,10,17,10,17,0,13
1400000US13013180203,13013180203,"Census Tract 1802.03, Barrow County, Georgia",3215,496,2636,391,1612,383,745,233,0,13,279,210,0,13,0,13,0,13,0,13,0,13,579,367,349,290,0,13,0,13,0,13,0,13,230,227,0,13,0,13,0,13
1400000US13013180204,13013180204,"Census Tract 1802.04, Barrow County, Georgia",2801,342,2418,375,1345,274,940,332,0,13,109,117,0,13,0,13,24,28,0,13,24,28,383,239,282,208,0,13,0,13,0,13,0,13,101,112,0,13,0,13,0,13
1400000US13013180205,13013180205,"Census Tract 1802.05, Barrow County, Georgia",4309,546,4058,557,2963,612,809,282,0,13,160,122,0,13,0,13,126,89,0,13,126,89,251,179,223,178,0,13,0,13,0,13,0,13,9,15,19,32,19,32,0,13
1400000US13013180206,13013180206,"Census Tract 1802.06, Barrow County, Georgia",3007,389,2882,391,2735,431,23,25,0,13,0,13,0,13,0,13,124,185,0,13,124,185,125,107,36,50,0,13,0,13,0,13,0,13,89,100,0,13,0,13,0,13
1400000US13013180301,13013180301,"Census Tract 1803.01, Barrow County, Georgia",2119,226,1919,255,1795,274,69,77,0,13,50,68,0,13,0,13,5,9,0,13,5,9,200,175,188,171,0,13,0,13,0,13,0,13,12,20,0,13,0,13,0,13
1400000US13013180302,13013180302,"Census Tract 1803.02, Barrow County, Georgia",5407,420,5192,364,4665,434,190,202,30,48,0,18,0,18,0,18,307,294,0,18,307,294,215,254,215,254,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
1400000US13013180303,13013180303,"Census Tract 1803.03, Barrow County, Georgia",3930,442,3801,417,3184,481,378,297,0,13,155,162,0,13,11,17,73,75,0,13,73,75,129,123,117,122,12,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13
