,median_income,Geography
504,44202,"Census Tract 314.09, Cobb County, Georgia"
505,59208,"Census Tract 315.03, Cobb County, Georgia"
506,60154,"Census Tract 315.05, Cobb County, Georgia"
507,56133,"Census Tract 315.06, Cobb County, Georgia"
508,47008,"Census Tract 315.07, Cobb County, Georgia"
509,72707,"Census Tract 315.08, Cobb County, Georgia"
510,70565,"Census Tract 315.09, Cobb County, Georgia"
511,33993,"Census Tract 101, Coffee County, Georgia"
512,33858,"Census Tract 102, Coffee County, Georgia"
513,26944,"Census Tract 103, Coffee County, Georgia"
514,38970,"Census Tract 104, Coffee County, Georgia"
515,33093,"Census Tract 105, Coffee County, Georgia"
516,55411,"Census Tract 106, Coffee County, Georgia"
517,26485,"Census Tract 107, Coffee County, Georgia"
518,31650,"Census Tract 108.01, Coffee County, Georgia"
519,25865,"Census Tract 108.02, Coffee County, Georgia"
520,34932,"Census Tract 9701, Colquitt County, Georgia"
521,38274,"Census Tract 9702, Colquitt County, Georgia"
522,21267,"Census Tract 9703, Colquitt County, Georgia"
523,24479,"Census Tract 9704, Colquitt County, Georgia"
524,54561,"Census Tract 9705, Colquitt County, Georgia"
525,45000,"Census Tract 9706, Colquitt County, Georgia"
526,35188,"Census Tract 9707.01, Colquitt County, Georgia"
527,24009,"Census Tract 9707.02, Colquitt County, Georgia"
528,27847,"Census Tract 9708, Colquitt County, Georgia"
529,34725,"Census Tract 9709, Colquitt County, Georgia"
530,106065,"Census Tract 301.02, Columbia County, Georgia"
531,86055,"Census Tract 301.03, Columbia County, Georgia"
532,66721,"Census Tract 301.05, Columbia County, Georgia"
533,57569,"Census Tract 301.06, Columbia County, Georgia"
534,59188,"Census Tract 302.01, Columbia County, Georgia"
535,54444,"Census Tract 302.02, Columbia County, Georgia"
536,63699,"Census Tract 302.03, Columbia County, Georgia"
537,68286,"Census Tract 303.02, Columbia County, Georgia"
538,94735,"Census Tract 303.04, Columbia County, Georgia"
539,83211,"Census Tract 303.06, Columbia County, Georgia"
540,69359,"Census Tract 303.07, Columbia County, Georgia"
541,104522,"Census Tract 303.08, Columbia County, Georgia"
542,91786,"Census Tract 303.09, Columbia County, Georgia"
543,52708,"Census Tract 304.01, Columbia County, Georgia"
544,70592,"Census Tract 304.02, Columbia County, Georgia"
545,43989,"Census Tract 305.03, Columbia County, Georgia"
546,49924,"Census Tract 305.04, Columbia County, Georgia"
547,49500,"Census Tract 305.05, Columbia County, Georgia"
548,59512,"Census Tract 305.06, Columbia County, Georgia"
549,49659,"Census Tract 306.03, Columbia County, Georgia"
550,32153,"Census Tract 9601, Cook County, Georgia"
551,30956,"Census Tract 9602, Cook County, Georgia"
552,40625,"Census Tract 9603, Cook County, Georgia"
553,31451,"Census Tract 9604, Cook County, Georgia"
554,58339,"Census Tract 1701, Coweta County, Georgia"
555,50905,"Census Tract 1702, Coweta County, Georgia"
556,87256,"Census Tract 1703.03, Coweta County, Georgia"
557,71933,"Census Tract 1703.04, Coweta County, Georgia"
558,37394,"Census Tract 1703.05, Coweta County, Georgia"
559,62736,"Census Tract 1703.06, Coweta County, Georgia"
560,76222,"Census Tract 1704.02, Coweta County, Georgia"
561,98958,"Census Tract 1704.03, Coweta County, Georgia"
562,78265,"Census Tract 1704.04, Coweta County, Georgia"
563,74375,"Census Tract 1704.05, Coweta County, Georgia"
564,77857,"Census Tract 1704.06, Coweta County, Georgia"
565,68929,"Census Tract 1705.01, Coweta County, Georgia"
566,68068,"Census Tract 1705.02, Coweta County, Georgia"
567,61902,"Census Tract 1705.03, Coweta County, Georgia"
568,33656,"Census Tract 1706.01, Coweta County, Georgia"
569,78617,"Census Tract 1706.02, Coweta County, Georgia"
570,69542,"Census Tract 1706.03, Coweta County, Georgia"
571,39867,"Census Tract 1707, Coweta County, Georgia"
572,45686,"Census Tract 1708.01, Coweta County, Georgia"
573,54077,"Census Tract 1708.02, Coweta County, Georgia"
574,43281,"Census Tract 701, Crawford County, Georgia"
575,41756,"Census Tract 702.01, Crawford County, Georgia"
576,41627,"Census Tract 702.02, Crawford County, Georgia"
577,30528,"Census Tract 101, Crisp County, Georgia"
578,35195,"Census Tract 102.01, Crisp County, Georgia"
579,44821,"Census Tract 102.02, Crisp County, Georgia"
580,42170,"Census Tract 103, Crisp County, Georgia"
581,34523,"Census Tract 104, Crisp County, Georgia"
582,40208,"Census Tract 105, Crisp County, Georgia"
583,36006,"Census Tract 401.01, Dade County, Georgia"
584,59167,"Census Tract 401.02, Dade County, Georgia"
585,42637,"Census Tract 402, Dade County, Georgia"
586,50698,"Census Tract 403, Dade County, Georgia"
587,55617,"Census Tract 9701, Dawson County, Georgia"
588,63500,"Census Tract 9702.01, Dawson County, Georgia"
589,51216,"Census Tract 9702.02, Dawson County, Georgia"
590,42500,"Census Tract 9701, Decatur County, Georgia"
591,32988,"Census Tract 9702, Decatur County, Georgia"
592,27196,"Census Tract 9703, Decatur County, Georgia"
593,21833,"Census Tract 9704, Decatur County, Georgia"
594,30640,"Census Tract 9706, Decatur County, Georgia"
595,40000,"Census Tract 9707, Decatur County, Georgia"
596,32049,"Census Tract 9708, Decatur County, Georgia"
597,130385,"Census Tract 201, DeKalb County, Georgia"
598,87500,"Census Tract 202, DeKalb County, Georgia"
599,103722,"Census Tract 203, DeKalb County, Georgia"
600,83720,"Census Tract 204, DeKalb County, Georgia"
601,45760,"Census Tract 205, DeKalb County, Georgia"
602,38661,"Census Tract 206, DeKalb County, Georgia"
603,45742,"Census Tract 207, DeKalb County, Georgia"
604,67005,"Census Tract 208.01, DeKalb County, Georgia"
605,49464,"Census Tract 208.02, DeKalb County, Georgia"
606,46161,"Census Tract 209, DeKalb County, Georgia"
607,120625,"Census Tract 211.01, DeKalb County, Georgia"
608,80425,"Census Tract 211.02, DeKalb County, Georgia"
609,96469,"Census Tract 212.02, DeKalb County, Georgia"
610,28939,"Census Tract 212.04, DeKalb County, Georgia"
611,58935,"Census Tract 212.08, DeKalb County, Georgia"
612,58423,"Census Tract 212.09, DeKalb County, Georgia"
613,119330,"Census Tract 212.10, DeKalb County, Georgia"
614,102524,"Census Tract 212.11, DeKalb County, Georgia"
615,135977,"Census Tract 212.13, DeKalb County, Georgia"
616,105088,"Census Tract 212.14, DeKalb County, Georgia"
617,92724,"Census Tract 212.15, DeKalb County, Georgia"
618,62788,"Census Tract 212.16, DeKalb County, Georgia"
619,73077,"Census Tract 212.17, DeKalb County, Georgia"
620,50177,"Census Tract 212.18, DeKalb County, Georgia"
621,46339,"Census Tract 213.01, DeKalb County, Georgia"
622,33994,"Census Tract 213.03, DeKalb County, Georgia"
623,39330,"Census Tract 213.05, DeKalb County, Georgia"
624,40960,"Census Tract 213.06, DeKalb County, Georgia"
625,44902,"Census Tract 213.07, DeKalb County, Georgia"
626,44684,"Census Tract 213.08, DeKalb County, Georgia"
627,109508,"Census Tract 214.05, DeKalb County, Georgia"
628,41278,"Census Tract 214.09, DeKalb County, Georgia"
629,47500,"Census Tract 214.10, DeKalb County, Georgia"
630,75223,"Census Tract 214.11, DeKalb County, Georgia"
631,103717,"Census Tract 214.12, DeKalb County, Georgia"
632,34359,"Census Tract 214.13, DeKalb County, Georgia"
633,36488,"Census Tract 214.14, DeKalb County, Georgia"
634,80913,"Census Tract 214.15, DeKalb County, Georgia"
635,55000,"Census Tract 214.16, DeKalb County, Georgia"
636,43750,"Census Tract 214.17, DeKalb County, Georgia"
637,58750,"Census Tract 215.02, DeKalb County, Georgia"
638,44714,"Census Tract 215.03, DeKalb County, Georgia"
639,51215,"Census Tract 215.04, DeKalb County, Georgia"
640,66591,"Census Tract 216.02, DeKalb County, Georgia"
641,51527,"Census Tract 216.03, DeKalb County, Georgia"
642,130114,"Census Tract 216.04, DeKalb County, Georgia"
643,49044,"Census Tract 216.05, DeKalb County, Georgia"
644,131250,"Census Tract 217.03, DeKalb County, Georgia"
645,82028,"Census Tract 217.04, DeKalb County, Georgia"
646,43500,"Census Tract 217.05, DeKalb County, Georgia"
647,69495,"Census Tract 217.06, DeKalb County, Georgia"
648,52010,"Census Tract 218.05, DeKalb County, Georgia"
649,41009,"Census Tract 218.06, DeKalb County, Georgia"
650,65987,"Census Tract 218.08, DeKalb County, Georgia"
651,90017,"Census Tract 218.09, DeKalb County, Georgia"
652,76703,"Census Tract 218.10, DeKalb County, Georgia"
653,61467,"Census Tract 218.12, DeKalb County, Georgia"
654,29743,"Census Tract 218.13, DeKalb County, Georgia"
655,33520,"Census Tract 218.14, DeKalb County, Georgia"
656,39289,"Census Tract 219.06, DeKalb County, Georgia"
657,62840,"Census Tract 219.07, DeKalb County, Georgia"
658,31520,"Census Tract 219.08, DeKalb County, Georgia"
659,34598,"Census Tract 219.09, DeKalb County, Georgia"
660,46795,"Census Tract 219.10, DeKalb County, Georgia"
661,23796,"Census Tract 219.11, DeKalb County, Georgia"
662,88287,"Census Tract 219.12, DeKalb County, Georgia"
663,32197,"Census Tract 219.13, DeKalb County, Georgia"
664,65146,"Census Tract 220.01, DeKalb County, Georgia"
665,49366,"Census Tract 220.04, DeKalb County, Georgia"
666,32564,"Census Tract 220.05, DeKalb County, Georgia"
667,30951,"Census Tract 220.07, DeKalb County, Georgia"
668,24455,"Census Tract 220.08, DeKalb County, Georgia"
669,31154,"Census Tract 220.09, DeKalb County, Georgia"
670,39091,"Census Tract 220.10, DeKalb County, Georgia"
671,31423,"Census Tract 221, DeKalb County, Georgia"
672,46250,"Census Tract 222.03, DeKalb County, Georgia"
673,37703,"Census Tract 222.04, DeKalb County, Georgia"
674,48643,"Census Tract 223.01, DeKalb County, Georgia"
675,59652,"Census Tract 223.02, DeKalb County, Georgia"
676,70417,"Census Tract 224.01, DeKalb County, Georgia"
677,32356,"Census Tract 224.02, DeKalb County, Georgia"
678,136813,"Census Tract 224.03, DeKalb County, Georgia"
679,53234,"Census Tract 225, DeKalb County, Georgia"
680,72995,"Census Tract 226, DeKalb County, Georgia"
681,92000,"Census Tract 227, DeKalb County, Georgia"
682,94750,"Census Tract 228, DeKalb County, Georgia"
683,72895,"Census Tract 229, DeKalb County, Georgia"
684,59745,"Census Tract 230, DeKalb County, Georgia"
685,42617,"Census Tract 231.01, DeKalb County, Georgia"
686,39651,"Census Tract 231.02, DeKalb County, Georgia"
687,35233,"Census Tract 231.07, DeKalb County, Georgia"
688,29579,"Census Tract 231.08, DeKalb County, Georgia"
689,50223,"Census Tract 231.11, DeKalb County, Georgia"
690,25449,"Census Tract 231.12, DeKalb County, Georgia"
691,26717,"Census Tract 231.13, DeKalb County, Georgia"
692,55285,"Census Tract 231.14, DeKalb County, Georgia"
693,-,"Census Tract 231.15, DeKalb County, Georgia"
694,50705,"Census Tract 232.04, DeKalb County, Georgia"
695,47286,"Census Tract 232.06, DeKalb County, Georgia"
696,45213,"Census Tract 232.08, DeKalb County, Georgia"
697,61250,"Census Tract 232.09, DeKalb County, Georgia"
698,39830,"Census Tract 232.10, DeKalb County, Georgia"
699,59167,"Census Tract 232.11, DeKalb County, Georgia"
700,57857,"Census Tract 232.12, DeKalb County, Georgia"
701,42208,"Census Tract 232.13, DeKalb County, Georgia"
702,48878,"Census Tract 232.14, DeKalb County, Georgia"
703,36844,"Census Tract 233.03, DeKalb County, Georgia"
704,57885,"Census Tract 233.06, DeKalb County, Georgia"
705,47392,"Census Tract 233.09, DeKalb County, Georgia"
706,33701,"Census Tract 233.10, DeKalb County, Georgia"
707,76667,"Census Tract 233.11, DeKalb County, Georgia"
708,56086,"Census Tract 233.12, DeKalb County, Georgia"
709,38281,"Census Tract 233.13, DeKalb County, Georgia"
710,46277,"Census Tract 233.14, DeKalb County, Georgia"
711,54286,"Census Tract 233.15, DeKalb County, Georgia"
712,57043,"Census Tract 233.16, DeKalb County, Georgia"
713,27382,"Census Tract 234.10, DeKalb County, Georgia"
714,47750,"Census Tract 234.11, DeKalb County, Georgia"
715,43686,"Census Tract 234.12, DeKalb County, Georgia"
716,50064,"Census Tract 234.13, DeKalb County, Georgia"
717,50485,"Census Tract 234.14, DeKalb County, Georgia"
718,65507,"Census Tract 234.16, DeKalb County, Georgia"
719,47109,"Census Tract 234.18, DeKalb County, Georgia"
720,61325,"Census Tract 234.19, DeKalb County, Georgia"
721,41833,"Census Tract 234.21, DeKalb County, Georgia"
722,52946,"Census Tract 234.22, DeKalb County, Georgia"
723,55804,"Census Tract 234.23, DeKalb County, Georgia"
724,58614,"Census Tract 234.24, DeKalb County, Georgia"
725,60119,"Census Tract 234.25, DeKalb County, Georgia"
726,62869,"Census Tract 234.26, DeKalb County, Georgia"
727,60729,"Census Tract 234.27, DeKalb County, Georgia"
728,33361,"Census Tract 234.28, DeKalb County, Georgia"
729,22944,"Census Tract 235.01, DeKalb County, Georgia"
730,21303,"Census Tract 235.04, DeKalb County, Georgia"
731,40795,"Census Tract 235.05, DeKalb County, Georgia"
732,37367,"Census Tract 235.06, DeKalb County, Georgia"
733,37074,"Census Tract 235.07, DeKalb County, Georgia"
734,53793,"Census Tract 236.01, DeKalb County, Georgia"
735,39911,"Census Tract 236.02, DeKalb County, Georgia"
736,31866,"Census Tract 236.03, DeKalb County, Georgia"
737,26849,"Census Tract 237, DeKalb County, Georgia"
738,52872,"Census Tract 238.01, DeKalb County, Georgia"
739,31446,"Census Tract 238.02, DeKalb County, Georgia"
740,42115,"Census Tract 238.03, DeKalb County, Georgia"
741,-,"Census Tract 9800, DeKalb County, Georgia"
742,29688,"Census Tract 9601, Dodge County, Georgia"
743,37230,"Census Tract 9602, Dodge County, Georgia"
744,41103,"Census Tract 9603, Dodge County, Georgia"
745,27948,"Census Tract 9604, Dodge County, Georgia"
746,40855,"Census Tract 9605, Dodge County, Georgia"
747,37909,"Census Tract 9606, Dodge County, Georgia"
748,24486,"Census Tract 9701, Dooly County, Georgia"
749,28369,"Census Tract 9702, Dooly County, Georgia"
750,29164,"Census Tract 9703, Dooly County, Georgia"
751,22135,"Census Tract 1, Dougherty County, Georgia"
752,16358,"Census Tract 2, Dougherty County, Georgia"
753,35105,"Census Tract 4, Dougherty County, Georgia"
754,43586,"Census Tract 5.01, Dougherty County, Georgia"
755,56042,"Census Tract 5.02, Dougherty County, Georgia"
756,34816,"Census Tract 6, Dougherty County, Georgia"
757,36941,"Census Tract 7, Dougherty County, Georgia"
758,12895,"Census Tract 8, Dougherty County, Georgia"
759,25799,"Census Tract 9, Dougherty County, Georgia"
760,25217,"Census Tract 10, Dougherty County, Georgia"
761,26185,"Census Tract 11, Dougherty County, Georgia"
762,15343,"Census Tract 14.03, Dougherty County, Georgia"
763,14032,"Census Tract 15, Dougherty County, Georgia"
764,22041,"Census Tract 103.02, Dougherty County, Georgia"
765,70739,"Census Tract 104.01, Dougherty County, Georgia"
766,44655,"Census Tract 104.02, Dougherty County, Georgia"
767,48667,"Census Tract 104.03, Dougherty County, Georgia"
768,35583,"Census Tract 105, Dougherty County, Georgia"
769,18507,"Census Tract 106.01, Dougherty County, Georgia"
770,28773,"Census Tract 106.02, Dougherty County, Georgia"
771,17661,"Census Tract 107, Dougherty County, Georgia"
772,58242,"Census Tract 109, Dougherty County, Georgia"
773,50000,"Census Tract 110, Dougherty County, Georgia"
774,33770,"Census Tract 112, Dougherty County, Georgia"
775,27416,"Census Tract 113, Dougherty County, Georgia"
776,12930,"Census Tract 114, Dougherty County, Georgia"
777,51324,"Census Tract 116, Dougherty County, Georgia"
778,46596,"Census Tract 801.02, Douglas County, Georgia"
779,34202,"Census Tract 801.03, Douglas County, Georgia"
780,46302,"Census Tract 802.01, Douglas County, Georgia"
781,41250,"Census Tract 802.02, Douglas County, Georgia"
782,39698,"Census Tract 803.01, Douglas County, Georgia"
783,44732,"Census Tract 803.03, Douglas County, Georgia"
784,45229,"Census Tract 803.04, Douglas County, Georgia"
785,84750,"Census Tract 804.02, Douglas County, Georgia"
786,60265,"Census Tract 804.03, Douglas County, Georgia"
787,57048,"Census Tract 804.04, Douglas County, Georgia"
788,52673,"Census Tract 805.05, Douglas County, Georgia"
789,56458,"Census Tract 805.06, Douglas County, Georgia"
790,52429,"Census Tract 805.07, Douglas County, Georgia"
791,55110,"Census Tract 805.08, Douglas County, Georgia"
792,71363,"Census Tract 805.09, Douglas County, Georgia"
793,57146,"Census Tract 805.10, Douglas County, Georgia"
794,65423,"Census Tract 805.11, Douglas County, Georgia"
795,65136,"Census Tract 806.02, Douglas County, Georgia"
796,72356,"Census Tract 806.03, Douglas County, Georgia"
797,61105,"Census Tract 806.04, Douglas County, Georgia"
798,23625,"Census Tract 901, Early County, Georgia"
799,35550,"Census Tract 902, Early County, Georgia"
800,47500,"Census Tract 903, Early County, Georgia"
801,36406,"Census Tract 904, Early County, Georgia"
802,29340,"Census Tract 905, Early County, Georgia"
803,30962,"Census Tract 8801, Echols County, Georgia"
804,37222,"Census Tract 8802, Echols County, Georgia"
805,59353,"Census Tract 301, Effingham County, Georgia"
806,56940,"Census Tract 302.02, Effingham County, Georgia"
807,60785,"Census Tract 302.03, Effingham County, Georgia"
808,46343,"Census Tract 302.04, Effingham County, Georgia"
809,96657,"Census Tract 303.01, Effingham County, Georgia"
810,68375,"Census Tract 303.03, Effingham County, Georgia"
811,61915,"Census Tract 303.04, Effingham County, Georgia"
812,73576,"Census Tract 303.05, Effingham County, Georgia"
813,59044,"Census Tract 304.01, Effingham County, Georgia"
814,67619,"Census Tract 304.02, Effingham County, Georgia"
815,40767,"Census Tract 1, Elbert County, Georgia"
816,36307,"Census Tract 2, Elbert County, Georgia"
817,29720,"Census Tract 3, Elbert County, Georgia"
818,26211,"Census Tract 4, Elbert County, Georgia"
819,42745,"Census Tract 5, Elbert County, Georgia"
820,28026,"Census Tract 9701, Emanuel County, Georgia"
821,36055,"Census Tract 9702, Emanuel County, Georgia"
822,29196,"Census Tract 9703, Emanuel County, Georgia"
823,33611,"Census Tract 9704, Emanuel County, Georgia"
824,41604,"Census Tract 9705, Emanuel County, Georgia"
825,34308,"Census Tract 9706, Emanuel County, Georgia"
826,41932,"Census Tract 9701, Evans County, Georgia"
827,38864,"Census Tract 9702, Evans County, Georgia"
828,35145,"Census Tract 9703, Evans County, Georgia"
829,37724,"Census Tract 501, Fannin County, Georgia"
830,35094,"Census Tract 502, Fannin County, Georgia"
831,33250,"Census Tract 503, Fannin County, Georgia"
832,34904,"Census Tract 504, Fannin County, Georgia"
833,34427,"Census Tract 505, Fannin County, Georgia"
834,72973,"Census Tract 1401.01, Fayette County, Georgia"
835,73678,"Census Tract 1401.02, Fayette County, Georgia"
836,83969,"Census Tract 1402.03, Fayette County, Georgia"
837,79803,"Census Tract 1402.04, Fayette County, Georgia"
838,113065,"Census Tract 1402.06, Fayette County, Georgia"
839,94620,"Census Tract 1402.07, Fayette County, Georgia"
840,75781,"Census Tract 1402.08, Fayette County, Georgia"
841,78382,"Census Tract 1403.03, Fayette County, Georgia"
842,73929,"Census Tract 1403.04, Fayette County, Georgia"
843,99950,"Census Tract 1403.05, Fayette County, Georgia"
844,82692,"Census Tract 1403.06, Fayette County, Georgia"
845,153480,"Census Tract 1403.07, Fayette County, Georgia"
846,68964,"Census Tract 1404.03, Fayette County, Georgia"
847,69803,"Census Tract 1404.04, Fayette County, Georgia"
848,91875,"Census Tract 1404.05, Fayette County, Georgia"
849,60500,"Census Tract 1404.06, Fayette County, Georgia"
850,64744,"Census Tract 1404.07, Fayette County, Georgia"
851,71889,"Census Tract 1404.08, Fayette County, Georgia"
852,91875,"Census Tract 1405.01, Fayette County, Georgia"
853,80592,"Census Tract 1405.02, Fayette County, Georgia"
854,39803,"Census Tract 1, Floyd County, Georgia"
855,51446,"Census Tract 2.01, Floyd County, Georgia"
856,62852,"Census Tract 2.02, Floyd County, Georgia"
857,50809,"Census Tract 3, Floyd County, Georgia"
858,40199,"Census Tract 4, Floyd County, Georgia"
859,32500,"Census Tract 5, Floyd County, Georgia"
860,25391,"Census Tract 6, Floyd County, Georgia"
861,51881,"Census Tract 7, Floyd County, Georgia"
862,52430,"Census Tract 8, Floyd County, Georgia"
863,44934,"Census Tract 9, Floyd County, Georgia"
864,18359,"Census Tract 11, Floyd County, Georgia"
865,37316,"Census Tract 12, Floyd County, Georgia"
866,35906,"Census Tract 13, Floyd County, Georgia"
867,62708,"Census Tract 14, Floyd County, Georgia"
868,22835,"Census Tract 16, Floyd County, Georgia"
869,46164,"Census Tract 17.01, Floyd County, Georgia"
870,55290,"Census Tract 17.02, Floyd County, Georgia"
871,37946,"Census Tract 18, Floyd County, Georgia"
872,39783,"Census Tract 20, Floyd County, Georgia"
873,30513,"Census Tract 21, Floyd County, Georgia"
874,77012,"Census Tract 1301.01, Forsyth County, Georgia"
875,60395,"Census Tract 1301.02, Forsyth County, Georgia"
876,56750,"Census Tract 1301.03, Forsyth County, Georgia"
877,75820,"Census Tract 1301.04, Forsyth County, Georgia"
878,34313,"Census Tract 1301.05, Forsyth County, Georgia"
879,77543,"Census Tract 1302.01, Forsyth County, Georgia"
880,105296,"Census Tract 1302.02, Forsyth County, Georgia"
881,68949,"Census Tract 1302.03, Forsyth County, Georgia"
882,70500,"Census Tract 1302.04, Forsyth County, Georgia"
883,60192,"Census Tract 1302.05, Forsyth County, Georgia"
884,70951,"Census Tract 1303.01, Forsyth County, Georgia"
885,98333,"Census Tract 1303.02, Forsyth County, Georgia"
886,81290,"Census Tract 1303.03, Forsyth County, Georgia"
887,105054,"Census Tract 1303.04, Forsyth County, Georgia"
888,99750,"Census Tract 1303.05, Forsyth County, Georgia"
889,102352,"Census Tract 1303.06, Forsyth County, Georgia"
890,86484,"Census Tract 1303.07, Forsyth County, Georgia"
891,65893,"Census Tract 1304.03, Forsyth County, Georgia"
892,104872,"Census Tract 1304.04, Forsyth County, Georgia"
893,84327,"Census Tract 1304.05, Forsyth County, Georgia"
894,71320,"Census Tract 1304.06, Forsyth County, Georgia"
895,48401,"Census Tract 1304.08, Forsyth County, Georgia"
896,52800,"Census Tract 1304.09, Forsyth County, Georgia"
897,50978,"Census Tract 1304.10, Forsyth County, Georgia"
898,83125,"Census Tract 1305.03, Forsyth County, Georgia"
899,61958,"Census Tract 1305.04, Forsyth County, Georgia"
900,76250,"Census Tract 1305.05, Forsyth County, Georgia"
901,75069,"Census Tract 1305.06, Forsyth County, Georgia"
902,76818,"Census Tract 1305.07, Forsyth County, Georgia"
903,111538,"Census Tract 1305.08, Forsyth County, Georgia"
904,70523,"Census Tract 1305.09, Forsyth County, Georgia"
905,105347,"Census Tract 1305.10, Forsyth County, Georgia"
906,69440,"Census Tract 1306.01, Forsyth County, Georgia"
907,84917,"Census Tract 1306.02, Forsyth County, Georgia"
908,121761,"Census Tract 1306.03, Forsyth County, Georgia"
909,132468,"Census Tract 1306.04, Forsyth County, Georgia"
910,111000,"Census Tract 1306.05, Forsyth County, Georgia"
911,110179,"Census Tract 1306.06, Forsyth County, Georgia"
912,128500,"Census Tract 1306.07, Forsyth County, Georgia"
913,109271,"Census Tract 1306.08, Forsyth County, Georgia"
914,115525,"Census Tract 1306.09, Forsyth County, Georgia"
915,114657,"Census Tract 1306.10, Forsyth County, Georgia"
916,126862,"Census Tract 1306.11, Forsyth County, Georgia"
917,153614,"Census Tract 1306.12, Forsyth County, Georgia"
918,99142,"Census Tract 1306.13, Forsyth County, Georgia"
919,29772,"Census Tract 8901.01, Franklin County, Georgia"
920,44817,"Census Tract 8901.02, Franklin County, Georgia"
921,40389,"Census Tract 8902, Franklin County, Georgia"
922,35288,"Census Tract 8903, Franklin County, Georgia"
923,31523,"Census Tract 8904, Franklin County, Georgia"
924,128578,"Census Tract 1, Fulton County, Georgia"
925,101100,"Census Tract 2, Fulton County, Georgia"
926,92273,"Census Tract 4, Fulton County, Georgia"
927,81615,"Census Tract 5, Fulton County, Georgia"
928,44612,"Census Tract 6, Fulton County, Georgia"
929,68631,"Census Tract 7, Fulton County, Georgia"
930,67353,"Census Tract 10.01, Fulton County, Georgia"
931,32961,"Census Tract 10.02, Fulton County, Georgia"
932,71901,"Census Tract 11, Fulton County, Georgia"
933,57250,"Census Tract 12.01, Fulton County, Georgia"
934,66670,"Census Tract 12.02, Fulton County, Georgia"
935,57625,"Census Tract 13, Fulton County, Georgia"
936,70215,"Census Tract 14, Fulton County, Georgia"
937,61362,"Census Tract 15, Fulton County, Georgia"
938,63417,"Census Tract 16, Fulton County, Georgia"
939,35337,"Census Tract 17, Fulton County, Georgia"
940,34583,"Census Tract 18, Fulton County, Georgia"
941,51474,"Census Tract 19, Fulton County, Georgia"
942,32279,"Census Tract 21, Fulton County, Georgia"
943,21486,"Census Tract 23, Fulton County, Georgia"
944,29451,"Census Tract 24, Fulton County, Georgia"
945,22351,"Census Tract 25, Fulton County, Georgia"
946,30118,"Census Tract 26, Fulton County, Georgia"
947,20915,"Census Tract 28, Fulton County, Georgia"
948,60667,"Census Tract 29, Fulton County, Georgia"
949,86103,"Census Tract 30, Fulton County, Georgia"
950,47843,"Census Tract 31, Fulton County, Georgia"
951,52770,"Census Tract 32, Fulton County, Georgia"
952,53953,"Census Tract 35, Fulton County, Georgia"
953,30375,"Census Tract 36, Fulton County, Georgia"
954,-,"Census Tract 37, Fulton County, Georgia"
955,21071,"Census Tract 38, Fulton County, Georgia"
956,21875,"Census Tract 39, Fulton County, Georgia"
957,25388,"Census Tract 40, Fulton County, Georgia"
958,24554,"Census Tract 41, Fulton County, Georgia"
959,19055,"Census Tract 42, Fulton County, Georgia"
960,30272,"Census Tract 43, Fulton County, Georgia"
961,18359,"Census Tract 44, Fulton County, Georgia"
962,11199,"Census Tract 48, Fulton County, Georgia"
963,58887,"Census Tract 49, Fulton County, Georgia"
964,61806,"Census Tract 50, Fulton County, Georgia"
965,83542,"Census Tract 52, Fulton County, Georgia"
966,91216,"Census Tract 53, Fulton County, Georgia"
967,25321,"Census Tract 55.01, Fulton County, Georgia"
968,16726,"Census Tract 55.02, Fulton County, Georgia"
969,17717,"Census Tract 57, Fulton County, Georgia"
970,25795,"Census Tract 58, Fulton County, Georgia"
971,26359,"Census Tract 60, Fulton County, Georgia"
972,26107,"Census Tract 61, Fulton County, Georgia"
973,24844,"Census Tract 62, Fulton County, Georgia"
974,22009,"Census Tract 63, Fulton County, Georgia"
975,31324,"Census Tract 64, Fulton County, Georgia"
976,41869,"Census Tract 65, Fulton County, Georgia"
977,29911,"Census Tract 66.01, Fulton County, Georgia"
978,13872,"Census Tract 66.02, Fulton County, Georgia"
979,19629,"Census Tract 67, Fulton County, Georgia"
980,-,"Census Tract 68.01, Fulton County, Georgia"
981,"2,500-","Census Tract 68.02, Fulton County, Georgia"
982,44271,"Census Tract 69, Fulton County, Georgia"
983,25441,"Census Tract 70.01, Fulton County, Georgia"
984,25496,"Census Tract 70.02, Fulton County, Georgia"
985,19470,"Census Tract 71, Fulton County, Georgia"
986,23708,"Census Tract 72, Fulton County, Georgia"
987,22982,"Census Tract 73, Fulton County, Georgia"
988,14879,"Census Tract 74, Fulton County, Georgia"
989,16695,"Census Tract 75, Fulton County, Georgia"
990,35446,"Census Tract 76.02, Fulton County, Georgia"
991,14112,"Census Tract 76.03, Fulton County, Georgia"
992,16289,"Census Tract 76.04, Fulton County, Georgia"
993,40793,"Census Tract 77.03, Fulton County, Georgia"
994,33474,"Census Tract 77.04, Fulton County, Georgia"
995,19248,"Census Tract 77.05, Fulton County, Georgia"
996,42258,"Census Tract 77.06, Fulton County, Georgia"
997,46056,"Census Tract 78.02, Fulton County, Georgia"
998,32401,"Census Tract 78.05, Fulton County, Georgia"
999,31552,"Census Tract 78.06, Fulton County, Georgia"
1000,17324,"Census Tract 78.07, Fulton County, Georgia"
1001,11440,"Census Tract 78.08, Fulton County, Georgia"
1002,58750,"Census Tract 79, Fulton County, Georgia"
1003,38056,"Census Tract 80, Fulton County, Georgia"
