,median_income,Geography
1004,28929,"Census Tract 81.01, Fulton County, Georgia"
1005,23032,"Census Tract 81.02, Fulton County, Georgia"
1006,27001,"Census Tract 82.01, Fulton County, Georgia"
1007,25757,"Census Tract 82.02, Fulton County, Georgia"
1008,29926,"Census Tract 83.01, Fulton County, Georgia"
1009,27381,"Census Tract 83.02, Fulton County, Georgia"
1010,19250,"Census Tract 84, Fulton County, Georgia"
1011,27740,"Census Tract 85, Fulton County, Georgia"
1012,20440,"Census Tract 86.01, Fulton County, Georgia"
1013,30563,"Census Tract 86.02, Fulton County, Georgia"
1014,26279,"Census Tract 87, Fulton County, Georgia"
1015,93750,"Census Tract 88, Fulton County, Georgia"
1016,52442,"Census Tract 89.02, Fulton County, Georgia"
1017,70771,"Census Tract 89.03, Fulton County, Georgia"
1018,68098,"Census Tract 89.04, Fulton County, Georgia"
1019,104038,"Census Tract 90, Fulton County, Georgia"
1020,69750,"Census Tract 91.01, Fulton County, Georgia"
1021,53482,"Census Tract 91.02, Fulton County, Georgia"
1022,53331,"Census Tract 92, Fulton County, Georgia"
1023,95179,"Census Tract 93, Fulton County, Georgia"
1024,63799,"Census Tract 94.02, Fulton County, Georgia"
1025,41296,"Census Tract 94.03, Fulton County, Georgia"
1026,72282,"Census Tract 94.04, Fulton County, Georgia"
1027,133750,"Census Tract 95.01, Fulton County, Georgia"
1028,48068,"Census Tract 95.02, Fulton County, Georgia"
1029,93026,"Census Tract 96.01, Fulton County, Georgia"
1030,91875,"Census Tract 96.02, Fulton County, Georgia"
1031,61908,"Census Tract 96.03, Fulton County, Georgia"
1032,164659,"Census Tract 97, Fulton County, Georgia"
1033,132143,"Census Tract 98.01, Fulton County, Georgia"
1034,154702,"Census Tract 98.02, Fulton County, Georgia"
1035,108800,"Census Tract 99, Fulton County, Georgia"
1036,100921,"Census Tract 100.01, Fulton County, Georgia"
1037,142375,"Census Tract 100.02, Fulton County, Georgia"
1038,70119,"Census Tract 101.06, Fulton County, Georgia"
1039,150893,"Census Tract 101.07, Fulton County, Georgia"
1040,154762,"Census Tract 101.08, Fulton County, Georgia"
1041,74904,"Census Tract 101.10, Fulton County, Georgia"
1042,54515,"Census Tract 101.13, Fulton County, Georgia"
1043,53763,"Census Tract 101.14, Fulton County, Georgia"
1044,99500,"Census Tract 101.15, Fulton County, Georgia"
1045,43986,"Census Tract 101.17, Fulton County, Georgia"
1046,32591,"Census Tract 101.18, Fulton County, Georgia"
1047,36659,"Census Tract 101.19, Fulton County, Georgia"
1048,60811,"Census Tract 101.20, Fulton County, Georgia"
1049,59896,"Census Tract 101.21, Fulton County, Georgia"
1050,74744,"Census Tract 101.22, Fulton County, Georgia"
1051,52195,"Census Tract 101.23, Fulton County, Georgia"
1052,143611,"Census Tract 102.04, Fulton County, Georgia"
1053,95703,"Census Tract 102.05, Fulton County, Georgia"
1054,163194,"Census Tract 102.06, Fulton County, Georgia"
1055,48583,"Census Tract 102.08, Fulton County, Georgia"
1056,50095,"Census Tract 102.09, Fulton County, Georgia"
1057,58051,"Census Tract 102.10, Fulton County, Georgia"
1058,158209,"Census Tract 102.11, Fulton County, Georgia"
1059,50361,"Census Tract 102.12, Fulton County, Georgia"
1060,63110,"Census Tract 103.01, Fulton County, Georgia"
1061,70352,"Census Tract 103.03, Fulton County, Georgia"
1062,86192,"Census Tract 103.04, Fulton County, Georgia"
1063,51517,"Census Tract 104, Fulton County, Georgia"
1064,29175,"Census Tract 105.07, Fulton County, Georgia"
1065,49413,"Census Tract 105.08, Fulton County, Georgia"
1066,37446,"Census Tract 105.10, Fulton County, Georgia"
1067,45733,"Census Tract 105.11, Fulton County, Georgia"
1068,29544,"Census Tract 105.12, Fulton County, Georgia"
1069,46206,"Census Tract 105.13, Fulton County, Georgia"
1070,58809,"Census Tract 105.14, Fulton County, Georgia"
1071,45590,"Census Tract 105.15, Fulton County, Georgia"
1072,50884,"Census Tract 105.16, Fulton County, Georgia"
1073,31471,"Census Tract 106.01, Fulton County, Georgia"
1074,26830,"Census Tract 106.03, Fulton County, Georgia"
1075,26031,"Census Tract 106.04, Fulton County, Georgia"
1076,37118,"Census Tract 108, Fulton County, Georgia"
1077,24129,"Census Tract 110, Fulton County, Georgia"
1078,48447,"Census Tract 111, Fulton County, Georgia"
1079,36522,"Census Tract 112.01, Fulton County, Georgia"
1080,39922,"Census Tract 112.02, Fulton County, Georgia"
1081,41484,"Census Tract 113.01, Fulton County, Georgia"
1082,44311,"Census Tract 113.03, Fulton County, Georgia"
1083,25286,"Census Tract 113.05, Fulton County, Georgia"
1084,28802,"Census Tract 113.06, Fulton County, Georgia"
1085,53508,"Census Tract 114.05, Fulton County, Georgia"
1086,107966,"Census Tract 114.10, Fulton County, Georgia"
1087,80114,"Census Tract 114.11, Fulton County, Georgia"
1088,71218,"Census Tract 114.12, Fulton County, Georgia"
1089,64122,"Census Tract 114.14, Fulton County, Georgia"
1090,101266,"Census Tract 114.16, Fulton County, Georgia"
1091,82159,"Census Tract 114.17, Fulton County, Georgia"
1092,111478,"Census Tract 114.18, Fulton County, Georgia"
1093,81651,"Census Tract 114.19, Fulton County, Georgia"
1094,34606,"Census Tract 114.20, Fulton County, Georgia"
1095,46958,"Census Tract 114.21, Fulton County, Georgia"
1096,64750,"Census Tract 114.22, Fulton County, Georgia"
1097,106863,"Census Tract 114.23, Fulton County, Georgia"
1098,102543,"Census Tract 114.24, Fulton County, Georgia"
1099,176615,"Census Tract 114.25, Fulton County, Georgia"
1100,95795,"Census Tract 114.26, Fulton County, Georgia"
1101,100905,"Census Tract 114.27, Fulton County, Georgia"
1102,126477,"Census Tract 115.03, Fulton County, Georgia"
1103,155031,"Census Tract 115.04, Fulton County, Georgia"
1104,163712,"Census Tract 115.05, Fulton County, Georgia"
1105,153125,"Census Tract 115.06, Fulton County, Georgia"
1106,94773,"Census Tract 116.10, Fulton County, Georgia"
1107,54485,"Census Tract 116.11, Fulton County, Georgia"
1108,116471,"Census Tract 116.12, Fulton County, Georgia"
1109,98877,"Census Tract 116.13, Fulton County, Georgia"
1110,75207,"Census Tract 116.14, Fulton County, Georgia"
1111,138822,"Census Tract 116.15, Fulton County, Georgia"
1112,58500,"Census Tract 116.16, Fulton County, Georgia"
1113,94405,"Census Tract 116.17, Fulton County, Georgia"
1114,104735,"Census Tract 116.18, Fulton County, Georgia"
1115,80602,"Census Tract 116.19, Fulton County, Georgia"
1116,93922,"Census Tract 116.20, Fulton County, Georgia"
1117,128024,"Census Tract 116.21, Fulton County, Georgia"
1118,138969,"Census Tract 116.22, Fulton County, Georgia"
1119,92640,"Census Tract 116.23, Fulton County, Georgia"
1120,170074,"Census Tract 116.24, Fulton County, Georgia"
1121,118392,"Census Tract 116.25, Fulton County, Georgia"
1122,83967,"Census Tract 116.26, Fulton County, Georgia"
1123,9335,"Census Tract 118, Fulton County, Georgia"
1124,24083,"Census Tract 119, Fulton County, Georgia"
1125,12333,"Census Tract 120, Fulton County, Georgia"
1126,44290,"Census Tract 123, Fulton County, Georgia"
1127,-,"Census Tract 9800, Fulton County, Georgia"
1128,39250,"Census Tract 801, Gilmer County, Georgia"
1129,45705,"Census Tract 802, Gilmer County, Georgia"
1130,32334,"Census Tract 803, Gilmer County, Georgia"
1131,41277,"Census Tract 804, Gilmer County, Georgia"
1132,39775,"Census Tract 805, Gilmer County, Georgia"
1133,40089,"Census Tract 101, Glascock County, Georgia"
1134,79792,"Census Tract 1.01, Glynn County, Georgia"
1135,54531,"Census Tract 1.02, Glynn County, Georgia"
1136,66316,"Census Tract 2, Glynn County, Georgia"
1137,80341,"Census Tract 3, Glynn County, Georgia"
1138,50068,"Census Tract 4.01, Glynn County, Georgia"
1139,54861,"Census Tract 4.03, Glynn County, Georgia"
1140,57154,"Census Tract 4.04, Glynn County, Georgia"
1141,29697,"Census Tract 5.01, Glynn County, Georgia"
1142,28204,"Census Tract 5.03, Glynn County, Georgia"
1143,28221,"Census Tract 5.04, Glynn County, Georgia"
1144,34111,"Census Tract 6, Glynn County, Georgia"
1145,25510,"Census Tract 7, Glynn County, Georgia"
1146,18532,"Census Tract 8, Glynn County, Georgia"
1147,43241,"Census Tract 9, Glynn County, Georgia"
1148,65140,"Census Tract 10, Glynn County, Georgia"
1149,-,"Census Tract 9900, Glynn County, Georgia"
1150,46004,"Census Tract 9701, Gordon County, Georgia"
1151,50625,"Census Tract 9702, Gordon County, Georgia"
1152,39263,"Census Tract 9703, Gordon County, Georgia"
1153,50226,"Census Tract 9704, Gordon County, Georgia"
1154,35970,"Census Tract 9705, Gordon County, Georgia"
1155,33317,"Census Tract 9706, Gordon County, Georgia"
1156,39621,"Census Tract 9707, Gordon County, Georgia"
1157,50699,"Census Tract 9708, Gordon County, Georgia"
1158,36834,"Census Tract 9709, Gordon County, Georgia"
1159,33355,"Census Tract 9501, Grady County, Georgia"
1160,34063,"Census Tract 9502, Grady County, Georgia"
1161,23283,"Census Tract 9503, Grady County, Georgia"
1162,31176,"Census Tract 9504, Grady County, Georgia"
1163,33783,"Census Tract 9505, Grady County, Georgia"
1164,39583,"Census Tract 9506, Grady County, Georgia"
1165,42391,"Census Tract 9501, Greene County, Georgia"
1166,27321,"Census Tract 9502, Greene County, Georgia"
1167,129821,"Census Tract 9503.01, Greene County, Georgia"
1168,61898,"Census Tract 9503.02, Greene County, Georgia"
1169,25632,"Census Tract 9503.03, Greene County, Georgia"
1170,28199,"Census Tract 9504, Greene County, Georgia"
1171,44844,"Census Tract 9505, Greene County, Georgia"
1172,60398,"Census Tract 501.03, Gwinnett County, Georgia"
1173,36708,"Census Tract 501.05, Gwinnett County, Georgia"
1174,61456,"Census Tract 501.06, Gwinnett County, Georgia"
1175,77849,"Census Tract 501.07, Gwinnett County, Georgia"
1176,96325,"Census Tract 501.08, Gwinnett County, Georgia"
1177,69819,"Census Tract 501.09, Gwinnett County, Georgia"
1178,53478,"Census Tract 502.05, Gwinnett County, Georgia"
1179,65145,"Census Tract 502.08, Gwinnett County, Georgia"
1180,47043,"Census Tract 502.09, Gwinnett County, Georgia"
1181,69583,"Census Tract 502.10, Gwinnett County, Georgia"
1182,29583,"Census Tract 502.11, Gwinnett County, Georgia"
1183,118371,"Census Tract 502.12, Gwinnett County, Georgia"
1184,90404,"Census Tract 502.13, Gwinnett County, Georgia"
1185,81806,"Census Tract 502.14, Gwinnett County, Georgia"
1186,54659,"Census Tract 502.15, Gwinnett County, Georgia"
1187,103858,"Census Tract 502.16, Gwinnett County, Georgia"
1188,64356,"Census Tract 502.17, Gwinnett County, Georgia"
1189,72596,"Census Tract 502.18, Gwinnett County, Georgia"
1190,67857,"Census Tract 502.19, Gwinnett County, Georgia"
1191,41996,"Census Tract 502.20, Gwinnett County, Georgia"
1192,33106,"Census Tract 503.04, Gwinnett County, Georgia"
1193,39324,"Census Tract 503.06, Gwinnett County, Georgia"
1194,134625,"Census Tract 503.08, Gwinnett County, Georgia"
1195,67140,"Census Tract 503.09, Gwinnett County, Georgia"
1196,68012,"Census Tract 503.10, Gwinnett County, Georgia"
1197,95329,"Census Tract 503.11, Gwinnett County, Georgia"
1198,57214,"Census Tract 503.13, Gwinnett County, Georgia"
1199,52972,"Census Tract 503.14, Gwinnett County, Georgia"
1200,42467,"Census Tract 503.15, Gwinnett County, Georgia"
1201,36292,"Census Tract 503.17, Gwinnett County, Georgia"
1202,57813,"Census Tract 503.18, Gwinnett County, Georgia"
1203,36744,"Census Tract 503.19, Gwinnett County, Georgia"
1204,31084,"Census Tract 503.20, Gwinnett County, Georgia"
1205,127283,"Census Tract 503.21, Gwinnett County, Georgia"
1206,122500,"Census Tract 503.22, Gwinnett County, Georgia"
1207,37314,"Census Tract 504.10, Gwinnett County, Georgia"
1208,66175,"Census Tract 504.15, Gwinnett County, Georgia"
1209,58780,"Census Tract 504.16, Gwinnett County, Georgia"
1210,26519,"Census Tract 504.17, Gwinnett County, Georgia"
1211,32500,"Census Tract 504.18, Gwinnett County, Georgia"
1212,39635,"Census Tract 504.19, Gwinnett County, Georgia"
1213,35511,"Census Tract 504.21, Gwinnett County, Georgia"
1214,36685,"Census Tract 504.22, Gwinnett County, Georgia"
1215,34179,"Census Tract 504.23, Gwinnett County, Georgia"
1216,40432,"Census Tract 504.24, Gwinnett County, Georgia"
1217,76186,"Census Tract 504.25, Gwinnett County, Georgia"
1218,71603,"Census Tract 504.26, Gwinnett County, Georgia"
1219,66875,"Census Tract 504.27, Gwinnett County, Georgia"
1220,101031,"Census Tract 504.28, Gwinnett County, Georgia"
1221,83859,"Census Tract 504.29, Gwinnett County, Georgia"
1222,65601,"Census Tract 504.30, Gwinnett County, Georgia"
1223,45543,"Census Tract 504.31, Gwinnett County, Georgia"
1224,66506,"Census Tract 504.32, Gwinnett County, Georgia"
1225,38698,"Census Tract 504.33, Gwinnett County, Georgia"
1226,36182,"Census Tract 504.34, Gwinnett County, Georgia"
1227,45556,"Census Tract 504.35, Gwinnett County, Georgia"
1228,43586,"Census Tract 504.36, Gwinnett County, Georgia"
1229,48217,"Census Tract 505.11, Gwinnett County, Georgia"
1230,36429,"Census Tract 505.20, Gwinnett County, Georgia"
1231,44653,"Census Tract 505.21, Gwinnett County, Georgia"
1232,31431,"Census Tract 505.22, Gwinnett County, Georgia"
1233,49554,"Census Tract 505.23, Gwinnett County, Georgia"
1234,36021,"Census Tract 505.24, Gwinnett County, Georgia"
1235,71696,"Census Tract 505.25, Gwinnett County, Georgia"
1236,40625,"Census Tract 505.26, Gwinnett County, Georgia"
1237,72301,"Census Tract 505.27, Gwinnett County, Georgia"
1238,87273,"Census Tract 505.28, Gwinnett County, Georgia"
1239,59799,"Census Tract 505.29, Gwinnett County, Georgia"
1240,77076,"Census Tract 505.30, Gwinnett County, Georgia"
1241,52458,"Census Tract 505.31, Gwinnett County, Georgia"
1242,53357,"Census Tract 505.32, Gwinnett County, Georgia"
1243,57923,"Census Tract 505.33, Gwinnett County, Georgia"
1244,52038,"Census Tract 505.34, Gwinnett County, Georgia"
1245,51077,"Census Tract 505.35, Gwinnett County, Georgia"
1246,49943,"Census Tract 505.36, Gwinnett County, Georgia"
1247,35461,"Census Tract 505.37, Gwinnett County, Georgia"
1248,79297,"Census Tract 505.38, Gwinnett County, Georgia"
1249,35530,"Census Tract 505.39, Gwinnett County, Georgia"
1250,55067,"Census Tract 505.40, Gwinnett County, Georgia"
1251,31547,"Census Tract 505.41, Gwinnett County, Georgia"
1252,44128,"Census Tract 505.42, Gwinnett County, Georgia"
1253,78133,"Census Tract 505.43, Gwinnett County, Georgia"
1254,68534,"Census Tract 505.44, Gwinnett County, Georgia"
1255,51579,"Census Tract 505.45, Gwinnett County, Georgia"
1256,69235,"Census Tract 505.46, Gwinnett County, Georgia"
1257,83775,"Census Tract 505.47, Gwinnett County, Georgia"
1258,78106,"Census Tract 505.48, Gwinnett County, Georgia"
1259,64968,"Census Tract 505.49, Gwinnett County, Georgia"
1260,70086,"Census Tract 506.05, Gwinnett County, Georgia"
1261,65311,"Census Tract 506.06, Gwinnett County, Georgia"
1262,87130,"Census Tract 506.07, Gwinnett County, Georgia"
1263,62525,"Census Tract 506.08, Gwinnett County, Georgia"
1264,82269,"Census Tract 506.09, Gwinnett County, Georgia"
1265,97766,"Census Tract 506.10, Gwinnett County, Georgia"
1266,55705,"Census Tract 507.09, Gwinnett County, Georgia"
1267,84497,"Census Tract 507.12, Gwinnett County, Georgia"
1268,104077,"Census Tract 507.13, Gwinnett County, Georgia"
1269,90246,"Census Tract 507.14, Gwinnett County, Georgia"
1270,71116,"Census Tract 507.15, Gwinnett County, Georgia"
1271,80746,"Census Tract 507.18, Gwinnett County, Georgia"
1272,45735,"Census Tract 507.19, Gwinnett County, Georgia"
1273,70268,"Census Tract 507.20, Gwinnett County, Georgia"
1274,57750,"Census Tract 507.21, Gwinnett County, Georgia"
1275,49489,"Census Tract 507.22, Gwinnett County, Georgia"
1276,65353,"Census Tract 507.23, Gwinnett County, Georgia"
1277,60291,"Census Tract 507.24, Gwinnett County, Georgia"
1278,52719,"Census Tract 507.25, Gwinnett County, Georgia"
1279,73273,"Census Tract 507.26, Gwinnett County, Georgia"
1280,83899,"Census Tract 507.27, Gwinnett County, Georgia"
1281,63733,"Census Tract 507.28, Gwinnett County, Georgia"
1282,42961,"Census Tract 507.29, Gwinnett County, Georgia"
1283,73688,"Census Tract 507.30, Gwinnett County, Georgia"
1284,75046,"Census Tract 507.31, Gwinnett County, Georgia"
1285,45306,"Census Tract 1, Habersham County, Georgia"
1286,47330,"Census Tract 2.01, Habersham County, Georgia"
1287,52147,"Census Tract 2.02, Habersham County, Georgia"
1288,39743,"Census Tract 3, Habersham County, Georgia"
1289,46611,"Census Tract 4, Habersham County, Georgia"
1290,34418,"Census Tract 5, Habersham County, Georgia"
1291,39273,"Census Tract 6.01, Habersham County, Georgia"
1292,34255,"Census Tract 6.02, Habersham County, Georgia"
1293,48070,"Census Tract 1.01, Hall County, Georgia"
1294,48158,"Census Tract 1.02, Hall County, Georgia"
1295,46399,"Census Tract 2.01, Hall County, Georgia"
1296,70000,"Census Tract 2.03, Hall County, Georgia"
1297,73925,"Census Tract 2.04, Hall County, Georgia"
1298,57417,"Census Tract 3.02, Hall County, Georgia"
1299,70536,"Census Tract 3.03, Hall County, Georgia"
1300,53162,"Census Tract 3.04, Hall County, Georgia"
1301,55479,"Census Tract 3.05, Hall County, Georgia"
1302,52093,"Census Tract 4, Hall County, Georgia"
1303,64083,"Census Tract 5, Hall County, Georgia"
1304,37180,"Census Tract 6, Hall County, Georgia"
1305,35912,"Census Tract 7.01, Hall County, Georgia"
1306,42112,"Census Tract 7.02, Hall County, Georgia"
1307,27845,"Census Tract 8, Hall County, Georgia"
1308,44311,"Census Tract 9, Hall County, Georgia"
1309,47114,"Census Tract 10.02, Hall County, Georgia"
1310,27154,"Census Tract 10.03, Hall County, Georgia"
1311,42464,"Census Tract 10.04, Hall County, Georgia"
1312,22822,"Census Tract 11.01, Hall County, Georgia"
1313,32478,"Census Tract 11.02, Hall County, Georgia"
1314,36303,"Census Tract 12.01, Hall County, Georgia"
1315,36183,"Census Tract 12.02, Hall County, Georgia"
1316,58491,"Census Tract 13.01, Hall County, Georgia"
1317,61887,"Census Tract 13.02, Hall County, Georgia"
1318,62625,"Census Tract 14.02, Hall County, Georgia"
1319,37202,"Census Tract 14.03, Hall County, Georgia"
1320,49567,"Census Tract 14.04, Hall County, Georgia"
1321,68929,"Census Tract 15.01, Hall County, Georgia"
1322,78231,"Census Tract 15.02, Hall County, Georgia"
1323,70378,"Census Tract 16.03, Hall County, Georgia"
1324,75345,"Census Tract 16.04, Hall County, Georgia"
1325,75844,"Census Tract 16.05, Hall County, Georgia"
1326,47555,"Census Tract 16.06, Hall County, Georgia"
1327,56111,"Census Tract 16.07, Hall County, Georgia"
1328,84006,"Census Tract 16.08, Hall County, Georgia"
1329,38125,"Census Tract 4803, Hancock County, Georgia"
1330,22647,"Census Tract 4804, Hancock County, Georgia"
1331,35680,"Census Tract 101, Haralson County, Georgia"
1332,38961,"Census Tract 102, Haralson County, Georgia"
1333,39719,"Census Tract 103.01, Haralson County, Georgia"
1334,44851,"Census Tract 103.02, Haralson County, Georgia"
1335,42355,"Census Tract 104, Haralson County, Georgia"
1336,43996,"Census Tract 1201.98, Harris County, Georgia"
1337,57656,"Census Tract 1202, Harris County, Georgia"
1338,65058,"Census Tract 1203, Harris County, Georgia"
1339,91747,"Census Tract 1204.01, Harris County, Georgia"
1340,81166,"Census Tract 1204.02, Harris County, Georgia"
1341,42682,"Census Tract 9601, Hart County, Georgia"
1342,40776,"Census Tract 9602, Hart County, Georgia"
1343,31190,"Census Tract 9603, Hart County, Georgia"
1344,30000,"Census Tract 9604, Hart County, Georgia"
1345,36235,"Census Tract 9605, Hart County, Georgia"
1346,36994,"Census Tract 9701, Heard County, Georgia"
1347,48146,"Census Tract 9702, Heard County, Georgia"
1348,32000,"Census Tract 9703, Heard County, Georgia"
1349,61396,"Census Tract 701.04, Henry County, Georgia"
1350,50802,"Census Tract 701.06, Henry County, Georgia"
1351,66827,"Census Tract 701.07, Henry County, Georgia"
1352,58603,"Census Tract 701.08, Henry County, Georgia"
1353,66453,"Census Tract 701.09, Henry County, Georgia"
1354,68281,"Census Tract 701.10, Henry County, Georgia"
1355,43402,"Census Tract 701.11, Henry County, Georgia"
1356,41885,"Census Tract 701.13, Henry County, Georgia"
1357,44310,"Census Tract 701.14, Henry County, Georgia"
1358,81961,"Census Tract 702.02, Henry County, Georgia"
1359,76978,"Census Tract 702.03, Henry County, Georgia"
1360,77545,"Census Tract 702.04, Henry County, Georgia"
1361,57765,"Census Tract 702.05, Henry County, Georgia"
1362,37878,"Census Tract 703.04, Henry County, Georgia"
1363,73644,"Census Tract 703.05, Henry County, Georgia"
1364,57419,"Census Tract 703.06, Henry County, Georgia"
1365,62472,"Census Tract 703.07, Henry County, Georgia"
1366,86196,"Census Tract 703.09, Henry County, Georgia"
1367,57660,"Census Tract 703.10, Henry County, Georgia"
1368,40603,"Census Tract 703.11, Henry County, Georgia"
1369,61544,"Census Tract 704.02, Henry County, Georgia"
1370,64447,"Census Tract 704.03, Henry County, Georgia"
1371,59356,"Census Tract 704.04, Henry County, Georgia"
1372,44316,"Census Tract 705.01, Henry County, Georgia"
1373,67976,"Census Tract 705.02, Henry County, Georgia"
1374,38358,"Census Tract 201.05, Houston County, Georgia"
1375,63664,"Census Tract 201.06, Houston County, Georgia"
1376,48021,"Census Tract 201.08, Houston County, Georgia"
1377,56916,"Census Tract 201.09, Houston County, Georgia"
1378,33299,"Census Tract 202, Houston County, Georgia"
1379,22575,"Census Tract 203, Houston County, Georgia"
1380,23005,"Census Tract 204, Houston County, Georgia"
1381,58438,"Census Tract 206, Houston County, Georgia"
1382,31103,"Census Tract 207, Houston County, Georgia"
1383,42969,"Census Tract 208, Houston County, Georgia"
1384,51444,"Census Tract 209, Houston County, Georgia"
1385,43156,"Census Tract 210, Houston County, Georgia"
1386,85456,"Census Tract 211.03, Houston County, Georgia"
1387,44121,"Census Tract 211.04, Houston County, Georgia"
1388,46091,"Census Tract 211.05, Houston County, Georgia"
1389,71195,"Census Tract 211.07, Houston County, Georgia"
1390,72768,"Census Tract 211.08, Houston County, Georgia"
1391,78335,"Census Tract 211.13, Houston County, Georgia"
1392,79773,"Census Tract 212.01, Houston County, Georgia"
1393,43945,"Census Tract 212.02, Houston County, Georgia"
1394,38398,"Census Tract 213, Houston County, Georgia"
1395,68780,"Census Tract 214, Houston County, Georgia"
1396,61471,"Census Tract 215, Houston County, Georgia"
1397,40781,"Census Tract 9501, Irwin County, Georgia"
1398,33162,"Census Tract 9502, Irwin County, Georgia"
1399,59794,"Census Tract 101.01, Jackson County, Georgia"
1400,76676,"Census Tract 101.02, Jackson County, Georgia"
1401,54962,"Census Tract 101.03, Jackson County, Georgia"
1402,41722,"Census Tract 102, Jackson County, Georgia"
1403,41232,"Census Tract 103, Jackson County, Georgia"
1404,40081,"Census Tract 104, Jackson County, Georgia"
1405,46167,"Census Tract 105, Jackson County, Georgia"
1406,50912,"Census Tract 106, Jackson County, Georgia"
1407,47607,"Census Tract 107.01, Jackson County, Georgia"
1408,60158,"Census Tract 107.02, Jackson County, Georgia"
1409,67572,"Census Tract 107.03, Jackson County, Georgia"
1410,45452,"Census Tract 101, Jasper County, Georgia"
1411,40703,"Census Tract 102, Jasper County, Georgia"
1412,42178,"Census Tract 105, Jasper County, Georgia"
1413,40275,"Census Tract 9601, Jeff Davis County, Georgia"
1414,35559,"Census Tract 9602, Jeff Davis County, Georgia"
1415,33601,"Census Tract 9603, Jeff Davis County, Georgia"
1416,30227,"Census Tract 9601, Jefferson County, Georgia"
1417,31250,"Census Tract 9602, Jefferson County, Georgia"
1418,24832,"Census Tract 9603, Jefferson County, Georgia"
1419,22479,"Census Tract 9604, Jefferson County, Georgia"
1420,29127,"Census Tract 9601, Jenkins County, Georgia"
1421,27692,"Census Tract 9602, Jenkins County, Georgia"
1422,41129,"Census Tract 9601, Johnson County, Georgia"
1423,35518,"Census Tract 9602, Johnson County, Georgia"
1424,42917,"Census Tract 9603, Johnson County, Georgia"
1425,76944,"Census Tract 301.01, Jones County, Georgia"
1426,76364,"Census Tract 301.03, Jones County, Georgia"
1427,39290,"Census Tract 301.04, Jones County, Georgia"
1428,42130,"Census Tract 302, Jones County, Georgia"
1429,59427,"Census Tract 303.01, Jones County, Georgia"
1430,51341,"Census Tract 303.02, Jones County, Georgia"
1431,49180,"Census Tract 9701, Lamar County, Georgia"
1432,34413,"Census Tract 9702, Lamar County, Georgia"
1433,32386,"Census Tract 9703, Lamar County, Georgia"
1434,36525,"Census Tract 9501, Lanier County, Georgia"
1435,37704,"Census Tract 9502, Lanier County, Georgia"
1436,32996,"Census Tract 9501, Laurens County, Georgia"
1437,46460,"Census Tract 9502.01, Laurens County, Georgia"
1438,55129,"Census Tract 9502.02, Laurens County, Georgia"
1439,14612,"Census Tract 9503, Laurens County, Georgia"
1440,28490,"Census Tract 9504, Laurens County, Georgia"
1441,47589,"Census Tract 9505, Laurens County, Georgia"
1442,48295,"Census Tract 9506, Laurens County, Georgia"
1443,42500,"Census Tract 9507, Laurens County, Georgia"
1444,34844,"Census Tract 9508, Laurens County, Georgia"
1445,17067,"Census Tract 9509, Laurens County, Georgia"
1446,27332,"Census Tract 9510, Laurens County, Georgia"
1447,33704,"Census Tract 9511, Laurens County, Georgia"
1448,30882,"Census Tract 9514, Laurens County, Georgia"
1449,61586,"Census Tract 201, Lee County, Georgia"
1450,32788,"Census Tract 202, Lee County, Georgia"
1451,61304,"Census Tract 203, Lee County, Georgia"
1452,50752,"Census Tract 204.02, Lee County, Georgia"
1453,78109,"Census Tract 204.03, Lee County, Georgia"
1454,33166,"Census Tract 101.01, Liberty County, Georgia"
1455,54271,"Census Tract 101.02, Liberty County, Georgia"
1456,36777,"Census Tract 101.03, Liberty County, Georgia"
1457,39735,"Census Tract 102.02, Liberty County, Georgia"
1458,33158,"Census Tract 102.04, Liberty County, Georgia"
1459,51497,"Census Tract 102.05, Liberty County, Georgia"
1460,41471,"Census Tract 102.06, Liberty County, Georgia"
1461,42155,"Census Tract 102.07, Liberty County, Georgia"
1462,48663,"Census Tract 102.08, Liberty County, Georgia"
1463,42828,"Census Tract 103, Liberty County, Georgia"
1464,50551,"Census Tract 104, Liberty County, Georgia"
1465,56658,"Census Tract 105.01, Liberty County, Georgia"
1466,51326,"Census Tract 105.02, Liberty County, Georgia"
1467,32500,"Census Tract 106, Liberty County, Georgia"
1468,-,"Census Tract 9900, Liberty County, Georgia"
1469,33846,"Census Tract 9701, Lincoln County, Georgia"
1470,36055,"Census Tract 9702, Lincoln County, Georgia"
1471,51744,"Census Tract 9701, Long County, Georgia"
1472,47357,"Census Tract 9702, Long County, Georgia"
1473,-,"Census Tract 9800, Long County, Georgia"
1474,33671,"Census Tract 101.01, Lowndes County, Georgia"
1475,57271,"Census Tract 101.02, Lowndes County, Georgia"
1476,71228,"Census Tract 101.03, Lowndes County, Georgia"
1477,59762,"Census Tract 102.01, Lowndes County, Georgia"
1478,67067,"Census Tract 102.02, Lowndes County, Georgia"
1479,43904,"Census Tract 103.01, Lowndes County, Georgia"
1480,79375,"Census Tract 103.02, Lowndes County, Georgia"
1481,50000,"Census Tract 104.01, Lowndes County, Georgia"
1482,29063,"Census Tract 104.02, Lowndes County, Georgia"
1483,25162,"Census Tract 105, Lowndes County, Georgia"
1484,32500,"Census Tract 106.01, Lowndes County, Georgia"
1485,48991,"Census Tract 106.04, Lowndes County, Georgia"
1486,44618,"Census Tract 107, Lowndes County, Georgia"
1487,16782,"Census Tract 108, Lowndes County, Georgia"
