,PRECINCT_N,COUNTY_NAM,avg_income,race,income_bin,Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,county,_merge
588,PANOLA,DEKALB,70298.0,black,mid,PANOLA,1217.0,43.0,869.0,914.0,0.04704595186,0.950765864333,DEKALB,both
589,SHADOW ROCK ELEM,DEKALB,73972.0,black,mid,SHADOW ROCK ELEM,3327.0,107.0,2511.0,2624.0,0.0407774390244,0.95693597561,DEKALB,both
590,STONE MOUNTAIN CHAMPION,DEKALB,51328.0,black,mid,STONE MOUNTAIN CHAMPION,2293.0,163.0,1394.0,1566.0,0.104086845466,0.890166028097,DEKALB,both
591,STONE MOUNTAIN LIBRARY,DEKALB,66478.0,black,mid,STONE MOUNTAIN LIBRARY,1253.0,157.0,612.0,776.0,0.202319587629,0.788659793814,DEKALB,both
592,08H,FULTON,244797.0,white,high,08H,2089.0,1199.0,508.0,1721.0,0.696687972109,0.295177222545,FULTON,both
593,HAMBRICK ELEM,DEKALB,47897.0,black,low,HAMBRICK ELEM,2667.0,234.0,1610.0,1857.0,0.126009693053,0.866989768444,DEKALB,both
594,ROCKBRIDGE ELEM,DEKALB,43103.0,black,low,ROCKBRIDGE ELEM,2690.0,144.0,1624.0,1783.0,0.0807627593943,0.910824453169,DEKALB,both
595,STONE MILL ELEM,DEKALB,42254.0,black,low,STONE MILL ELEM,2712.0,92.0,1491.0,1592.0,0.0577889447236,0.936557788945,DEKALB,both
596,MILLER-ELDRIDGE L. MILLER ELEM,DEKALB,66879.0,black,mid,MILLER-ELDRIDGE L. MILLER ELEM,2665.0,91.0,1880.0,1975.0,0.0460759493671,0.951898734177,DEKALB,both
597,SOUTH HAIRSTON,DEKALB,66453.0,black,mid,SOUTH HAIRSTON,2829.0,68.0,1961.0,2039.0,0.0333496812163,0.961745953899,DEKALB,both
598,010 CATES A,GWINNETT,93628.0,white,mid,010 CATES A,2007.0,1033.0,472.0,1522.0,0.678712220762,0.31011826544,GWINNETT,both
599,081 CATES L,GWINNETT,63429.0,white,mid,081 CATES L,3139.0,1248.0,1110.0,2385.0,0.523270440252,0.465408805031,GWINNETT,both
600,156 BAYCREEK J,GWINNETT,80577.0,,mid,156 BAYCREEK J,3144.0,1137.0,1287.0,2454.0,0.463325183374,0.524449877751,GWINNETT,both
601,041 BAYCREEK B,GWINNETT,81582.0,,mid,041 BAYCREEK B,3882.0,1272.0,1645.0,2932.0,0.433833560709,0.56105047749,GWINNETT,both
602,134 BAYCREEK F,GWINNETT,78092.0,white,mid,134 BAYCREEK F,2785.0,1065.0,1128.0,2206.0,0.48277425204,0.511332728921,GWINNETT,both
603,094 CATES N,GWINNETT,100110.0,white,high,094 CATES N,2151.0,1339.0,364.0,1719.0,0.77894124491,0.211751018034,GWINNETT,both
604,005 BAYCREEK A,GWINNETT,90168.0,white,mid,005 BAYCREEK A,2325.0,1213.0,648.0,1878.0,0.645899893504,0.345047923323,GWINNETT,both
605,104 ROCKBRIDGE F,GWINNETT,82116.0,black,mid,104 ROCKBRIDGE F,4123.0,890.0,2352.0,3263.0,0.272755133313,0.720809071407,GWINNETT,both
606,076 ROCKBRIDGE D,GWINNETT,82166.0,black,mid,076 ROCKBRIDGE D,2794.0,774.0,1389.0,2178.0,0.355371900826,0.637741046832,GWINNETT,both
607,MILLER GROVE HIGH,DEKALB,39791.0,black,low,MILLER GROVE HIGH,2360.0,18.0,1577.0,1595.0,0.0112852664577,0.988714733542,DEKALB,both
608,LITHONIA HIGH,DEKALB,51704.0,black,mid,LITHONIA HIGH,2523.0,22.0,1779.0,1807.0,0.0121748754842,0.984504703929,DEKALB,both
609,REDAN-TROTTI LIBRARY,DEKALB,51345.0,black,mid,REDAN-TROTTI LIBRARY,3038.0,41.0,2206.0,2252.0,0.0182060390764,0.979573712256,DEKALB,both
610,WOODROW ROAD,DEKALB,51989.0,black,mid,WOODROW ROAD,4726.0,142.0,3271.0,3419.0,0.0415326118748,0.956712489032,DEKALB,both
611,LITHONIA,DEKALB,49929.0,black,low,LITHONIA,1146.0,48.0,679.0,731.0,0.0656634746922,0.928864569083,DEKALB,both
612,WESLEY CHAPEL LIBRARY,DEKALB,64478.0,black,mid,WESLEY CHAPEL LIBRARY,2617.0,42.0,2032.0,2076.0,0.0202312138728,0.97880539499,DEKALB,both
613,SNAPFINGER ROAD SOUTH,DEKALB,64201.0,black,mid,SNAPFINGER ROAD SOUTH,1676.0,44.0,1286.0,1334.0,0.0329835082459,0.964017991004,DEKALB,both
614,MCWILLIAMS,DEKALB,63778.0,black,mid,MCWILLIAMS,1733.0,18.0,1317.0,1337.0,0.0134629768138,0.985041136874,DEKALB,both
615,MILLER GROVE MIDDLE,DEKALB,50587.0,black,mid,MILLER GROVE MIDDLE,3013.0,26.0,2060.0,2089.0,0.0124461464816,0.986117759694,DEKALB,both
616,BETHUNE MIDDLE,DEKALB,53927.0,black,mid,BETHUNE MIDDLE,3581.0,56.0,2544.0,2603.0,0.0215136381099,0.977333845563,DEKALB,both
617,CROSSROADS,DEKALB,60668.0,black,mid,CROSSROADS,2391.0,66.0,1734.0,1807.0,0.0365246264527,0.95960154953,DEKALB,both
618,FAIRINGTON ELEM,DEKALB,43607.0,black,low,FAIRINGTON ELEM,3751.0,39.0,2552.0,2593.0,0.0150404936367,0.984188198997,DEKALB,both
619,PANOLA ROAD,DEKALB,39733.0,black,low,PANOLA ROAD,1595.0,17.0,1149.0,1170.0,0.0145299145299,0.982051282051,DEKALB,both
620,PANOLA WAY ELEM,DEKALB,65050.0,black,mid,PANOLA WAY ELEM,1637.0,27.0,1069.0,1096.0,0.0246350364964,0.975364963504,DEKALB,both
621,YOUNG ROAD,DEKALB,65186.0,black,mid,YOUNG ROAD,1556.0,33.0,1182.0,1217.0,0.0271158586689,0.971240755957,DEKALB,both
622,07K2,FULTON,71451.0,white,mid,07K2,454.0,57.0,229.0,291.0,0.19587628866,0.786941580756,FULTON,both
623,06S,FULTON,57521.0,white,mid,06S,3022.0,778.0,1498.0,2324.0,0.334767641997,0.644578313253,FULTON,both
624,06H,FULTON,58138.0,white,mid,06H,1563.0,453.0,736.0,1213.0,0.373454245672,0.606760098928,FULTON,both
625,06D,FULTON,68085.0,white,mid,06D,2577.0,497.0,1174.0,1700.0,0.292352941176,0.690588235294,FULTON,both
626,MCNAIR HIGH,DEKALB,62918.0,black,mid,MCNAIR HIGH,3009.0,156.0,1947.0,2130.0,0.0732394366197,0.914084507042,DEKALB,both
627,MEADOWVIEW ELEM,DEKALB,50180.0,black,mid,MEADOWVIEW ELEM,2779.0,76.0,1929.0,2015.0,0.0377171215881,0.957320099256,DEKALB,both
628,GRESHAM ROAD,DEKALB,52547.0,black,mid,GRESHAM ROAD,2467.0,89.0,1675.0,1789.0,0.0497484628284,0.93627724986,DEKALB,both
629,REDAN MIDDLE,DEKALB,52449.0,black,mid,REDAN MIDDLE,2041.0,75.0,1463.0,1544.0,0.0485751295337,0.947538860104,DEKALB,both
630,MARBUT ELEM,DEKALB,51877.0,black,mid,MARBUT ELEM,3456.0,26.0,2452.0,2484.0,0.0104669887279,0.987117552335,DEKALB,both
631,REDAN ROAD,DEKALB,55881.0,black,mid,REDAN ROAD,2243.0,49.0,1598.0,1648.0,0.0297330097087,0.969660194175,DEKALB,both
632,WOODRIDGE ELEM,DEKALB,48170.0,black,low,WOODRIDGE ELEM,2748.0,109.0,1891.0,2008.0,0.0542828685259,0.941733067729,DEKALB,both
633,ROWLAND ROAD,DEKALB,66495.0,black,mid,ROWLAND ROAD,1627.0,125.0,1084.0,1216.0,0.102796052632,0.891447368421,DEKALB,both
634,WHITE OAK,DEKALB,50397.0,black,mid,WHITE OAK,2283.0,30.0,1556.0,1588.0,0.0188916876574,0.979848866499,DEKALB,both
635,FREEDOM MIDDLE,DEKALB,62286.0,black,mid,FREEDOM MIDDLE,2410.0,172.0,1560.0,1736.0,0.0990783410138,0.898617511521,DEKALB,both
636,PINE LAKE,DEKALB,46274.0,black,low,PINE LAKE,546.0,63.0,323.0,395.0,0.159493670886,0.817721518987,DEKALB,both
637,AP01B,FULTON,84740.0,white,mid,AP01B,622.0,190.0,194.0,388.0,0.489690721649,0.5,FULTON,both
638,SHAMROCK,DEKALB,68433.0,white,mid,SHAMROCK,1349.0,426.0,605.0,1059.0,0.402266288952,0.571293673277,DEKALB,both
639,NORTHLAKE,DEKALB,107054.0,white,high,NORTHLAKE,1252.0,472.0,524.0,1019.0,0.463199214917,0.514229636899,DEKALB,both
640,BRIARLAKE ELEM,DEKALB,144593.0,white,high,BRIARLAKE ELEM,1541.0,674.0,546.0,1239.0,0.54398708636,0.440677966102,DEKALB,both
641,REHOBOTH,DEKALB,91738.0,white,mid,REHOBOTH,1741.0,505.0,793.0,1337.0,0.377711293942,0.593118922962,DEKALB,both
642,WARREN TECH,DEKALB,59607.0,,mid,WARREN TECH,1099.0,327.0,435.0,773.0,0.423027166882,0.562742561449,DEKALB,both
643,MIDVALE ROAD,DEKALB,99706.0,white,mid,MIDVALE ROAD,2336.0,724.0,1064.0,1803.0,0.401552967277,0.590127565169,DEKALB,both
644,HENDERSON MILL ELEM,DEKALB,87707.0,white,mid,HENDERSON MILL ELEM,2576.0,871.0,1018.0,1921.0,0.453409682457,0.529932326913,DEKALB,both
645,MONTREAL,DEKALB,74627.0,white,mid,MONTREAL,1406.0,400.0,638.0,1059.0,0.377714825307,0.602455146364,DEKALB,both
646,JOLLY ELEM,DEKALB,37887.0,black,low,JOLLY ELEM,2253.0,113.0,1225.0,1347.0,0.0838901262064,0.909428359317,DEKALB,both
647,IDLEWOOD ELEM,DEKALB,64808.0,black,mid,IDLEWOOD ELEM,1884.0,301.0,997.0,1321.0,0.227857683573,0.754731264194,DEKALB,both
648,BROCKETT,DEKALB,68763.0,white,mid,BROCKETT,2144.0,826.0,1097.0,1951.0,0.423372629421,0.562275756023,DEKALB,both
649,KING-ML KING JR HIGH,DEKALB,76990.0,black,mid,KING-ML KING JR HIGH,3358.0,41.0,2702.0,2748.0,0.0149199417758,0.98326055313,DEKALB,both
650,BROWNS MILL ELEM,DEKALB,66160.0,black,mid,BROWNS MILL ELEM,3121.0,82.0,2437.0,2527.0,0.0324495449149,0.964384645825,DEKALB,both
651,SALEM MIDDLE,DEKALB,64177.0,black,mid,SALEM MIDDLE,2787.0,56.0,2217.0,2278.0,0.0245829675154,0.973222124671,DEKALB,both
652,MILLER GROVE ROAD,DEKALB,67805.0,black,mid,MILLER GROVE ROAD,1847.0,32.0,1462.0,1500.0,0.0213333333333,0.974666666667,DEKALB,both
653,COLUMBIA ELEM,DEKALB,38155.0,black,low,COLUMBIA ELEM,1362.0,13.0,835.0,851.0,0.0152761457109,0.981198589894,DEKALB,both
654,FLAT SHOALS LIBRARY,DEKALB,54807.0,black,mid,FLAT SHOALS LIBRARY,2005.0,27.0,1404.0,1433.0,0.0188415910677,0.97976273552,DEKALB,both
656,ASHFORD PARK ELEM,DEKALB,98570.0,white,mid,ASHFORD PARK ELEM,2025.0,1016.0,538.0,1590.0,0.638993710692,0.338364779874,DEKALB,both
657,OAK GROVE ELEM,DEKALB,93011.0,white,mid,OAK GROVE ELEM,1902.0,732.0,760.0,1513.0,0.483807005948,0.502313284865,DEKALB,both
658,CORALWOOD,DEKALB,98598.0,white,mid,CORALWOOD,2750.0,923.0,1243.0,2200.0,0.419545454545,0.565,DEKALB,both
659,SAGAMORE HILLS ELEM,DEKALB,139829.0,white,high,SAGAMORE HILLS ELEM,2545.0,1037.0,1033.0,2107.0,0.492168960607,0.490270526815,DEKALB,both
660,LAKESIDE HIGH,DEKALB,117208.0,white,high,LAKESIDE HIGH,2753.0,1121.0,1100.0,2252.0,0.497779751332,0.488454706927,DEKALB,both
661,DRESDEN ELEM,DEKALB,55970.0,hispanic,mid,DRESDEN ELEM,2586.0,585.0,1047.0,1682.0,0.347800237812,0.622473246136,DEKALB,both
662,PLEASANTDALE ELEM,DEKALB,42807.0,hispanic,low,PLEASANTDALE ELEM,3077.0,383.0,1440.0,1853.0,0.206691851052,0.777118186724,DEKALB,both
663,066 PINCKNEYVILLE O,GWINNETT,41693.0,hispanic,low,066 PINCKNEYVILLE O,2340.0,382.0,1134.0,1535.0,0.248859934853,0.738762214984,GWINNETT,both
664,038 PINCKNEYVILLE F,GWINNETT,45143.0,hispanic,low,038 PINCKNEYVILLE F,1343.0,293.0,523.0,821.0,0.356881851401,0.637028014616,GWINNETT,both
665,059 PINCKNEYVILLE N,GWINNETT,42146.0,,low,059 PINCKNEYVILLE N,2253.0,318.0,1404.0,1740.0,0.18275862069,0.806896551724,GWINNETT,both
666,NORTH HAIRSTON,DEKALB,67422.0,black,mid,NORTH HAIRSTON,1781.0,161.0,1097.0,1274.0,0.126373626374,0.861067503925,DEKALB,both
667,BRIAR VISTA ELEM,DEKALB,77634.0,white,mid,BRIAR VISTA ELEM,2435.0,517.0,1053.0,1610.0,0.321118012422,0.654037267081,DEKALB,both
668,DRUID HILLS HIGH,DEKALB,121663.0,white,high,DRUID HILLS HIGH,2453.0,394.0,991.0,1408.0,0.279829545455,0.703835227273,DEKALB,both
669,EMORY ROAD,DEKALB,63064.0,white,mid,EMORY ROAD,997.0,151.0,375.0,537.0,0.281191806331,0.698324022346,DEKALB,both
670,LAVISTA ROAD,DEKALB,80141.0,white,mid,LAVISTA ROAD,1811.0,503.0,719.0,1251.0,0.40207833733,0.574740207834,DEKALB,both
671,OAKHURST,DEKALB,100216.0,white,high,OAKHURST,2534.0,282.0,1664.0,1989.0,0.141779788839,0.83660130719,DEKALB,both
672,RENFROE MIDDLE,DEKALB,100924.0,white,high,RENFROE MIDDLE,1371.0,160.0,902.0,1087.0,0.147194112236,0.829806807728,DEKALB,both
673,PONCE DE LEON,DEKALB,86639.0,white,mid,PONCE DE LEON,2006.0,279.0,1159.0,1472.0,0.189538043478,0.787364130435,DEKALB,both
674,LAVISTA,DEKALB,79003.0,white,mid,LAVISTA,2126.0,586.0,873.0,1477.0,0.396750169262,0.591062965471,DEKALB,both
675,WOODWARD ELEM,DEKALB,79649.0,,mid,WOODWARD ELEM,1880.0,485.0,808.0,1314.0,0.369101978691,0.614916286149,DEKALB,both
676,CROSS KEYS HIGH,DEKALB,90087.0,,mid,CROSS KEYS HIGH,1778.0,589.0,604.0,1211.0,0.48637489678,0.498761354253,DEKALB,both
677,HARRIS-MARGARET HARRIS ED,DEKALB,81545.0,white,mid,HARRIS-MARGARET HARRIS ED,2034.0,396.0,926.0,1355.0,0.292250922509,0.683394833948,DEKALB,both
678,BRIARCLIFF,DEKALB,80694.0,white,mid,BRIARCLIFF,1861.0,665.0,679.0,1374.0,0.483988355167,0.494177583697,DEKALB,both
679,MONTCLAIR ELEM,DEKALB,57605.0,hispanic,mid,MONTCLAIR ELEM,1979.0,302.0,903.0,1221.0,0.247338247338,0.739557739558,DEKALB,both
680,BRIARWOOD,DEKALB,79723.0,hispanic,mid,BRIARWOOD,1934.0,641.0,661.0,1331.0,0.481592787378,0.496619083396,DEKALB,both
681,BROOKHAVEN,DEKALB,108643.0,white,high,BROOKHAVEN,2510.0,1089.0,729.0,1858.0,0.586114101184,0.39235737352,DEKALB,both
682,SILVER LAKE,DEKALB,138685.0,white,high,SILVER LAKE,3348.0,1497.0,988.0,2519.0,0.594283445812,0.392219134577,DEKALB,both
683,STONEVIEW ELEM,DEKALB,44408.0,black,low,STONEVIEW ELEM,1500.0,61.0,863.0,925.0,0.0659459459459,0.932972972973,DEKALB,both
684,PRINCETON ELEM,DEKALB,84302.0,black,mid,PRINCETON ELEM,1749.0,61.0,1315.0,1377.0,0.0442992011619,0.954974582426,DEKALB,both
685,REDAN ELEM,DEKALB,84096.0,black,mid,REDAN ELEM,2338.0,45.0,1768.0,1819.0,0.0247388675096,0.971962616822,DEKALB,both
686,STEPHENSON HIGH,DEKALB,73741.0,black,mid,STEPHENSON HIGH,2864.0,123.0,2043.0,2174.0,0.0565777368905,0.939742410304,DEKALB,both
687,STONE MOUNTAIN ELEM,DEKALB,71317.0,black,mid,STONE MOUNTAIN ELEM,1930.0,465.0,1033.0,1503.0,0.309381237525,0.687292082502,DEKALB,both
688,087 PINCKNEYVILLE S,GWINNETT,69201.0,,mid,087 PINCKNEYVILLE S,2129.0,721.0,780.0,1533.0,0.470319634703,0.508806262231,GWINNETT,both
689,065 BERKSHIRE H,GWINNETT,57407.0,hispanic,mid,065 BERKSHIRE H,1271.0,367.0,498.0,875.0,0.419428571429,0.569142857143,GWINNETT,both
690,123 PINCKNEYVILLE Y,GWINNETT,41910.0,hispanic,low,123 PINCKNEYVILLE Y,2061.0,284.0,1114.0,1407.0,0.20184790334,0.791755508173,GWINNETT,both
691,023 PINCKNEYVILLE D,GWINNETT,48355.0,hispanic,low,023 PINCKNEYVILLE D,1350.0,192.0,716.0,920.0,0.208695652174,0.778260869565,GWINNETT,both
692,058 PINCKNEYVILLE K,GWINNETT,50737.0,hispanic,mid,058 PINCKNEYVILLE K,2379.0,375.0,1196.0,1596.0,0.234962406015,0.749373433584,GWINNETT,both
693,050 PINCKNEYVILLE I,GWINNETT,61667.0,,mid,050 PINCKNEYVILLE I,1781.0,354.0,912.0,1291.0,0.274206041828,0.70642912471,GWINNETT,both
694,148 BERKSHIRE Q,GWINNETT,76682.0,white,mid,148 BERKSHIRE Q,1399.0,671.0,364.0,1058.0,0.634215500945,0.34404536862,GWINNETT,both
695,021 PINCKNEYVILLE B,GWINNETT,52963.0,hispanic,mid,021 PINCKNEYVILLE B,2161.0,407.0,877.0,1301.0,0.312836279785,0.674096848578,GWINNETT,both
696,051 PINCKNEYVILLE J,GWINNETT,44235.0,hispanic,low,051 PINCKNEYVILLE J,1527.0,193.0,745.0,947.0,0.203801478353,0.786694825766,GWINNETT,both
697,113 PINCKNEYVILLE V,GWINNETT,56080.0,hispanic,mid,113 PINCKNEYVILLE V,1233.0,333.0,508.0,858.0,0.388111888112,0.592074592075,GWINNETT,both
698,114 PINCKNEYVILLE W,GWINNETT,72771.0,hispanic,mid,114 PINCKNEYVILLE W,2665.0,886.0,1029.0,1944.0,0.455761316872,0.529320987654,GWINNETT,both
699,020 PINCKNEYVILLE A,GWINNETT,46386.0,hispanic,low,020 PINCKNEYVILLE A,1695.0,228.0,882.0,1132.0,0.201413427562,0.779151943463,GWINNETT,both
700,AVONDALE,DEKALB,75908.0,white,mid,AVONDALE,2199.0,713.0,1102.0,1847.0,0.386031402274,0.596643205198,DEKALB,both
701,MIDWAY ELEM,DEKALB,51320.0,black,mid,MIDWAY ELEM,2352.0,131.0,1358.0,1500.0,0.0873333333333,0.905333333333,DEKALB,both
702,COVINGTON,DEKALB,42246.0,black,low,COVINGTON,2028.0,153.0,1015.0,1186.0,0.129005059022,0.855817875211,DEKALB,both
703,NORTH DECATUR,DEKALB,60298.0,white,mid,NORTH DECATUR,1497.0,211.0,690.0,918.0,0.229847494553,0.751633986928,DEKALB,both
704,MCLENDON,DEKALB,51339.0,white,mid,MCLENDON,1910.0,295.0,967.0,1287.0,0.229215229215,0.75135975136,DEKALB,both
705,VALLEY BROOK,DEKALB,51336.0,white,mid,VALLEY BROOK,717.0,172.0,348.0,542.0,0.317343173432,0.642066420664,DEKALB,both
706,SHAW-ROBERT SHAW ELEM,DEKALB,51296.0,black,mid,SHAW-ROBERT SHAW ELEM,2995.0,341.0,1682.0,2066.0,0.165053242982,0.814133591481,DEKALB,both
707,COVINGTON HWY LIBRARY,DEKALB,35306.0,black,low,COVINGTON HWY LIBRARY,957.0,5.0,402.0,407.0,0.012285012285,0.987714987715,DEKALB,both
708,BROCKETT ELEM,DEKALB,60016.0,,mid,BROCKETT ELEM,2238.0,506.0,772.0,1311.0,0.385964912281,0.588863463005,DEKALB,both
709,STONE MOUNTAIN MIDDLE,DEKALB,48070.0,black,low,STONE MOUNTAIN MIDDLE,2319.0,112.0,1226.0,1340.0,0.0835820895522,0.914925373134,DEKALB,both
710,TUCKER,DEKALB,92371.0,white,mid,TUCKER,2611.0,1099.0,862.0,2010.0,0.546766169154,0.428855721393,DEKALB,both
711,HUGH HOWELL,DEKALB,89705.0,white,mid,HUGH HOWELL,1543.0,690.0,594.0,1292.0,0.534055727554,0.459752321981,DEKALB,both
712,SMOKE RISE ELEM,DEKALB,121469.0,white,high,SMOKE RISE ELEM,1905.0,850.0,688.0,1550.0,0.548387096774,0.443870967742,DEKALB,both
713,012 BERKSHIRE B,GWINNETT,57945.0,,mid,012 BERKSHIRE B,3511.0,760.0,1636.0,2423.0,0.313660751135,0.675196037969,GWINNETT,both
714,ROCK CHAPEL ELEM,DEKALB,67966.0,black,mid,ROCK CHAPEL ELEM,2126.0,37.0,1580.0,1620.0,0.0228395061728,0.975308641975,DEKALB,both
715,ROCKBRIDGE ROAD,DEKALB,75096.0,black,mid,ROCKBRIDGE ROAD,2926.0,93.0,2207.0,2307.0,0.0403120936281,0.956653662765,DEKALB,both
716,122 ROCKBRIDGE G,GWINNETT,66739.0,black,mid,122 ROCKBRIDGE G,3890.0,738.0,2152.0,2923.0,0.25248032843,0.736229900787,GWINNETT,both
717,002 ROCKBRIDGE A,GWINNETT,66263.0,black,mid,002 ROCKBRIDGE A,2637.0,652.0,1330.0,2001.0,0.325837081459,0.664667666167,GWINNETT,both
718,075 ROCKBRIDGE C,GWINNETT,75582.0,black,mid,075 ROCKBRIDGE C,3536.0,700.0,2019.0,2745.0,0.255009107468,0.735519125683,GWINNETT,both
719,WYNBROOKE ELEM,DEKALB,73140.0,black,mid,WYNBROOKE ELEM,2725.0,129.0,2052.0,2191.0,0.0588772250114,0.936558649019,DEKALB,both
720,STEPHENSON MIDDLE,DEKALB,71742.0,black,mid,STEPHENSON MIDDLE,2890.0,117.0,2131.0,2257.0,0.0518387239699,0.944173681879,DEKALB,both
721,SOUTH DESHON,DEKALB,75473.0,black,mid,SOUTH DESHON,2755.0,53.0,2004.0,2060.0,0.0257281553398,0.972815533981,DEKALB,both
722,064 GARNERS D,GWINNETT,72803.0,black,mid,064 GARNERS D,2522.0,606.0,1295.0,1923.0,0.315132605304,0.673426937077,GWINNETT,both
723,ROCK CHAPEL ROAD,DEKALB,56721.0,black,mid,ROCK CHAPEL ROAD,2729.0,164.0,1904.0,2075.0,0.0790361445783,0.917590361446,DEKALB,both
724,BURGESS ELEM,DEKALB,70643.0,white,mid,BURGESS ELEM,2392.0,179.0,1504.0,1734.0,0.103229527105,0.867358708189,DEKALB,both
725,METROPOLITAN,DEKALB,60125.0,white,mid,METROPOLITAN,2350.0,157.0,1417.0,1619.0,0.0969734403953,0.87523162446,DEKALB,both
726,PINEY GROVE,DEKALB,47163.0,black,low,PINEY GROVE,1387.0,40.0,850.0,900.0,0.0444444444444,0.944444444444,DEKALB,both
727,TERRY MILL ELEM,DEKALB,47084.0,black,low,TERRY MILL ELEM,2175.0,62.0,1454.0,1525.0,0.0406557377049,0.953442622951,DEKALB,both
728,CLIFTON ELEM,DEKALB,54969.0,black,mid,CLIFTON ELEM,1320.0,31.0,985.0,1018.0,0.0304518664047,0.967583497053,DEKALB,both
729,CEDAR GROVE MIDDLE,DEKALB,53242.0,black,mid,CEDAR GROVE MIDDLE,1513.0,17.0,973.0,990.0,0.0171717171717,0.982828282828,DEKALB,both
730,FLAT SHOALS,DEKALB,49840.0,black,low,FLAT SHOALS,1803.0,16.0,1175.0,1193.0,0.0134115674769,0.984911986588,DEKALB,both
731,KELLEY CHAPEL ROAD,DEKALB,64496.0,black,mid,KELLEY CHAPEL ROAD,1159.0,34.0,887.0,921.0,0.0369163952226,0.963083604777,DEKALB,both
732,COLUMBIA DRIVE,DEKALB,53274.0,black,mid,COLUMBIA DRIVE,1966.0,22.0,1337.0,1361.0,0.0161645848641,0.982365907421,DEKALB,both
733,AUSTIN DRIVE,DEKALB,47455.0,black,low,AUSTIN DRIVE,1874.0,54.0,1221.0,1281.0,0.0421545667447,0.953161592506,DEKALB,both
734,CANBY LANE ELEM,DEKALB,48818.0,black,low,CANBY LANE ELEM,1626.0,27.0,1214.0,1244.0,0.0217041800643,0.975884244373,DEKALB,both
735,SNAPFINGER ROAD NORTH,DEKALB,48357.0,black,low,SNAPFINGER ROAD NORTH,1973.0,54.0,1326.0,1385.0,0.0389891696751,0.957400722022,DEKALB,both
736,GLENWOOD ROAD,DEKALB,47985.0,black,low,GLENWOOD ROAD,1589.0,51.0,971.0,1024.0,0.0498046875,0.9482421875,DEKALB,both
737,GLENHAVEN,DEKALB,48191.0,black,low,GLENHAVEN,1301.0,96.0,918.0,1021.0,0.0940254652302,0.899118511263,DEKALB,both
738,AVONDALE HIGH,DEKALB,81528.0,white,mid,AVONDALE HIGH,2774.0,333.0,1624.0,2014.0,0.165342601787,0.80635551142,DEKALB,both
739,LAKE CITY,CLAYTON,47051.0,black,low,LAKE CITY,2554.0,181.0,1175.0,1367.0,0.132406730066,0.859546452085,CLAYTON,both
740,MORROW 4,CLAYTON,53941.0,black,mid,MORROW 4,1759.0,242.0,790.0,1038.0,0.233140655106,0.761078998073,CLAYTON,both
741,MORROW 9,CLAYTON,50694.0,black,mid,MORROW 9,1275.0,133.0,650.0,787.0,0.168996188056,0.825921219822,CLAYTON,both
742,MORROW 6,CLAYTON,60486.0,black,mid,MORROW 6,2408.0,270.0,1287.0,1562.0,0.1728553137,0.823943661972,CLAYTON,both
743,MORROW 3,CLAYTON,51610.0,black,mid,MORROW 3,3900.0,365.0,1948.0,2327.0,0.156854318865,0.837129351096,CLAYTON,both
744,MORROW 1,CLAYTON,43038.0,black,low,MORROW 1,2561.0,153.0,1364.0,1524.0,0.100393700787,0.89501312336,CLAYTON,both
745,BOULDERCREST RD,DEKALB,55849.0,black,mid,BOULDERCREST RD,1547.0,44.0,1185.0,1229.0,0.0358014646054,0.964198535395,DEKALB,both
746,ELLENWOOD,CLAYTON,55772.0,black,mid,ELLENWOOD,4862.0,239.0,3313.0,3558.0,0.0671725688589,0.9311410905,CLAYTON,both
747,CEDAR GROVE SOUTH,DEKALB,59893.0,black,mid,CEDAR GROVE SOUTH,3008.0,73.0,2525.0,2600.0,0.0280769230769,0.971153846154,DEKALB,both
748,CEDAR GROVE ELEM,DEKALB,62979.0,black,mid,CEDAR GROVE ELEM,3299.0,60.0,2364.0,2435.0,0.0246406570842,0.970841889117,DEKALB,both
749,12F,FULTON,44590.0,black,low,12F,728.0,10.0,439.0,453.0,0.0220750551876,0.969094922737,FULTON,both
750,COLUMBIA MIDDLE,DEKALB,49983.0,black,low,COLUMBIA MIDDLE,1726.0,19.0,1078.0,1102.0,0.0172413793103,0.978221415608,DEKALB,both
751,TONEY ELEM,DEKALB,30357.0,black,low,TONEY ELEM,1405.0,19.0,1013.0,1033.0,0.0183930300097,0.980638915779,DEKALB,both
752,KNOLLWOOD ELEM,DEKALB,53212.0,black,mid,KNOLLWOOD ELEM,1934.0,72.0,1289.0,1369.0,0.0525931336742,0.941563184806,DEKALB,both
753,WADSWORTH ELEM,DEKALB,43242.0,black,low,WADSWORTH ELEM,2529.0,37.0,1743.0,1787.0,0.0207050923335,0.975377728036,DEKALB,both
754,SNAPFINGER ELEM,DEKALB,53390.0,black,mid,SNAPFINGER ELEM,1597.0,32.0,1223.0,1260.0,0.0253968253968,0.970634920635,DEKALB,both
755,PEACHCREST ELEM,DEKALB,40843.0,black,low,PEACHCREST ELEM,1713.0,107.0,1066.0,1179.0,0.0907548770144,0.904156064461,DEKALB,both
756,MATHIS-BOB MATHIS ELEM,DEKALB,65430.0,black,mid,MATHIS-BOB MATHIS ELEM,2418.0,83.0,1893.0,1979.0,0.0419403739262,0.956543708944,DEKALB,both
757,RAINBOW ELEM,DEKALB,57570.0,black,mid,RAINBOW ELEM,3085.0,77.0,2321.0,2399.0,0.0320967069612,0.967486452689,DEKALB,both
