,PRECINCT_N,COUNTY_NAM,avg_income,race,income_bin,Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,county,_merge
189,08E,FULTON,223069.0,white,high,08E,2327.0,1301.0,545.0,1862.0,0.698711063373,0.292696025779,FULTON,both
190,VININGS 04,COBB,138019.0,white,high,VININGS 04,2904.0,1567.0,738.0,2341.0,0.669372063221,0.315249893208,COBB,both
191,VININGS 01,COBB,80903.0,white,mid,VININGS 01,1560.0,603.0,500.0,1122.0,0.53743315508,0.445632798574,COBB,both
192,09F,FULTON,91165.0,white,mid,09F,2912.0,1211.0,917.0,2171.0,0.557807461999,0.422385997236,FULTON,both
193,08N2,FULTON,208585.0,white,high,08N2,980.0,423.0,263.0,691.0,0.612156295224,0.380607814761,FULTON,both
194,08N1,FULTON,208265.0,white,high,08N1,731.0,450.0,131.0,584.0,0.770547945205,0.224315068493,FULTON,both
195,08F1,FULTON,210923.0,white,high,08F1,1971.0,1249.0,346.0,1606.0,0.777708592777,0.215442092154,FULTON,both
196,08A,FULTON,266714.0,white,high,08A,2268.0,1162.0,532.0,1715.0,0.677551020408,0.310204081633,FULTON,both
197,08D,FULTON,264893.0,white,high,08D,1275.0,655.0,302.0,973.0,0.673175745118,0.310380267215,FULTON,both
198,CHATTAHOOCHEE 01,COBB,66735.0,,mid,CHATTAHOOCHEE 01,4554.0,881.0,1995.0,2937.0,0.299965951651,0.679264555669,COBB,both
199,TERRELL MILL 01,COBB,64916.0,,mid,TERRELL MILL 01,4171.0,1011.0,1849.0,2895.0,0.349222797927,0.638687392055,COBB,both
200,SOPE CREEK 02,COBB,107920.0,white,high,SOPE CREEK 02,3854.0,1847.0,1015.0,2912.0,0.634271978022,0.348557692308,COBB,both
201,SS09,FULTON,69614.0,,mid,SS09,2506.0,1378.0,505.0,1898.0,0.72602739726,0.266069546891,FULTON,both
202,SOPE CREEK 03,COBB,146647.0,white,high,SOPE CREEK 03,2533.0,1397.0,469.0,1901.0,0.734876380852,0.246712256707,COBB,both
203,SS16,FULTON,59461.0,,mid,SS16,1976.0,1165.0,391.0,1573.0,0.74062301335,0.248569612206,FULTON,both
204,MARIETTA 5A,COBB,51583.0,,mid,MARIETTA 5A,1528.0,299.0,766.0,1082.0,0.276340110906,0.707948243993,COBB,both
205,JC01,FULTON,135059.0,white,high,JC01,3957.0,1612.0,1170.0,2824.0,0.570821529745,0.414305949008,FULTON,both
206,007 DULUTH A,GWINNETT,95294.0,white,mid,007 DULUTH A,3596.0,1573.0,1068.0,2685.0,0.585847299814,0.397765363128,GWINNETT,both
207,155 SUWANEE G,GWINNETT,117052.0,white,high,155 SUWANEE G,2567.0,1246.0,724.0,2009.0,0.620209059233,0.360378297661,GWINNETT,both
208,140 SUWANEE H,GWINNETT,141303.0,white,high,140 SUWANEE H,2755.0,1713.0,489.0,2222.0,0.770927092709,0.220072007201,GWINNETT,both
209,017 MARTINS A,GWINNETT,60507.0,,mid,017 MARTINS A,2074.0,358.0,1085.0,1455.0,0.246048109966,0.745704467354,GWINNETT,both
210,106 SUWANEE C,GWINNETT,98622.0,white,mid,106 SUWANEE C,3318.0,1648.0,790.0,2489.0,0.662113298513,0.317396544797,GWINNETT,both
211,131 SUWANEE E,GWINNETT,141298.0,white,high,131 SUWANEE E,3031.0,1745.0,631.0,2415.0,0.722567287785,0.261283643892,GWINNETT,both
212,004 SUWANEE A,GWINNETT,101057.0,white,high,004 SUWANEE A,1166.0,529.0,356.0,902.0,0.586474501109,0.394678492239,GWINNETT,both
213,098 GOODWINS F,GWINNETT,81563.0,white,mid,098 GOODWINS F,2398.0,981.0,707.0,1716.0,0.571678321678,0.412004662005,GWINNETT,both
214,142 SUWANEE F,GWINNETT,113240.0,white,high,142 SUWANEE F,2771.0,1291.0,811.0,2132.0,0.605534709193,0.380393996248,GWINNETT,both
215,100 SUWANEE B,GWINNETT,113293.0,white,high,100 SUWANEE B,3116.0,1523.0,759.0,2321.0,0.656182679879,0.327014218009,GWINNETT,both
216,030 CATES C,GWINNETT,67276.0,,mid,030 CATES C,2071.0,752.0,839.0,1599.0,0.470293933709,0.524702939337,GWINNETT,both
217,070 GOODWINS B,GWINNETT,98960.0,white,mid,070 GOODWINS B,3254.0,1628.0,713.0,2387.0,0.68202764977,0.298701298701,GWINNETT,both
218,026 HOG MOUNTAIN A,GWINNETT,79532.0,white,mid,026 HOG MOUNTAIN A,3056.0,1116.0,1003.0,2160.0,0.516666666667,0.464351851852,GWINNETT,both
219,031 HOG MOUNTAIN D,GWINNETT,84718.0,white,mid,031 HOG MOUNTAIN D,2054.0,1076.0,444.0,1549.0,0.694641704325,0.286636539703,GWINNETT,both
220,136 HOG MOUNTAIN C,GWINNETT,75888.0,white,mid,136 HOG MOUNTAIN C,3085.0,1493.0,716.0,2255.0,0.662084257206,0.317516629712,GWINNETT,both
221,067 PUCKETTS E,GWINNETT,86443.0,white,mid,067 PUCKETTS E,3238.0,1400.0,963.0,2393.0,0.585039699122,0.402423735896,GWINNETT,both
222,071 LAWRENCEVILLE F,GWINNETT,74203.0,,mid,071 LAWRENCEVILLE F,2903.0,657.0,1472.0,2146.0,0.306150978565,0.685927306617,GWINNETT,both
223,144 LAWRENCEVILLE M,GWINNETT,66072.0,,mid,144 LAWRENCEVILLE M,3644.0,720.0,1837.0,2584.0,0.278637770898,0.710913312693,GWINNETT,both
224,027 HOG MOUNTAIN B,GWINNETT,87792.0,white,mid,027 HOG MOUNTAIN B,3417.0,1779.0,846.0,2671.0,0.666042680644,0.316735305129,GWINNETT,both
225,RW19,FULTON,163677.0,white,high,RW19,1773.0,982.0,378.0,1377.0,0.713144517066,0.274509803922,FULTON,both
226,ML01B,FULTON,165480.0,white,high,ML01B,86.0,68.0,19.0,88.0,0.772727272727,0.215909090909,FULTON,both
227,ML012,FULTON,154045.0,white,high,ML012,349.0,195.0,38.0,236.0,0.826271186441,0.161016949153,FULTON,both
228,AP04A,FULTON,124588.0,white,high,AP04A,1354.0,815.0,252.0,1081.0,0.753931544866,0.233117483811,FULTON,both
229,ML011,FULTON,153817.0,white,high,ML011,1693.0,865.0,312.0,1203.0,0.719035743973,0.259351620948,FULTON,both
230,AP04B,FULTON,153895.0,white,high,AP04B,286.0,164.0,54.0,224.0,0.732142857143,0.241071428571,FULTON,both
231,02B,FULTON,58125.0,,mid,02B,3333.0,189.0,966.0,1177.0,0.160577740017,0.820730671198,FULTON,both
232,05C,FULTON,46713.0,black,low,05C,133.0,2.0,66.0,69.0,0.0289855072464,0.95652173913,FULTON,both
233,02C,FULTON,28755.0,white,low,02C,1525.0,152.0,879.0,1050.0,0.144761904762,0.837142857143,FULTON,both
234,02L2,FULTON,88072.0,white,mid,02L2,708.0,150.0,264.0,430.0,0.348837209302,0.613953488372,FULTON,both
235,02L1,FULTON,53181.0,hispanic,mid,02L1,4489.0,752.0,1971.0,2787.0,0.26982418371,0.707212055974,FULTON,both
236,06K,FULTON,52425.0,,mid,06K,1129.0,139.0,572.0,732.0,0.189890710383,0.781420765027,FULTON,both
237,08P,FULTON,75640.0,white,mid,08P,1907.0,331.0,809.0,1188.0,0.27861952862,0.680976430976,FULTON,both
238,08K,FULTON,141258.0,white,high,08K,535.0,273.0,158.0,433.0,0.630484988453,0.364896073903,FULTON,both
239,08L,FULTON,85663.0,white,mid,08L,3316.0,989.0,1227.0,2271.0,0.43549097314,0.540290620872,FULTON,both
240,FULLERS PARK 01,COBB,136145.0,white,high,FULLERS PARK 01,2980.0,1588.0,733.0,2355.0,0.674309978769,0.311252653928,COBB,both
241,SEWELL MILL 01,COBB,114784.0,white,high,SEWELL MILL 01,2913.0,1537.0,671.0,2253.0,0.682201509099,0.297825122059,COBB,both
242,MURDOCK 01,COBB,124587.0,white,high,MURDOCK 01,3493.0,1928.0,789.0,2782.0,0.693026599569,0.28360891445,COBB,both
243,MT BETHEL 04,COBB,173161.0,white,high,MT BETHEL 04,2695.0,1573.0,564.0,2168.0,0.725553505535,0.260147601476,COBB,both
244,EASTSIDE 01,COBB,132482.0,white,high,EASTSIDE 01,2616.0,1504.0,556.0,2103.0,0.715168806467,0.264384213029,COBB,both
245,DICKERSON 01,COBB,134977.0,white,high,DICKERSON 01,2569.0,1403.0,601.0,2034.0,0.689773844641,0.295476892822,COBB,both
246,DODGEN 01,COBB,125279.0,white,high,DODGEN 01,1920.0,1083.0,379.0,1489.0,0.727333781061,0.254533243788,COBB,both
247,CHESTNUT RIDGE 01,COBB,128597.0,white,high,CHESTNUT RIDGE 01,2856.0,1715.0,540.0,2303.0,0.744680851064,0.234476769431,COBB,both
248,ROSWELL 02,COBB,153230.0,white,high,ROSWELL 02,3393.0,1812.0,756.0,2605.0,0.695585412668,0.290211132438,COBB,both
249,SANDY PLAINS 01,COBB,109204.0,white,high,SANDY PLAINS 01,2339.0,1117.0,629.0,1779.0,0.627880831928,0.353569421023,COBB,both
250,POPE 01,COBB,115263.0,white,high,POPE 01,2733.0,1444.0,632.0,2123.0,0.680169571361,0.29769194536,COBB,both
251,MABRY 01,COBB,137690.0,white,high,MABRY 01,1598.0,966.0,287.0,1269.0,0.761229314421,0.226162332545,COBB,both
252,DAVIS 01,COBB,103145.0,white,high,DAVIS 01,1777.0,941.0,423.0,1395.0,0.674551971326,0.303225806452,COBB,both
253,GARRISON MILL 01,COBB,111733.0,white,high,GARRISON MILL 01,2489.0,1307.0,585.0,1929.0,0.67755313634,0.303265940902,COBB,both
254,POST OAK 01,COBB,137366.0,white,high,POST OAK 01,3131.0,1783.0,601.0,2421.0,0.736472532012,0.248244527055,COBB,both
255,HIGHTOWER 01,COBB,133473.0,white,high,HIGHTOWER 01,2908.0,1599.0,645.0,2280.0,0.701315789474,0.282894736842,COBB,both
256,05A2,FULTON,67795.0,black,mid,05A2,2494.0,209.0,1361.0,1620.0,0.129012345679,0.84012345679,FULTON,both
257,03G,FULTON,17020.0,black,low,03G,567.0,4.0,217.0,223.0,0.0179372197309,0.973094170404,FULTON,both
258,03T,FULTON,43261.0,black,low,03T,1375.0,37.0,843.0,884.0,0.0418552036199,0.953619909502,FULTON,both
259,03P2,FULTON,28561.0,black,low,03P2,90.0,3.0,95.0,98.0,0.030612244898,0.969387755102,FULTON,both
260,02A,FULTON,52347.0,white,mid,02A,1628.0,90.0,894.0,996.0,0.0903614457831,0.897590361446,FULTON,both
261,03P1,FULTON,55430.0,white,mid,03P1,2528.0,226.0,1027.0,1292.0,0.174922600619,0.794891640867,FULTON,both
262,02X,FULTON,60674.0,white,mid,02X,1461.0,188.0,435.0,665.0,0.282706766917,0.654135338346,FULTON,both
263,AP06,FULTON,97642.0,white,mid,AP06,1452.0,859.0,275.0,1152.0,0.745659722222,0.238715277778,FULTON,both
264,AP07B,FULTON,129501.0,white,high,AP07B,1202.0,672.0,245.0,934.0,0.71948608137,0.262312633833,FULTON,both
265,ML02B,FULTON,176259.0,white,high,ML02B,1203.0,733.0,149.0,891.0,0.822671156004,0.167227833895,FULTON,both
266,AP10,FULTON,158669.0,white,high,AP10,847.0,495.0,163.0,670.0,0.738805970149,0.24328358209,FULTON,both
267,AP07A,FULTON,90769.0,white,mid,AP07A,2596.0,1137.0,762.0,1939.0,0.586384734399,0.392986075297,FULTON,both
268,ML04,FULTON,165279.0,white,high,ML04,2447.0,1429.0,422.0,1864.0,0.766630901288,0.226394849785,FULTON,both
269,11H,FULTON,45824.0,black,low,11H,1926.0,22.0,1375.0,1399.0,0.0157255182273,0.982844889207,FULTON,both
270,10J,FULTON,29343.0,black,low,10J,718.0,2.0,442.0,444.0,0.0045045045045,0.995495495495,FULTON,both
271,EP03,FULTON,49166.0,black,low,EP03,992.0,49.0,556.0,614.0,0.0798045602606,0.905537459283,FULTON,both
272,12L,FULTON,24758.0,black,low,12L,523.0,5.0,284.0,290.0,0.0172413793103,0.979310344828,FULTON,both
273,EP04,FULTON,28209.0,white,low,EP04,1357.0,185.0,784.0,987.0,0.187436676798,0.794326241135,FULTON,both
274,12G,FULTON,25997.0,black,low,12G,692.0,19.0,479.0,500.0,0.038,0.958,FULTON,both
275,12D,FULTON,26172.0,black,low,12D,1050.0,10.0,599.0,610.0,0.016393442623,0.981967213115,FULTON,both
276,ML02A,FULTON,209918.0,white,high,ML02A,1340.0,839.0,191.0,1039.0,0.807507218479,0.183830606352,FULTON,both
277,ML03,FULTON,224689.0,white,high,ML03,3202.0,1916.0,434.0,2378.0,0.805719091674,0.182506307822,FULTON,both
278,ML07A,FULTON,224846.0,white,high,ML07A,517.0,310.0,86.0,405.0,0.765432098765,0.212345679012,FULTON,both
279,12B,FULTON,57822.0,black,mid,12B,1958.0,60.0,1231.0,1300.0,0.0461538461538,0.946923076923,FULTON,both
280,12S,FULTON,42937.0,black,low,12S,1462.0,19.0,951.0,973.0,0.0195272353546,0.977389516958,FULTON,both
281,01J,FULTON,33628.0,black,low,01J,2004.0,29.0,1224.0,1261.0,0.0229976209358,0.970658207772,FULTON,both
282,01C1,FULTON,37301.0,black,low,01C1,940.0,17.0,561.0,583.0,0.0291595197256,0.962264150943,FULTON,both
283,12A,FULTON,57958.0,black,mid,12A,660.0,12.0,450.0,465.0,0.0258064516129,0.967741935484,FULTON,both
284,04E,FULTON,28806.0,black,low,04E,2350.0,55.0,1255.0,1320.0,0.0416666666667,0.950757575758,FULTON,both
285,04H2,FULTON,26122.0,black,low,04H2,720.0,4.0,412.0,416.0,0.00961538461538,0.990384615385,FULTON,both
286,04B,FULTON,46607.0,black,low,04B,2014.0,16.0,838.0,855.0,0.0187134502924,0.980116959064,FULTON,both
287,03E,FULTON,21002.0,black,low,03E,1964.0,21.0,1004.0,1027.0,0.0204479065239,0.977604673807,FULTON,both
288,03U,FULTON,29458.0,black,low,03U,838.0,2.0,367.0,370.0,0.00540540540541,0.991891891892,FULTON,both
289,03L,FULTON,54863.0,black,mid,03L,537.0,6.0,275.0,282.0,0.0212765957447,0.975177304965,FULTON,both
290,03M,FULTON,59903.0,white,mid,03M,772.0,114.0,300.0,435.0,0.262068965517,0.689655172414,FULTON,both
291,03N,FULTON,33667.0,black,low,03N,1809.0,29.0,1004.0,1040.0,0.0278846153846,0.965384615385,FULTON,both
292,09G2,FULTON,75620.0,white,mid,09G2,2198.0,533.0,919.0,1492.0,0.357238605898,0.615951742627,FULTON,both
293,08J,FULTON,141326.0,white,high,08J,2197.0,1195.0,605.0,1825.0,0.654794520548,0.331506849315,FULTON,both
294,055 SUGAR HILL D,GWINNETT,61732.0,white,mid,055 SUGAR HILL D,2648.0,1201.0,707.0,1934.0,0.620992761117,0.365563598759,GWINNETT,both
295,102 PUCKETTS B,GWINNETT,82505.0,white,mid,102 PUCKETTS B,2310.0,1277.0,526.0,1825.0,0.699726027397,0.288219178082,GWINNETT,both
296,024 SUGAR HILL A,GWINNETT,71805.0,white,mid,024 SUGAR HILL A,2577.0,1148.0,574.0,1753.0,0.654877353109,0.327438676554,GWINNETT,both
297,ML06,FULTON,89433.0,white,mid,ML06,3874.0,1232.0,1350.0,2635.0,0.467552182163,0.512333965844,FULTON,both
298,ML05,FULTON,135763.0,white,high,ML05,3874.0,1803.0,926.0,2764.0,0.652315484805,0.33502170767,FULTON,both
299,AP05,FULTON,154278.0,white,high,AP05,3800.0,2114.0,798.0,2939.0,0.719292276284,0.271520925485,FULTON,both
300,FREY 01,COBB,122735.0,white,high,FREY 01,1977.0,1139.0,388.0,1548.0,0.735788113695,0.250645994832,COBB,both
301,LOST MOUNTAIN 04,COBB,130324.0,white,high,LOST MOUNTAIN 04,2160.0,1308.0,392.0,1720.0,0.760465116279,0.227906976744,COBB,both
302,MARS HILL 01,COBB,87730.0,white,mid,MARS HILL 01,2584.0,1567.0,363.0,1956.0,0.801124744376,0.185582822086,COBB,both
303,LEWIS 01,COBB,92366.0,white,mid,LEWIS 01,1318.0,735.0,293.0,1042.0,0.70537428023,0.281190019194,COBB,both
304,KENNESAW 1A,COBB,67986.0,white,mid,KENNESAW 1A,1588.0,640.0,435.0,1099.0,0.582347588717,0.395814376706,COBB,both
305,BIG SHANTY 01,COBB,73774.0,white,mid,BIG SHANTY 01,2247.0,961.0,522.0,1523.0,0.630991464215,0.34274458306,COBB,both
306,WADE GREEN 02,COBB,87709.0,white,mid,WADE GREEN 02,1849.0,735.0,615.0,1374.0,0.534934497817,0.447598253275,COBB,both
307,WADE GREEN 01,COBB,91104.0,white,mid,WADE GREEN 01,2624.0,1227.0,714.0,1982.0,0.619071644803,0.360242179617,COBB,both
308,141 SUGAR HILL G,GWINNETT,115827.0,white,high,141 SUGAR HILL G,2134.0,1176.0,428.0,1630.0,0.721472392638,0.262576687117,GWINNETT,both
309,025 SUGAR HILL B,GWINNETT,77710.0,white,mid,025 SUGAR HILL B,3416.0,1615.0,849.0,2512.0,0.642914012739,0.337977707006,GWINNETT,both
310,089 SUGAR HILL E,GWINNETT,90340.0,white,mid,089 SUGAR HILL E,2231.0,1146.0,460.0,1639.0,0.699206833435,0.280658938377,GWINNETT,both
311,054 SUGAR HILL C,GWINNETT,80352.0,white,mid,054 SUGAR HILL C,3182.0,1731.0,663.0,2423.0,0.714403631861,0.273627734214,GWINNETT,both
312,MP01,FULTON,176675.0,white,high,MP01,397.0,164.0,136.0,308.0,0.532467532468,0.441558441558,FULTON,both
313,ML07B,FULTON,224858.0,white,high,ML07B,1015.0,593.0,159.0,763.0,0.777195281782,0.208387942333,FULTON,both
314,AP09B,FULTON,123345.0,white,high,AP09B,650.0,284.0,199.0,492.0,0.577235772358,0.404471544715,FULTON,both
315,130 SUWANEE D,GWINNETT,115738.0,white,high,130 SUWANEE D,3323.0,1985.0,658.0,2679.0,0.740948114968,0.245614035088,GWINNETT,both
316,FOREST PARK 4,CLAYTON,45909.0,black,low,FOREST PARK 4,1588.0,328.0,621.0,962.0,0.340956340956,0.64553014553,CLAYTON,both
317,FOREST PARK 1,CLAYTON,39772.0,black,low,FOREST PARK 1,2754.0,304.0,1000.0,1311.0,0.231884057971,0.762776506484,CLAYTON,both
318,HP01,FULTON,50207.0,white,mid,HP01,2536.0,588.0,1069.0,1680.0,0.35,0.63630952381,FULTON,both
319,12E1,FULTON,24544.0,black,low,12E1,1171.0,20.0,602.0,624.0,0.0320512820513,0.964743589744,FULTON,both
320,07B,FULTON,203391.0,white,high,07B,2547.0,1508.0,524.0,2055.0,0.733819951338,0.25498783455,FULTON,both
321,SS10,FULTON,100160.0,white,high,SS10,3030.0,1711.0,632.0,2357.0,0.725922783199,0.268137462877,FULTON,both
322,SS13B,FULTON,186364.0,white,high,SS13B,453.0,186.0,141.0,329.0,0.565349544073,0.428571428571,FULTON,both
323,SS11D,FULTON,87220.0,white,mid,SS11D,272.0,134.0,100.0,238.0,0.563025210084,0.420168067227,FULTON,both
324,SS11B,FULTON,87294.0,white,mid,SS11B,1025.0,288.0,376.0,685.0,0.420437956204,0.548905109489,FULTON,both
325,SS06,FULTON,66080.0,white,mid,SS06,1196.0,683.0,257.0,953.0,0.716684155299,0.269674711438,FULTON,both
326,SS05,FULTON,59825.0,,mid,SS05,1655.0,861.0,443.0,1316.0,0.654255319149,0.336626139818,FULTON,both
327,SS18A,FULTON,76773.0,white,mid,SS18A,576.0,314.0,141.0,461.0,0.681127982646,0.305856832972,FULTON,both
328,SS31,FULTON,66076.0,white,mid,SS31,969.0,422.0,281.0,710.0,0.594366197183,0.395774647887,FULTON,both
329,SS03,FULTON,66092.0,white,mid,SS03,1253.0,516.0,374.0,904.0,0.570796460177,0.413716814159,FULTON,both
330,SS13A,FULTON,96280.0,white,mid,SS13A,1799.0,661.0,568.0,1247.0,0.530072173216,0.455493183641,FULTON,both
331,POWDER SPRINGS 1A,COBB,72739.0,white,mid,POWDER SPRINGS 1A,3880.0,1184.0,1722.0,2942.0,0.402447314752,0.585316111489,COBB,both
332,POWDER SPRINGS 3A,COBB,71280.0,,mid,POWDER SPRINGS 3A,2538.0,697.0,1195.0,1903.0,0.366263794009,0.62795585917,COBB,both
333,LOST MOUNTAIN 03,COBB,121507.0,white,high,LOST MOUNTAIN 03,3473.0,2007.0,740.0,2780.0,0.721942446043,0.26618705036,COBB,both
334,MCEACHERN 01,COBB,74844.0,white,mid,MCEACHERN 01,2433.0,1017.0,848.0,1888.0,0.538665254237,0.449152542373,COBB,both
335,LOST MOUNTAIN 01,COBB,111910.0,white,high,LOST MOUNTAIN 01,2712.0,1656.0,541.0,2222.0,0.745274527453,0.243474347435,COBB,both
336,OREGON 01,COBB,109205.0,white,high,OREGON 01,1430.0,832.0,324.0,1175.0,0.708085106383,0.275744680851,COBB,both
337,VAUGHAN 01,COBB,123422.0,white,high,VAUGHAN 01,2777.0,1703.0,451.0,2189.0,0.777980813157,0.206030150754,COBB,both
338,RED ROCK 01,COBB,125449.0,white,high,RED ROCK 01,2125.0,1403.0,297.0,1731.0,0.810514153668,0.17157712305,COBB,both
339,LOST MOUNTAIN 02,COBB,142786.0,white,high,LOST MOUNTAIN 02,3632.0,2322.0,501.0,2863.0,0.811037373385,0.174991267901,COBB,both
340,FORD 01,COBB,142126.0,white,high,FORD 01,2665.0,1640.0,400.0,2058.0,0.796890184645,0.19436345967,COBB,both
341,DURHAM 01,COBB,125833.0,white,high,DURHAM 01,3453.0,2187.0,534.0,2747.0,0.796141244995,0.194393884237,COBB,both
342,KEMP 03,COBB,137711.0,white,high,KEMP 03,1712.0,1128.0,248.0,1391.0,0.810927390367,0.178289000719,COBB,both
343,SMYRNA 7B,COBB,112470.0,white,high,SMYRNA 7B,5279.0,1996.0,2105.0,4170.0,0.478657074341,0.50479616307,COBB,both
344,09K,FULTON,30510.0,black,low,09K,2101.0,11.0,1215.0,1226.0,0.0089722675367,0.991027732463,FULTON,both
345,09M,FULTON,116890.0,white,high,09M,1559.0,421.0,694.0,1150.0,0.366086956522,0.60347826087,FULTON,both
346,09E,FULTON,39766.0,black,low,09E,1856.0,42.0,1161.0,1210.0,0.0347107438017,0.959504132231,FULTON,both
347,09A,FULTON,92584.0,,mid,09A,2335.0,643.0,1035.0,1715.0,0.374927113703,0.603498542274,FULTON,both
348,03A,FULTON,30253.0,black,low,03A,1806.0,13.0,1016.0,1029.0,0.0126336248785,0.987366375121,FULTON,both
349,03D,FULTON,27475.0,black,low,03D,827.0,3.0,456.0,461.0,0.00650759219089,0.989154013015,FULTON,both
350,03B,FULTON,29368.0,black,low,03B,553.0,1.0,260.0,261.0,0.00383141762452,0.996168582375,FULTON,both
351,03R,FULTON,39493.0,black,low,03R,1353.0,12.0,731.0,746.0,0.0160857908847,0.979892761394,FULTON,both
352,ACWORTH 1A,COBB,89520.0,white,mid,ACWORTH 1A,4017.0,1635.0,1226.0,2898.0,0.564182194617,0.423050379572,COBB,both
353,ACWORTH 1B,COBB,52656.0,white,mid,ACWORTH 1B,3674.0,1537.0,941.0,2520.0,0.609920634921,0.373412698413,COBB,both
354,PEBBLEBROOK 01,COBB,52855.0,black,mid,PEBBLEBROOK 01,3873.0,559.0,2294.0,2874.0,0.19450243563,0.798190675017,COBB,both
355,MABLETON 02,COBB,55164.0,black,mid,MABLETON 02,2119.0,555.0,895.0,1465.0,0.378839590444,0.610921501706,COBB,both
356,BRYANT 02,COBB,42908.0,black,low,BRYANT 02,4168.0,114.0,2500.0,2630.0,0.0433460076046,0.950570342205,COBB,both
357,RIVERSIDE 01,COBB,52382.0,black,mid,RIVERSIDE 01,1450.0,88.0,918.0,1007.0,0.0873882820258,0.911618669315,COBB,both
358,LINDLEY 01,COBB,135298.0,white,high,LINDLEY 01,3751.0,1134.0,1743.0,2935.0,0.386371379898,0.593867120954,COBB,both
359,10D,FULTON,28495.0,black,low,10D,3499.0,16.0,2315.0,2333.0,0.00685812258894,0.992284612087,FULTON,both
360,10E,FULTON,35188.0,black,low,10E,828.0,3.0,613.0,618.0,0.00485436893204,0.991909385113,FULTON,both
361,10P,FULTON,31346.0,black,low,10P,1120.0,3.0,786.0,789.0,0.00380228136882,0.996197718631,FULTON,both
362,09C,FULTON,42863.0,black,low,09C,2521.0,25.0,1736.0,1764.0,0.0141723356009,0.984126984127,FULTON,both
363,09B,FULTON,32759.0,black,low,09B,416.0,1.0,237.0,238.0,0.00420168067227,0.995798319328,FULTON,both
365,SC05B,FULTON,96073.0,black,mid,SC05B,4373.0,178.0,3105.0,3293.0,0.0540540540541,0.942909201336,FULTON,both
367,SC18B,FULTON,100837.0,black,high,SC18B,3735.0,84.0,2914.0,3003.0,0.027972027972,0.970362970363,FULTON,both
368,CLARKDALE 01,COBB,64970.0,black,mid,CLARKDALE 01,1412.0,462.0,532.0,1011.0,0.456973293769,0.526211671612,COBB,both
369,POWDER SPRINGS 2A,COBB,66110.0,,mid,POWDER SPRINGS 2A,2234.0,339.0,1278.0,1628.0,0.208230958231,0.785012285012,COBB,both
370,COOPER 01,COBB,67193.0,black,mid,COOPER 01,3808.0,730.0,1955.0,2702.0,0.270170244264,0.723538119911,COBB,both
371,MACLAND 01,COBB,71150.0,,mid,MACLAND 01,2970.0,773.0,1415.0,2212.0,0.349457504521,0.639692585895,COBB,both
372,OREGON 05,COBB,100999.0,white,high,OREGON 05,3067.0,1309.0,1115.0,2447.0,0.534940743768,0.455659991827,COBB,both
373,OREGON 03,COBB,55770.0,,mid,OREGON 03,2689.0,673.0,1106.0,1799.0,0.3740967204,0.614785992218,COBB,both
374,HARRISON 01,COBB,134778.0,white,high,HARRISON 01,2397.0,1477.0,372.0,1882.0,0.784803400638,0.197662061637,COBB,both
375,KEMP 01,COBB,128193.0,white,high,KEMP 01,1743.0,1046.0,309.0,1380.0,0.757971014493,0.223913043478,COBB,both
376,MCCLURE 01,COBB,93575.0,white,mid,MCCLURE 01,1381.0,825.0,260.0,1102.0,0.748638838475,0.235934664247,COBB,both
377,BIRNEY 02,COBB,86068.0,white,mid,BIRNEY 02,3130.0,1154.0,1198.0,2386.0,0.483654652137,0.502095557418,COBB,both
378,BIRNEY 01,COBB,77787.0,,mid,BIRNEY 01,1982.0,651.0,766.0,1435.0,0.453658536585,0.533797909408,COBB,both
379,MABLETON 03,COBB,100218.0,white,high,MABLETON 03,2366.0,959.0,787.0,1782.0,0.538159371493,0.441638608305,COBB,both
380,MABLETON 04,COBB,96620.0,white,mid,MABLETON 04,1345.0,702.0,353.0,1082.0,0.648798521257,0.326247689464,COBB,both
381,SWEETWATER 01,COBB,74956.0,,mid,SWEETWATER 01,2460.0,952.0,1008.0,1969.0,0.483494159472,0.511934992382,COBB,both
382,CLARKDALE 02,COBB,68217.0,black,mid,CLARKDALE 02,3968.0,1028.0,1956.0,3013.0,0.341188184534,0.649186856953,COBB,both
383,SC13B,FULTON,47825.0,white,low,SC13B,1801.0,82.0,1265.0,1356.0,0.0604719764012,0.932890855457,FULTON,both
384,SC05A,FULTON,57790.0,white,mid,SC05A,520.0,11.0,392.0,405.0,0.0271604938272,0.967901234568,FULTON,both
385,SC13A,FULTON,47676.0,white,low,SC13A,4509.0,125.0,3400.0,3529.0,0.0354207990932,0.963445735336,FULTON,both
386,AUSTELL 1A,COBB,61033.0,black,mid,AUSTELL 1A,3439.0,551.0,1883.0,2457.0,0.224257224257,0.766381766382,COBB,both
387,NORTH COBB 01,COBB,76091.0,white,mid,NORTH COBB 01,1776.0,825.0,494.0,1335.0,0.61797752809,0.370037453184,COBB,both
388,11C,FULTON,63953.0,black,mid,11C,2305.0,24.0,1656.0,1689.0,0.0142095914742,0.980461811723,FULTON,both
390,10A,FULTON,36567.0,black,low,10A,2556.0,12.0,1905.0,1921.0,0.00624674648621,0.991671004685,FULTON,both
391,10C,FULTON,31080.0,black,low,10C,2108.0,5.0,1430.0,1436.0,0.00348189415042,0.995821727019,FULTON,both
