ID,DATA,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY_NUM,COUNTY_NAM,FIPS2,2012_preci,avg_income,race
4183077.0,1346.0,12109G2,09G2,09G2,60,FULTON,121,508.0,75620.0,white
4183139.0,1332.0,12108J,08J,08J,60,FULTON,121,495.0,141326.0,white
5314122.0,1733.0,13555,55,055 SUGAR HILL D,67,GWINNETT,135,856.0,61732.0,white
5314281.0,1780.0,135102,102,102 PUCKETTS B,67,GWINNETT,135,753.0,82505.0,white
5308978.0,1702.0,13524,24,024 SUGAR HILL A,67,GWINNETT,135,822.0,71805.0,white
5234896.0,1487.0,121ML06,ML06,ML06,60,FULTON,121,641.0,89433.0,white
5234963.0,1486.0,121ML05,ML05,ML05,60,FULTON,121,640.0,135763.0,white
5235046.0,1402.0,121AP05,AP05,AP05,60,FULTON,121,562.0,154278.0,white
4045713.0,562.0,067FY01,FY01,FREY 01,33,COBB,67,101.0,122735.0,white
4045765.0,585.0,067LM04,LM04,LOST MOUNTAIN 04,33,COBB,67,124.0,130324.0,white
4045813.0,609.0,067MS01,MS01,MARS HILL 01,33,COBB,67,148.0,87730.0,white
4045931.0,586.0,067LW01,LW01,LEWIS 01,33,COBB,67,125.0,92366.0,white
4278274.0,569.0,067KE1A,KE1A,KENNESAW 1A,33,COBB,67,108.0,67986.0,white
4278390.0,526.0,067BG01,BG01,BIG SHANTY 01,33,COBB,67,65.0,73774.0,white
4278570.0,670.0,067WG02,WG02,WADE GREEN 02,33,COBB,67,209.0,87709.0,white
4278622.0,669.0,067WG01,WG01,WADE GREEN 01,33,COBB,67,208.0,91104.0,white
5292259.0,1819.0,135141,141,141 SUGAR HILL G,67,GWINNETT,135,796.0,115827.0,white
5292332.0,1703.0,13525,25,025 SUGAR HILL B,67,GWINNETT,135,823.0,77710.0,white
5292470.0,1767.0,13589,89,089 SUGAR HILL E,67,GWINNETT,135,893.0,90340.0,white
5292542.0,1732.0,13554,54,054 SUGAR HILL C,67,GWINNETT,135,855.0,80352.0,white
4566615.0,1490.0,121MP01,MP01,MP01,60,FULTON,121,644.0,176675.0,white
5244698.0,1489.0,121ML07B,ML07B,ML07B,60,FULTON,121,643.0,224858.0,white
5244797.0,1407.0,121AP09B,AP09B,AP09B,60,FULTON,121,567.0,123345.0,white
5278104.0,1808.0,135130,130,130 SUWANEE D,67,GWINNETT,135,784.0,115738.0,white
4651601.0,460.0,063FP4,FP4,FOREST PARK 4,31,CLAYTON,63,4.0,45909.0,black
4651678.0,457.0,063FP1,FP1,FOREST PARK 1,31,CLAYTON,63,1.0,39772.0,black
4651763.0,1455.0,121HP01,HP01,HP01,60,FULTON,121,609.0,50207.0,white
4651858.0,1381.0,12112E1,12E1,12E1,60,FULTON,121,543.0,24544.0,black
4823402.0,1312.0,12107B,07B,07B,60,FULTON,121,476.0,203391.0,white
4823480.0,1571.0,121SS10,SS10,SS10,60,FULTON,121,718.0,100160.0,white
4823562.0,1578.0,121SS13B,SS13B,SS13B,60,FULTON,121,725.0,186364.0,white
4823596.0,1575.0,121SS11D,SS11D,SS11D,60,FULTON,121,722.0,87220.0,white
4823620.0,1573.0,121SS11B,SS11B,SS11B,60,FULTON,121,720.0,87294.0,white
4823656.0,1563.0,121SS06,SS06,SS06,60,FULTON,121,710.0,66080.0,white
4823706.0,1562.0,121SS05,SS05,SS05,60,FULTON,121,709.0,59825.0,
4823749.0,1584.0,121SS18A,SS18A,SS18A,60,FULTON,121,731.0,76773.0,white
4823784.0,1594.0,121SS31,SS31,SS31,60,FULTON,121,741.0,66076.0,white
4823820.0,1560.0,121SS03,SS03,SS03,60,FULTON,121,707.0,66092.0,white
4823860.0,1577.0,121SS13A,SS13A,SS13A,60,FULTON,121,724.0,96280.0,white
4031354.0,632.0,067PS1A,PS1A,POWDER SPRINGS 1A,33,COBB,67,171.0,72739.0,white
4031518.0,634.0,067PS3A,PS3A,POWDER SPRINGS 3A,33,COBB,67,173.0,71280.0,
4031610.0,584.0,067LM03,LM03,LOST MOUNTAIN 03,33,COBB,67,123.0,121507.0,white
4031662.0,594.0,067ME01,ME01,MCEACHERN 01,33,COBB,67,133.0,74844.0,white
4039973.0,582.0,067LM01,LM01,LOST MOUNTAIN 01,33,COBB,67,121.0,111910.0,white
4040028.0,619.0,067OR01,OR01,OREGON 01,33,COBB,67,158.0,109205.0,white
4040164.0,664.0,067VA01,VA01,VAUGHAN 01,33,COBB,67,203.0,123422.0,white
4040206.0,637.0,067RR01,RR01,RED ROCK 01,33,COBB,67,176.0,125449.0,white
4040271.0,583.0,067LM02,LM02,LOST MOUNTAIN 02,33,COBB,67,122.0,142786.0,white
4040326.0,561.0,067FR01,FR01,FORD 01,33,COBB,67,100.0,142126.0,white
4040383.0,546.0,067DU01,DU01,DURHAM 01,33,COBB,67,85.0,125833.0,white
4040433.0,579.0,067KP03,KP03,KEMP 03,33,COBB,67,118.0,137711.0,white
4288287.0,654.0,067SN7B,SN7B,SMYRNA 7B,33,COBB,67,193.0,112470.0,white
4177761.0,1347.0,12109K,09K,09K,60,FULTON,121,509.0,30510.0,black
4177837.0,1349.0,12109M,09M,09M,60,FULTON,121,511.0,116890.0,white
4177872.0,1343.0,12109E,09E,09E,60,FULTON,121,506.0,39766.0,black
4177944.0,1339.0,12109A,09A,09A,60,FULTON,121,502.0,92584.0,
4178004.0,1263.0,12103A,03A,03A,60,FULTON,121,427.0,30253.0,black
4178070.0,1266.0,12103D,03D,03D,60,FULTON,121,430.0,27475.0,black
4178125.0,1264.0,12103B,03B,03B,60,FULTON,121,428.0,29368.0,black
4178159.0,1275.0,12103R,03R,03R,60,FULTON,121,439.0,39493.0,black
4049866.0,519.0,067AC1A,AC1A,ACWORTH 1A,33,COBB,67,58.0,89520.0,white
4053113.0,520.0,067AC1B,AC1B,ACWORTH 1B,33,COBB,67,59.0,52656.0,white
4090211.0,625.0,067PE01,PE01,PEBBLEBROOK 01,33,COBB,67,164.0,52855.0,black
4090293.0,588.0,067MA02,MA02,MABLETON 02,33,COBB,67,127.0,55164.0,black
4090452.0,532.0,067BT02,BT02,BRYANT 02,33,COBB,67,71.0,42908.0,black
4090529.0,638.0,067RS01,RS01,RIVERSIDE 01,33,COBB,67,177.0,52382.0,black
4154062.0,581.0,067LI01,LI01,LINDLEY 01,33,COBB,67,120.0,135298.0,white
4154228.0,1352.0,12110D,10D,10D,60,FULTON,121,514.0,28495.0,black
4154291.0,1353.0,12110E,10E,10E,60,FULTON,121,515.0,35188.0,black
4154336.0,1360.0,12110P,10P,10P,60,FULTON,121,522.0,31346.0,black
4154369.0,1341.0,12109C,09C,09C,60,FULTON,121,504.0,42863.0,black
4154416.0,1340.0,12109B,09B,09B,60,FULTON,121,503.0,32759.0,black
4078786.0,1601.0,121UC02B,UC02B,UC02B,60,FULTON,121,745.0,98982.0,black
4078842.0,1522.0,121SC05B,SC05B,SC05B,60,FULTON,121,673.0,96073.0,black
4078947.0,1527.0,121SC08C,SC08C,SC08C,60,FULTON,121,676.0,57699.0,black
4078967.0,1544.0,121SC18B,SC18B,SC18B,60,FULTON,121,692.0,100837.0,black
4195314.0,538.0,067CL01,CL01,CLARKDALE 01,33,COBB,67,77.0,64970.0,black
4195428.0,633.0,067PS2A,PS2A,POWDER SPRINGS 2A,33,COBB,67,172.0,66110.0,
4195510.0,540.0,067CO01,CO01,COOPER 01,33,COBB,67,79.0,67193.0,black
4195617.0,592.0,067MC01,MC01,MACLAND 01,33,COBB,67,131.0,71150.0,
4195687.0,623.0,067OR05,OR05,OREGON 05,33,COBB,67,162.0,100999.0,white
4229032.0,621.0,067OR03,OR03,OREGON 03,33,COBB,67,160.0,55770.0,
4229247.0,566.0,067HR01,HR01,HARRISON 01,33,COBB,67,105.0,134778.0,white
4229306.0,577.0,067KP01,KP01,KEMP 01,33,COBB,67,116.0,128193.0,white
4229347.0,596.0,067ML01,ML01,MCCLURE 01,33,COBB,67,135.0,93575.0,white
4206469.0,530.0,067BR02,BR02,BIRNEY 02,33,COBB,67,69.0,86068.0,white
4206531.0,529.0,067BR01,BR01,BIRNEY 01,33,COBB,67,68.0,77787.0,
4206585.0,589.0,067MA03,MA03,MABLETON 03,33,COBB,67,128.0,100218.0,white
4206676.0,590.0,067MA04,MA04,MABLETON 04,33,COBB,67,129.0,96620.0,white
4024440.0,658.0,067SW01,SW01,SWEETWATER 01,33,COBB,67,197.0,74956.0,
4024539.0,539.0,067CL02,CL02,CLARKDALE 02,33,COBB,67,78.0,68217.0,black
4065532.0,1537.0,121SC13B,SC13B,SC13B,60,FULTON,121,686.0,47825.0,white
4065643.0,1521.0,121SC05A,SC05A,SC05A,60,FULTON,121,672.0,57790.0,white
4065678.0,1536.0,121SC13A,SC13A,SC13A,60,FULTON,121,685.0,47676.0,white
4188788.0,523.0,067AU1A,AU1A,AUSTELL 1A,33,COBB,67,62.0,61033.0,black
4247668.0,614.0,067NC01,NC01,NORTH COBB 01,33,COBB,67,153.0,76091.0,white
4144157.0,1365.0,12111C,11C,11C,60,FULTON,121,527.0,63953.0,black
4144236.0,1555.0,121SC30A,SC30A,SC30A,60,FULTON,121,702.0,70808.0,black
4144260.0,1350.0,12110A,10A,10A,60,FULTON,121,512.0,36567.0,black
4144307.0,1351.0,12110C,10C,10C,60,FULTON,121,513.0,31080.0,black
4144338.0,1374.0,12111N,11N,11N,60,FULTON,121,536.0,55476.0,black
4144396.0,1373.0,12111M,11M,11M,60,FULTON,121,535.0,58843.0,black
4144455.0,1556.0,121SC30B,SC30B,SC30B,60,FULTON,121,703.0,62669.0,black
4144512.0,1358.0,12110L,10L,10L,60,FULTON,121,520.0,71380.0,black
4144584.0,1361.0,12110R,10R,10R,60,FULTON,121,523.0,29417.0,black
4144613.0,1362.0,12111A1,11A1,11A1,60,FULTON,121,524.0,71364.0,black
4144652.0,1363.0,12111A2,11A2,11A2,60,FULTON,121,525.0,71195.0,black
4148081.0,1356.0,12110H,10H,10H,60,FULTON,121,518.0,33196.0,black
4148125.0,1538.0,121SC14,SC14,SC14,60,FULTON,121,687.0,37592.0,black
4148208.0,565.0,067HL01,HL01,HARMONY-LELAND 01,33,COBB,67,104.0,75094.0,
4138634.0,1439.0,121EP05,EP05,EP05,60,FULTON,121,593.0,44934.0,
4138809.0,1364.0,12111B,11B,11B,60,FULTON,121,526.0,72057.0,black
4084733.0,1518.0,121SC01B,SC01B,SC01B,60,FULTON,121,669.0,91980.0,black
4084838.0,1519.0,121SC02,SC02,SC02,60,FULTON,121,670.0,70499.0,black
4084888.0,1539.0,121SC16,SC16,SC16,60,FULTON,121,688.0,87817.0,black
4084947.0,531.0,067BT01,BT01,BRYANT 01,33,COBB,67,70.0,52106.0,black
4159044.0,1348.0,12109L,09L,09L,60,FULTON,121,510.0,35429.0,black
4159114.0,1435.0,121EP01A,EP01A,EP01A,60,FULTON,121,589.0,25248.0,black
4159152.0,1436.0,121EP01B,EP01B,EP01B,60,FULTON,121,590.0,25260.0,black
4159209.0,1376.0,12111R,11R,11R,60,FULTON,121,538.0,25939.0,black
4159257.0,1372.0,12111K,11K,11K,60,FULTON,121,534.0,42834.0,black
4159310.0,1444.0,121EP07B,EP07B,EP07B,60,FULTON,121,598.0,49154.0,black
4159364.0,1369.0,12111G,11G,11G,60,FULTON,121,531.0,26855.0,black
4159409.0,1355.0,12110G,10G,10G,60,FULTON,121,517.0,39498.0,black
4112816.0,1447.0,121EP08D,EP08D,EP08D,60,FULTON,121,601.0,40148.0,black
4112895.0,1546.0,121SC19B,SC19B,SC19B,60,FULTON,121,694.0,48870.0,black
4112988.0,1445.0,121EP08A,EP08A,EP08A,60,FULTON,121,599.0,47158.0,black
4113095.0,1424.0,121CP051,CP051,CP051,60,FULTON,121,582.0,52339.0,black
4113145.0,1428.0,121CP07A,CP07A,CP07A,60,FULTON,121,585.0,37011.0,black
4113181.0,1375.0,12111P,11P,11P,60,FULTON,121,537.0,43818.0,black
4113237.0,1451.0,121EP11A,EP11A,EP11A,60,FULTON,121,605.0,51168.0,black
4113290.0,1449.0,121EP10A,EP10A,EP10A,60,FULTON,121,603.0,54577.0,black
4107694.0,1540.0,121SC17A,SC17A,SC17A,60,FULTON,121,689.0,53486.0,black
4107716.0,1542.0,121SC17C,SC17C,SC17C,60,FULTON,121,690.0,41221.0,black
4107766.0,1545.0,121SC19A,SC19A,SC19A,60,FULTON,121,693.0,40996.0,black
4107817.0,1446.0,121EP08B,EP08B,EP08B,60,FULTON,121,600.0,53596.0,black
4107939.0,1543.0,121SC18A,SC18A,SC18A,60,FULTON,121,691.0,58629.0,black
4107982.0,1368.0,12111E3,11E3,11E3,60,FULTON,121,530.0,53405.0,black
4108039.0,1366.0,12111E1,11E1,11E1,60,FULTON,121,528.0,56967.0,black
4108095.0,1367.0,12111E2,11E2,11E2,60,FULTON,121,529.0,57014.0,black
4128740.0,1426.0,121CP05B,CP05B,CP05B,60,FULTON,121,583.0,37025.0,black
4128770.0,1429.0,121CP07B,CP07B,CP07B,60,FULTON,121,586.0,37009.0,black
4128811.0,1423.0,121CP04,CP04,CP04,60,FULTON,121,581.0,37886.0,black
4128861.0,1452.0,121EP11B,EP11B,EP11B,60,FULTON,121,606.0,53675.0,black
4128892.0,1420.0,121CP012,CP012,CP012,60,FULTON,121,578.0,39393.0,black
4128965.0,1440.0,121EP06A,EP06A,EP06A,60,FULTON,121,594.0,40551.0,black
4129036.0,1441.0,121EP06B,EP06B,EP06B,60,FULTON,121,595.0,49869.0,black
4129073.0,1448.0,121EP09,EP09,EP09,60,FULTON,121,602.0,33679.0,black
4129124.0,1419.0,121CP011,CP011,CP011,60,FULTON,121,577.0,39629.0,black
4129179.0,1443.0,121EP072,EP072,EP072,60,FULTON,121,597.0,47214.0,black
4072282.0,1600.0,121UC02A,UC02A,UC02A,60,FULTON,121,744.0,64456.0,black
4072557.0,1525.0,121SC08A,SC08A,SC08A,60,FULTON,121,,,
4072573.0,1530.0,121SC08F,SC08F,SC08F,60,FULTON,121,679.0,52244.0,black
4167952.0,1379.0,12112C,12C,12C,60,FULTON,121,541.0,42905.0,black
4168034.0,1288.0,12104S,04S,04S,60,FULTON,121,452.0,49427.0,black
4168092.0,1292.0,12104X1,04X1,04X1,60,FULTON,121,456.0,32922.0,black
4168169.0,1287.0,12104M,04M,04M,60,FULTON,121,451.0,18042.0,black
4168203.0,1289.0,12104T,04T,04T,60,FULTON,121,453.0,32641.0,black
4168253.0,1359.0,12110M,10M,10M,60,FULTON,121,521.0,32980.0,black
4168310.0,1293.0,12104X2,04X2,04X2,60,FULTON,121,457.0,33960.0,black
4168365.0,1286.0,12104L,04L,04L,60,FULTON,121,450.0,35896.0,black
4168407.0,1281.0,12104D,04D,04D,60,FULTON,121,445.0,34093.0,black
4172637.0,1283.0,12104G,04G,04G,60,FULTON,121,447.0,37869.0,black
4172683.0,1279.0,12104A,04A,04A,60,FULTON,121,443.0,28338.0,black
4172738.0,1285.0,12104K,04K,04K,60,FULTON,121,449.0,35492.0,black
4172787.0,1291.0,12104W,04W,04W,60,FULTON,121,455.0,47639.0,black
4172821.0,1354.0,12110F,10F,10F,60,FULTON,121,516.0,42864.0,black
4172863.0,1276.0,12103S,03S,03S,60,FULTON,121,440.0,33889.0,black
4172929.0,1342.0,12109D,09D,09D,60,FULTON,121,505.0,27260.0,black
4173001.0,1265.0,12103C,03C,03C,60,FULTON,121,429.0,33826.0,black
4173053.0,1269.0,12103H,03H,03H,60,FULTON,121,433.0,33869.0,black
4316906.0,559.0,067FO05,FO05,FAIR OAKS 05,33,COBB,67,98.0,39693.0,
4316968.0,647.0,067SN2A,SN2A,SMYRNA 2A,33,COBB,67,186.0,69474.0,white
4325791.0,597.0,067MR1A,MR1A,MARIETTA 1A,33,COBB,67,136.0,47238.0,
4217020.0,558.0,067FO04,FO04,FAIR OAKS 04,33,COBB,67,97.0,44584.0,
4217103.0,599.0,067MR2B,MR2B,MARIETTA 2B,33,COBB,67,138.0,63486.0,
4212042.0,616.0,067NP01,NP01,NORTON PARK 01,33,COBB,67,155.0,79171.0,
4212198.0,556.0,067FO01,FO01,FAIR OAKS 01,33,COBB,67,95.0,59842.0,
4212272.0,598.0,067MR2A,MR2A,MARIETTA 2A,33,COBB,67,137.0,87329.0,white
4212317.0,557.0,067FO02,FO02,FAIR OAKS 02,33,COBB,67,96.0,52895.0,
4334522.0,608.0,067MR7A,MR7A,MARIETTA 7A,33,COBB,67,147.0,45513.0,
4314405.0,543.0,067DI01,DI01,DOBBINS 01,33,COBB,67,82.0,50714.0,
4366563.0,605.0,067MR5B,MR5B,MARIETTA 5B,33,COBB,67,144.0,67550.0,white
4386620.0,660.0,067SY01,SY01,SPRAYBERRY 01,33,COBB,67,199.0,78167.0,white
4386675.0,554.0,067EL05,EL05,ELIZABETH 05,33,COBB,67,93.0,102537.0,white
4386731.0,524.0,067BF02,BF02,BELLS FERRY 02,33,COBB,67,63.0,82760.0,white
4386791.0,533.0,067BW01,BW01,BLACKWELL 01,33,COBB,67,72.0,86462.0,white
4386851.0,564.0,067GT01,GT01,GRITTERS 01,33,COBB,67,103.0,84035.0,white
4386928.0,595.0,067MK01,MK01,MCCLESKEY 01,33,COBB,67,134.0,106040.0,white
4386988.0,617.0,067NS01,NS01,NICHOLSON 01,33,COBB,67,156.0,102061.0,white
4393605.0,522.0,067AD01,AD01,ADDISON 01,33,COBB,67,61.0,90413.0,white
4393649.0,643.0,067SI01,SI01,SIMPSON 01,33,COBB,67,182.0,107092.0,white
4393699.0,580.0,067LA01,LA01,LASSITER 01,33,COBB,67,119.0,120011.0,white
4393786.0,576.0,067KL01,KL01,KELL 01,33,COBB,67,115.0,93125.0,white
4393835.0,636.0,067RM01,RM01,ROCKY MOUNT 01,33,COBB,67,175.0,104885.0,white
4393902.0,549.0,067EA02,EA02,EASTSIDE 02,33,COBB,67,88.0,98963.0,white
4393985.0,655.0,067SO01,SO01,SOPE CREEK 01,33,COBB,67,194.0,140325.0,white
4237060.0,568.0,067HY01,HY01,HAYES 01,33,COBB,67,107.0,93892.0,white
4237177.0,628.0,067PM02,PM02,PINE MOUNTAIN 02,33,COBB,67,167.0,101554.0,white
4237298.0,535.0,067CH02,CH02,CHEATHAM HILL 02,33,COBB,67,74.0,106103.0,white
4237380.0,603.0,067MR4C,MR4C,MARIETTA 4C,33,COBB,67,142.0,89728.0,white
4291204.0,653.0,067SN7A,SN7A,SMYRNA 7A,33,COBB,67,192.0,100595.0,white
4291287.0,650.0,067SN4A,SN4A,SMYRNA 4A,33,COBB,67,189.0,84256.0,white
4306168.0,651.0,067SN5A,SN5A,SMYRNA 5A,33,COBB,67,190.0,52909.0,
4306305.0,649.0,067SN3A,SN3A,SMYRNA 3A,33,COBB,67,188.0,59765.0,
4340954.0,606.0,067MR6A,MR6A,MARIETTA 6A,33,COBB,67,145.0,50920.0,
4341145.0,626.0,067PF01,PF01,POWERS FERRY 01,33,COBB,67,165.0,75342.0,white
4282820.0,527.0,067BG02,BG02,BIG SHANTY 02,33,COBB,67,66.0,104425.0,white
4282885.0,635.0,067PT01,PT01,PITNER 01,33,COBB,67,174.0,116557.0,white
4282941.0,537.0,067CK01,CK01,CHALKER 01,33,COBB,67,76.0,53513.0,white
4283015.0,631.0,067PR01,PR01,PALMER 01,33,COBB,67,170.0,80910.0,white
4283069.0,525.0,067BF03,BF03,BELLS FERRY 03,33,COBB,67,64.0,80591.0,white
4272364.0,550.0,067EL01,EL01,ELIZABETH 01,33,COBB,67,89.0,67155.0,white
4272582.0,555.0,067EP01,EP01,EAST PIEDMONT 01,33,COBB,67,94.0,61055.0,white
4265038.0,602.0,067MR4B,MR4B,MARIETTA 4B,33,COBB,67,141.0,66129.0,white
4201863.0,578.0,067KP02,KP02,KEMP 02,33,COBB,67,117.0,101368.0,white
4201915.0,622.0,067OR04,OR04,OREGON 04,33,COBB,67,161.0,71549.0,black
4201965.0,544.0,067DL01,DL01,DOWELL 01,33,COBB,67,83.0,103056.0,white
4202013.0,620.0,067OR02,OR02,OREGON 02,33,COBB,67,159.0,79154.0,
4202084.0,536.0,067CH03,CH03,CHEATHAM HILL 03,33,COBB,67,75.0,96701.0,white
4202143.0,587.0,067MA01,MA01,MABLETON 01,33,COBB,67,126.0,73757.0,white
4202235.0,659.0,067SW02,SW02,SWEETWATER 02,33,COBB,67,198.0,53456.0,black
4202289.0,624.0,067OR06,OR06,OREGON 06,33,COBB,67,163.0,84655.0,
4220585.0,600.0,067MR3A,MR3A,MARIETTA 3A,33,COBB,67,139.0,52952.0,
4261409.0,570.0,067KE2A,KE2A,KENNESAW 2A,33,COBB,67,109.0,87964.0,white
4261520.0,601.0,067MR4A,MR4A,MARIETTA 4A,33,COBB,67,140.0,90286.0,white
4242540.0,627.0,067PM01,PM01,PINE MOUNTAIN 01,33,COBB,67,166.0,118961.0,white
4242612.0,571.0,067KE2B,KE2B,KENNESAW 2B,33,COBB,67,110.0,88519.0,white
4242758.0,610.0,067MS02,MS02,MARS HILL 02,33,COBB,67,149.0,93555.0,white
4257350.0,572.0,067KE3A,KE3A,KENNESAW 3A,33,COBB,67,111.0,72716.0,white
4257460.0,575.0,067KE5B,KE5B,KENNESAW 5B,33,COBB,67,114.0,86661.0,white
4257520.0,528.0,067BK01,BK01,BAKER 01,33,COBB,67,67.0,86559.0,white
4252617.0,521.0,067AC1C,AC1C,ACWORTH 1C,33,COBB,67,60.0,74406.0,white
4252767.0,574.0,067KE5A,KE5A,KENNESAW 5A,33,COBB,67,113.0,80916.0,white
4252826.0,573.0,067KE4A,KE4A,KENNESAW 4A,33,COBB,67,112.0,68286.0,white
4328820.0,648.0,067SN2B,SN2B,SMYRNA 2B,33,COBB,67,187.0,52466.0,
4328879.0,646.0,067SN1A,SN1A,SMYRNA 1A,33,COBB,67,185.0,63204.0,
4296118.0,618.0,067OK01,OK01,OAKDALE 01,33,COBB,67,157.0,111189.0,white
4296306.0,615.0,067NJ01,NJ01,NICKAJACK 01,33,COBB,67,154.0,100851.0,white
4301515.0,652.0,067SN6A,SN6A,SMYRNA 6A,33,COBB,67,191.0,102150.0,white
4301657.0,667.0,067VG03,VG03,VININGS 03,33,COBB,67,206.0,98813.0,white
4301739.0,666.0,067VG02,VG02,VININGS 02,33,COBB,67,205.0,78413.0,white
4380519.0,553.0,067EL04,EL04,ELIZABETH 04,33,COBB,67,92.0,67129.0,white
4380640.0,645.0,067SM03,SM03,SEWELL MILL 03,33,COBB,67,184.0,78484.0,white
4380772.0,552.0,067EL03,EL03,ELIZABETH 03,33,COBB,67,91.0,92987.0,white
4372752.0,607.0,067MR6B,MR6B,MARIETTA 6B,33,COBB,67,146.0,78340.0,white
4372940.0,551.0,067EL02,EL02,ELIZABETH 02,33,COBB,67,90.0,64370.0,white
5089338.0,1711.0,13533,33,033 BERKSHIRE E,67,GWINNETT,135,832.0,97291.0,white
5089390.0,1770.0,13592,92,092 BERKSHIRE J,67,GWINNETT,135,897.0,101058.0,white
5089455.0,1727.0,13549,49,049 GARNERS C,67,GWINNETT,135,849.0,78828.0,white
5089526.0,1692.0,13514,14,014 GARNERS A,67,GWINNETT,135,794.0,109540.0,white
5089584.0,1723.0,13545,45,045 GARNERS B,67,GWINNETT,135,845.0,82831.0,black
5089662.0,1710.0,13532,32,032 BERKSHIRE D,67,GWINNETT,135,831.0,94291.0,white
5089722.0,1689.0,13511,11,011 BERKSHIRE A,67,GWINNETT,135,761.0,53987.0,
5097021.0,1798.0,135120,120,120 BERKSHIRE P,67,GWINNETT,135,773.0,57779.0,
5097072.0,1787.0,135109,109,109 BERKSHIRE M,67,GWINNETT,135,760.0,94994.0,white
5097137.0,1752.0,13574,74,074 PINCKNEYVILLE Q,67,GWINNETT,135,877.0,46831.0,hispanic
5097171.0,1781.0,135103,103,103 BERKSHIRE L,67,GWINNETT,135,754.0,48718.0,
5097226.0,1764.0,13586,86,086 MARTINS F,67,GWINNETT,135,890.0,48560.0,
5097270.0,1712.0,13534,34,034 BERKSHIRE F,67,GWINNETT,135,833.0,51189.0,
5097337.0,1797.0,135119,119,119 BERKSHIRE O,67,GWINNETT,135,771.0,78935.0,white
5097406.0,1697.0,13519,19,019 MARTINS C,67,GWINNETT,135,816.0,62851.0,
5097458.0,1721.0,13543,43,043 MARTINS D,67,GWINNETT,135,843.0,52832.0,
5104431.0,1794.0,135116,116,116 MARTINS I,67,GWINNETT,135,768.0,64007.0,
5104484.0,1795.0,135117,117,117 MARTINS J,67,GWINNETT,135,769.0,51587.0,
5104535.0,1766.0,13588,88,088 ROCKBRIDGE E,67,GWINNETT,135,892.0,59439.0,black
5104601.0,1747.0,13569,69,069 CATES J,67,GWINNETT,135,871.0,105599.0,white
5104660.0,1714.0,13536,36,036 CATES E,67,GWINNETT,135,835.0,101530.0,white
5104722.0,1785.0,135107,107,107 CATES O,67,GWINNETT,135,758.0,97552.0,white
5104775.0,1713.0,13535,35,035 CATES D,67,GWINNETT,135,834.0,93797.0,white
5104856.0,1722.0,13544,44,044 ROCKBRIDGE B,67,GWINNETT,135,844.0,71221.0,
4782490.0,951.0,089RG,RG,ROWLAND ELEM,44,DEKALB,89,353.0,41575.0,black
4782565.0,855.0,089DE,DE,DUNAIRE ELEM,44,DEKALB,89,257.0,57608.0,black
4782614.0,809.0,089AA,AA,ALLGOOD ELEM,44,DEKALB,89,211.0,66634.0,black
4782669.0,888.0,089IB,IB,INDIAN CREEK ELEM,44,DEKALB,89,290.0,39156.0,black
4782734.0,840.0,089CK,CK,CLARKSTON,44,DEKALB,89,241.0,37205.0,black
4782801.0,916.0,089MN,MN,MEMORIAL SOUTH,44,DEKALB,89,319.0,44608.0,black
4782844.0,915.0,089MM,MM,MEMORIAL NORTH,44,DEKALB,89,318.0,43251.0,black
5118841.0,1746.0,13568,68,068 CATES I,67,GWINNETT,135,870.0,101637.0,white
5118917.0,1771.0,13593,93,093 CATES M,67,GWINNETT,135,898.0,110303.0,white
5118983.0,1805.0,135127,127,127 LAWRENCEVILLE J,67,GWINNETT,135,780.0,60025.0,
5119022.0,1696.0,13518,18,018 MARTINS B,67,GWINNETT,135,815.0,62505.0,
5119089.0,1762.0,13584,84,084 LAWRENCEVILLE G,67,GWINNETT,135,888.0,78529.0,
5119161.0,1828.0,135150,150,150 DULUTH K,67,GWINNETT,135,806.0,36356.0,hispanic
4816914.0,1315.0,12107E,07E,07E,60,FULTON,121,479.0,89742.0,white
4816995.0,1316.0,12107F,07F,07F,60,FULTON,121,480.0,101110.0,white
4817058.0,1314.0,12107D,07D,07D,60,FULTON,121,478.0,121570.0,white
4817134.0,1322.0,12107N,07N,07N,60,FULTON,121,486.0,63528.0,
4817178.0,1321.0,12107M,07M,07M,60,FULTON,121,485.0,85750.0,white
4817239.0,1311.0,12107A,07A,07A,60,FULTON,121,475.0,158632.0,white
4817319.0,1313.0,12107C,07C,07C,60,FULTON,121,477.0,163819.0,white
4957180.0,1718.0,13540,40,040 PINCKNEYVILLE H,67,GWINNETT,135,840.0,92971.0,white
4957283.0,1469.0,121JC12,JC12,JC12,60,FULTON,121,623.0,189617.0,white
4957347.0,1777.0,13599,99,099 PINCKNEYVILLE T,67,GWINNETT,135,904.0,63536.0,
4957414.0,1735.0,13557,57,057 DULUTH D,67,GWINNETT,135,858.0,64783.0,
4957523.0,1760.0,13582,82,082 DULUTH E,67,GWINNETT,135,886.0,70429.0,white
4805843.0,942.0,089PH,PH,PANOLA,44,DEKALB,89,344.0,70298.0,black
4805912.0,969.0,089SK,SK,SHADOW ROCK ELEM,44,DEKALB,89,371.0,73972.0,black
4805962.0,974.0,089SP,SP,STONE MOUNTAIN CHAMPION,44,DEKALB,89,376.0,51328.0,black
