ID,DATA,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY_NUM,COUNTY_NAM,FIPS2,2012_preci,avg_income,race,XCOORD,YCOORD
3975483.000000000000000,1414.000000000000000,121CH02,CH02,CH02,60,FULTON,121,573,34988,white,-84.706726,33.593946
3975541.000000000000000,1413.000000000000000,121CH01,CH01,CH01,60,FULTON,121,572,35067,white,-84.690312,33.562941
3975586.000000000000000,1520.000000000000000,121SC04,SC04,SC04,60,FULTON,121,671,43601,white,-84.683201,33.616471
1061171.000000000000000,480.000000000000000,063JB18,JB18,JONESBORO 18,31,CLAYTON,063,24,56380,black,-84.336409,33.553545
1061250.000000000000000,473.000000000000000,063JB11,JB11,JONESBORO 11,31,CLAYTON,063,17,70799,black,-84.319021,33.534289
1061344.000000000000000,469.000000000000000,063JB07,JB07,JONESBORO 7,31,CLAYTON,063,13,63803,black,-84.318887,33.550985
1061410.000000000000000,468.000000000000000,063JB06,JB06,JONESBORO 6,31,CLAYTON,063,12,95494,white,-84.301431,33.522990
785561.000000000000000,1418.000000000000000,121CH05,CH05,CH05,60,FULTON,121,576,35023,white,-84.785387,33.541167
785734.000000000000000,1416.000000000000000,121CH04A,CH04A,CH04A,60,FULTON,121,575,35107,white,-84.715887,33.526988
894105.000000000000000,503.000000000000000,063RD02,RD02,RIVERDALE 2,31,CLAYTON,063,47,45682,black,-84.427636,33.534674
894162.000000000000000,474.000000000000000,063JB12,JB12,JONESBORO 12,31,CLAYTON,063,18,51060,black,-84.411812,33.530192
894197.000000000000000,513.000000000000000,063RD12,RD12,RIVERDALE 12,31,CLAYTON,063,57,55731,black,-84.424082,33.552208
886223.000000000000000,463.000000000000000,063JB01,JB01,JONESBORO 1,31,CLAYTON,063,7,54801,black,-84.413927,33.507094
1040813.000000000000000,500.000000000000000,063PH1,PH1,PANHANDLE 1,31,CLAYTON,063,44,73155,black,-84.391763,33.428545
1040851.000000000000000,475.000000000000000,063JB13,JB13,JONESBORO 13,31,CLAYTON,063,19,62975,black,-84.377235,33.483269
1040904.000000000000000,485.000000000000000,063LJ4,LJ4,LOVEJOY 4,31,CLAYTON,063,29,57914,black,-84.358430,33.459624
1040947.000000000000000,486.000000000000000,063LJ5,LJ5,LOVEJOY 5,31,CLAYTON,063,30,53662,black,-84.357755,33.470864
1032511.000000000000000,501.000000000000000,063PH2,PH2,PANHANDLE 2,31,CLAYTON,063,45,73153,black,-84.372511,33.389304
1055631.000000000000000,466.000000000000000,063JB04,JB04,JONESBORO 4,31,CLAYTON,063,10,37116,black,-84.355442,33.542859
1055674.000000000000000,484.000000000000000,063LJ3,LJ3,LOVEJOY 3,31,CLAYTON,063,28,68385,black,-84.341349,33.440899
1055777.000000000000000,482.000000000000000,063LJ1,LJ1,LOVEJOY 1,31,CLAYTON,063,26,54255,black,-84.332556,33.485422
1055871.000000000000000,483.000000000000000,063LJ2,LJ2,LOVEJOY 2,31,CLAYTON,063,27,55644,black,-84.320598,33.463440
1055939.000000000000000,467.000000000000000,063JB05,JB05,JONESBORO 5,31,CLAYTON,063,11,69130,black,-84.339990,33.507286
1055987.000000000000000,476.000000000000000,063JB14,JB14,JONESBORO 14,31,CLAYTON,063,20,72645,black,-84.313769,33.504988
5193620.000000000000000,1681.000000000000000,1353,3,003 DACULA,67,GWINNETT,135,828,84350,white,-83.909174,33.988066
5193700.000000000000000,1830.000000000000000,135152,152,152 ROCKYCREEK C,67,GWINNETT,135,808,87631,white,-83.923654,34.017241
5193744.000000000000000,1815.000000000000000,135137,137,137 ROCKYCREEK B,67,GWINNETT,135,791,75888,white,-83.931929,34.037430
5193786.000000000000000,1832.000000000000000,135154,154,154 PUCKETTS D,67,GWINNETT,135,810,81967,white,-83.933201,34.072773
5193851.000000000000000,1686.000000000000000,1358,8,008 DUNCANS A,67,GWINNETT,135,883,108937,white,-83.912696,34.058700
5193921.000000000000000,1691.000000000000000,13513,13,013 DUNCANS C,67,GWINNETT,135,783,107643,white,-83.897020,34.054992
5193961.000000000000000,1500.000000000000000,121RW09,RW09,RW09,60,FULTON,121,654,166018,white,-84.399146,34.095595
5615331.000000000000000,1679.000000000000000,1351,1,001 HARBINS A,67,GWINNETT,135,749,75541,white,-83.871234,33.939382
5615430.000000000000000,1829.000000000000000,135151,151,151 HARBINS C,67,GWINNETT,135,807,75551,white,-83.836708,33.919105
5624401.000000000000000,1811.000000000000000,135133,133,133 HARBINS B,67,GWINNETT,135,787,79589,white,-83.862177,33.977662
5624509.000000000000000,1706.000000000000000,13528,28,028 ROCKYCREEK A,67,GWINNETT,135,826,99931,white,-83.881940,34.032044
5624569.000000000000000,1807.000000000000000,135129,129,129 DUNCANS B,67,GWINNETT,135,782,110362,white,-83.864431,34.068628
5321570.000000000000000,1687.000000000000000,1359,9,009 PUCKETTS A,67,GWINNETT,135,894,86571,white,-83.947983,34.111050
5321714.000000000000000,1813.000000000000000,135135,135,135 PUCKETTS C,67,GWINNETT,135,789,96220,white,-83.915244,34.098268
5755581.000000000000000,1717.000000000000000,13539,39,039 DUNCANS D,67,GWINNETT,135,838,117338,white,-83.863742,34.095493
5175736.000000000000000,1825.000000000000000,135147,147,147 BAYCREEK I,67,GWINNETT,135,802,86566,,-83.939766,33.929071
5175796.000000000000000,1758.000000000000000,13580,80,080 BAYCREEK C,67,GWINNETT,135,884,84838,,-83.894020,33.908235
5175857.000000000000000,1768.000000000000000,13590,90,090 LAWRENCEVILLE I,67,GWINNETT,135,895,59442,,-84.000855,33.983475
5175919.000000000000000,1763.000000000000000,13585,85,085 LAWRENCEVILLE H,67,GWINNETT,135,889,87028,white,-83.995415,34.003176
5175978.000000000000000,1810.000000000000000,135132,132,132 LAWRENCEVILLE K,67,GWINNETT,135,786,90438,white,-83.998291,34.012533
5176021.000000000000000,1738.000000000000000,13560,60,060 LAWRENCEVILLE D,67,GWINNETT,135,862,59518,,-83.984011,33.963757
5176115.000000000000000,1720.000000000000000,13542,42,042 LAWRENCEVILLE C,67,GWINNETT,135,842,87110,white,-83.970625,33.994598
5166459.000000000000000,1786.000000000000000,135108,108,108 BAYCREEK E,67,GWINNETT,135,759,81303,white,-83.941644,33.844308
5166532.000000000000000,1823.000000000000000,135145,145,145 BAYCREEK G,67,GWINNETT,135,800,78362,white,-83.929223,33.864246
5166698.000000000000000,1824.000000000000000,135146,146,146 BAYCREEK H,67,GWINNETT,135,801,88016,white,-83.902771,33.880432
5166781.000000000000000,1769.000000000000000,13591,91,091 BAYCREEK D,67,GWINNETT,135,896,94778,white,-83.945516,33.907265
5082626.000000000000000,1730.000000000000000,13552,52,052 BERKSHIRE G,67,GWINNETT,135,853,93235,white,-84.131472,33.847377
5082685.000000000000000,1796.000000000000000,135118,118,118 GARNERS F,67,GWINNETT,135,770,80776,white,-84.123094,33.835845
5082742.000000000000000,1790.000000000000000,135112,112,112 BERKSHIRE N,67,GWINNETT,135,764,82753,white,-84.146505,33.856993
4412449.000000000000000,642.000000000000000,067SF01,SF01,SHALLOWFORD FALLS 01,33,COBB,067,181,148135,white,-84.427314,34.037244
4412509.000000000000000,663.000000000000000,067TT01,TT01,TRITT 01,33,COBB,067,202,144498,white,-84.412397,34.024967
4412562.000000000000000,671.000000000000000,067WL01,WL01,WILLEO 01,33,COBB,067,210,142353,white,-84.423609,34.052388
4867080.000000000000000,1589.000000000000000,121SS22,SS22,SS22,60,FULTON,121,736,50658,,-84.365395,33.990901
4867167.000000000000000,1502.000000000000000,121RW11A,RW11A,RW11A,60,FULTON,121,656,97188,white,-84.373684,34.005730
4867222.000000000000000,1580.000000000000000,121SS15A,SS15A,SS15A,60,FULTON,121,727,45791,black,-84.344869,33.993121
4867265.000000000000000,1493.000000000000000,121RW02,RW02,RW02,60,FULTON,121,647,127282,white,-84.384016,34.017737
4867332.000000000000000,1501.000000000000000,121RW10,RW10,RW10,60,FULTON,121,655,119088,white,-84.379036,34.034394
4867387.000000000000000,1507.000000000000000,121RW15,RW15,RW15,60,FULTON,121,660,166797,white,-84.399448,34.069489
4867450.000000000000000,1492.000000000000000,121RW01,RW01,RW01,60,FULTON,121,646,115974,white,-84.392190,34.048882
4867525.000000000000000,1494.000000000000000,121RW03,RW03,RW03,60,FULTON,121,648,75499,,-84.345525,34.019241
4859265.000000000000000,612.000000000000000,067MT03,MT03,MT BETHEL 03,33,COBB,067,151,156901,white,-84.404395,33.958754
4859314.000000000000000,611.000000000000000,067MT01,MT01,MT BETHEL 01,33,COBB,067,150,152625,white,-84.395725,33.975830
4859379.000000000000000,1585.000000000000000,121SS18B,SS18B,SS18B,60,FULTON,121,732,100689,white,-84.393249,33.951927
4859405.000000000000000,662.000000000000000,067TR01,TR01,TIMBER RIDGE 01,33,COBB,067,201,153922,white,-84.395725,33.992232
4859449.000000000000000,639.000000000000000,067RW01,RW01,ROSWELL 01,33,COBB,067,178,128827,white,-84.409565,34.008949
4859499.000000000000000,1558.000000000000000,121SS02A,SS02A,SS02A,60,FULTON,121,705,100683,white,-84.376187,33.952069
4859545.000000000000000,1587.000000000000000,121SS19B,SS19B,SS19B,60,FULTON,121,734,79361,white,-84.374428,33.962241
4859588.000000000000000,1586.000000000000000,121SS19A,SS19A,SS19A,60,FULTON,121,733,62939,,-84.365838,33.974792
4859633.000000000000000,1593.000000000000000,121SS29B,SS29B,SS29B,60,FULTON,121,740,103805,white,-84.348017,33.960590
4859649.000000000000000,1591.000000000000000,121SS26,SS26,SS26,60,FULTON,121,738,56852,,-84.357644,33.964765
4859698.000000000000000,1588.000000000000000,121SS20,SS20,SS20,60,FULTON,121,735,68820,,-84.347043,33.974123
4811627.000000000000000,1335.000000000000000,12108M,08M,08M,60,FULTON,121,498,138528,white,-84.394108,33.839419
4811700.000000000000000,1318.000000000000000,12107J,07J,07J,60,FULTON,121,482,116188,white,-84.382552,33.817390
4811748.000000000000000,1317.000000000000000,12107H,07H,07H,60,FULTON,121,481,113285,white,-84.378635,33.825608
4811796.000000000000000,1330.000000000000000,12108G,08G,08G,60,FULTON,121,493,120699,white,-84.388631,33.835623
4811843.000000000000000,1325.000000000000000,12108C,08C,08C,60,FULTON,121,489,240648,white,-84.401736,33.857290
4811921.000000000000000,2911.000000000000000,12108B,08B,08B,60,FULTON,121,488,210066,white,-84.394352,33.871859
4874044.000000000000000,1499.000000000000000,121RW08,RW08,RW08,60,FULTON,121,653,110477,white,-84.352761,34.040834
4874087.000000000000000,1510.000000000000000,121RW18,RW18,RW18,60,FULTON,121,663,137974,white,-84.373642,34.065298
4874140.000000000000000,1508.000000000000000,121RW16,RW16,RW16,60,FULTON,121,661,105083,white,-84.345043,34.055381
4874177.000000000000000,1504.000000000000000,121RW12A,RW12A,RW12A,60,FULTON,121,657,107076,white,-84.353793,34.067139
4874234.000000000000000,1505.000000000000000,121RW12B,RW12B,RW12B,60,FULTON,121,658,101424,white,-84.332558,34.069651
4874267.000000000000000,859.000000000000000,089DI,DI,DUNWOODY LIBRARY,44,DEKALB,089,261,165825,white,-84.338873,33.949218
4874321.000000000000000,812.000000000000000,089AD,AD,AUSTIN,44,DEKALB,089,213,170720,white,-84.334767,33.961998
4874376.000000000000000,919.000000000000000,089MQ,MQ,MT. VERNON EAST,44,DEKALB,089,322,160926,white,-84.314016,33.958536
4874427.000000000000000,1581.000000000000000,121SS15B,SS15B,SS15B,60,FULTON,121,728,68215,white,-84.340930,34.003053
4874461.000000000000000,1583.000000000000000,121SS17,SS17,SS17,60,FULTON,121,730,46682,white,-84.324683,33.980540
4887679.000000000000000,1498.000000000000000,121RW07,RW07,RW07,60,FULTON,121,652,44898,hispanic,-84.324548,34.030123
4887722.000000000000000,1399.000000000000000,121AP03,AP03,AP03,60,FULTON,121,559,60386,,-84.325145,34.039265
4887752.000000000000000,2910.000000000000000,121RW12B,RW12B,RW12B,60,FULTON,121,658,101424,white,-84.332558,34.069651
4887776.000000000000000,1496.000000000000000,121RW05,RW05,RW05,60,FULTON,121,650,61676,,-84.324558,34.051177
4887860.000000000000000,1396.000000000000000,121AP021,AP021,AP021,60,FULTON,121,556,96833,white,-84.312914,34.078535
4887924.000000000000000,1497.000000000000000,121RW06,RW06,RW06,60,FULTON,121,651,91284,white,-84.297732,34.018804
4887977.000000000000000,1506.000000000000000,121RW13,RW13,RW13,60,FULTON,121,659,109743,white,-84.295779,34.029101
4888077.000000000000000,1394.000000000000000,121AP01D,AP01D,AP01D,60,FULTON,121,555,88568,white,-84.295067,34.042311
4888139.000000000000000,1398.000000000000000,121AP02B,AP02B,AP02B,60,FULTON,121,558,67794,white,-84.310052,34.048381
4888181.000000000000000,1397.000000000000000,121AP022,AP022,AP022,60,FULTON,121,557,67786,white,-84.305656,34.064377
4133893.000000000000000,1442.000000000000000,121EP071,EP071,EP071,60,FULTON,121,596,46343,black,-84.449730,33.681566
4133957.000000000000000,496.000000000000000,063OAK1,OAK1,OAK 1,31,CLAYTON,063,40,39880,black,-84.435718,33.629990
4134114.000000000000000,1422.000000000000000,121CP02,CP02,CP02,60,FULTON,121,580,70777,,-84.440803,33.654142
4134213.000000000000000,1421.000000000000000,121CP01B,CP01B,CP01B,60,FULTON,121,579,71343,,-84.440342,33.665841
4950918.000000000000000,1409.000000000000000,121AP12A,AP12A,AP12A,60,FULTON,121,569,89684,white,-84.271249,34.070806
4950983.000000000000000,1411.000000000000000,121AP13,AP13,AP13,60,FULTON,121,570,129749,white,-84.253225,34.051989
4951017.000000000000000,1472.000000000000000,121JC14,JC14,JC14,60,FULTON,121,626,253596,white,-84.239965,34.025424
4951056.000000000000000,1412.000000000000000,121AP14,AP14,AP14,60,FULTON,121,571,127972,white,-84.244471,34.042087
4951145.000000000000000,1473.000000000000000,121JC15,JC15,JC15,60,FULTON,121,627,137213,white,-84.241201,34.038590
4951180.000000000000000,1467.000000000000000,121JC10,JC10,JC10,60,FULTON,121,621,119267,white,-84.225303,34.052775
4951237.000000000000000,1406.000000000000000,121AP09A,AP09A,AP09A,60,FULTON,121,566,108953,white,-84.227887,34.069329
4951296.000000000000000,1799.000000000000000,135121,121,121 PINCKNEYVILLE X,67,GWINNETT,135,774,117246,white,-84.205905,33.979859
4964523.000000000000000,1734.000000000000000,13556,56,056 DULUTH C,67,GWINNETT,135,857,66304,white,-84.163502,34.006078
4964589.000000000000000,1468.000000000000000,121JC11,JC11,JC11,60,FULTON,121,622,113186,white,-84.211127,34.025211
4964646.000000000000000,1466.000000000000000,121JC09,JC09,JC09,60,FULTON,121,620,110320,white,-84.211753,34.041762
4964697.000000000000000,1464.000000000000000,121JC07,JC07,JC07,60,FULTON,121,618,126300,white,-84.192639,34.036961
4964759.000000000000000,1465.000000000000000,121JC08,JC08,JC08,60,FULTON,121,619,138461,white,-84.205528,34.052825
4964821.000000000000000,1462.000000000000000,121JC05,JC05,JC05,60,FULTON,121,616,100992,white,-84.201100,34.062012
4964864.000000000000000,1461.000000000000000,121JC04B,JC04B,JC04B,60,FULTON,121,615,121194,white,-84.210975,34.068079
4964889.000000000000000,1458.000000000000000,121JC03A,JC03A,JC03A,60,FULTON,121,612,101116,white,-84.193725,34.066552
4964919.000000000000000,1460.000000000000000,121JC04A,JC04A,JC04A,60,FULTON,121,614,164014,white,-84.193524,34.077621
4964961.000000000000000,1459.000000000000000,121JC03B,JC03B,JC03B,60,FULTON,121,613,100880,white,-84.185965,34.063137
4964990.000000000000000,1463.000000000000000,121JC06,JC06,JC06,60,FULTON,121,617,138446,white,-84.179981,34.027549
4965032.000000000000000,1789.000000000000000,135111,111,111 DULUTH H,67,GWINNETT,135,763,78608,white,-84.161467,34.019421
4348333.000000000000000,1327.000000000000000,12108E,08E,08E,60,FULTON,121,491,223069,white,-84.443838,33.840467
4348397.000000000000000,668.000000000000000,067VG04,VG04,VININGS 04,33,COBB,067,207,138019,white,-84.466584,33.849377
4348483.000000000000000,665.000000000000000,067VG01,VG01,VININGS 01,33,COBB,067,204,80903,white,-84.461098,33.876215
4348561.000000000000000,1344.000000000000000,12109F,09F,09F,60,FULTON,121,507,91165,white,-84.433335,33.819852
4348611.000000000000000,1337.000000000000000,12108N2,08N2,08N2,60,FULTON,121,500,208585,white,-84.425378,33.839926
4348647.000000000000000,1336.000000000000000,12108N1,08N1,08N1,60,FULTON,121,499,208265,white,-84.420403,33.846338
4348683.000000000000000,1328.000000000000000,12108F1,08F1,08F1,60,FULTON,121,492,210923,white,-84.413028,33.833215
4348735.000000000000000,1323.000000000000000,12108A,08A,08A,60,FULTON,121,487,266714,white,-84.433560,33.867326
4356189.000000000000000,1326.000000000000000,12108D,08D,08D,60,FULTON,121,490,264893,white,-84.417564,33.853201
4356235.000000000000000,534.000000000000000,067CA01,CA01,CHATTAHOOCHEE 01,33,COBB,067,73,66735,,-84.458750,33.896969
4356340.000000000000000,661.000000000000000,067TM01,TM01,TERRELL MILL 01,33,COBB,067,200,64916,,-84.470318,33.927989
4356457.000000000000000,656.000000000000000,067SO02,SO02,SOPE CREEK 02,33,COBB,067,195,107920,white,-84.452960,33.921519
4362150.000000000000000,1570.000000000000000,121SS09,SS09,SS09,60,FULTON,121,717,69614,,-84.424039,33.893253
4362218.000000000000000,657.000000000000000,067SO03,SO03,SOPE CREEK 03,33,COBB,067,196,146647,white,-84.428147,33.934304
4362270.000000000000000,1582.000000000000000,121SS16,SS16,SS16,60,FULTON,121,729,59461,,-84.425640,33.919113
4362318.000000000000000,604.000000000000000,067MR5A,MR5A,MARIETTA 5A,33,COBB,067,143,51583,,-84.535893,33.954236
5134143.000000000000000,1456.000000000000000,121JC01,JC01,JC01,60,FULTON,121,610,135059,white,-84.140158,34.042485
5134205.000000000000000,1685.000000000000000,1357,7,007 DULUTH A,67,GWINNETT,135,872,95294,white,-84.127112,34.021336
5134369.000000000000000,1833.000000000000000,135155,155,155 SUWANEE G,67,GWINNETT,135,811,117052,white,-84.100103,34.039223
5134413.000000000000000,1818.000000000000000,135140,140,140 SUWANEE H,67,GWINNETT,135,795,141303,white,-84.096244,34.072325
5134473.000000000000000,1695.000000000000000,13517,17,017 MARTINS A,67,GWINNETT,135,814,60507,,-84.069189,33.953299
5147993.000000000000000,1784.000000000000000,135106,106,106 SUWANEE C,67,GWINNETT,135,757,98622,white,-84.073530,34.027650
5148059.000000000000000,1809.000000000000000,135131,131,131 SUWANEE E,67,GWINNETT,135,785,141298,white,-84.078209,34.069911
5148107.000000000000000,1682.000000000000000,1354,4,004 SUWANEE A,67,GWINNETT,135,839,101057,white,-84.067873,34.062538
5148173.000000000000000,1776.000000000000000,13598,98,098 GOODWINS F,67,GWINNETT,135,903,81563,white,-84.030806,34.022970
5148242.000000000000000,1820.000000000000000,135142,142,142 SUWANEE F,67,GWINNETT,135,797,113240,white,-84.036030,34.051166
5148300.000000000000000,1778.000000000000000,135100,100,100 SUWANEE B,67,GWINNETT,135,751,113293,white,-84.045245,34.065038
5148354.000000000000000,1708.000000000000000,13530,30,030 CATES C,67,GWINNETT,135,829,67276,,-83.999640,33.835527
5184786.000000000000000,1748.000000000000000,13570,70,070 GOODWINS B,67,GWINNETT,135,873,98960,white,-84.007983,34.026836
5184832.000000000000000,1704.000000000000000,13526,26,026 HOG MOUNTAIN A,67,GWINNETT,135,824,79532,white,-84.010818,34.043409
5184887.000000000000000,1709.000000000000000,13531,31,031 HOG MOUNTAIN D,67,GWINNETT,135,830,84718,white,-83.974420,34.026829
