ID,DATA,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY_NUM,COUNTY_NAM,FIPS2,2012_preci,avg_income,race,XCOORD,YCOORD
5184936.000000000000000,1814.000000000000000,135136,136,136 HOG MOUNTAIN C,67,GWINNETT,135,790,75888,white,-83.965332,34.048441
5184992.000000000000000,1745.000000000000000,13567,67,067 PUCKETTS E,67,GWINNETT,135,869,86443,white,-83.963805,34.073240
5185050.000000000000000,1749.000000000000000,13571,71,071 LAWRENCEVILLE F,67,GWINNETT,135,874,74203,,-83.940836,33.947792
5185102.000000000000000,1822.000000000000000,135144,144,144 LAWRENCEVILLE M,67,GWINNETT,135,799,66072,,-83.950761,33.968097
5185171.000000000000000,1705.000000000000000,13527,27,027 HOG MOUNTAIN B,67,GWINNETT,135,825,87792,white,-83.944910,34.006311
5202500.000000000000000,1511.000000000000000,121RW19,RW19,RW19,60,FULTON,121,664,163677,white,-84.367485,34.084420
5202549.000000000000000,1481.000000000000000,121ML01B,ML01B,ML01B,60,FULTON,121,635,165480,white,-84.382109,34.094615
5202620.000000000000000,1480.000000000000000,121ML012,ML012,ML012,60,FULTON,121,634,154045,white,-84.372264,34.106976
5202671.000000000000000,1400.000000000000000,121AP04A,AP04A,AP04A,60,FULTON,121,560,124588,white,-84.345066,34.080370
5202735.000000000000000,1479.000000000000000,121ML011,ML011,ML011,60,FULTON,121,633,153817,white,-84.347562,34.100939
5202879.000000000000000,1401.000000000000000,121AP04B,AP04B,AP04B,60,FULTON,121,561,153895,white,-84.333793,34.080480
4694626.000000000000000,1250.000000000000000,12102B,02B,02B,60,FULTON,121,414,58125,,-84.387671,33.762377
4694702.000000000000000,1297.000000000000000,12105C,05C,05C,60,FULTON,121,461,46713,black,-84.385429,33.752741
4694737.000000000000000,1251.000000000000000,12102C,02C,02C,60,FULTON,121,415,28755,white,-84.379491,33.766891
4694786.000000000000000,1259.000000000000000,12102L2,02L2,02L2,60,FULTON,121,423,88072,white,-84.389061,33.779087
4694831.000000000000000,1258.000000000000000,12102L1,02L1,02L1,60,FULTON,121,422,53181,hispanic,-84.384000,33.776382
4694889.000000000000000,1306.000000000000000,12106K,06K,06K,60,FULTON,121,470,52425,,-84.379490,33.776936
4694929.000000000000000,1338.000000000000000,12108P,08P,08P,60,FULTON,121,501,75640,white,-84.407196,33.796632
4694981.000000000000000,1333.000000000000000,12108K,08K,08K,60,FULTON,121,496,141258,white,-84.404921,33.810063
4695027.000000000000000,1334.000000000000000,12108L,08L,08L,60,FULTON,121,497,85663,white,-84.396986,33.809376
4400435.000000000000000,560.000000000000000,067FP01,FP01,FULLERS PARK 01,33,COBB,067,99,136145,white,-84.458508,33.972830
4400504.000000000000000,644.000000000000000,067SM01,SM01,SEWELL MILL 01,33,COBB,067,183,114784,white,-84.473512,33.984564
4400583.000000000000000,593.000000000000000,067MD01,MD01,MURDOCK 01,33,COBB,067,132,124587,white,-84.459981,33.999092
4400643.000000000000000,613.000000000000000,067MT04,MT04,MT BETHEL 04,33,COBB,067,152,173161,white,-84.431381,33.950979
4400698.000000000000000,548.000000000000000,067EA01,EA01,EASTSIDE 01,33,COBB,067,87,132482,white,-84.442010,33.967311
4400759.000000000000000,542.000000000000000,067DC01,DC01,DICKERSON 01,33,COBB,067,81,134977,white,-84.419275,33.978910
4400819.000000000000000,545.000000000000000,067DO01,DO01,DODGEN 01,33,COBB,067,84,125279,white,-84.441494,33.987296
4406881.000000000000000,541.000000000000000,067CR01,CR01,CHESTNUT RIDGE 01,33,COBB,067,80,128597,white,-84.438354,34.009190
4406946.000000000000000,640.000000000000000,067RW02,RW02,ROSWELL 02,33,COBB,067,179,153230,white,-84.427386,33.997122
4407003.000000000000000,641.000000000000000,067SA01,SA01,SANDY PLAINS 01,33,COBB,067,180,109204,white,-84.472938,34.018931
4407065.000000000000000,630.000000000000000,067PP01,PP01,POPE 01,33,COBB,067,169,115263,white,-84.454683,34.028600
4407118.000000000000000,591.000000000000000,067MB01,MB01,MABRY 01,33,COBB,067,130,137690,white,-84.464111,34.054137
4407159.000000000000000,547.000000000000000,067DV01,DV01,DAVIS 01,33,COBB,067,86,103145,white,-84.473852,34.068223
4407196.000000000000000,563.000000000000000,067GM01,GM01,GARRISON MILL 01,33,COBB,067,102,111733,white,-84.445684,34.046329
4407243.000000000000000,629.000000000000000,067PO01,PO01,POST OAK 01,33,COBB,067,168,137366,white,-84.443693,34.065450
4407304.000000000000000,567.000000000000000,067HT01,HT01,HIGHTOWER 01,33,COBB,067,106,133473,white,-84.440631,34.020512
4689886.000000000000000,1295.000000000000000,12105A2,05A2,05A2,60,FULTON,121,459,67795,black,-84.353678,33.748659
4689975.000000000000000,1268.000000000000000,12103G,03G,03G,60,FULTON,121,432,17020,black,-84.410247,33.759052
4690024.000000000000000,1277.000000000000000,12103T,03T,03T,60,FULTON,121,441,43261,black,-84.402884,33.756784
4690086.000000000000000,1274.000000000000000,12103P2,03P2,03P2,60,FULTON,121,438,28561,black,-84.401394,33.766841
4690125.000000000000000,1249.000000000000000,12102A,02A,02A,60,FULTON,121,413,52347,white,-84.394276,33.765890
4690172.000000000000000,1273.000000000000000,12103P1,03P1,03P1,60,FULTON,121,437,55430,white,-84.406157,33.783645
4690246.000000000000000,1262.000000000000000,12102X,02X,02X,60,FULTON,121,426,60674,white,-84.398050,33.777881
5210088.000000000000000,1403.000000000000000,121AP06,AP06,AP06,60,FULTON,121,563,97642,white,-84.321023,34.088880
5210152.000000000000000,1405.000000000000000,121AP07B,AP07B,AP07B,60,FULTON,121,565,129501,white,-84.299050,34.099220
5210245.000000000000000,1483.000000000000000,121ML02B,ML02B,ML02B,60,FULTON,121,637,176259,white,-84.331605,34.117584
5210305.000000000000000,1408.000000000000000,121AP10,AP10,AP10,60,FULTON,121,568,158669,white,-84.301656,34.090183
5210355.000000000000000,1404.000000000000000,121AP07A,AP07A,AP07A,60,FULTON,121,564,90769,white,-84.281571,34.084175
5210438.000000000000000,1485.000000000000000,121ML04,ML04,ML04,60,FULTON,121,639,165279,white,-84.295993,34.117485
4163711.000000000000000,1370.000000000000000,12111H,11H,11H,60,FULTON,121,532,45824,black,-84.458384,33.729922
4163774.000000000000000,1357.000000000000000,12110J,10J,10J,60,FULTON,121,519,29343,black,-84.455447,33.745965
4163819.000000000000000,1437.000000000000000,121EP03,EP03,EP03,60,FULTON,121,591,49166,black,-84.437863,33.696007
4163868.000000000000000,1387.000000000000000,12112L,12L,12L,60,FULTON,121,548,24758,black,-84.436306,33.708018
4163928.000000000000000,1438.000000000000000,121EP04,EP04,EP04,60,FULTON,121,592,28209,white,-84.426153,33.688927
4164009.000000000000000,1384.000000000000000,12112G,12G,12G,60,FULTON,121,545,25997,black,-84.412527,33.693179
4164046.000000000000000,1380.000000000000000,12112D,12D,12D,60,FULTON,121,542,26172,black,-84.414225,33.700408
5223283.000000000000000,1482.000000000000000,121ML02A,ML02A,ML02A,60,FULTON,121,636,209918,white,-84.341611,34.154845
5223412.000000000000000,1484.000000000000000,121ML03,ML03,ML03,60,FULTON,121,638,224689,white,-84.310187,34.149948
5223491.000000000000000,1488.000000000000000,121ML07A,ML07A,ML07A,60,FULTON,121,642,224846,white,-84.299411,34.174482
4675026.000000000000000,1378.000000000000000,12112B,12B,12B,60,FULTON,121,540,57822,black,-84.410269,33.711331
4675097.000000000000000,1389.000000000000000,12112S,12S,12S,60,FULTON,121,550,42937,black,-84.397299,33.711078
4675132.000000000000000,1244.000000000000000,12101J,01J,01J,60,FULTON,121,408,33628,black,-84.386071,33.713954
4675205.000000000000000,1238.000000000000000,12101C1,01C1,01C1,60,FULTON,121,402,37301,black,-84.378539,33.707748
4675311.000000000000000,1377.000000000000000,12112A,12A,12A,60,FULTON,121,539,57958,black,-84.409794,33.720577
4675364.000000000000000,1282.000000000000000,12104E,04E,04E,60,FULTON,121,446,28806,black,-84.407193,33.729878
4675430.000000000000000,1284.000000000000000,12104H2,04H2,04H2,60,FULTON,121,448,26122,black,-84.396434,33.724458
4675477.000000000000000,1280.000000000000000,12104B,04B,04B,60,FULTON,121,444,46607,black,-84.408462,33.746221
4182724.000000000000000,1267.000000000000000,12103E,03E,03E,60,FULTON,121,431,21002,black,-84.418239,33.759040
4182796.000000000000000,1278.000000000000000,12103U,03U,03U,60,FULTON,121,442,29458,black,-84.412182,33.752113
4182855.000000000000000,1270.000000000000000,12103L,03L,03L,60,FULTON,121,434,54863,black,-84.421584,33.767943
4182909.000000000000000,1271.000000000000000,12103M,03M,03M,60,FULTON,121,435,59903,white,-84.423386,33.780201
4182966.000000000000000,1272.000000000000000,12103N,03N,03N,60,FULTON,121,436,33667,black,-84.411942,33.770675
4183077.000000000000000,1346.000000000000000,12109G2,09G2,09G2,60,FULTON,121,508,75620,white,-84.420800,33.797636
4183139.000000000000000,1332.000000000000000,12108J,08J,08J,60,FULTON,121,495,141326,white,-84.414291,33.814655
5314122.000000000000000,1733.000000000000000,13555,55,055 SUGAR HILL D,67,GWINNETT,135,856,61732,white,-83.994067,34.127357
5314281.000000000000000,1780.000000000000000,135102,102,102 PUCKETTS B,67,GWINNETT,135,753,82505,white,-83.975293,34.092423
5308978.000000000000000,1702.000000000000000,13524,24,024 SUGAR HILL A,67,GWINNETT,135,822,71805,white,-84.004072,34.085777
5234896.000000000000000,1487.000000000000000,121ML06,ML06,ML06,60,FULTON,121,641,89433,white,-84.262821,34.105045
5234963.000000000000000,1486.000000000000000,121ML05,ML05,ML05,60,FULTON,121,640,135763,white,-84.272365,34.127075
5235046.000000000000000,1402.000000000000000,121AP05,AP05,AP05,60,FULTON,121,562,154278,white,-84.225598,34.085251
4045713.000000000000000,562.000000000000000,067FY01,FY01,FREY 01,33,COBB,067,101,122735,white,-84.691036,34.011281
4045765.000000000000000,585.000000000000000,067LM04,LM04,LOST MOUNTAIN 04,33,COBB,067,124,130324,white,-84.680409,33.992351
4045813.000000000000000,609.000000000000000,067MS01,MS01,MARS HILL 01,33,COBB,067,148,87730,white,-84.717024,34.050692
4045931.000000000000000,586.000000000000000,067LW01,LW01,LEWIS 01,33,COBB,067,125,92366,white,-84.677343,34.023004
4278274.000000000000000,569.000000000000000,067KE1A,KE1A,KENNESAW 1A,33,COBB,067,108,67986,white,-84.602836,34.027858
4278390.000000000000000,526.000000000000000,067BG01,BG01,BIG SHANTY 01,33,COBB,067,65,73774,white,-84.587288,34.020165
4278570.000000000000000,670.000000000000000,067WG02,WG02,WADE GREEN 02,33,COBB,067,209,87709,white,-84.607555,34.070742
4278622.000000000000000,669.000000000000000,067WG01,WG01,WADE GREEN 01,33,COBB,067,208,91104,white,-84.594377,34.066825
5292259.000000000000000,1819.000000000000000,135141,141,141 SUGAR HILL G,67,GWINNETT,135,796,115827,white,-84.065435,34.107623
5292332.000000000000000,1703.000000000000000,13525,25,025 SUGAR HILL B,67,GWINNETT,135,823,77710,white,-84.050458,34.124547
5292470.000000000000000,1767.000000000000000,13589,89,089 SUGAR HILL E,67,GWINNETT,135,893,90340,white,-84.029024,34.088917
5292542.000000000000000,1732.000000000000000,13554,54,054 SUGAR HILL C,67,GWINNETT,135,855,80352,white,-84.056681,34.147271
4566615.000000000000000,1490.000000000000000,121MP01,MP01,MP01,60,FULTON,121,644,176675,white,-84.412741,34.082708
5244698.000000000000000,1489.000000000000000,121ML07B,ML07B,ML07B,60,FULTON,121,643,224858,white,-84.268419,34.166242
5244797.000000000000000,1407.000000000000000,121AP09B,AP09B,AP09B,60,FULTON,121,567,123345,white,-84.203962,34.080154
5278104.000000000000000,1808.000000000000000,135130,130,130 SUWANEE D,67,GWINNETT,135,784,115738,white,-84.094819,34.100833
4651601.000000000000000,460.000000000000000,063FP4,FP4,FOREST PARK 4,31,CLAYTON,063,4,45909,black,-84.352714,33.603331
4651678.000000000000000,457.000000000000000,063FP1,FP1,FOREST PARK 1,31,CLAYTON,063,1,39772,black,-84.378898,33.633242
4651763.000000000000000,1455.000000000000000,121HP01,HP01,HP01,60,FULTON,121,609,50207,white,-84.409322,33.660872
4651858.000000000000000,1381.000000000000000,12112E1,12E1,12E1,60,FULTON,121,543,24544,black,-84.408787,33.684043
4823402.000000000000000,1312.000000000000000,12107B,07B,07B,60,FULTON,121,476,203391,white,-84.359473,33.870572
4823480.000000000000000,1571.000000000000000,121SS10,SS10,SS10,60,FULTON,121,718,100160,white,-84.399409,33.899900
4823562.000000000000000,1578.000000000000000,121SS13B,SS13B,SS13B,60,FULTON,121,725,186364,white,-84.383918,33.883016
4823596.000000000000000,1575.000000000000000,121SS11D,SS11D,SS11D,60,FULTON,121,722,87220,white,-84.383955,33.894409
4823620.000000000000000,1573.000000000000000,121SS11B,SS11B,SS11B,60,FULTON,121,720,87294,white,-84.383281,33.904991
4823656.000000000000000,1563.000000000000000,121SS06,SS06,SS06,60,FULTON,121,710,66080,white,-84.395445,33.924376
4823706.000000000000000,1562.000000000000000,121SS05,SS05,SS05,60,FULTON,121,709,59825,,-84.399600,33.935374
4823749.000000000000000,1584.000000000000000,121SS18A,SS18A,SS18A,60,FULTON,121,731,76773,white,-84.394036,33.946726
4823784.000000000000000,1594.000000000000000,121SS31,SS31,SS31,60,FULTON,121,741,66076,white,-84.386823,33.917186
4823820.000000000000000,1560.000000000000000,121SS03,SS03,SS03,60,FULTON,121,707,66092,white,-84.382813,33.936423
4823860.000000000000000,1577.000000000000000,121SS13A,SS13A,SS13A,60,FULTON,121,724,96280,white,-84.376254,33.888244
4031354.000000000000000,632.000000000000000,067PS1A,PS1A,POWDER SPRINGS 1A,33,COBB,067,171,72739,white,-84.698657,33.866496
4031518.000000000000000,634.000000000000000,067PS3A,PS3A,POWDER SPRINGS 3A,33,COBB,067,173,71280,,-84.673240,33.862532
4031610.000000000000000,584.000000000000000,067LM03,LM03,LOST MOUNTAIN 03,33,COBB,067,123,121507,white,-84.709147,33.919714
4031662.000000000000000,594.000000000000000,067ME01,ME01,MCEACHERN 01,33,COBB,067,133,74844,white,-84.697770,33.890257
4039973.000000000000000,582.000000000000000,067LM01,LM01,LOST MOUNTAIN 01,33,COBB,067,121,111910,white,-84.683200,33.920798
4040028.000000000000000,619.000000000000000,067OR01,OR01,OREGON 01,33,COBB,067,158,109205,white,-84.672755,33.937124
4040164.000000000000000,664.000000000000000,067VA01,VA01,VAUGHAN 01,33,COBB,067,203,123422,white,-84.732897,33.962838
4040206.000000000000000,637.000000000000000,067RR01,RR01,RED ROCK 01,33,COBB,067,176,125449,white,-84.713331,33.955844
4040271.000000000000000,583.000000000000000,067LM02,LM02,LOST MOUNTAIN 02,33,COBB,067,122,142786,white,-84.709000,33.979067
4040326.000000000000000,561.000000000000000,067FR01,FR01,FORD 01,33,COBB,067,100,142126,white,-84.729969,33.997522
4040383.000000000000000,546.000000000000000,067DU01,DU01,DURHAM 01,33,COBB,067,85,125833,white,-84.716370,34.009995
4040433.000000000000000,579.000000000000000,067KP03,KP03,KEMP 03,33,COBB,067,118,137711,white,-84.682442,33.958543
4288287.000000000000000,654.000000000000000,067SN7B,SN7B,SMYRNA 7B,33,COBB,067,193,112470,white,-84.517906,33.830996
4177761.000000000000000,1347.000000000000000,12109K,09K,09K,60,FULTON,121,509,30510,black,-84.466068,33.791642
4177837.000000000000000,1349.000000000000000,12109M,09M,09M,60,FULTON,121,511,116890,white,-84.471278,33.814167
4177872.000000000000000,1343.000000000000000,12109E,09E,09E,60,FULTON,121,506,39766,black,-84.446352,33.786151
4177944.000000000000000,1339.000000000000000,12109A,09A,09A,60,FULTON,121,502,92584,,-84.446105,33.809213
4178004.000000000000000,1263.000000000000000,12103A,03A,03A,60,FULTON,121,427,30253,black,-84.438412,33.758724
4178070.000000000000000,1266.000000000000000,12103D,03D,03D,60,FULTON,121,430,27475,black,-84.427449,33.758457
4178125.000000000000000,1264.000000000000000,12103B,03B,03B,60,FULTON,121,428,29368,black,-84.431268,33.765752
4178159.000000000000000,1275.000000000000000,12103R,03R,03R,60,FULTON,121,439,39493,black,-84.438246,33.771867
4049866.000000000000000,519.000000000000000,067AC1A,AC1A,ACWORTH 1A,33,COBB,067,58,89520,white,-84.674357,34.046228
4053113.000000000000000,520.000000000000000,067AC1B,AC1B,ACWORTH 1B,33,COBB,067,59,52656,white,-84.672726,34.069206
4090211.000000000000000,625.000000000000000,067PE01,PE01,PEBBLEBROOK 01,33,COBB,067,164,52855,black,-84.593152,33.797597
4090293.000000000000000,588.000000000000000,067MA02,MA02,MABLETON 02,33,COBB,067,127,55164,black,-84.594936,33.813625
4090452.000000000000000,532.000000000000000,067BT02,BT02,BRYANT 02,33,COBB,067,71,42908,black,-84.571926,33.769279
4090529.000000000000000,638.000000000000000,067RS01,RS01,RIVERSIDE 01,33,COBB,067,177,52382,black,-84.552888,33.784762
4154062.000000000000000,581.000000000000000,067LI01,LI01,LINDLEY 01,33,COBB,067,120,135298,white,-84.520877,33.815065
4154228.000000000000000,1352.000000000000000,12110D,10D,10D,60,FULTON,121,514,28495,black,-84.501753,33.757859
4154291.000000000000000,1353.000000000000000,12110E,10E,10E,60,FULTON,121,515,35188,black,-84.494284,33.766458
4154336.000000000000000,1360.000000000000000,12110P,10P,10P,60,FULTON,121,522,31346,black,-84.505086,33.774607
4154369.000000000000000,1341.000000000000000,12109C,09C,09C,60,FULTON,121,504,42863,black,-84.486069,33.775869
4154416.000000000000000,1340.000000000000000,12109B,09B,09B,60,FULTON,121,503,32759,black,-84.499966,33.791910
4078786.000000000000000,1601.000000000000000,121UC02B,UC02B,UC02B,60,FULTON,121,745,98982,black,-84.569934,33.625834
4078842.000000000000000,1522.000000000000000,121SC05B,SC05B,SC05B,60,FULTON,121,673,96073,black,-84.588737,33.639273
4078947.000000000000000,1527.000000000000000,121SC08C,SC08C,SC08C,60,FULTON,121,676,57699,black,-84.546736,33.625496
4078967.000000000000000,1544.000000000000000,121SC18B,SC18B,SC18B,60,FULTON,121,692,100837,black,-84.560095,33.656621
4195314.000000000000000,538.000000000000000,067CL01,CL01,CLARKDALE 01,33,COBB,067,77,64970,black,-84.655694,33.841990
4195428.000000000000000,633.000000000000000,067PS2A,PS2A,POWDER SPRINGS 2A,33,COBB,067,172,66110,,-84.657367,33.868677
4195510.000000000000000,540.000000000000000,067CO01,CO01,COOPER 01,33,COBB,067,79,67193,black,-84.630909,33.852109
4195617.000000000000000,592.000000000000000,067MC01,MC01,MACLAND 01,33,COBB,067,131,71150,,-84.658106,33.888348
4195687.000000000000000,623.000000000000000,067OR05,OR05,OREGON 05,33,COBB,067,162,100999,white,-84.650382,33.911217
4229032.000000000000000,621.000000000000000,067OR03,OR03,OREGON 03,33,COBB,067,160,55770,,-84.572610,33.917339
4229247.000000000000000,566.000000000000000,067HR01,HR01,HARRISON 01,33,COBB,067,105,134778,white,-84.664712,33.977151
4229306.000000000000000,577.000000000000000,067KP01,KP01,KEMP 01,33,COBB,067,116,128193,white,-84.648708,33.960879
4229347.000000000000000,596.000000000000000,067ML01,ML01,MCCLURE 01,33,COBB,067,135,93575,white,-84.667303,34.006225
4206469.000000000000000,530.000000000000000,067BR02,BR02,BIRNEY 02,33,COBB,067,69,86068,white,-84.574664,33.856071
4206531.000000000000000,529.000000000000000,067BR01,BR01,BIRNEY 01,33,COBB,067,68,77787,,-84.578730,33.872008
4206585.000000000000000,589.000000000000000,067MA03,MA03,MABLETON 03,33,COBB,067,128,100218,white,-84.559154,33.829248
4206676.000000000000000,590.000000000000000,067MA04,MA04,MABLETON 04,33,COBB,067,129,96620,white,-84.559562,33.842778
4024440.000000000000000,658.000000000000000,067SW01,SW01,SWEETWATER 01,33,COBB,067,197,74956,,-84.712997,33.850668
4024539.000000000000000,539.000000000000000,067CL02,CL02,CLARKDALE 02,33,COBB,067,78,68217,black,-84.693982,33.821651
4065532.000000000000000,1537.000000000000000,121SC13B,SC13B,SC13B,60,FULTON,121,686,47825,white,-84.641508,33.633276
4065643.000000000000000,1521.000000000000000,121SC05A,SC05A,SC05A,60,FULTON,121,672,57790,white,-84.610267,33.622521
4065678.000000000000000,1536.000000000000000,121SC13A,SC13A,SC13A,60,FULTON,121,685,47676,white,-84.621110,33.671418
4188788.000000000000000,523.000000000000000,067AU1A,AU1A,AUSTELL 1A,33,COBB,067,62,61033,black,-84.645385,33.820791
4247668.000000000000000,614.000000000000000,067NC01,NC01,NORTH COBB 01,33,COBB,067,153,76091,white,-84.657114,34.046670
4144157.000000000000000,1365.000000000000000,12111C,11C,11C,60,FULTON,121,527,63953,black,-84.520192,33.699635
4144236.000000000000000,1555.000000000000000,121SC30A,SC30A,SC30A,60,FULTON,121,702,70808,black,-84.521879,33.726287
4144260.000000000000000,1350.000000000000000,12110A,10A,10A,60,FULTON,121,512,36567,black,-84.524933,33.748727
4144307.000000000000000,1351.000000000000000,12110C,10C,10C,60,FULTON,121,513,31080,black,-84.510978,33.740427
4144338.000000000000000,1374.000000000000000,12111N,11N,11N,60,FULTON,121,536,55476,black,-84.500635,33.699456
4144396.000000000000000,1373.000000000000000,12111M,11M,11M,60,FULTON,121,535,58843,black,-84.486597,33.709530
4144455.000000000000000,1556.000000000000000,121SC30B,SC30B,SC30B,60,FULTON,121,703,62669,black,-84.507573,33.723866
4144512.000000000000000,1358.000000000000000,12110L,10L,10L,60,FULTON,121,520,71380,black,-84.493475,33.735654
4144584.000000000000000,1361.000000000000000,12110R,10R,10R,60,FULTON,121,523,29417,black,-84.493794,33.748656
4144613.000000000000000,1362.000000000000000,12111A1,11A1,11A1,60,FULTON,121,524,71364,black,-84.484655,33.726727
4144652.000000000000000,1363.000000000000000,12111A2,11A2,11A2,60,FULTON,121,525,71195,black,-84.475911,33.723295
4148081.000000000000000,1356.000000000000000,12110H,10H,10H,60,FULTON,121,518,33196,black,-84.478932,33.750607
4148125.000000000000000,1538.000000000000000,121SC14,SC14,SC14,60,FULTON,121,687,37592,black,-84.537335,33.757714
4148208.000000000000000,565.000000000000000,067HL01,HL01,HARMONY-LELAND 01,33,COBB,067,104,75094,,-84.540230,33.798325
4138634.000000000000000,1439.000000000000000,121EP05,EP05,EP05,60,FULTON,121,593,44934,,-84.430011,33.672167
4138809.000000000000000,1364.000000000000000,12111B,11B,11B,60,FULTON,121,526,72057,black,-84.533133,33.711004
4084733.000000000000000,1518.000000000000000,121SC01B,SC01B,SC01B,60,FULTON,121,669,91980,black,-84.583671,33.695988
4084838.000000000000000,1519.000000000000000,121SC02,SC02,SC02,60,FULTON,121,670,70499,black,-84.544804,33.712592
4084888.000000000000000,1539.000000000000000,121SC16,SC16,SC16,60,FULTON,121,688,87817,black,-84.567316,33.723657
4084947.000000000000000,531.000000000000000,067BT01,BT01,BRYANT 01,33,COBB,067,70,52106,black,-84.585890,33.783459
4159044.000000000000000,1348.000000000000000,12109L,09L,09L,60,FULTON,121,510,35429,black,-84.481859,33.795696
4159114.000000000000000,1435.000000000000000,121EP01A,EP01A,EP01A,60,FULTON,121,589,25248,black,-84.473707,33.688479
4159152.000000000000000,1436.000000000000000,121EP01B,EP01B,EP01B,60,FULTON,121,590,25260,black,-84.467364,33.693998
4159209.000000000000000,1376.000000000000000,12111R,11R,11R,60,FULTON,121,538,25939,black,-84.466404,33.701378
4159257.000000000000000,1372.000000000000000,12111K,11K,11K,60,FULTON,121,534,42834,black,-84.464255,33.712833
4159310.000000000000000,1444.000000000000000,121EP07B,EP07B,EP07B,60,FULTON,121,598,49154,black,-84.444837,33.695794
4159364.000000000000000,1369.000000000000000,12111G,11G,11G,60,FULTON,121,531,26855,black,-84.451610,33.706830
4159409.000000000000000,1355.000000000000000,12110G,10G,10G,60,FULTON,121,517,39498,black,-84.472453,33.739592
4112816.000000000000000,1447.000000000000000,121EP08D,EP08D,EP08D,60,FULTON,121,601,40148,black,-84.507444,33.636202
4112895.000000000000000,1546.000000000000000,121SC19B,SC19B,SC19B,60,FULTON,121,694,48870,black,-84.492379,33.627340
4112988.000000000000000,1445.000000000000000,121EP08A,EP08A,EP08A,60,FULTON,121,599,47158,black,-84.495303,33.650467
4113095.000000000000000,1424.000000000000000,121CP051,CP051,CP051,60,FULTON,121,582,52339,black,-84.479158,33.637836
4113145.000000000000000,1428.000000000000000,121CP07A,CP07A,CP07A,60,FULTON,121,585,37011,black,-84.479536,33.649092
4113181.000000000000000,1375.000000000000000,12111P,11P,11P,60,FULTON,121,537,43818,black,-84.500807,33.683687
4113237.000000000000000,1451.000000000000000,121EP11A,EP11A,EP11A,60,FULTON,121,605,51168,black,-84.486386,33.659744
4113290.000000000000000,1449.000000000000000,121EP10A,EP10A,EP10A,60,FULTON,121,603,54577,black,-84.485394,33.667659
4107694.000000000000000,1540.000000000000000,121SC17A,SC17A,SC17A,60,FULTON,121,689,53486,black,-84.538871,33.627826
4107716.000000000000000,1542.000000000000000,121SC17C,SC17C,SC17C,60,FULTON,121,690,41221,black,-84.519141,33.622650
4107766.000000000000000,1545.000000000000000,121SC19A,SC19A,SC19A,60,FULTON,121,693,40996,black,-84.522835,33.633327
4107817.000000000000000,1446.000000000000000,121EP08B,EP08B,EP08B,60,FULTON,121,600,53596,black,-84.513561,33.646863
4107939.000000000000000,1543.000000000000000,121SC18A,SC18A,SC18A,60,FULTON,121,691,58629,black,-84.536439,33.668751
4107982.000000000000000,1368.000000000000000,12111E3,11E3,11E3,60,FULTON,121,530,53405,black,-84.510588,33.664613
4108039.000000000000000,1366.000000000000000,12111E1,11E1,11E1,60,FULTON,121,528,56967,black,-84.523185,33.678439
4108095.000000000000000,1367.000000000000000,12111E2,11E2,11E2,60,FULTON,121,529,57014,black,-84.508868,33.676282
4128740.000000000000000,1426.000000000000000,121CP05B,CP05B,CP05B,60,FULTON,121,583,37025,black,-84.470204,33.642279
4128770.000000000000000,1429.000000000000000,121CP07B,CP07B,CP07B,60,FULTON,121,586,37009,black,-84.462792,33.640045
4128811.000000000000000,1423.000000000000000,121CP04,CP04,CP04,60,FULTON,121,581,37886,black,-84.460938,33.651967
4128861.000000000000000,1452.000000000000000,121EP11B,EP11B,EP11B,60,FULTON,121,606,53675,black,-84.474998,33.662489
4128892.000000000000000,1420.000000000000000,121CP012,CP012,CP012,60,FULTON,121,578,39393,black,-84.463329,33.659815
4128965.000000000000000,1440.000000000000000,121EP06A,EP06A,EP06A,60,FULTON,121,594,40551,black,-84.474175,33.677278
4129036.000000000000000,1441.000000000000000,121EP06B,EP06B,EP06B,60,FULTON,121,595,49869,black,-84.461586,33.671271
4129073.000000000000000,1448.000000000000000,121EP09,EP09,EP09,60,FULTON,121,602,33679,black,-84.464525,33.682768
4129124.000000000000000,1419.000000000000000,121CP011,CP011,CP011,60,FULTON,121,577,39629,black,-84.450961,33.662065
4129179.000000000000000,1443.000000000000000,121EP072,EP072,EP072,60,FULTON,121,597,47214,black,-84.451280,33.681809
4072282.000000000000000,1600.000000000000000,121UC02A,UC02A,UC02A,60,FULTON,121,744,64456,black,-84.586326,33.597982
4072557.000000000000000,1525.000000000000000,121SC08A,SC08A,SC08A,60,FULTON,121,,,,-84.555821,33.606857
4072573.000000000000000,1530.000000000000000,121SC08F,SC08F,SC08F,60,FULTON,121,679,52244,black,-84.545603,33.607080
4167952.000000000000000,1379.000000000000000,12112C,12C,12C,60,FULTON,121,541,42905,black,-84.422395,33.711555
4168034.000000000000000,1288.000000000000000,12104S,04S,04S,60,FULTON,121,452,49427,black,-84.442672,33.718506
4168092.000000000000000,1292.000000000000000,12104X1,04X1,04X1,60,FULTON,121,456,32922,black,-84.438153,33.728948
4168169.000000000000000,1287.000000000000000,12104M,04M,04M,60,FULTON,121,451,18042,black,-84.428662,33.718611
4168203.000000000000000,1289.000000000000000,12104T,04T,04T,60,FULTON,121,453,32641,black,-84.432408,33.726616
