,ID,DATA,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY_NUM,COUNTY_NAM,FIPS2,2012_preci,avg_income,race,XCOORD,YCOORD,Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,county,_merge,income_bin
82,1055631.0,466.0,063JB04,JB04,JONESBORO 4,31.0,CLAYTON,63.0,10.0,37116.0,black,-84.355442,33.542859,JONESBORO 4,2041.0,187.0,882.0,1076.0,0.173791821561,0.81970260223,CLAYTON,both,low
83,1055674.0,484.0,063LJ3,LJ3,LOVEJOY 3,31.0,CLAYTON,63.0,28.0,68385.0,black,-84.341349,33.440899,LOVEJOY 3,5009.0,640.0,2535.0,3186.0,0.200878844947,0.795668549906,CLAYTON,both,mid
84,1055777.0,482.0,063LJ1,LJ1,LOVEJOY 1,31.0,CLAYTON,63.0,26.0,54255.0,black,-84.332556,33.485422,LOVEJOY 1,3141.0,360.0,1722.0,2095.0,0.171837708831,0.821957040573,CLAYTON,both,mid
85,1055871.0,483.0,063LJ2,LJ2,LOVEJOY 2,31.0,CLAYTON,63.0,27.0,55644.0,black,-84.320598,33.46344,LOVEJOY 2,2696.0,198.0,1482.0,1687.0,0.117368109069,0.878482513337,CLAYTON,both,mid
86,1055939.0,467.0,063JB05,JB05,JONESBORO 5,31.0,CLAYTON,63.0,11.0,69130.0,black,-84.33999,33.507286,JONESBORO 5,1763.0,329.0,839.0,1177.0,0.279524214104,0.712829226848,CLAYTON,both,mid
87,1055987.0,476.0,063JB14,JB14,JONESBORO 14,31.0,CLAYTON,63.0,20.0,72645.0,black,-84.313769,33.504988,JONESBORO 14,3739.0,987.0,1786.0,2787.0,0.354144241119,0.640832436311,CLAYTON,both,mid
88,5193620.0,1681.0,1353,3,003 DACULA,67.0,GWINNETT,135.0,828.0,84350.0,white,-83.909174,33.988066,003 DACULA,3317.0,1323.0,1161.0,2504.0,0.528354632588,0.463658146965,GWINNETT,both,mid
89,5193700.0,1830.0,135152,152,152 ROCKYCREEK C,67.0,GWINNETT,135.0,808.0,87631.0,white,-83.923654,34.017241,152 ROCKYCREEK C,3275.0,1744.0,848.0,2633.0,0.662362324345,0.322066084314,GWINNETT,both,mid
90,5193744.0,1815.0,135137,137,137 ROCKYCREEK B,67.0,GWINNETT,135.0,791.0,75888.0,white,-83.931929,34.03743,137 ROCKYCREEK B,3733.0,1888.0,911.0,2844.0,0.663853727145,0.320323488045,GWINNETT,both,mid
91,5193786.0,1832.0,135154,154,154 PUCKETTS D,67.0,GWINNETT,135.0,810.0,81967.0,white,-83.933201,34.072773,154 PUCKETTS D,2306.0,1360.0,433.0,1813.0,0.750137892995,0.238830667402,GWINNETT,both,mid
92,5193851.0,1686.0,1358,8,008 DUNCANS A,67.0,GWINNETT,135.0,883.0,108937.0,white,-83.912696,34.0587,008 DUNCANS A,3367.0,2109.0,560.0,2706.0,0.779379157428,0.206947524021,GWINNETT,both,high
93,5193921.0,1691.0,13513,13,013 DUNCANS C,67.0,GWINNETT,135.0,783.0,107643.0,white,-83.89702,34.054992,013 DUNCANS C,2384.0,1546.0,386.0,1948.0,0.79363449692,0.198151950719,GWINNETT,both,high
94,5193961.0,1500.0,121RW09,RW09,RW09,60.0,FULTON,121.0,654.0,166018.0,white,-84.399146,34.095595,RW09,2493.0,1422.0,388.0,1827.0,0.778325123153,0.212370005473,FULTON,both,high
95,5615331.0,1679.0,1351,1,001 HARBINS A,67.0,GWINNETT,135.0,749.0,75541.0,white,-83.871234,33.939382,001 HARBINS A,3941.0,1863.0,1108.0,3016.0,0.617705570292,0.367374005305,GWINNETT,both,mid
96,5615430.0,1829.0,135151,151,151 HARBINS C,67.0,GWINNETT,135.0,807.0,75551.0,white,-83.836708,33.919105,151 HARBINS C,1686.0,1027.0,306.0,1348.0,0.761869436202,0.227002967359,GWINNETT,both,mid
97,5624401.0,1811.0,135133,133,133 HARBINS B,67.0,GWINNETT,135.0,787.0,79589.0,white,-83.862177,33.977662,133 HARBINS B,2886.0,1657.0,468.0,2165.0,0.765357967667,0.216166281755,GWINNETT,both,mid
98,5624509.0,1706.0,13528,28,028 ROCKYCREEK A,67.0,GWINNETT,135.0,826.0,99931.0,white,-83.88194,34.032044,028 ROCKYCREEK A,3838.0,1966.0,1016.0,3005.0,0.654242928453,0.338103161398,GWINNETT,both,mid
99,5624569.0,1807.0,135129,129,129 DUNCANS B,67.0,GWINNETT,135.0,782.0,110362.0,white,-83.864431,34.068628,129 DUNCANS B,3187.0,1930.0,527.0,2494.0,0.773857257418,0.211307137129,GWINNETT,both,high
100,5321570.0,1687.0,1359,9,009 PUCKETTS A,67.0,GWINNETT,135.0,894.0,86571.0,white,-83.947983,34.11105,009 PUCKETTS A,3437.0,2016.0,636.0,2683.0,0.751397689154,0.237048080507,GWINNETT,both,mid
101,5321714.0,1813.0,135135,135,135 PUCKETTS C,67.0,GWINNETT,135.0,789.0,96220.0,white,-83.915244,34.098268,135 PUCKETTS C,2213.0,1212.0,463.0,1704.0,0.711267605634,0.271713615023,GWINNETT,both,mid
102,5755581.0,1717.0,13539,39,039 DUNCANS D,67.0,GWINNETT,135.0,838.0,117338.0,white,-83.863742,34.095493,039 DUNCANS D,4059.0,2488.0,619.0,3146.0,0.790845518118,0.196757787667,GWINNETT,both,high
103,5175736.0,1825.0,135147,147,147 BAYCREEK I,67.0,GWINNETT,135.0,802.0,86566.0,,-83.939766,33.929071,147 BAYCREEK I,3811.0,1391.0,1418.0,2838.0,0.490133897111,0.499647639183,GWINNETT,both,mid
104,5175796.0,1758.0,13580,80,080 BAYCREEK C,67.0,GWINNETT,135.0,884.0,84838.0,,-83.89402,33.908235,080 BAYCREEK C,4276.0,1658.0,1616.0,3303.0,0.501967907962,0.489252194974,GWINNETT,both,mid
105,5175857.0,1768.0,13590,90,090 LAWRENCEVILLE I,67.0,GWINNETT,135.0,895.0,59442.0,,-84.000855,33.983475,090 LAWRENCEVILLE I,2577.0,928.0,898.0,1862.0,0.498388829216,0.482277121375,GWINNETT,both,mid
106,5175919.0,1763.0,13585,85,085 LAWRENCEVILLE H,67.0,GWINNETT,135.0,889.0,87028.0,white,-83.995415,34.003176,085 LAWRENCEVILLE H,3153.0,1529.0,815.0,2386.0,0.640821458508,0.341575859179,GWINNETT,both,mid
107,5175978.0,1810.0,135132,132,132 LAWRENCEVILLE K,67.0,GWINNETT,135.0,786.0,90438.0,white,-83.998291,34.012533,132 LAWRENCEVILLE K,2612.0,1166.0,729.0,1927.0,0.605085625324,0.378308251168,GWINNETT,both,mid
108,5176021.0,1738.0,13560,60,060 LAWRENCEVILLE D,67.0,GWINNETT,135.0,862.0,59518.0,,-83.984011,33.963757,060 LAWRENCEVILLE D,3206.0,535.0,1619.0,2168.0,0.246771217712,0.746771217712,GWINNETT,both,mid
109,5176115.0,1720.0,13542,42,042 LAWRENCEVILLE C,67.0,GWINNETT,135.0,842.0,87110.0,white,-83.970625,33.994598,042 LAWRENCEVILLE C,2188.0,1176.0,446.0,1658.0,0.709288299156,0.268998793727,GWINNETT,both,mid
110,5166459.0,1786.0,135108,108,108 BAYCREEK E,67.0,GWINNETT,135.0,759.0,81303.0,white,-83.941644,33.844308,108 BAYCREEK E,2320.0,972.0,733.0,1735.0,0.56023054755,0.422478386167,GWINNETT,both,mid
111,5166532.0,1823.0,135145,145,145 BAYCREEK G,67.0,GWINNETT,135.0,800.0,78362.0,white,-83.929223,33.864246,145 BAYCREEK G,3121.0,1391.0,985.0,2398.0,0.580066722269,0.410758965805,GWINNETT,both,mid
112,5166698.0,1824.0,135146,146,146 BAYCREEK H,67.0,GWINNETT,135.0,801.0,88016.0,white,-83.902771,33.880432,146 BAYCREEK H,4021.0,2258.0,904.0,3188.0,0.708281053952,0.28356336261,GWINNETT,both,mid
113,5166781.0,1769.0,13591,91,091 BAYCREEK D,67.0,GWINNETT,135.0,896.0,94778.0,white,-83.945516,33.907265,091 BAYCREEK D,3363.0,1702.0,977.0,2711.0,0.627812615271,0.36038362228,GWINNETT,both,mid
114,5082626.0,1730.0,13552,52,052 BERKSHIRE G,67.0,GWINNETT,135.0,853.0,93235.0,white,-84.131472,33.847377,052 BERKSHIRE G,1729.0,933.0,434.0,1392.0,0.67025862069,0.311781609195,GWINNETT,both,mid
