Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,county
OAKHURST,2534,282,1664,1989,0.141779788839,0.83660130719,DEKALB
PANOLA,1217,43,869,914,0.04704595186,0.950765864333,DEKALB
PANOLA ROAD,1595,17,1149,1170,0.0145299145299,0.982051282051,DEKALB
PANOLA WAY ELEM,1637,27,1069,1096,0.0246350364964,0.975364963504,DEKALB
PEACHCREST ELEM,1713,107,1066,1179,0.0907548770144,0.904156064461,DEKALB
PEACHTREE MIDDLE,2574,638,1119,1782,0.358024691358,0.627946127946,DEKALB
PINE LAKE,546,63,323,395,0.159493670886,0.817721518987,DEKALB
PINEY GROVE,1387,40,850,900,0.0444444444444,0.944444444444,DEKALB
PLEASANTDALE ELEM,3077,383,1440,1853,0.206691851052,0.777118186724,DEKALB
PONCE DE LEON,2006,279,1159,1472,0.189538043478,0.787364130435,DEKALB
PRINCETON ELEM,1749,61,1315,1377,0.0442992011619,0.954974582426,DEKALB
RAINBOW ELEM,3085,77,2321,2399,0.0320967069612,0.967486452689,DEKALB
REDAN ELEM,2338,45,1768,1819,0.0247388675096,0.971962616822,DEKALB
REDAN MIDDLE,2041,75,1463,1544,0.0485751295337,0.947538860104,DEKALB
REDAN ROAD,2243,49,1598,1648,0.0297330097087,0.969660194175,DEKALB
REDAN-TROTTI LIBRARY,3038,41,2206,2252,0.0182060390764,0.979573712256,DEKALB
REHOBOTH,1741,505,793,1337,0.377711293942,0.593118922962,DEKALB
RENFROE MIDDLE,1371,160,902,1087,0.147194112236,0.829806807728,DEKALB
ROCK CHAPEL ELEM,2126,37,1580,1620,0.0228395061728,0.975308641975,DEKALB
ROCK CHAPEL ROAD,2729,164,1904,2075,0.0790361445783,0.917590361446,DEKALB
ROCKBRIDGE ELEM,2690,144,1624,1783,0.0807627593943,0.910824453169,DEKALB
ROCKBRIDGE ROAD,2926,93,2207,2307,0.0403120936281,0.956653662765,DEKALB
ROWLAND ELEM,2689,93,1678,1781,0.0522178551376,0.942167321729,DEKALB
ROWLAND ROAD,1627,125,1084,1216,0.102796052632,0.891447368421,DEKALB
SAGAMORE HILLS ELEM,2545,1037,1033,2107,0.492168960607,0.490270526815,DEKALB
SALEM MIDDLE,2787,56,2217,2278,0.0245829675154,0.973222124671,DEKALB
SCOTT,2128,442,1084,1561,0.283151825753,0.694426649584,DEKALB
SHADOW ROCK ELEM,3327,107,2511,2624,0.0407774390244,0.95693597561,DEKALB
SHAMROCK,1349,426,605,1059,0.402266288952,0.571293673277,DEKALB
SHAW-ROBERT SHAW ELEM,2995,341,1682,2066,0.165053242982,0.814133591481,DEKALB
SILVER LAKE,3348,1497,988,2519,0.594283445812,0.392219134577,DEKALB
SKYLAND - BROOKHAVEN,1684,662,550,1246,0.531300160514,0.441412520064,DEKALB
SKYLAND - CHAMBLEE,6,3,2,7,0.428571428571,0.285714285714,DEKALB
SMOKE RISE ELEM,1905,850,688,1550,0.548387096774,0.443870967742,DEKALB
SNAPFINGER ELEM,1597,32,1223,1260,0.0253968253968,0.970634920635,DEKALB
SNAPFINGER ROAD NORTH,1973,54,1326,1385,0.0389891696751,0.957400722022,DEKALB
SNAPFINGER ROAD SOUTH,1676,44,1286,1334,0.0329835082459,0.964017991004,DEKALB
SOUTH DESHON,2755,53,2004,2060,0.0257281553398,0.972815533981,DEKALB
SOUTH HAIRSTON,2829,68,1961,2039,0.0333496812163,0.961745953899,DEKALB
STEPHENSON HIGH,2864,123,2043,2174,0.0565777368905,0.939742410304,DEKALB
STEPHENSON MIDDLE,2890,117,2131,2257,0.0518387239699,0.944173681879,DEKALB
STONE MILL ELEM,2712,92,1491,1592,0.0577889447236,0.936557788945,DEKALB
STONE MOUNTAIN CHAMPION,2293,163,1394,1566,0.104086845466,0.890166028097,DEKALB
STONE MOUNTAIN ELEM,1930,465,1033,1503,0.309381237525,0.687292082502,DEKALB
STONE MOUNTAIN LIBRARY,1253,157,612,776,0.202319587629,0.788659793814,DEKALB
STONE MOUNTAIN MIDDLE,2319,112,1226,1340,0.0835820895522,0.914925373134,DEKALB
STONEVIEW ELEM,1500,61,863,925,0.0659459459459,0.932972972973,DEKALB
TERRY MILL ELEM,2175,62,1454,1525,0.0406557377049,0.953442622951,DEKALB
TILLY MILL ROAD,1334,726,344,1092,0.664835164835,0.315018315018,DEKALB
TONEY ELEM,1405,19,1013,1033,0.0183930300097,0.980638915779,DEKALB
TUCKER,2611,1099,862,2010,0.546766169154,0.428855721393,DEKALB
TUCKER LIBRARY,2168,752,902,1675,0.448955223881,0.538507462687,DEKALB
VALLEY BROOK,717,172,348,542,0.317343173432,0.642066420664,DEKALB
WADSWORTH ELEM,2529,37,1743,1787,0.0207050923335,0.975377728036,DEKALB
WARREN TECH,1099,327,435,773,0.423027166882,0.562742561449,DEKALB
WESLEY CHAPEL LIBRARY,2617,42,2032,2076,0.0202312138728,0.97880539499,DEKALB
WHITE OAK,2283,30,1556,1588,0.0188916876574,0.979848866499,DEKALB
WINNONA PARK ELEM,1745,243,1111,1373,0.176984705025,0.809176984705,DEKALB
WINTERS CHAPEL,1245,622,380,1019,0.61040235525,0.372914622179,DEKALB
WOODRIDGE ELEM,2748,109,1891,2008,0.0542828685259,0.941733067729,DEKALB
WOODROW ROAD,4726,142,3271,3419,0.0415326118748,0.956712489032,DEKALB
WOODWARD ELEM,1880,485,808,1314,0.369101978691,0.614916286149,DEKALB
WYNBROOKE ELEM,2725,129,2052,2191,0.0588772250114,0.936558649019,DEKALB
YOUNG ROAD,1556,33,1182,1217,0.0271158586689,0.971240755957,DEKALB
WARREN TECH- CHAMBLEE,674,206,262,478,0.430962343096,0.548117154812,DEKALB
TOTALS:,418611,64392,238224,305908,0.210494658525,0.778743936085,DEKALB
01A,2589,270,1497,1808,0.149336283186,0.827986725664,FULTON
01B,3202,380,1862,2306,0.164787510841,0.807458803122,FULTON
01C1,940,17,561,583,0.0291595197256,0.962264150943,FULTON
01D,856,54,535,592,0.0912162162162,0.903716216216,FULTON
01E,2364,324,1329,1713,0.189141856392,0.775831873905,FULTON
01F,860,7,467,475,0.0147368421053,0.983157894737,FULTON
01G,1616,51,945,1015,0.0502463054187,0.931034482759,FULTON
01J,2004,29,1224,1261,0.0229976209358,0.970658207772,FULTON
01P,1018,10,649,661,0.0151285930408,0.981845688351,FULTON
01R,1088,2,671,673,0.00297176820208,0.997028231798,FULTON
01S,1434,18,897,916,0.0196506550218,0.979257641921,FULTON
01T,1211,74,617,705,0.104964539007,0.875177304965,FULTON
02A,1628,90,894,996,0.0903614457831,0.897590361446,FULTON
02B,3333,189,966,1177,0.160577740017,0.820730671198,FULTON
02C,1525,152,879,1050,0.144761904762,0.837142857143,FULTON
02D,3162,247,1809,2095,0.117899761337,0.863484486874,FULTON
02E,1660,196,926,1175,0.166808510638,0.788085106383,FULTON
02F1,2428,317,1219,1583,0.200252684776,0.770056854075,FULTON
02F2,543,46,282,334,0.137724550898,0.844311377246,FULTON
02G,2514,316,1243,1606,0.196762141968,0.77397260274,FULTON
02J,1795,91,622,725,0.125517241379,0.857931034483,FULTON
02L1,4489,752,1971,2787,0.26982418371,0.707212055974,FULTON
02L2,708,150,264,430,0.348837209302,0.613953488372,FULTON
02S,2367,117,1380,1517,0.0771259063942,0.909690177983,FULTON
02W,1672,227,709,959,0.236704900938,0.739311783107,FULTON
02X,1461,188,435,665,0.282706766917,0.654135338346,FULTON
03A,1806,13,1016,1029,0.0126336248785,0.987366375121,FULTON
03B,553,1,260,261,0.00383141762452,0.996168582375,FULTON
03C,1309,5,866,872,0.00573394495413,0.993119266055,FULTON
03D,827,3,456,461,0.00650759219089,0.989154013015,FULTON
03E,1964,21,1004,1027,0.0204479065239,0.977604673807,FULTON
03G,567,4,217,223,0.0179372197309,0.973094170404,FULTON
03H,872,5,490,496,0.0100806451613,0.987903225806,FULTON
03L,537,6,275,282,0.0212765957447,0.975177304965,FULTON
03M,772,114,300,435,0.262068965517,0.689655172414,FULTON
03N,1809,29,1004,1040,0.0278846153846,0.965384615385,FULTON
03P1,2528,226,1027,1292,0.174922600619,0.794891640867,FULTON
03P2,90,3,95,98,0.030612244898,0.969387755102,FULTON
03R,1353,12,731,746,0.0160857908847,0.979892761394,FULTON
03S,589,1,374,378,0.0026455026455,0.989417989418,FULTON
03T,1375,37,843,884,0.0418552036199,0.953619909502,FULTON
03U,838,2,367,370,0.00540540540541,0.991891891892,FULTON
04A,909,10,579,590,0.0169491525424,0.981355932203,FULTON
04B,2014,16,838,855,0.0187134502924,0.980116959064,FULTON
04D,1213,9,782,793,0.0113493064313,0.986128625473,FULTON
04E,2350,55,1255,1320,0.0416666666667,0.950757575758,FULTON
04G,626,3,353,358,0.00837988826816,0.986033519553,FULTON
04H2,720,4,412,416,0.00961538461538,0.990384615385,FULTON
04K,1849,22,1163,1191,0.0184718723762,0.976490344249,FULTON
04L,1194,22,705,727,0.0302613480055,0.969738651994,FULTON
04M,602,3,352,356,0.00842696629213,0.988764044944,FULTON
04S,1769,14,1240,1258,0.0111287758347,0.985691573927,FULTON
04T,914,4,608,615,0.00650406504065,0.988617886179,FULTON
04V,1982,14,1193,1212,0.0115511551155,0.984323432343,FULTON
04W,1914,2,813,816,0.00245098039216,0.996323529412,FULTON
04X1,1589,9,1047,1057,0.0085146641438,0.990539262062,FULTON
04X2,589,6,314,324,0.0185185185185,0.969135802469,FULTON
05A1,1497,135,869,1043,0.129434324065,0.833173537872,FULTON
05A2,2494,209,1361,1620,0.129012345679,0.84012345679,FULTON
05B,1876,54,1150,1215,0.0444444444444,0.946502057613,FULTON
05C,133,2,66,69,0.0289855072464,0.95652173913,FULTON
06A,2628,555,1247,1846,0.300650054171,0.675514626219,FULTON
06B,1563,343,738,1115,0.307623318386,0.661883408072,FULTON
06D,2577,497,1174,1700,0.292352941176,0.690588235294,FULTON
06E,1867,320,906,1253,0.25538707103,0.723064644852,FULTON
06F,2484,487,1114,1644,0.296228710462,0.677615571776,FULTON
06G,2495,322,1237,1601,0.201124297314,0.772642098688,FULTON
06H,1563,453,736,1213,0.373454245672,0.606760098928,FULTON
06J,2313,508,1139,1673,0.30364614465,0.680812910938,FULTON
06K,1129,139,572,732,0.189890710383,0.781420765027,FULTON
06L1,808,241,372,617,0.390599675851,0.602917341977,FULTON
06L2,663,205,274,485,0.422680412371,0.564948453608,FULTON
06R,1486,318,666,1004,0.316733067729,0.663346613546,FULTON
06S,3022,778,1498,2324,0.334767641997,0.644578313253,FULTON
07A,4161,1849,1216,3111,0.594342655095,0.390871102539,FULTON
07B,2547,1508,524,2055,0.733819951338,0.25498783455,FULTON
07C,3101,1285,829,2137,0.601310248011,0.387927000468,FULTON
07D,3244,1167,864,2076,0.562138728324,0.416184971098,FULTON
07E,4018,885,1740,2676,0.330717488789,0.650224215247,FULTON
07F,2231,969,674,1667,0.581283743251,0.404319136173,FULTON
07H,1736,766,572,1353,0.566149297857,0.422764227642,FULTON
07J,2437,846,854,1731,0.488734835355,0.493356441363,FULTON
07K1,1859,528,668,1220,0.432786885246,0.547540983607,FULTON
07K2,454,57,229,291,0.19587628866,0.786941580756,FULTON
07M,1883,567,580,1159,0.48921484038,0.500431406385,FULTON
07N,1358,300,613,937,0.320170757737,0.654215581644,FULTON
08A,2268,1162,532,1715,0.677551020408,0.310204081633,FULTON
08B,2958,1595,643,2264,0.704505300353,0.284010600707,FULTON
08C,1256,822,193,1020,0.805882352941,0.189215686275,FULTON
08D,1275,655,302,973,0.673175745118,0.310380267215,FULTON
08E,2327,1301,545,1862,0.698711063373,0.292696025779,FULTON
08F1,1971,1249,346,1606,0.777708592777,0.215442092154,FULTON
08G,2366,815,701,1534,0.531290743155,0.456975228162,FULTON
08H,2089,1199,508,1721,0.696687972109,0.295177222545,FULTON
08J,2197,1195,605,1825,0.654794520548,0.331506849315,FULTON
08K,535,273,158,433,0.630484988453,0.364896073903,FULTON
08L,3316,989,1227,2271,0.43549097314,0.540290620872,FULTON
08M,1391,810,249,1066,0.759849906191,0.233583489681,FULTON
08N1,731,450,131,584,0.770547945205,0.224315068493,FULTON
08N2,980,423,263,691,0.612156295224,0.380607814761,FULTON
08P,1907,331,809,1188,0.27861952862,0.680976430976,FULTON
09A,2335,643,1035,1715,0.374927113703,0.603498542274,FULTON
09B,416,1,237,238,0.00420168067227,0.995798319328,FULTON
09C,2521,25,1736,1764,0.0141723356009,0.984126984127,FULTON
09D,1622,8,1039,1048,0.00763358778626,0.99141221374,FULTON
09E,1856,42,1161,1210,0.0347107438017,0.959504132231,FULTON
09F,2912,1211,917,2171,0.557807461999,0.422385997236,FULTON
09G2,2198,533,919,1492,0.357238605898,0.615951742627,FULTON
09K,2101,11,1215,1226,0.0089722675367,0.991027732463,FULTON
09L,1614,26,1008,1037,0.0250723240116,0.972034715526,FULTON
09M,1559,421,694,1150,0.366086956522,0.60347826087,FULTON
10A,2556,12,1905,1921,0.00624674648621,0.991671004685,FULTON
10C,2108,5,1430,1436,0.00348189415042,0.995821727019,FULTON
10D,3499,16,2315,2333,0.00685812258894,0.992284612087,FULTON
10E,828,3,613,618,0.00485436893204,0.991909385113,FULTON
10F,995,14,673,687,0.0203784570597,0.97962154294,FULTON
10G,1116,11,878,891,0.0123456790123,0.985409652076,FULTON
10H,2125,19,1370,1391,0.0136592379583,0.98490294752,FULTON
10J,718,2,442,444,0.0045045045045,0.995495495495,FULTON
10L,2645,27,2042,2073,0.013024602026,0.985045827303,FULTON
10M,2057,20,1341,1367,0.0146305779078,0.98098024872,FULTON
10P,1120,3,786,789,0.00380228136882,0.996197718631,FULTON
10R,676,3,427,430,0.00697674418605,0.993023255814,FULTON
11A1,554,8,440,449,0.0178173719376,0.97995545657,FULTON
11A2,314,6,255,261,0.0229885057471,0.977011494253,FULTON
11B,3974,46,3068,3115,0.0147672552167,0.984911717496,FULTON
11C,2305,24,1656,1689,0.0142095914742,0.980461811723,FULTON
11E1,928,21,656,680,0.0308823529412,0.964705882353,FULTON
11E2,1306,13,1002,1019,0.0127576054956,0.983316977429,FULTON
11E3,1781,15,1200,1218,0.012315270936,0.985221674877,FULTON
11G,2595,16,1411,1431,0.0111809923131,0.986023759609,FULTON
11H,1926,22,1375,1399,0.0157255182273,0.982844889207,FULTON
11J,1411,14,1078,1096,0.0127737226277,0.983576642336,FULTON
11K,1652,31,1176,1209,0.025641025641,0.97270471464,FULTON
11M,2519,16,1694,1713,0.00934033858727,0.988908347928,FULTON
11N,1936,22,1486,1509,0.0145791915176,0.984758117959,FULTON
11P,1505,11,1052,1066,0.0103189493433,0.986866791745,FULTON
11R,1511,1,898,902,0.00110864745011,0.9955654102,FULTON
12A,660,12,450,465,0.0258064516129,0.967741935484,FULTON
12B,1958,60,1231,1300,0.0461538461538,0.946923076923,FULTON
12C,1242,33,777,815,0.040490797546,0.953374233129,FULTON
12D,1050,10,599,610,0.016393442623,0.981967213115,FULTON
12E1,1171,20,602,624,0.0320512820513,0.964743589744,FULTON
12F,728,10,439,453,0.0220750551876,0.969094922737,FULTON
12G,692,19,479,500,0.038,0.958,FULTON
12H,2843,39,1733,1778,0.0219347581552,0.974690663667,FULTON
12J,2101,16,1318,1337,0.0119670905011,0.98578908003,FULTON
12L,523,5,284,290,0.0172413793103,0.979310344828,FULTON
12M,248,3,170,173,0.0173410404624,0.982658959538,FULTON
12S,1462,19,951,973,0.0195272353546,0.977389516958,FULTON
12T,1759,17,1178,1196,0.0142140468227,0.984949832776,FULTON
AP01A,1808,920,391,1324,0.694864048338,0.295317220544,FULTON
AP01B,622,190,194,388,0.489690721649,0.5,FULTON
AP01C,1630,793,393,1201,0.660283097419,0.327227310575,FULTON
AP01D,849,369,198,583,0.632933104631,0.339622641509,FULTON
AP02B,400,198,91,292,0.678082191781,0.311643835616,FULTON
AP03,596,87,248,335,0.259701492537,0.740298507463,FULTON
AP04A,1354,815,252,1081,0.753931544866,0.233117483811,FULTON
AP04B,286,164,54,224,0.732142857143,0.241071428571,FULTON
AP05,3800,2114,798,2939,0.719292276284,0.271520925485,FULTON
AP06,1452,859,275,1152,0.745659722222,0.238715277778,FULTON
AP07A,2596,1137,762,1939,0.586384734399,0.392986075297,FULTON
AP07B,1202,672,245,934,0.71948608137,0.262312633833,FULTON
AP09A,3685,1652,978,2673,0.618032173588,0.365881032548,FULTON
AP09B,650,284,199,492,0.577235772358,0.404471544715,FULTON
AP021,2274,1073,569,1674,0.640979689367,0.33990442055,FULTON
AP022,1716,698,470,1186,0.588532883642,0.39629005059,FULTON
AP10,847,495,163,670,0.738805970149,0.24328358209,FULTON
AP12A,2101,728,663,1404,0.518518518519,0.472222222222,FULTON
AP13,2153,1041,506,1565,0.66517571885,0.323322683706,FULTON
AP14,2670,1331,676,2039,0.65277096616,0.331535066209,FULTON
CH01,214,39,95,135,0.288888888889,0.703703703704,FULTON
CH02,286,94,120,216,0.435185185185,0.555555555556,FULTON
CH03,289,173,60,234,0.739316239316,0.25641025641,FULTON
CH04A,372,195,100,298,0.654362416107,0.335570469799,FULTON
CH05,346,235,43,280,0.839285714286,0.153571428571,FULTON
CP01B,372,82,193,279,0.293906810036,0.691756272401,FULTON
CP011,610,80,321,408,0.196078431373,0.786764705882,FULTON
CP012,1291,264,636,910,0.29010989011,0.698901098901,FULTON
CP02,869,96,463,561,0.171122994652,0.825311942959,FULTON
CP04,123,3,45,49,0.0612244897959,0.918367346939,FULTON
CP05A,0,9,49,58,0.155172413793,0.844827586207,FULTON
CP05B,85,2,59,61,0.0327868852459,0.967213114754,FULTON
CP051,1380,23,930,955,0.0240837696335,0.973821989529,FULTON
CP06,406,3,213,216,0.0138888888889,0.986111111111,FULTON
CP07A,1082,7,544,552,0.0126811594203,0.985507246377,FULTON
CP07B,6,1,15,16,0.0625,0.9375,FULTON
CP081,245,2,132,134,0.0149253731343,0.985074626866,FULTON
EP01A,428,21,335,356,0.0589887640449,0.941011235955,FULTON
EP01B,1024,65,666,733,0.0886766712142,0.908594815825,FULTON
EP03,992,49,556,614,0.0798045602606,0.905537459283,FULTON
EP04,1357,185,784,987,0.187436676798,0.794326241135,FULTON
EP05,2018,95,1149,1247,0.0761828388132,0.92141138733,FULTON
EP06A,1519,62,1028,1094,0.0566727605119,0.939670932358,FULTON
EP06B,643,9,366,376,0.0239361702128,0.973404255319,FULTON
EP071,1708,170,1002,1183,0.143702451395,0.846999154691,FULTON
EP072,1562,79,785,873,0.0904925544101,0.899198167239,FULTON
EP07B,299,6,195,201,0.0298507462687,0.970149253731,FULTON
EP08A,2502,22,1534,1559,0.0141116100064,0.983964079538,FULTON
EP08B,489,5,333,338,0.0147928994083,0.985207100592,FULTON
EP08D,648,11,492,505,0.0217821782178,0.974257425743,FULTON
EP09,1521,76,1034,1113,0.0682839173405,0.92902066487,FULTON
EP10A,635,19,454,476,0.0399159663866,0.953781512605,FULTON
EP10B,575,18,455,475,0.0378947368421,0.957894736842,FULTON
EP11A,976,42,722,765,0.0549019607843,0.943790849673,FULTON
EP11B,447,18,320,338,0.0532544378698,0.94674556213,FULTON
FA01A,6227,583,3852,4449,0.1310406833,0.865812542144,FULTON
FA01B,510,20,337,358,0.0558659217877,0.941340782123,FULTON
HP01,2536,588,1069,1680,0.35,0.63630952381,FULTON
JC01,3957,1612,1170,2824,0.570821529745,0.414305949008,FULTON
JC02,1084,448,310,771,0.581063553826,0.402075226978,FULTON
JC03A,413,191,103,297,0.643097643098,0.346801346801,FULTON
JC03B,1200,446,399,859,0.519208381839,0.464493597206,FULTON
JC04A,3664,1727,926,2693,0.641292239139,0.34385443743,FULTON
JC04B,213,85,65,154,0.551948051948,0.422077922078,FULTON
JC05,1872,784,535,1333,0.588147036759,0.401350337584,FULTON
JC06,2285,1129,442,1598,0.706508135169,0.276595744681,FULTON
JC07,3429,1396,920,2339,0.59683625481,0.393330483112,FULTON
JC08,2377,1078,648,1762,0.61180476731,0.367763904654,FULTON
JC09,2456,979,766,1776,0.551238738739,0.431306306306,FULTON
JC10,2006,748,629,1404,0.532763532764,0.448005698006,FULTON
JC11,2816,1440,580,2040,0.705882352941,0.28431372549,FULTON
JC12,2175,1248,402,1664,0.75,0.241586538462,FULTON
JC13A,1972,1210,296,1518,0.797101449275,0.194993412385,FULTON
JC13B,286,203,19,225,0.902222222222,0.0844444444444,FULTON
JC14,2136,1147,450,1609,0.712865133623,0.279676817899,FULTON
JC15,644,210,240,463,0.453563714903,0.518358531317,FULTON
JC16,1682,814,443,1292,0.630030959752,0.342879256966,FULTON
JC17,279,125,91,220,0.568181818182,0.413636363636,FULTON
JC18A,2520,1323,537,1888,0.700741525424,0.284427966102,FULTON
JC18B,167,73,56,131,0.557251908397,0.427480916031,FULTON
JC19,3227,1467,868,2377,0.617164493058,0.365166175852,FULTON
ML011,1693,865,312,1203,0.719035743973,0.259351620948,FULTON
ML012,349,195,38,236,0.826271186441,0.161016949153,FULTON
ML01A,0,55,22,77,0.714285714286,0.285714285714,FULTON
ML01B,86,68,19,88,0.772727272727,0.215909090909,FULTON
ML02A,1340,839,191,1039,0.807507218479,0.183830606352,FULTON
ML02B,1203,733,149,891,0.822671156004,0.167227833895,FULTON
ML03,3202,1916,434,2378,0.805719091674,0.182506307822,FULTON
ML04,2447,1429,422,1864,0.766630901288,0.226394849785,FULTON
ML05,3874,1803,926,2764,0.652315484805,0.33502170767,FULTON
ML06,3874,1232,1350,2635,0.467552182163,0.512333965844,FULTON
ML07A,517,310,86,405,0.765432098765,0.212345679012,FULTON
ML07B,1015,593,159,763,0.777195281782,0.208387942333,FULTON
MP01,397,164,136,308,0.532467532468,0.441558441558,FULTON
PA01,2047,366,1067,1447,0.252937111265,0.737387698687,FULTON
RW01,4122,2228,877,3160,0.705063291139,0.27753164557,FULTON
RW02,3332,1655,842,2564,0.645475819033,0.328393135725,FULTON
RW03,3366,1171,1091,2307,0.507585609016,0.472908539228,FULTON
RW04,1633,825,454,1302,0.633640552995,0.348694316436,FULTON
RW05,1771,492,655,1172,0.419795221843,0.558873720137,FULTON
RW06,2518,1095,696,1829,0.598687807545,0.380535811919,FULTON
RW07,1364,170,625,804,0.21144278607,0.77736318408,FULTON
RW08,1936,1056,384,1457,0.724776938916,0.263555250515,FULTON
RW09,2493,1422,388,1827,0.778325123153,0.212370005473,FULTON
RW10,2934,1598,633,2276,0.702108963093,0.278119507909,FULTON
RW11A,2292,979,662,1677,0.583780560525,0.394752534287,FULTON
RW12A,2439,1357,586,1970,0.68883248731,0.297461928934,FULTON
RW12B,699,306,140,452,0.676991150442,0.309734513274,FULTON
RW13,2993,1514,756,2328,0.650343642612,0.324742268041,FULTON
RW15,2822,1599,540,2170,0.736866359447,0.248847926267,FULTON
RW16,1572,846,374,1237,0.683912691997,0.302344381568,FULTON
RW17,2377,854,797,1696,0.503537735849,0.469929245283,FULTON
RW18,2007,1128,418,1573,0.717101080737,0.265734265734,FULTON
RW19,1773,982,378,1377,0.713144517066,0.274509803922,FULTON
RW20,2254,1172,574,1773,0.661026508742,0.323745064862,FULTON
RW21A,2777,1525,611,2169,0.703088981097,0.281696634394,FULTON
RW21B,3,12,3,15,0.8,0.2,FULTON
RW22A,3275,994,1095,2125,0.467764705882,0.515294117647,FULTON
SC01B,3210,56,2549,2610,0.0214559386973,0.97662835249,FULTON
SC02,1205,20,1004,1028,0.0194552529183,0.976653696498,FULTON
SC04,818,316,330,649,0.486902927581,0.508474576271,FULTON
SC05A,520,11,392,405,0.0271604938272,0.967901234568,FULTON
SC05B,4373,178,3105,3293,0.0540540540541,0.942909201336,FULTON
SC07A,3789,359,2566,2932,0.1224420191,0.87517053206,FULTON
SC08A,4,1,13,14,0.0714285714286,0.928571428571,FULTON
SC08B,2876,73,2023,2103,0.0347123157394,0.961959106039,FULTON
SC08D,409,5,301,306,0.016339869281,0.983660130719,FULTON
SC08E,252,1,187,189,0.00529100529101,0.989417989418,FULTON
SC08F,588,16,394,412,0.0388349514563,0.956310679612,FULTON
SC09A,2730,57,1868,1929,0.0295489891135,0.968377397615,FULTON
SC09B,1371,19,1029,1050,0.0180952380952,0.98,FULTON
SC10,1386,18,836,854,0.0210772833724,0.978922716628,FULTON
SC11A,1331,18,1009,1028,0.0175097276265,0.981517509728,FULTON
SC11B,1247,11,941,955,0.0115183246073,0.985340314136,FULTON
SC13A,4509,125,3400,3529,0.0354207990932,0.963445735336,FULTON
SC13B,1801,82,1265,1356,0.0604719764012,0.932890855457,FULTON
SC14,907,15,564,581,0.025817555938,0.97074010327,FULTON
SC16,3502,47,2719,2767,0.0169859053126,0.982652692447,FULTON
SC17C,1044,21,692,713,0.0294530154278,0.970546984572,FULTON
SC18A,390,5,299,304,0.0164473684211,0.983552631579,FULTON
SC18B,3735,84,2914,3003,0.027972027972,0.970362970363,FULTON
SC19A,125,5,127,133,0.0375939849624,0.954887218045,FULTON
SC19B,1231,23,764,788,0.0291878172589,0.969543147208,FULTON
SC211,790,20,546,566,0.0353356890459,0.964664310954,FULTON
SC212,2139,94,1407,1504,0.0625,0.935505319149,FULTON
SC23A,4137,76,2980,3062,0.0248203788374,0.97322011757,FULTON
SC23B,417,14,300,315,0.0444444444444,0.952380952381,FULTON
SC27,1869,32,1391,1426,0.0224403927069,0.975455820477,FULTON
SC29A,2355,24,1739,1770,0.0135593220339,0.982485875706,FULTON
SC29B,134,4,96,100,0.04,0.96,FULTON
SC30B,1134,6,797,804,0.00746268656716,0.991293532338,FULTON
SS01,2665,1553,571,2140,0.725700934579,0.266822429907,FULTON
SS02A,1020,431,356,801,0.538077403246,0.444444444444,FULTON
SS02B,1033,281,432,723,0.388658367911,0.597510373444,FULTON
SS03,1253,516,374,904,0.570796460177,0.413716814159,FULTON
SS04,2312,680,856,1556,0.437017994859,0.550128534704,FULTON
SS05,1655,861,443,1316,0.654255319149,0.336626139818,FULTON
SS06,1196,683,257,953,0.716684155299,0.269674711438,FULTON
SS07A,833,426,162,593,0.718381112985,0.273187183811,FULTON
SS07B,393,178,92,280,0.635714285714,0.328571428571,FULTON
SS07C,661,260,164,427,0.608899297424,0.384074941452,FULTON
SS08A,1731,523,609,1155,0.452813852814,0.527272727273,FULTON
SS08B,575,304,151,460,0.660869565217,0.328260869565,FULTON
SS08C,469,171,173,356,0.480337078652,0.48595505618,FULTON
SS09,2506,1378,505,1898,0.72602739726,0.266069546891,FULTON
SS10,3030,1711,632,2357,0.725922783199,0.268137462877,FULTON
SS11A,2706,958,933,1932,0.495859213251,0.482919254658,FULTON
SS11B,1025,288,376,685,0.420437956204,0.548905109489,FULTON
SS11C,327,55,182,245,0.224489795918,0.742857142857,FULTON
SS11D,272,134,100,238,0.563025210084,0.420168067227,FULTON
SS12,2287,1096,592,1712,0.640186915888,0.345794392523,FULTON
SS13A,1799,661,568,1247,0.530072173216,0.455493183641,FULTON
SS13B,453,186,141,329,0.565349544073,0.428571428571,FULTON
SS14,1182,689,258,961,0.716961498439,0.268470343392,FULTON
SS15A,1927,188,821,1026,0.183235867446,0.800194931774,FULTON
SS15B,1467,354,595,968,0.365702479339,0.614669421488,FULTON
SS16,1976,1165,391,1573,0.74062301335,0.248569612206,FULTON
SS17,3069,1373,820,2219,0.618747183416,0.369535826949,FULTON
SS18A,576,314,141,461,0.681127982646,0.305856832972,FULTON
SS18B,209,115,60,176,0.653409090909,0.340909090909,FULTON
SS19A,2449,489,1093,1603,0.305053025577,0.681846537742,FULTON
SS19B,1816,480,724,1223,0.392477514309,0.591986917416,FULTON
SS20,1563,462,626,1110,0.416216216216,0.563963963964,FULTON
SS22,2399,804,794,1614,0.498141263941,0.491945477076,FULTON
SS25,1322,687,294,991,0.693239152371,0.296670030272,FULTON
SS26,2605,371,1396,1793,0.206915783603,0.77858337981,FULTON
SS29A,2486,859,758,1661,0.51715833835,0.456351595424,FULTON
