County Name,County Code,County Precinct,Precinct Description,Combo#,Cong,Senat,House,Judic,Ward,Schol,Watbd,Supcm,Schob,Fire,Cityl,Commi,Munib,
FULTON,060,SS13A,SS13A,00912,011,006,052,005,,3,,,,,05,3,,
FULTON,060,SS13B,SS13B,00908,011,006,052,005,,3,,,,,06,3,,
FULTON,060,SS14,SS14,00913,011,006,080,005,,3,,,,,05,3,,
FULTON,060,SS15A,SS15A,00914,006,056,051,005,,7,,,,,02,2,,
FULTON,060,SS15B,SS15B,00644,006,056,051,005,,7,,,,,01,4,,
FULTON,060,SS15B,SS15B,00915,006,056,051,005,,7,,,,,01,2,,
FULTON,060,SS16,SS16,00902,006,032,052,005,,3,,,,,03,3,,
FULTON,060,SS17,SS17,00898,006,040,051,005,,7,,,,,01,1,,
FULTON,060,SS18A,SS18A,00902,006,032,052,005,,3,,,,,03,3,,
FULTON,060,SS18B,SS18B,00916,006,032,052,005,,7,,,,,02,3,,
FULTON,060,SS19A,SS19A,00646,006,056,045,005,,7,,,,,02,4,,
FULTON,060,SS19A,SS19A,00917,006,056,045,005,,7,,,,,02,2,,
FULTON,060,SS19B,SS19B,00660,006,056,052,005,,7,,,,,02,4,,
FULTON,060,SS19B,SS19B,00918,006,056,052,005,,7,,,,,02,2,,
FULTON,060,SS20,SS20,00644,006,056,051,005,,7,,,,,01,4,,
FULTON,060,SS20,SS20,00915,006,056,051,005,,7,,,,,01,2,,
FULTON,060,SS22,SS22,00646,006,056,045,005,,7,,,,,02,4,,
FULTON,060,SS22,SS22,00917,006,056,045,005,,7,,,,,02,2,,
FULTON,060,SS25,SS25,00898,006,040,051,005,,7,,,,,01,1,,
FULTON,060,SS26,SS26,00647,006,056,051,005,,7,,,,,04,4,,
FULTON,060,SS26,SS26,00919,006,056,051,005,,7,,,,,04,2,,
FULTON,060,SS29A,SS29A,00661,006,032,080,005,,3,,,,,04,4,,
FULTON,060,SS29A,SS29A,00920,006,032,080,005,,3,,,,,04,2,,
FULTON,060,SS29B,SS29B,00700,006,032,080,005,,7,,,,,04,4,,
FULTON,060,SS29B,SS29B,00921,006,032,080,005,,7,,,,,04,2,,
FULTON,060,SS31,SS31,00649,006,006,052,005,,3,,,,,03,4,,
FULTON,060,SS31,SS31,00903,006,006,052,005,,3,,,,,03,3,,
FULTON,060,UC01A,UC01A,00802,013,035,065,005,,6,,,,,LRG,6,,
FULTON,060,UC01B,UC01B,00923,013,039,063,005,,6,,,,,LRG,6,,
FULTON,060,UC01C,UC01C,00802,013,035,065,005,,6,,,,,LRG,6,,
FULTON,060,UC01C,UC01C,00944,013,039,064,005,,6,,,,,LRG,6,,
FULTON,060,UC01D,UC01D,00803,013,035,065,005,,6,,,,,LRG,5,,
FULTON,060,UC01D,UC01D,00945,013,039,065,005,,6,,,,,LRG,5,,
FULTON,060,UC01E,UC01E,00803,013,035,065,005,,6,,,,,LRG,5,,
FULTON,060,UC01E,UC01E,00945,013,039,065,005,,6,,,,,LRG,5,,
FULTON,060,UC01E,UC01E,00968,013,039,062,005,,6,,,,,LRG,5,,
FULTON,060,UC02A,UC02A,00804,013,035,065,005,,4,,,,,LRG,6,,
FULTON,060,UC02B,UC02B,00805,013,035,062,005,,4,,,,,LRG,6,,
FULTON,060,UC031,UC031,00806,013,035,064,005,,6,,,,,LRG,6,,
FULTON,060,UC032,UC032,00807,013,035,064,005,,4,,,,,LRG,6,,
FULTON,060,UC033,UC033,00807,013,035,064,005,,4,,,,,LRG,6,,
FULTON,060,UC034,UC034,00807,013,035,064,005,,4,,,,,LRG,6,,
FULTON,060,UC035,UC035,00807,013,035,064,005,,4,,,,,LRG,6,,
GILMER,061,01,ELLIJAY SOUTH,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,01,ELLIJAY SOUTH,00102,009,051,007,009,,LRG,,,,,LRG,LRG,,
GILMER,061,01,ELLIJAY SOUTH,00107,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,02,CARTECAY,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,03,TAILS CREEK,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,04,TOWN CREEK,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,05,LEACHES,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,05,LEACHES,00107,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,06,CHERRY LOG,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,07,BOARDTOWN,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,08,MOUNTAINTOWN,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,09,EAST ELLIJAY,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,09,EAST ELLIJAY,00102,009,051,007,009,,LRG,,,,,LRG,LRG,,
GILMER,061,09,EAST ELLIJAY,00103,009,051,007,009,,LRG,,,,,LRG,LRG,,
GILMER,061,10,ELLIJAY NORTH,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,10,ELLIJAY NORTH,00102,009,051,007,009,,LRG,,,,,LRG,LRG,,
GILMER,061,10,ELLIJAY NORTH,00103,009,051,007,009,,LRG,,,,,LRG,LRG,,
GILMER,061,11,YUKON,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,12,BIG CREEK,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,13,ELLIJAY NORTHEAST,00101,009,051,007,009,,LRG,,,,,,LRG,,
GILMER,061,13,ELLIJAY NORTHEAST,00102,009,051,007,009,,LRG,,,,,LRG,LRG,,
GILMER,061,13,ELLIJAY NORTHEAST,00103,009,051,007,009,,LRG,,,,,LRG,LRG,,
GILMER,061,88888,88888,00000,99999,99999,99999,99999,,LRG,,,,,,99999,,
GILMER,061,99999,99999,00000,99999,99999,99999,99999,,LRG,,,,,,99999,,
GLASCOCK,062,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
GLASCOCK,062,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
GLASCOCK,062,EDGH,EDGEHILL,00001,010,023,128,010,,LRG,,,,,,LRG,,
GLASCOCK,062,EDGH,EDGEHILL,00004,010,023,128,010,,LRG,,,,,LRG,LRG,,
GLASCOCK,062,GIBS,GIBSON,00001,010,023,128,010,,LRG,,,,,,LRG,,
GLASCOCK,062,GIBS,GIBSON,00002,010,023,128,010,,LRG,,,,,LRG,LRG,,
GLASCOCK,062,MILL,MILL,00001,010,023,128,010,,LRG,,,,,,LRG,,
GLASCOCK,062,MITC,MITCHELL,00001,010,023,128,010,,LRG,,,,,,LRG,,
GLASCOCK,062,MITC,MITCHELL,00003,010,023,128,010,,LRG,,,,,LRG,LRG,,
GLYNN,063,1713,STERLING ELEMENTARY,00301,001,003,167,001,,1,,,,,,1,,
GLYNN,063,1923,MARSHES OF GLYNN,00302,001,003,179,001,,1,,,,,,1,,
GLYNN,063,1933,SATILLA MARSH SCHOOL,00302,001,003,179,001,,1,,,,,,1,,
GLYNN,063,1943,GLYNDALE SCHOOL,00302,001,003,179,001,,1,,,,,,1,,
GLYNN,063,2713,CHRISTIAN RENEWAL,00303,001,003,167,001,,2,,,,,,2,,
GLYNN,063,2923,OGLETHORPE POINT,00304,001,003,179,001,,2,,,,,,2,,
GLYNN,063,2933,ST WILLIAMS CHURCH,00304,001,003,179,001,,2,,,,,,2,,
GLYNN,063,2943,FIRST BAPTIST,00304,001,003,179,001,,2,,,,,,2,,
GLYNN,063,2953,JEKYLL ISLAND,00304,001,003,179,001,,2,,,,,,2,,
GLYNN,063,3713,STERLING CH. OF GOD,00305,001,003,167,001,,3,,,,,,3,,
GLYNN,063,3723,SE BAPTIST BLDG,00305,001,003,167,001,,3,,,,,,3,,
GLYNN,063,3733,CAREER ACADEMY,00305,001,003,167,001,,3,,,,,,3,,
GLYNN,063,3743,C B GREER SCHOOL,00305,001,003,167,001,,3,,,,,,3,,
GLYNN,063,4913,BALLARD COMMUNITY BUILDING,00306,001,003,179,001,,4,,,,,,4,,
GLYNN,063,4923,NORTHSIDE CHURCH,00306,001,003,179,001,,4,,,,,,4,,
GLYNN,063,4933,ABUNDANT LIFE,00306,001,003,179,001,,4,,,,,,4,,
GLYNN,063,4943,COLLEGE PLACE A,00307,001,003,179,001,LRG,4,,,,,,4,,
GLYNN,063,5913,COLLEGE PLACE,00307,001,003,179,001,LRG,4,,,,,,4,,
GLYNN,063,5913,COLLEGE PLACE,00308,001,003,179,001,LRG,5,,,,,,5,,
GLYNN,063,5923,HOWARD COFFIN PARK,00308,001,003,179,001,LRG,5,,,,,,5,,
GLYNN,063,5933,BURROUGHS MOLETTE,00308,001,003,179,001,LRG,5,,,,,,5,,
GLYNN,063,5943,SELDEN PARK,00309,001,003,179,001,,5,,,,,,5,,
GLYNN,063,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
GLYNN,063,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
GORDON,064,1054,SUGAR VALLEY,00110,014,052,005,007,,LRG,,,,,,LRG,,
GORDON,064,1055,PLAINVILLE,00107,014,052,005,007,,LRG,,,,,LRG,LRG,,
GORDON,064,1055,PLAINVILLE,00110,014,052,005,007,,LRG,,,,,,LRG,,
GORDON,064,1056,SONORAVILLE,00108,014,054,005,007,,LRG,,,,,,LRG,,
GORDON,064,1056,SONORAVILLE,00109,014,054,011,007,,LRG,,,,,,LRG,,
GORDON,064,1057,RANGER,00105,014,054,011,007,,LRG,,,,,LRG,LRG,,
GORDON,064,1057,RANGER,00109,014,054,011,007,,LRG,,,,,,LRG,,
GORDON,064,1063,PINE CHAPEL,00108,014,054,005,007,,LRG,,,,,,LRG,,
GORDON,064,1064,OOSTANAULA,00110,014,052,005,007,,LRG,,,,,,LRG,,
GORDON,064,1235,OAKMAN,00109,014,054,011,007,,LRG,,,,,,LRG,,
GORDON,064,849-A,GORDON COUNTY,00110,014,052,005,007,,LRG,,,,,,LRG,,
GORDON,064,849-B,CALHOUN CITY,00102,014,052,005,007,,LRG,,,,,LRG,LRG,LRG,
GORDON,064,856,LILY POND,00110,014,052,005,007,,LRG,,,,,,LRG,,
GORDON,064,874,FAIRMOUNT,00105,014,054,011,007,,LRG,,,,,LRG,LRG,,
GORDON,064,874,FAIRMOUNT,00106,014,054,011,007,,LRG,,,,,LRG,LRG,,
GORDON,064,874,FAIRMOUNT,00109,014,054,011,007,,LRG,,,,,,LRG,,
GORDON,064,88888,88888,00000,99999,99999,99999,99999,,LRG,,,,,,99999,,
GORDON,064,973,RED BUD,00108,014,054,005,007,,LRG,,,,,,LRG,,
GORDON,064,973,RED BUD,00109,014,054,011,007,,LRG,,,,,,LRG,,
GORDON,064,980,RESACA,00103,014,052,005,007,,LRG,,,,,LRG,LRG,LRG,
GORDON,064,980,RESACA,00104,014,054,005,007,,LRG,,,,,LRG,LRG,,
GORDON,064,980,RESACA,00108,014,054,005,007,,LRG,,,,,,LRG,,
GORDON,064,99999,99999,00000,99999,99999,99999,99999,,LRG,,,,,,99999,,
GRADY,065,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
GRADY,065,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
GRADY,065,B,BLOWING CAVE,00202,002,011,173,002,,1,,,,,,1,,
GRADY,065,C04,CAIRO 4TH DISTR,00209,002,011,173,002,,4,,,,,C2,4,,
GRADY,065,C04,CAIRO 4TH DISTR,00210,002,011,173,002,,4,,,,,C1,4,,
GRADY,065,C04,CAIRO 4TH DISTR,00211,002,011,173,002,,4,,,,,C3,4,,
GRADY,065,C04,CAIRO 4TH DISTR,00212,002,011,173,002,,4,,,,,C5,4,,
GRADY,065,C04,CAIRO 4TH DISTR,00214,002,011,173,002,,4,,,,,,4,,
GRADY,065,C05,CAIRO 5TH DISTR,00203,002,011,173,002,,3,,,,,,3,,
GRADY,065,C05,CAIRO 5TH DISTR,00205,002,011,173,002,,5,,,,,C5,5,,
GRADY,065,C05,CAIRO 5TH DISTR,00206,002,011,173,002,,5,,,,,C3,5,,
GRADY,065,C05,CAIRO 5TH DISTR,00213,002,011,173,002,,5,,,,,C4,5,,
GRADY,065,C05,CAIRO 5TH DISTR,00215,002,011,173,002,,5,,,,,,5,,
GRADY,065,C05,CAIRO 5TH DISTR,00220,002,011,173,002,,3,,,,,C3,3,,
GRADY,065,D,DUNCANVILLE,00203,002,011,173,002,,3,,,,,,3,,
GRADY,065,H,HIGDON,00202,002,011,173,002,,1,,,,,,1,,
GRADY,065,H,HIGDON,00203,002,011,173,002,,3,,,,,,3,,
GRADY,065,L,LIMESINK,00202,002,011,173,002,,1,,,,,,1,,
GRADY,065,M,MIDWAY,00203,002,011,173,002,,3,,,,,,3,,
GRADY,065,M,MIDWAY,00215,002,011,173,002,,5,,,,,,5,,
GRADY,065,P,PINE PARK,00201,002,011,173,002,,2,,,,,,2,,
GRADY,065,P,PINE PARK,00203,002,011,173,002,,3,,,,,,3,,
GRADY,065,R,RAGAN,00202,002,011,173,002,,1,,,,,,1,,
GRADY,065,R,RAGAN,00203,002,011,173,002,,3,,,,,,3,,
GRADY,065,S,SPENCE,00201,002,011,173,002,,2,,,,,,2,,
GRADY,065,SH,SPRING HILL,00202,002,011,173,002,,1,,,,,,1,,
GRADY,065,W,WHIGHAM,00202,002,011,173,002,,1,,,,,,1,,
GRADY,065,W,WHIGHAM,00204,002,011,173,002,,1,,,,,LRG,1,,
GRADY,065,WL,WOODLAND,00201,002,011,173,002,,2,,,,,,2,,
GRADY,065,WL,WOODLAND,00207,002,011,173,002,,2,,,,,C5,2,,
GRADY,065,WL,WOODLAND,00208,002,011,173,002,,2,,,,,C4,2,,
GRADY,065,WL,WOODLAND,00212,002,011,173,002,,4,,,,,C5,4,,
GRADY,065,WL,WOODLAND,00214,002,011,173,002,,4,,,,,,4,,
GREENE,066,001,GREENSBORO,00050,010,025,120,008,,1,,,,,,1,,
GREENE,066,001,GREENSBORO,00051,010,025,120,008,,1,,,,,LRG,1,,
GREENE,066,001,GREENSBORO,00052,010,025,120,008,,2,,,,,,2,,
GREENE,066,001,GREENSBORO,00053,010,025,120,008,,2,,,,,LRG,2,,
GREENE,066,001,GREENSBORO,00054,010,025,120,008,,3,,,,,,3,,
GREENE,066,001,GREENSBORO,00055,010,025,120,008,,3,,,,,LRG,3,,
GREENE,066,001,GREENSBORO,00056,010,025,120,008,,4,,,,,,4,,
GREENE,066,002,GRESHAMVILLE,00056,010,025,120,008,,4,,,,,,4,,
GREENE,066,003,WOODVILLE,00052,010,025,120,008,,2,,,,,,2,,
GREENE,066,003,WOODVILLE,00058,010,025,120,008,,2,,,,,LRG,2,,
GREENE,066,004,UNION POINT,00052,010,025,120,008,,2,,,,,,2,,
GREENE,066,004,UNION POINT,00054,010,025,120,008,,3,,,,,,3,,
GREENE,066,004,UNION POINT,00059,010,025,120,008,,2,,,,,LRG,2,,
GREENE,066,004,UNION POINT,00060,010,025,120,008,,3,,,,,LRG,3,,
GREENE,066,005,SILOAM,00050,010,025,120,008,,1,,,,,,1,,
GREENE,066,005,SILOAM,00054,010,025,120,008,,3,,,,,,3,,
GREENE,066,005,SILOAM,00061,010,025,120,008,,1,,,,,LRG,1,,
GREENE,066,006,WHITE PLAINS,00050,010,025,120,008,,1,,,,,,1,,
GREENE,066,006,WHITE PLAINS,00062,010,025,120,008,,1,,,,,LRG,1,,
GREENE,066,007,WALKER,00050,010,025,120,008,,1,,,,,,1,,
GREENE,066,007,WALKER,00052,010,025,120,008,,2,,,,,,2,,
GREENE,066,007,WALKER,00056,010,025,120,008,,4,,,,,,4,,
GREENE,066,008,OLD SALEM,00050,010,025,120,008,,1,,,,,,1,,
GREENE,066,008,OLD SALEM,00052,010,025,120,008,,2,,,,,,2,,
GREENE,066,008,OLD SALEM,00056,010,025,120,008,,4,,,,,,4,,
GREENE,066,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
GREENE,066,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
GWINNETT,067,001,HARBINS A,00231,010,009,104,009,,1,,,,,,3,,
GWINNETT,067,001,HARBINS A,00232,010,009,104,009,,1,,,,,LRG,3,,
GWINNETT,067,001,HARBINS A,00233,010,009,105,009,,1,,,,,,3,,
GWINNETT,067,002,ROCKBRIDGE A,00309,004,055,093,009,,4,,,,,,3,,
GWINNETT,067,003,DACULA,00231,010,009,104,009,,1,,,,,,3,,
GWINNETT,067,003,DACULA,00232,010,009,104,009,,1,,,,,LRG,3,,
GWINNETT,067,004,SUWANEE A,00275,007,045,097,009,,3,,,,,,1,,
GWINNETT,067,004,SUWANEE A,00276,007,045,097,009,,3,,,,,LRG,1,,
GWINNETT,067,004,SUWANEE A,00277,007,045,097,009,,3,,,,,LRG,1,,
GWINNETT,067,005,BAYCREEK A,00316,007,009,106,009,,4,,,,,,3,,
GWINNETT,067,005,BAYCREEK A,00317,007,009,106,009,,4,,,,,LRG,3,,
GWINNETT,067,006,GOODWINS A,00283,007,045,101,009,,3,,,,,,4,,
GWINNETT,067,007,DULUTH A,00294,007,048,097,009,,3,,,,,,1,,
GWINNETT,067,007,DULUTH A,00295,007,048,097,009,,3,,,,,LRG,1,,
GWINNETT,067,007,DULUTH A,00296,007,048,097,009,,3,,,,,LRG,1,,
GWINNETT,067,008,DUNCANS A,00234,010,045,104,009,,1,,,,,,3,,
GWINNETT,067,009,PUCKETTS A,00258,007,045,098,009,,2,,,,,,4,,
GWINNETT,067,009,PUCKETTS A,00259,007,045,098,009,,,,,,,LRG,4,,
GWINNETT,067,010,CATES A,00316,007,009,106,009,,4,,,,,,3,,
GWINNETT,067,010,CATES A,00318,007,009,106,009,,4,,,,,LRG,3,,
GWINNETT,067,011,BERKSHIRE A,00329,007,041,108,009,,4,,,,,LRG,2,,
GWINNETT,067,012,BERKSHIRE B,00307,004,041,108,009,,4,,,,,,2,,
GWINNETT,067,012,BERKSHIRE B,00308,004,041,108,009,,4,,,,,LRG,2,,
GWINNETT,067,013,DUNCANS C,00273,010,045,104,009,,2,,,,,,3,,
GWINNETT,067,014,GARNERS A,00303,004,009,108,009,,4,,,,,,2,,
GWINNETT,067,015,LAWRENCEVILLE A,00208,007,009,101,009,,1,,,,,,4,,
GWINNETT,067,015,LAWRENCEVILLE A,00209,007,009,101,009,,1,,,,,LRG,4,,
GWINNETT,067,016,LAWRENCEVILLE B,00214,007,009,106,009,,1,,,,,,4,,
GWINNETT,067,016,LAWRENCEVILLE B,00215,007,009,106,009,,1,,,,,LRG,4,,
GWINNETT,067,017,MARTINS A,00345,007,005,100,009,,5,,,,,,4,,
GWINNETT,067,017,MARTINS A,00346,007,005,101,009,,5,,,,,,4,,
GWINNETT,067,018,MARTINS B,00236,007,005,101,009,,2,,,,,,4,,
GWINNETT,067,019,MARTINS C,00327,007,041,107,009,,4,,,,,,2,,
GWINNETT,067,020,PINKCNEYVILLE A,00340,007,005,096,009,,5,,,,,LRG,2,,
GWINNETT,067,021,PINCKNEYVILLE B,00330,004,005,099,009,,5,,,,,,2,,
GWINNETT,067,022,PINCKNEYVILLE C,00247,007,040,095,009,2,3,,,,,,2,,
GWINNETT,067,023,PINCKNEYVILLE D,00342,007,005,099,009,,5,,,,,,2,,
GWINNETT,067,024,SUGAR HILL A,00255,007,045,097,009,,,,,,,LRG,4,,
GWINNETT,067,024,SUGAR HILL A,00256,007,045,097,009,,2,,,,,LRG,4,,
GWINNETT,067,024,SUGAR HILL A,00257,007,045,098,009,,2,,,,,,1,,
GWINNETT,067,024,SUGAR HILL A,00258,007,045,098,009,,2,,,,,,4,,
GWINNETT,067,024,SUGAR HILL A,00259,007,045,098,009,,,,,,,LRG,4,,
GWINNETT,067,024,SUGAR HILL A,00260,007,045,098,009,,2,,,,,LRG,4,,
GWINNETT,067,024,SUGAR HILL A,00263,007,045,102,009,,2,,,,,,1,,
GWINNETT,067,024,SUGAR HILL A,00366,007,045,098,009,,,,,,,LRG,1,,
GWINNETT,067,025,SUGAR HILL B,00259,007,045,098,009,,,,,,,LRG,4,,
GWINNETT,067,025,SUGAR HILL B,00278,007,045,098,009,,3,,,,,,1,,
GWINNETT,067,025,SUGAR HILL B,00279,007,045,098,009,,3,,,,,LRG,1,,
GWINNETT,067,025,SUGAR HILL B,00280,007,045,098,009,,3,,,,,,4,,
GWINNETT,067,025,SUGAR HILL B,00282,007,045,098,009,,3,,,,,LRG,4,,
GWINNETT,067,026,HOG MOUNTAIN A,00263,007,045,102,009,,2,,,,,,1,,
GWINNETT,067,026,HOG MOUNTAIN A,00265,007,045,102,009,,2,,,,,LRG,1,,
GWINNETT,067,027,HOG MOUNTAIN B,00210,007,009,103,009,,1,,,,,,4,,
GWINNETT,067,027,HOG MOUNTAIN B,00229,007,009,104,009,,1,,,,,,4,,
GWINNETT,067,028,ROCKYCREEK A,00231,010,009,104,009,,1,,,,,,3,,
GWINNETT,067,028,ROCKYCREEK A,00234,010,045,104,009,,1,,,,,,3,,
GWINNETT,067,028,ROCKYCREEK A,00235,010,045,104,009,,1,,,,,LRG,3,,
GWINNETT,067,029,CATES B,00323,007,009,108,009,,4,,,,,,2,,
GWINNETT,067,030,CATES C,00312,004,055,106,009,,4,,,,,,3,,
GWINNETT,067,030,CATES C,00313,004,055,106,009,,4,,,,,LRG,3,,
GWINNETT,067,031,HOG MOUNTAIN D,00252,007,009,103,009,,2,,,,,,4,,
GWINNETT,067,032,BERKSHIRE D,00303,004,009,108,009,,4,,,,,,2,,
GWINNETT,067,033,BERKSHIRE E,00303,004,009,108,009,,4,,,,,,2,,
GWINNETT,067,033,BERKSHIRE E,00304,004,009,108,009,,4,,,,,LRG,2,,
GWINNETT,067,034,BERKSHIRE F,00325,007,041,100,009,,4,,,,,,2,,
GWINNETT,067,034,BERKSHIRE F,00326,007,041,100,009,,4,,,,,LRG,2,,
GWINNETT,067,035,CATES D,00300,004,009,106,009,,4,,,,,,2,,
GWINNETT,067,035,CATES D,00301,004,009,106,009,,4,,,,,,3,,
GWINNETT,067,035,CATES D,00302,004,009,106,009,,4,,,,,LRG,3,,
GWINNETT,067,035,CATES D,00315,007,009,106,009,,4,,,,,,2,,
GWINNETT,067,036,CATES E,00300,004,009,106,009,,4,,,,,,2,,
GWINNETT,067,037,PINCKNEYVILLE E,00356,007,040,095,009,1,5,,,,,,2,,
GWINNETT,067,038,PINCKNEYVILLE F,00333,007,005,081,009,,5,,,,,,2,,
GWINNETT,067,038,PINCKNEYVILLE F,00334,007,005,081,009,,5,,,,,LRG,2,,
GWINNETT,067,039,DUNCANS D,00271,010,045,103,009,,2,,,,,,3,,
GWINNETT,067,039,DUNCANS D,00272,010,045,103,009,,2,,,,,1,3,,
GWINNETT,067,039,DUNCANS D,00361,010,045,103,009,,2,,,,,2,3,,
GWINNETT,067,039,DUNCANS D,00362,010,045,103,009,,2,,,,,3,3,,
GWINNETT,067,039,DUNCANS D,00363,010,045,103,009,,2,,,,,4,3,,
GWINNETT,067,040,PINCKNEYVILLE H,00286,007,048,095,009,,3,,,,,,2,,
GWINNETT,067,040,PINCKNEYVILLE H,00288,007,048,095,009,,3,,,,,LRG,2,,
GWINNETT,067,040,PINCKNEYVILLE H,00289,007,048,095,009,,3,,,,,LRG,2,,
GWINNETT,067,040,PINCKNEYVILLE H,00358,007,048,095,009,2,3,,,,,,2,,
GWINNETT,067,040,PINCKNEYVILLE H,00359,007,048,095,009,3,3,,,,,,2,,
GWINNETT,067,041,BAYCREEK B,00201,004,055,093,009,,1,,,,,,3,,
GWINNETT,067,041,BAYCREEK B,00202,004,055,093,009,,1,,,,,LRG,3,,
GWINNETT,067,042,LAWRENCEVILLE C,00250,007,009,102,009,,2,,,,,,4,,
GWINNETT,067,042,LAWRENCEVILLE C,00251,007,009,102,009,,2,,,,,LRG,4,,
GWINNETT,067,043,MARTINS D,00344,007,005,100,009,,5,,,,,,1,,
GWINNETT,067,044,ROCKBRIDGE B,00311,004,055,094,009,,4,,,,,,3,,
GWINNETT,067,045,GARNERS B,00311,004,055,094,009,,4,,,,,,3,,
GWINNETT,067,046,CATES F,00318,007,009,106,009,,4,,,,,LRG,3,,
GWINNETT,067,047,CATES G,00321,007,009,107,009,,4,,,,,,3,,
GWINNETT,067,047,CATES G,00322,007,009,107,009,,4,,,,,LRG,3,,
GWINNETT,067,048,DULUTH B,00290,007,048,096,009,,3,,,,,,1,,
GWINNETT,067,048,DULUTH B,00291,007,048,096,009,,3,,,,,LRG,1,,
GWINNETT,067,049,GARNERS C,00310,004,055,094,009,,4,,,,,,2,,
GWINNETT,067,050,PINCKNEYVILLE I,00337,007,005,096,009,,5,,,,,,1,,
GWINNETT,067,050,PINCKNEYVILLE I,00352,007,048,096,009,,5,,,,,,1,,
GWINNETT,067,051,PINCKNEYVILLE J,00330,004,005,099,009,,5,,,,,,2,,
GWINNETT,067,052,BERKSHIRE G,00314,004,055,108,009,,4,,,,,,2,,
GWINNETT,067,053,CATES H,00312,004,055,106,009,,4,,,,,,3,,
GWINNETT,067,053,CATES H,00313,004,055,106,009,,4,,,,,LRG,3,,
GWINNETT,067,054,SUGAR HILL C,00259,007,045,098,009,,,,,,,LRG,4,,
GWINNETT,067,054,SUGAR HILL C,00278,007,045,098,009,,3,,,,,,1,,
GWINNETT,067,054,SUGAR HILL C,00279,007,045,098,009,,3,,,,,LRG,1,,
GWINNETT,067,054,SUGAR HILL C,00280,007,045,098,009,,3,,,,,,4,,
GWINNETT,067,054,SUGAR HILL C,00282,007,045,098,009,,3,,,,,LRG,4,,
GWINNETT,067,055,SUGAR HILL D,00258,007,045,098,009,,2,,,,,,4,,
GWINNETT,067,055,SUGAR HILL D,00259,007,045,098,009,,,,,,,LRG,4,,
GWINNETT,067,055,SUGAR HILL D,00260,007,045,098,009,,2,,,,,LRG,4,,
GWINNETT,067,055,SUGAR HILL D,00261,007,045,098,009,,2,,,,,LRG,4,,
GWINNETT,067,055,SUGAR HILL D,00280,007,045,098,009,,3,,,,,,4,,
GWINNETT,067,056,DULUTH C,00285,007,048,095,009,,3,,,,,LRG,1,,
GWINNETT,067,056,DULUTH C,00294,007,048,097,009,,3,,,,,,1,,
GWINNETT,067,056,DULUTH C,00295,007,048,097,009,,3,,,,,LRG,1,,
GWINNETT,067,057,DULUTH D,00290,007,048,096,009,,3,,,,,,1,,
GWINNETT,067,057,DULUTH D,00291,007,048,096,009,,3,,,,,LRG,1,,
GWINNETT,067,058,PINCKNEYVILLE K,00341,007,005,099,009,,5,,,,,,1,,
GWINNETT,067,058,PINCKNEYVILLE K,00350,007,041,099,009,,5,,,,,,1,,
GWINNETT,067,059,PINCKNEYVILLE N,00349,007,040,095,009,,5,,,,,LRG,2,,
GWINNETT,067,059,PINCKNEYVILLE N,00356,007,040,095,009,1,5,,,,,,2,,
GWINNETT,067,059,PINCKNEYVILLE N,00357,007,040,095,009,2,5,,,,,,2,,
GWINNETT,067,060,LAWRENCEVILLE D,00240,007,005,104,009,,2,,,,,,4,,
GWINNETT,067,060,LAWRENCEVILLE D,00241,007,005,104,009,,2,,,,,LRG,4,,
GWINNETT,067,060,LAWRENCEVILLE D,00242,007,005,105,009,,2,,,,,,4,,
GWINNETT,067,060,LAWRENCEVILLE D,00243,007,005,105,009,,2,,,,,LRG,4,,
GWINNETT,067,061,LAWRENCEVILLE E,00245,007,009,101,009,,2,,,,,,4,,
GWINNETT,067,061,LAWRENCEVILLE E,00249,007,009,101,009,,2,,,,,LRG,4,,
GWINNETT,067,062,PINCKNEYVILLE L,00247,007,040,095,009,2,3,,,,,,2,,
GWINNETT,067,062,PINCKNEYVILLE L,00248,007,040,095,009,3,3,,,,,,2,,
