Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,county
07N,1518,108,350,475,0,0,FULTON
08A,2537,882,506,1403,0,0,FULTON
08B,2902,1044,511,1582,0,0,FULTON
08C,1241,586,179,767,0,0,FULTON
08D,937,475,200,677,0,0,FULTON
08E,2262,999,511,1525,0,0,FULTON
08F1,1922,901,355,1273,0,0,FULTON
08G,2340,529,509,1046,0,0,FULTON
08H,2130,861,498,1363,0,0,FULTON
08J,2269,842,490,1345,0,0,FULTON
08K,885,193,188,389,0,0,FULTON
08L,2982,528,772,1326,0,0,FULTON
08M,1321,610,247,865,0,0,FULTON
08N1,703,324,123,451,0,0,FULTON
08N2,981,327,251,583,0,0,FULTON
08P,1062,123,312,442,0,0,FULTON
09A,2552,367,758,1156,0,0,FULTON
09B,337,2,119,122,0,0,FULTON
09C,2380,21,1119,1149,0,0,FULTON
09D,1612,7,630,642,0,0,FULTON
09E,1904,28,720,755,0,0,FULTON
09F,2909,838,739,1608,0,0,FULTON
09G1,377,34,113,150,0,0,FULTON
09G2,1925,251,528,792,0,0,FULTON
09H,746,56,209,269,0,0,FULTON
09I,1136,8,416,424,0,0,FULTON
09K,2102,9,612,623,0,0,FULTON
09L,1479,23,538,565,0,0,FULTON
09M,1478,224,464,714,0,0,FULTON
10A,2388,11,1340,1361,0,0,FULTON
10B,555,8,359,369,0,0,FULTON
10C,2071,7,777,788,0,0,FULTON
10D,3386,15,1374,1402,0,0,FULTON
10F,897,12,472,486,0,0,FULTON
10G,1076,15,635,652,0,0,FULTON
10H,2106,18,899,922,0,0,FULTON
10I,316,6,205,212,0,0,FULTON
10J,742,3,311,317,0,0,FULTON
10K,1274,14,726,744,0,0,FULTON
10L,2571,26,1524,1564,0,0,FULTON
10M,1998,17,882,911,0,0,FULTON
10P,1150,4,504,510,0,0,FULTON
10R,631,2,261,265,0,0,FULTON
11B,3889,34,2092,2134,0,0,FULTON
11C,2231,26,1334,1367,0,0,FULTON
11E1,899,19,419,439,0,0,FULTON
11E2,720,8,395,407,0,0,FULTON
11E3,2427,16,1050,1069,0,0,FULTON
11G,1822,17,552,575,0,0,FULTON
11H,564,4,282,287,0,0,FULTON
11J,1457,13,733,748,0,0,FULTON
11K,1516,20,853,877,0,0,FULTON
11M,2573,12,1146,1167,0,0,FULTON
11N,1846,16,1078,1098,0,0,FULTON
11P,1538,11,706,722,0,0,FULTON
11R,1475,3,458,466,0,0,FULTON
12A,597,10,280,295,0,0,FULTON
12B,1884,42,819,874,0,0,FULTON
12C,1231,19,514,541,0,0,FULTON
12D,961,6,342,351,0,0,FULTON
12E1,1123,15,346,362,0,0,FULTON
12F,709,3,267,276,0,0,FULTON
12G,666,14,329,345,0,0,FULTON
12H,2829,32,1034,1072,0,0,FULTON
12I,782,2,291,295,0,0,FULTON
12J,2093,22,788,814,0,0,FULTON
12K,2249,32,783,822,0,0,FULTON
12L,470,4,174,179,0,0,FULTON
12M,230,1,109,110,0,0,FULTON
12N,692,5,229,234,0,0,FULTON
12S,1415,11,594,610,0,0,FULTON
12T,1807,10,723,738,0,0,FULTON
AP01A,1755,578,240,828,0,0,FULTON
AP01B,648,93,105,206,0,0,FULTON
AP01C,1900,639,299,953,0,0,FULTON
AP01D,656,149,112,266,0,0,FULTON
AP02B,356,90,61,153,0,0,FULTON
AP03,640,60,144,211,0,0,FULTON
AP04A,1349,589,188,794,0,0,FULTON
AP04B,317,111,53,166,0,0,FULTON
AP05,3703,1371,557,1947,0,0,FULTON
AP06,1524,566,226,807,0,0,FULTON
AP07A,2654,724,507,1264,0,0,FULTON
AP07B,1219,434,177,618,0,0,FULTON
AP09A,3603,1077,613,1722,0,0,FULTON
AP09B,641,145,121,274,0,0,FULTON
AP021,2304,679,373,1082,0,0,FULTON
AP022,1755,465,332,822,0,0,FULTON
AP10,849,317,123,454,0,0,FULTON
AP12A,537,98,126,231,0,0,FULTON
AP12B,646,62,112,176,0,0,FULTON
AP12C,912,292,152,451,0,0,FULTON
AP13,2168,609,333,956,0,0,FULTON
AP14,2605,897,425,1355,0,0,FULTON
CH01,190,22,50,74,0,0,FULTON
CH02,260,57,97,154,0,0,FULTON
CH03,272,115,51,169,0,0,FULTON
CH04A,412,155,97,258,0,0,FULTON
CH05,328,151,36,193,0,0,FULTON
CP01B,335,45,96,146,0,0,FULTON
CP011,893,108,321,435,0,0,FULTON
CP012,957,134,398,536,0,0,FULTON
CP02,813,66,283,357,0,0,FULTON
CP04,117,1,22,23,0,0,FULTON
CP05B,90,1,35,36,0,0,FULTON
CP051,1379,23,675,700,0,0,FULTON
CP06,369,2,93,95,0,0,FULTON
CP07A,1077,5,211,218,0,0,FULTON
CP081,266,1,60,61,0,0,FULTON
EP01,4363,196,1665,1891,0,0,FULTON
EP02,4425,195,1728,1948,0,0,FULTON
EP03,4829,129,2505,2653,0,0,FULTON
EP04,5058,66,2106,2187,0,0,FULTON
FA01A,6066,391,2580,2992,0,0,FULTON
FA01B,506,9,227,241,0,0,FULTON
HP01,2479,368,688,1085,0,0,FULTON
JC01,3829,987,686,1687,0,0,FULTON
JC02,1383,362,243,614,0,0,FULTON
JC03A,462,136,76,213,0,0,FULTON
JC03B,1156,269,240,520,0,0,FULTON
JC04A,3539,1042,620,1683,0,0,FULTON
JC04B,209,51,36,88,0,0,FULTON
JC05,1795,447,312,772,0,0,FULTON
JC06,2210,740,293,1044,0,0,FULTON
JC07,3223,872,567,1467,0,0,FULTON
JC08,2333,756,459,1242,0,0,FULTON
JC09,2396,603,478,1101,0,0,FULTON
JC10,1943,483,400,912,0,0,FULTON
JC11,2713,919,394,1340,0,0,FULTON
JC12,2066,982,298,1299,0,0,FULTON
JC13A,1902,880,215,1105,0,0,FULTON
JC13B,276,151,12,163,0,0,FULTON
JC14,2061,750,286,1048,0,0,FULTON
JC15,618,128,127,265,0,0,FULTON
JC16,1687,507,318,846,0,0,FULTON
JC17,280,80,58,139,0,0,FULTON
JC18A,2422,895,414,1327,0,0,FULTON
JC18B,186,72,43,116,0,0,FULTON
JC19,3161,995,681,1711,0,0,FULTON
ML011,1809,651,229,893,0,0,FULTON
ML012,421,189,47,241,0,0,FULTON
ML01B,52,17,5,22,0,0,FULTON
ML021,1298,534,118,661,0,0,FULTON
ML022,221,79,17,97,0,0,FULTON
ML023,1112,499,102,606,0,0,FULTON
ML024,86,47,3,50,0,0,FULTON
ML03,3204,1315,301,1645,0,0,FULTON
ML04A,1366,503,173,694,0,0,FULTON
ML04B,1031,440,133,581,0,0,FULTON
ML04C,74,30,9,40,0,0,FULTON
ML05A,12,6,8,14,0,0,FULTON
ML05B,314,134,37,173,0,0,FULTON
ML05C,3484,990,559,1570,0,0,FULTON
ML06A,1514,215,280,507,0,0,FULTON
ML06B,2279,440,499,963,0,0,FULTON
ML071,82,28,13,42,0,0,FULTON
ML072,870,331,97,430,0,0,FULTON
ML07A,571,217,63,289,0,0,FULTON
MP01,397,111,116,230,0,0,FULTON
PA01,1916,57,213,271,0,0,FULTON
RW01,4059,1534,714,2280,0,0,FULTON
RW02,3339,1157,632,1842,0,0,FULTON
RW03,3392,772,722,1533,0,0,FULTON
RW04,1592,598,398,1012,0,0,FULTON
RW05,1701,284,347,644,0,0,FULTON
RW06,2430,709,499,1232,0,0,FULTON
RW07A,1122,48,267,321,0,0,FULTON
RW07B,307,56,85,149,0,0,FULTON
RW08,1928,744,308,1076,0,0,FULTON
RW09,2442,1051,329,1398,0,0,FULTON
RW10,2836,1126,483,1650,0,0,FULTON
RW11A,2266,653,460,1138,0,0,FULTON
RW12,3083,1203,557,1804,0,0,FULTON
RW13,2954,1028,552,1617,0,0,FULTON
RW15,2741,1118,390,1535,0,0,FULTON
RW16,1575,590,293,902,0,0,FULTON
RW17,2352,590,567,1181,0,0,FULTON
RW18,1991,841,311,1172,0,0,FULTON
RW19,1742,672,264,950,0,0,FULTON
RW20,2187,813,447,1276,0,0,FULTON
RW21A,2760,1086,445,1555,0,0,FULTON
RW21B,4,1,4,5,0,0,FULTON
RW22A,3327,629,658,1313,0,0,FULTON
SC01B,3229,46,2024,2080,0,0,FULTON
SC02,1171,14,789,808,0,0,FULTON
SC04,859,231,272,514,0,0,FULTON
SC05A,494,8,278,290,0,0,FULTON
SC05B,2456,35,1357,1397,0,0,FULTON
SC05D,1901,95,994,1094,0,0,FULTON
SC07A,3905,245,2022,2284,0,0,FULTON
SC08B,2592,50,1345,1406,0,0,FULTON
SC08D,409,4,206,210,0,0,FULTON
SC08E,333,1,163,165,0,0,FULTON
SC08F,626,14,247,264,0,0,FULTON
SC09A,2598,44,1158,1205,0,0,FULTON
SC09B,1379,20,750,773,0,0,FULTON
SC10,1369,10,504,518,0,0,FULTON
SC11A,1184,13,637,653,0,0,FULTON
SC11B,1320,17,700,719,0,0,FULTON
SC13A,4603,95,2476,2577,0,0,FULTON
SC13B,1806,59,957,1021,0,0,FULTON
SC14,1023,7,330,339,0,0,FULTON
SC16,3574,35,2125,2168,0,0,FULTON
SC17A,39,1,19,20,0,0,FULTON
SC17C,949,20,506,529,0,0,FULTON
SC18A,447,1,215,219,0,0,FULTON
SC18B,3786,71,2333,2409,0,0,FULTON
SC19A,150,3,93,97,0,0,FULTON
SC19B,1090,18,517,539,0,0,FULTON
SC211,820,13,434,448,0,0,FULTON
SC212,2250,55,1007,1066,0,0,FULTON
SC23A,4037,51,2019,2080,0,0,FULTON
SC23B,369,12,183,198,0,0,FULTON
SC27,1781,24,1014,1045,0,0,FULTON
SC29A,2336,25,1268,1300,0,0,FULTON
SC30A,131,1,80,81,0,0,FULTON
SC30B,1088,11,543,557,0,0,FULTON
SS01,2597,1160,502,1676,0,0,FULTON
SS02A,1034,233,223,465,0,0,FULTON
SS02B,1054,121,267,396,0,0,FULTON
SS03,1194,360,311,685,0,0,FULTON
SS04,2496,485,576,1084,0,0,FULTON
SS05,1617,669,400,1080,0,0,FULTON
SS06,1179,498,254,759,0,0,FULTON
SS07A,803,318,146,467,0,0,FULTON
SS07B,402,111,73,192,0,0,FULTON
SS07C,636,182,112,299,0,0,FULTON
SS08A,845,149,208,367,0,0,FULTON
SS08B,563,206,104,312,0,0,FULTON
SS08C,526,96,118,219,0,0,FULTON
SS08D,889,172,214,390,0,0,FULTON
SS09A,2603,1091,551,1664,0,0,FULTON
SS09B,2931,1218,598,1825,0,0,FULTON
SS11A,3125,654,635,1313,0,0,FULTON
SS11B,1041,161,239,405,0,0,FULTON
SS11C,227,18,47,67,0,0,FULTON
SS11D,273,75,68,145,0,0,FULTON
SS12,2178,712,488,1209,0,0,FULTON
SS13A,1273,374,282,665,0,0,FULTON
SS13B,935,175,154,334,0,0,FULTON
SS14,1173,507,237,756,0,0,FULTON
SS15A,1950,109,471,594,0,0,FULTON
SS15B,1339,191,316,522,0,0,FULTON
SS16,1894,848,389,1250,0,0,FULTON
SS17,2998,1008,534,1561,0,0,FULTON
SS18A,573,239,124,366,0,0,FULTON
SS18B,218,93,51,145,0,0,FULTON
SS19A,2523,274,581,870,0,0,FULTON
SS19B,1825,276,408,694,0,0,FULTON
SS20,1681,292,327,632,0,0,FULTON
SS22,2347,548,516,1086,0,0,FULTON
SS25,1321,516,242,767,0,0,FULTON
SS26,2908,179,699,894,0,0,FULTON
SS29A,2374,546,485,1054,0,0,FULTON
SS31,912,278,221,503,0,0,FULTON
UC01A,2821,32,1057,1098,0,0,FULTON
UC01B,300,1,89,90,0,0,FULTON
UC02A,5325,99,2488,2602,0,0,FULTON
UC02B,25,5,4,9,0,0,FULTON
UC031,1901,209,636,851,0,0,FULTON
UC032,16,2,4,6,0,0,FULTON
UC034,36,2,15,17,0,0,FULTON
UC035,7,2,3,5,0,0,FULTON
TOTALS:,561266,90427,173523,267542,0,0,FULTON
HARBINS A,4016,1303,747,2122,0,0,GWINNETT
ROCKBRIDGE A,2685,417,931,1376,0,0,GWINNETT
DACULA,3307,909,766,1719,0,0,GWINNETT
SUWANEE A,1300,318,224,555,0,0,GWINNETT
BAYCREEK A,2249,868,470,1361,0,0,GWINNETT
GOODWINS A,2879,731,654,1440,0,0,GWINNETT
DULUTH A,3545,998,743,1796,0,0,GWINNETT
DUNCANS A,3536,1523,440,2016,0,0,GWINNETT
PUCKETTS A,3549,1387,463,1893,0,0,GWINNETT
CATES A,1934,713,332,1068,0,0,GWINNETT
BERKSHIRE A,1680,269,394,681,0,0,GWINNETT
BERKSHIRE B,3567,532,1011,1589,0,0,GWINNETT
DUNCANS C,2380,1086,262,1384,0,0,GWINNETT
GARNERS A,2870,1114,529,1695,0,0,GWINNETT
LAWRENCEVILLE A,2697,647,475,1156,0,0,GWINNETT
LAWRENCEVILLE B,3360,668,995,1699,0,0,GWINNETT
MARTINS A,2109,232,614,859,0,0,GWINNETT
MARTINS B,2180,413,539,975,0,0,GWINNETT
MARTINS C,1839,479,422,929,0,0,GWINNETT
PINCKNEYVILLE A,1846,134,514,671,0,0,GWINNETT
PINCKNEYVILLE B,2221,237,479,742,0,0,GWINNETT
PINCKNEYVILLE C,1357,515,341,885,0,0,GWINNETT
PINCKNEYVILLE D,1402,121,355,482,0,0,GWINNETT
SUGAR HILL A,2695,705,371,1110,0,0,GWINNETT
SUGAR HILL B,3393,985,502,1528,0,0,GWINNETT
HOG MOUNTAIN A,3211,732,625,1395,0,0,GWINNETT
HOG MOUNTAIN B,3319,1227,589,1866,0,0,GWINNETT
ROCKYCREEK A,3847,1355,668,2074,0,0,GWINNETT
CATES B,1333,560,215,807,0,0,GWINNETT
CATES C,2092,503,594,1117,0,0,GWINNETT
HOG MOUNTAIN D,2249,782,360,1175,0,0,GWINNETT
BERKSHIRE D,2230,813,455,1303,0,0,GWINNETT
BERKSHIRE E,1608,616,315,947,0,0,GWINNETT
BERKSHIRE F,1459,299,298,621,0,0,GWINNETT
CATES D,2492,848,492,1385,0,0,GWINNETT
CATES E,2232,865,491,1399,0,0,GWINNETT
PINCKNEYVILLE E,1109,132,342,485,0,0,GWINNETT
PINCKNEYVILLE F,1409,179,257,452,0,0,GWINNETT
DUNCANS D,4282,1759,439,2261,0,0,GWINNETT
PINCKNEYVILLE H,2930,886,684,1625,0,0,GWINNETT
BAYCREEK B,3894,794,1171,1997,0,0,GWINNETT
LAWRENCEVILLE C,2190,774,320,1138,0,0,GWINNETT
MARTINS D,1461,113,397,520,0,0,GWINNETT
ROCKBRIDGE B,2895,495,915,1440,0,0,GWINNETT
GARNERS B,2418,624,774,1426,0,0,GWINNETT
CATES F,1459,613,235,869,0,0,GWINNETT
CATES G,2390,1097,325,1451,0,0,GWINNETT
DULUTH B,2623,765,465,1274,0,0,GWINNETT
GARNERS C,1499,417,310,761,0,0,GWINNETT
PINCKNEYVILLE I,1627,229,495,740,0,0,GWINNETT
PINCKNEYVILLE J,1747,111,408,536,0,0,GWINNETT
BERKSHIRE G,1785,675,395,1103,0,0,GWINNETT
CATES H,2612,506,701,1238,0,0,GWINNETT
SUGAR HILL C,3366,1138,466,1669,0,0,GWINNETT
SUGAR HILL D,2696,818,410,1275,0,0,GWINNETT
DULUTH C,1844,495,368,903,0,0,GWINNETT
DULUTH D,3211,633,690,1383,0,0,GWINNETT
PINCKNEYVILLE K,2461,241,605,868,0,0,GWINNETT
PINCKNEYVILLE N,1930,205,664,889,0,0,GWINNETT
LAWRENCEVILLE D,3229,346,745,1109,0,0,GWINNETT
LAWRENCEVILLE E,1789,636,339,1007,0,0,GWINNETT
PINCKNEYVILLE L,1990,923,361,1325,0,0,GWINNETT
PINCKNEYVILLE M,2162,1015,325,1377,0,0,GWINNETT
GARNERS D,2389,417,885,1326,0,0,GWINNETT
BERKSHIRE H,1246,245,271,529,0,0,GWINNETT
PINCKNEYVILLE O,2411,231,609,861,0,0,GWINNETT
PUCKETTS E,3503,964,604,1606,0,0,GWINNETT
CATES I,2794,908,544,1479,0,0,GWINNETT
CATES J,2420,724,555,1326,0,0,GWINNETT
GOODWINS B,3119,1098,507,1668,0,0,GWINNETT
LAWRENCEVILLE F,2883,447,948,1417,0,0,GWINNETT
MARTINS E,4295,145,1075,1244,0,0,GWINNETT
PINCKNEYVILLE P,1447,535,378,942,0,0,GWINNETT
PINCKNEYVILLE Q,1281,73,402,487,0,0,GWINNETT
ROCKBRIDGE C,3512,499,1476,2013,0,0,GWINNETT
ROCKBRIDGE D,2726,538,954,1505,0,0,GWINNETT
GOODWINS C,3637,739,750,1535,0,0,GWINNETT
BAYCREEK K,2625,781,563,1375,0,0,GWINNETT
CATES K,2096,780,342,1164,0,0,GWINNETT
BAYCREEK C,4139,1153,1058,2254,0,0,GWINNETT
CATES L,3141,845,741,1635,0,0,GWINNETT
DULUTH E,3578,527,783,1339,0,0,GWINNETT
GOODWINS D,3262,886,619,1563,0,0,GWINNETT
LAWRENCEVILLE G,2082,310,585,916,0,0,GWINNETT
LAWRENCEVILLE H,3140,1004,544,1596,0,0,GWINNETT
MARTINS F,1799,213,434,663,0,0,GWINNETT
PINCKNEYVILLE S,2084,453,470,954,0,0,GWINNETT
ROCKBRIDGE E,3133,430,1064,1535,0,0,GWINNETT
SUGAR HILL E,2100,716,321,1081,0,0,GWINNETT
LAWRENCEVILLE I,2168,555,516,1113,0,0,GWINNETT
BAYCREEK D,3355,1181,652,1882,0,0,GWINNETT
BERKSHIRE J,2293,875,466,1384,0,0,GWINNETT
CATES M,3403,1317,537,1909,0,0,GWINNETT
CATES N,2123,937,298,1259,0,0,GWINNETT
DULUTH F,3319,314,759,1089,0,0,GWINNETT
DULUTH G,2277,755,409,1208,0,0,GWINNETT
GOODWINS E,3880,1116,697,1877,0,0,GWINNETT
GOODWINS F,2324,605,476,1120,0,0,GWINNETT
PINCKNEYVILLE T,2137,477,481,995,0,0,GWINNETT
SUWANEE B,3084,1028,525,1592,0,0,GWINNETT
PINCKNEYVILLE U,1351,425,372,816,0,0,GWINNETT
PUCKETTS B,2300,856,350,1247,0,0,GWINNETT
BERKSHIRE L,2234,288,559,875,0,0,GWINNETT
ROCKBRIDGE F,4120,621,1634,2287,0,0,GWINNETT
SUGAR HILL F,3041,927,420,1393,0,0,GWINNETT
SUWANEE C,3581,1147,557,1764,0,0,GWINNETT
CATES O,1138,374,217,610,0,0,GWINNETT
BAYCREEK E,2265,638,469,1129,0,0,GWINNETT
BERKSHIRE M,1337,497,252,767,0,0,GWINNETT
MARTINS G,1571,250,416,688,0,0,GWINNETT
DULUTH H,1991,558,344,923,0,0,GWINNETT
BERKSHIRE N,2516,1032,512,1577,0,0,GWINNETT
PINCKNEYVILLE V,1209,234,279,527,0,0,GWINNETT
PINCKNEYVILLE W,2695,653,547,1239,0,0,GWINNETT
MARTINS H,3247,626,825,1479,0,0,GWINNETT
MARTINS I,2518,283,673,976,0,0,GWINNETT
MARTINS J,2771,224,714,967,0,0,GWINNETT
GARNERS F,1272,466,252,733,0,0,GWINNETT
BERKSHIRE O,2077,831,386,1260,0,0,GWINNETT
BERKSHIRE P,968,231,227,472,0,0,GWINNETT
PINCKNEYVILLE X,2341,788,495,1334,0,0,GWINNETT
ROCKBRIDGE G,3798,497,1432,1965,0,0,GWINNETT
PINCKNEYVILLE Y,2066,174,564,749,0,0,GWINNETT
GOODWINS G,1807,285,471,774,0,0,GWINNETT
PINCKNEYVILLE Z,1549,790,254,1074,0,0,GWINNETT
PINCKNEYVILLE A1,2239,1016,410,1485,0,0,GWINNETT
LAWRENCEVILLE J,1550,326,375,726,0,0,GWINNETT
GOODWINS H,2089,546,454,1039,0,0,GWINNETT
DUNCANS B,3262,1365,392,1808,0,0,GWINNETT
SUWANEE D,3451,1405,449,1899,0,0,GWINNETT
SUWANEE E,3103,1209,447,1707,0,0,GWINNETT
LAWRENCEVILLE K,2467,779,454,1258,0,0,GWINNETT
HARBINS B,2851,1059,355,1469,0,0,GWINNETT
BAYCREEK F,2899,727,766,1523,0,0,GWINNETT
PUCKETTS C,2259,784,301,1129,0,0,GWINNETT
HOG MOUNTAIN C,2964,947,440,1437,0,0,GWINNETT
ROCKYCREEK B,3657,1217,626,1903,0,0,GWINNETT
DULUTH I,3292,1144,464,1628,0,0,GWINNETT
MARTINS K,3460,410,1056,1507,0,0,GWINNETT
SUWANEE H,2784,1221,346,1593,0,0,GWINNETT
SUGAR HILL G,2099,810,297,1152,0,0,GWINNETT
SUWANEE F,2816,857,523,1424,0,0,GWINNETT
LAWRENCEVILLE L,3622,963,833,1824,0,0,GWINNETT
LAWRENCEVILLE M,3741,428,1182,1644,0,0,GWINNETT
BAYCREEK G,3107,948,670,1646,0,0,GWINNETT
BAYCREEK H,4012,1479,676,2191,0,0,GWINNETT
BAYCREEK I,3769,906,913,1873,0,0,GWINNETT
BERKSHIRE Q,1297,472,246,758,0,0,GWINNETT
GOODWINS I,2060,755,404,1199,0,0,GWINNETT
DULUTH K,1798,123,409,533,0,0,GWINNETT
HARBINS C,1708,722,201,944,0,0,GWINNETT
ROCKYCREEK C,3497,1187,668,1888,0,0,GWINNETT
LAWRENCEVILLE N,1700,426,344,793,0,0,GWINNETT
PUCKETTS D,2286,901,289,1231,0,0,GWINNETT
SUWANEE G,2650,798,486,1321,0,0,GWINNETT
BAYCREEK J,3138,777,861,1666,0,0,GWINNETT
TOTALS:,396271,107746,85137,198205,0,0,GWINNETT
