,Precinct,Precincts,dem_p,dem_votes,registered_v,rep_p,rep_votes,total,County Name,County Code,County Precinct,Precinct Description,Combo#,Cong,Senat,House,Judic,Ward,Schol,Watbd,Supcm,Schob,Fire,Cityl,Commi,Munib,Unnamed: 18,_merge
167,Elizabeth 01,,0,527,2772,0,455,1010,,,,,,,,,,,,,,,,,,,,left_only
168,Elizabeth 02,,0,341,1852,0,688,1065,,,,,,,,,,,,,,,,,,,,left_only
169,Elizabeth 03,,0,431,2389,0,989,1480,,,,,,,,,,,,,,,,,,,,left_only
170,Elizabeth 04,,0,483,2135,0,513,1034,,,,,,,,,,,,,,,,,,,,left_only
171,Elizabeth 05,,0,521,2487,0,852,1431,,,,,,,,,,,,,,,,,,,,left_only
172,East Piedmont 01,,0,404,1904,0,493,925,,,,,,,,,,,,,,,,,,,,left_only
173,Fair Oaks 01,,0,934,2864,0,438,1406,,,,,,,,,,,,,,,,,,,,left_only
174,Fair Oaks 02,,0,804,3196,0,449,1292,,,,,,,,,,,,,,,,,,,,left_only
175,Fair Oaks 04,,0,345,1714,0,321,687,,,,,,,,,,,,,,,,,,,,left_only
176,Fair Oaks 05,,0,235,1373,0,190,440,,,,,,,,,,,,,,,,,,,,left_only
177,Fullers Park 01,,0,577,2922,0,1185,1797,,,,,,,,,,,,,,,,,,,,left_only
178,Ford 01,,0,291,2620,0,1114,1438,,,,,,,,,,,,,,,,,,,,left_only
179,Frey 01,,0,293,1985,0,786,1118,,,,,,,,,,,,,,,,,,,,left_only
180,Garrison Mill 01,,0,416,2387,0,944,1418,,,,,,,,,,,,,,,,,,,,left_only
181,Gritters 01,,0,588,3289,0,1123,1779,,,,,,,,,,,,,,,,,,,,left_only
182,Harmony Leland 01,,0,1631,4198,0,460,2134,,,,,,,,,,,,,,,,,,,,left_only
183,Harrison 01,,0,286,2321,0,1049,1376,,,,,,,,,,,,,,,,,,,,left_only
184,Hightower 01,,0,666,3632,0,1496,2230,,,,,,,,,,,,,,,,,,,,left_only
185,Hayes 01,,0,461,3296,0,1387,1892,,,,,,,,,,,,,,,,,,,,left_only
186,Kennesaw 1A,,0,303,1800,0,466,795,,,,,,,,,,,,,,,,,,,,left_only
187,Kennesaw 2A,,0,519,2922,0,848,1432,,,,,,,,,,,,,,,,,,,,left_only
188,Kennesaw 3A,,0,906,4130,0,692,1660,,,,,,,,,,,,,,,,,,,,left_only
189,Kennesaw 4A,,0,551,2832,0,746,1361,,,,,,,,,,,,,,,,,,,,left_only
190,Kennesaw 5A,,0,942,4459,0,1306,2313,,,,,,,,,,,,,,,,,,,,left_only
191,Kell 01,,0,275,1666,0,626,947,,,,,,,,,,,,,,,,,,,,left_only
192,Kemp 01,,0,243,1682,0,795,1069,,,,,,,,,,,,,,,,,,,,left_only
193,Kemp 02,,0,623,3186,0,1193,1871,,,,,,,,,,,,,,,,,,,,left_only
194,Kemp 03,,0,404,3221,0,1515,1963,,,,,,,,,,,,,,,,,,,,left_only
195,Lasssiter 01,,0,439,3046,0,1249,1740,,,,,,,,,,,,,,,,,,,,left_only
196,Lindley 01,,0,1261,3633,0,651,1958,,,,,,,,,,,,,,,,,,,,left_only
197,Lost Mountain 01,,0,462,2697,0,1164,1654,,,,,,,,,,,,,,,,,,,,left_only
198,Lost Mountain 02,,0,359,3525,0,1621,2034,,,,,,,,,,,,,,,,,,,,left_only
199,Lost Mountain 03,,0,630,4109,0,1672,2362,,,,,,,,,,,,,,,,,,,,left_only
200,Lost Mountain 04,,0,295,2201,0,942,1272,,,,,,,,,,,,,,,,,,,,left_only
201,Lewis 01,,0,224,1224,0,483,728,,,,,,,,,,,,,,,,,,,,left_only
202,Mableton 01,,0,1184,3642,0,757,1988,,,,,,,,,,,,,,,,,,,,left_only
203,Mableton 02,,0,558,2017,0,354,929,,,,,,,,,,,,,,,,,,,,left_only
204,Mableton 03,,0,563,2278,0,653,1252,,,,,,,,,,,,,,,,,,,,left_only
205,Mableton 04,,0,294,1286,0,480,802,,,,,,,,,,,,,,,,,,,,left_only
206,Mabry 01,,0,224,1511,0,727,977,,,,,,,,,,,,,,,,,,,,left_only
207,Macland 01,,0,970,2854,0,509,1507,,,,,,,,,,,,,,,,,,,,left_only
208,Murdock 01,,0,609,3387,0,1428,2109,,,,,,,,,,,,,,,,,,,,left_only
209,McEachern 01,,0,678,2333,0,686,1397,,,,,,,,,,,,,,,,,,,,left_only
210,McCleskey 01,,0,283,1520,0,626,940,,,,,,,,,,,,,,,,,,,,left_only
211,McClure 01,,0,196,1320,0,597,820,,,,,,,,,,,,,,,,,,,,left_only
212,Marietta 1A,,0,522,2609,0,299,853,,,,,,,,,,,,,,,,,,,,left_only
213,Marietta 2A,,0,350,1840,0,822,1198,,,,,,,,,,,,,,,,,,,,left_only
214,Marietta 2B,,0,790,3404,0,939,1775,,,,,,,,,,,,,,,,,,,,left_only
215,Marietta 3A,,0,1189,4732,0,1116,2383,,,,,,,,,,,,,,,,,,,,left_only
216,Marietta 4A,,0,251,1620,0,892,1163,,,,,,,,,,,,,,,,,,,,left_only
217,Marietta 4B,,0,304,1516,0,445,772,,,,,,,,,,,,,,,,,,,,left_only
218,Marietta 4C,,0,444,2283,0,984,1454,,,,,,,,,,,,,,,,,,,,left_only
219,Marietta 5A,,0,560,1814,0,194,770,,,,,,,,,,,,,,,,,,,,left_only
220,Marietta 5B,,0,447,1919,0,172,636,,,,,,,,,,,,,,,,,,,,left_only
221,Marietta 6A,,0,422,1852,0,200,644,,,,,,,,,,,,,,,,,,,,left_only
222,Marietta 6B,,0,492,2236,0,748,1268,,,,,,,,,,,,,,,,,,,,left_only
223,Marietta 7A,,0,553,2775,0,180,760,,,,,,,,,,,,,,,,,,,,left_only
224,Mars Hill 01,,0,265,2594,0,1062,1373,,,,,,,,,,,,,,,,,,,,left_only
225,Mars Hill 02,,0,367,2192,0,684,1090,,,,,,,,,,,,,,,,,,,,left_only
226,Mount Bethel 01,,0,593,3626,0,1638,2297,,,,,,,,,,,,,,,,,,,,left_only
227,Mount Bethel 03,,0,440,2507,0,1004,1489,,,,,,,,,,,,,,,,,,,,left_only
228,Mount Bethel 04,,0,497,2647,0,1164,1703,,,,,,,,,,,,,,,,,,,,left_only
229,North Cobb 01,,0,340,1783,0,586,955,,,,,,,,,,,,,,,,,,,,left_only
230,Nickajack 01,,0,946,3515,0,497,1480,,,,,,,,,,,,,,,,,,,,left_only
231,Norton Park 01,,0,710,3287,0,806,1577,,,,,,,,,,,,,,,,,,,,left_only
232,Nicholson 01,,0,356,2075,0,709,1106,,,,,,,,,,,,,,,,,,,,left_only
233,Oakdale 01,,0,723,3000,0,869,1629,,,,,,,,,,,,,,,,,,,,left_only
234,Oregon 01,,0,244,1396,0,595,857,,,,,,,,,,,,,,,,,,,,left_only
235,Oregon 02,,0,1024,2801,0,504,1560,,,,,,,,,,,,,,,,,,,,left_only
236,Oregon 03,,0,633,2528,0,408,1074,,,,,,,,,,,,,,,,,,,,left_only
237,Oregon 04,,0,1469,4368,0,704,2221,,,,,,,,,,,,,,,,,,,,left_only
238,Oregon 05,,0,836,3026,0,941,1812,,,,,,,,,,,,,,,,,,,,left_only
239,Pebblebrook 01,,0,1493,3643,0,358,1882,,,,,,,,,,,,,,,,,,,,left_only
240,Powers Ferry 01,,0,543,2812,0,892,1502,,,,,,,,,,,,,,,,,,,,left_only
241,Pine Mountain 01,,0,321,2632,0,1172,1519,,,,,,,,,,,,,,,,,,,,left_only
242,Pine Mountain 02,,0,232,2392,0,1272,1523,,,,,,,,,,,,,,,,,,,,left_only
243,Post Oak 01,,0,448,3162,0,1357,1871,,,,,,,,,,,,,,,,,,,,left_only
244,Pope 01,,0,461,2668,0,1094,1614,,,,,,,,,,,,,,,,,,,,left_only
245,Palmer 01,,0,333,2128,0,761,1148,,,,,,,,,,,,,,,,,,,,left_only
246,Powder Springs 1A,,0,974,3042,0,700,1722,,,,,,,,,,,,,,,,,,,,left_only
247,Powder Springs 2A,,0,908,2507,0,315,1243,,,,,,,,,,,,,,,,,,,,left_only
248,Powder Springs 3A,,0,901,2629,0,448,1388,,,,,,,,,,,,,,,,,,,,left_only
249,Pitner 01,,0,383,2295,0,811,1247,,,,,,,,,,,,,,,,,,,,left_only
250,Rocky Mountain 01,,0,483,2805,0,1096,1627,,,,,,,,,,,,,,,,,,,,left_only
251,Riverside 01,,0,542,1418,0,69,619,,,,,,,,,,,,,,,,,,,,left_only
252,Roswell 01,,0,851,4758,0,2007,2950,,,,,,,,,,,,,,,,,,,,left_only
253,Roswell 02,,0,513,3236,0,1416,1972,,,,,,,,,,,,,,,,,,,,left_only
254,Sandy Plains 01,,0,444,2271,0,772,1269,,,,,,,,,,,,,,,,,,,,left_only
255,Shallowford Fall 01,,0,546,2817,0,1229,1828,,,,,,,,,,,,,,,,,,,,left_only
256,Simpson 01,,0,272,1629,0,652,938,,,,,,,,,,,,,,,,,,,,left_only
257,Sewell Mill 01,,0,487,2806,0,1133,1675,,,,,,,,,,,,,,,,,,,,left_only
258,Sewell Mill 03,,0,772,3646,0,889,1716,,,,,,,,,,,,,,,,,,,,left_only
259,Smyrna 1A,,0,814,2931,0,363,1214,,,,,,,,,,,,,,,,,,,,left_only
260,Smyrna 2A,,0,1041,3663,0,507,1587,,,,,,,,,,,,,,,,,,,,left_only
261,Smyrna 3A,,0,772,2948,0,577,1395,,,,,,,,,,,,,,,,,,,,left_only
262,Smyrna 4A,,0,917,3587,0,950,1911,,,,,,,,,,,,,,,,,,,,left_only
263,Smyrna 5A,,0,729,2782,0,467,1245,,,,,,,,,,,,,,,,,,,,left_only
264,Smyrna 6A,,0,1105,4267,0,1182,2351,,,,,,,,,,,,,,,,,,,,left_only
265,Smyrna 7A,,0,884,3533,0,1217,2167,,,,,,,,,,,,,,,,,,,,left_only
266,Smyrna 7B,,0,1413,4621,0,1066,2545,,,,,,,,,,,,,,,,,,,,left_only
267,Sope Creek 01,,0,386,1952,0,910,1337,,,,,,,,,,,,,,,,,,,,left_only
268,Sope Creek 02,,0,685,3732,0,1348,2088,,,,,,,,,,,,,,,,,,,,left_only
269,Sope Creek 03,,0,359,2451,0,1054,1457,,,,,,,,,,,,,,,,,,,,left_only
270,Sweetwater 01,,0,687,2385,0,641,1354,,,,,,,,,,,,,,,,,,,,left_only
271,Sweetwater 02,,0,636,2224,0,253,917,,,,,,,,,,,,,,,,,,,,left_only
272,Terrell Mill 01,,0,964,4160,0,721,1740,,,,,,,,,,,,,,,,,,,,left_only
273,Timber Ridge 01,,0,403,2223,0,967,1428,,,,,,,,,,,,,,,,,,,,left_only
274,Vaughn 01,,0,357,2690,0,1137,1534,,,,,,,,,,,,,,,,,,,,left_only
275,Vinings 01,,0,394,1760,0,457,881,,,,,,,,,,,,,,,,,,,,left_only
276,Vinings 02,,0,1064,4691,0,864,1973,,,,,,,,,,,,,,,,,,,,left_only
277,Vinings 03,,0,846,3423,0,815,1703,,,,,,,,,,,,,,,,,,,,left_only
278,Vinings 04,,0,525,2850,0,1172,1727,,,,,,,,,,,,,,,,,,,,left_only
279,Wade Green 02,,0,781,3563,0,1016,1863,,,,,,,,,,,,,,,,,,,,left_only
280,Wileo 01,,0,434,2539,0,1065,1535,,,,,,,,,,,,,,,,,,,,left_only
281,Totals:,,0,88349,402020,0,118613,213075,,,,,,,,,,,,,,,,,,,,left_only
282,ALLGOOD ELEM,,0,1064,2163,0,136,1216,DEKALB,44.0,AA,ALLGOOD ELEM,600.0,4.0,41.0,86.0,4.0,,7.0,,7.0,,,,4.0,,,both
283,ASHFORD DUNWOODY RD,,0,630,2437,0,832,1496,,,,,,,,,,,,,,,,,,,,left_only
284,ASHFORD PARK ELEM,,0,445,2042,0,734,1224,,,,,,,,,,,,,,,,,,,,left_only
285,ASHFORD PARKSIDE,,0,544,2526,0,743,1318,,,,,,,,,,,,,,,,,,,,left_only
286,AUSTIN,,0,391,2235,0,1052,1474,,,,,,,,,,,,,,,,,,,,left_only
287,AUSTIN DRIVE,,0,748,1860,0,41,801,DEKALB,44.0,AF,AUSTIN DRIVE,737.0,4.0,55.0,86.0,4.0,,3.0,,7.0,,,,5.0,,,both
288,AVONDALE,,0,1018,2218,0,525,1580,,,,,,,,,,,,,,,,,,,,left_only
289,AVONDALE HIGH,,0,1243,2640,0,220,1494,DEKALB,44.0,AI,AVONDALE HIGH,606.0,4.0,42.0,85.0,4.0,,3.0,,6.0,,,,4.0,,,both
290,AVONDALE HIGH,,0,1243,2640,0,220,1494,DEKALB,44.0,AI,AVONDALE HIGH,607.0,5.0,42.0,84.0,4.0,,3.0,,6.0,,,,3.0,,,both
291,BETHUNE MIDDLE,,0,1642,3394,0,54,1703,DEKALB,44.0,BM,BETHUNE MIDDLE,738.0,4.0,10.0,90.0,4.0,,7.0,,7.0,,,,5.0,,,both
292,BOULDERCREST RD,,0,823,1539,0,38,869,,,,,,,,,,,,,,,,,,,,left_only
293,BOULEVARD,,0,1712,3572,0,189,1948,,,,,,,,,,,,,,,,,,,,left_only
294,BRIAR VISTA ELEM,,0,765,2355,0,326,1124,DEKALB,44.0,BC,BRIAR VISTA ELEM,611.0,5.0,42.0,83.0,4.0,,2.0,,6.0,,,,2.0,,,both
295,BRIAR VISTA ELEM,,0,765,2355,0,326,1124,DEKALB,44.0,BC,BRIAR VISTA ELEM,612.0,5.0,42.0,83.0,4.0,06,,,6.0,,,,2.0,3.0,,both
296,BRIAR VISTA ELEM,,0,765,2355,0,326,1124,DEKALB,44.0,BC,BRIAR VISTA ELEM,777.0,5.0,42.0,83.0,4.0,,2.0,,6.0,,,,2.0,,,both
297,BRIARCLIFF,,0,704,2402,0,558,1286,DEKALB,44.0,BG,BRIARCLIFF,613.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
298,BRIARCLIFF,,0,704,2402,0,558,1286,DEKALB,44.0,BG,BRIARCLIFF,786.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
299,BRIARLAKE ELEM,,0,461,1484,0,475,962,DEKALB,44.0,BD,BRIARLAKE ELEM,614.0,6.0,42.0,86.0,4.0,,4.0,,7.0,,,,1.0,,,both
300,BRIARLAKE ELEM,,0,461,1484,0,475,962,DEKALB,44.0,BD,BRIARLAKE ELEM,808.0,6.0,42.0,86.0,4.0,,4.0,,7.0,,,,1.0,,,both
301,BRIARLAKE ELEM,,0,461,1484,0,475,962,DEKALB,44.0,BD,BRIARLAKE ELEM,809.0,6.0,42.0,86.0,4.0,,4.0,,7.0,,,,1.0,,,both
302,BRIARWOOD,,0,419,1845,0,367,811,,,,,,,,,,,,,,,,,,,,left_only
303,BROCKETT,,0,605,2027,0,479,1112,,,,,,,,,,,,,,,,,,,,left_only
304,BROCKETT ELEM,,0,667,2133,0,449,1155,,,,,,,,,,,,,,,,,,,,left_only
305,BROOKHAVEN,,0,544,2552,0,671,1261,,,,,,,,,,,,,,,,,,,,left_only
306,BROWNS MILL ELEM,,0,1748,3026,0,80,1843,DEKALB,44.0,BJ,BROWNS MILL ELEM,618.0,4.0,10.0,90.0,4.0,,5.0,,7.0,,,,5.0,,,both
307,BROWNS MILL ELEM,,0,1748,3026,0,80,1843,DEKALB,44.0,BJ,BROWNS MILL ELEM,855.0,4.0,10.0,90.0,4.0,,5.0,,7.0,,,,5.0,,,both
308,BURGESS ELEM,,0,1092,2333,0,98,1212,,,,,,,,,,,,,,,,,,,,left_only
309,CANBY LANE ELEM,,0,805,1531,0,30,843,DEKALB,44.0,CB,CANBY LANE ELEM,608.0,4.0,10.0,90.0,4.0,,5.0,,7.0,,,,3.0,,,both
310,CANDLER,,0,885,2530,0,43,946,DEKALB,44.0,CQ,CANDLER,607.0,5.0,42.0,84.0,4.0,,3.0,,6.0,,,,3.0,,,both
311,CANDLER,,0,885,2530,0,43,946,DEKALB,44.0,CQ,CANDLER,620.0,5.0,42.0,84.0,4.0,,3.0,,7.0,,,,3.0,,,both
312,CANDLER-MURPHEY CANDLER ELEM,,0,1108,2267,0,114,1229,DEKALB,44.0,CF,CANDLER-MURPHEY CANDLER ELEM,468.0,4.0,43.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
313,CANDLER-MURPHEY CANDLER ELEM,,0,1108,2267,0,114,1229,DEKALB,44.0,CF,CANDLER-MURPHEY CANDLER ELEM,842.0,4.0,43.0,91.0,4.0,,5.0,,7.0,,,,5.0,,,both
314,CEDAR GROVE ELEM,,0,1718,3189,0,58,1786,DEKALB,44.0,CD,CEDAR GROVE ELEM,653.0,5.0,44.0,89.0,4.0,,3.0,,6.0,,,,3.0,,,both
315,CEDAR GROVE MIDDLE,,0,577,1377,0,19,600,DEKALB,44.0,CR,CEDAR GROVE MIDDLE,649.0,5.0,44.0,83.0,4.0,,3.0,,6.0,,,,3.0,,,both
316,CEDAR GROVE SOUTH,,0,1631,2920,0,78,1720,DEKALB,44.0,CS,CEDAR GROVE SOUTH,653.0,5.0,44.0,89.0,4.0,,3.0,,6.0,,,,3.0,,,both
317,CEDAR GROVE SOUTH,,0,1631,2920,0,78,1720,DEKALB,44.0,CS,CEDAR GROVE SOUTH,739.0,5.0,44.0,89.0,4.0,,5.0,,6.0,,,,3.0,,,both
318,CHAMBLEE ,,0,829,3408,0,725,1636,,,,,,,,,,,,,,,,,,,,left_only
319,CHAPEL HILL ELEM,,0,1454,2585,0,53,1517,DEKALB,44.0,CG,CHAPEL HILL ELEM,624.0,4.0,10.0,84.0,4.0,,5.0,,7.0,,,,5.0,,,both
320,CHAPEL HILL ELEM,,0,1454,2585,0,53,1517,DEKALB,44.0,CG,CHAPEL HILL ELEM,671.0,4.0,10.0,84.0,4.0,,5.0,,7.0,,,,3.0,,,both
321,CHESNUT ELEM,,0,466,1914,0,333,833,,,,,,,,,,,,,,,,,,,,left_only
322,CLAIREMONT EAST,,0,1296,2536,0,363,1703,,,,,,,,,,,,,,,,,,,,left_only
323,CLAIREMONT WEST,,0,1415,2786,0,375,1837,,,,,,,,,,,,,,,,,,,,left_only
324,CLAIRMONT ROAD,,0,965,2676,0,378,1374,DEKALB,44.0,CJ,CLAIRMONT ROAD,631.0,4.0,42.0,84.0,4.0,,2.0,,6.0,,,,2.0,,,both
325,CLAIRMONT ROAD,,0,965,2676,0,378,1374,DEKALB,44.0,CJ,CLAIRMONT ROAD,795.0,4.0,42.0,84.0,4.0,,2.0,,6.0,,,,2.0,,,both
326,CLARKSTON,,0,807,2332,0,158,986,,,,,,,,,,,,,,,,,,,,left_only
327,CLIFTON ELEM,,0,682,1267,0,38,723,,,,,,,,,,,,,,,,,,,,left_only
328,COAN MIDDLE,,0,1153,2853,0,112,1293,,,,,,,,,,,,,,,,,,,,left_only
329,COLUMBIA DRIVE,,0,831,1862,0,40,873,DEKALB,44.0,CA,COLUMBIA DRIVE,740.0,4.0,10.0,85.0,4.0,,3.0,,7.0,,,,3.0,,,both
330,COLUMBIA ELEM,,0,489,1213,0,9,506,DEKALB,44.0,CC,COLUMBIA ELEM,634.0,5.0,10.0,84.0,4.0,,3.0,,7.0,,,,3.0,,,both
331,COLUMBIA MIDDLE,,0,611,1621,0,19,638,DEKALB,44.0,CM,COLUMBIA MIDDLE,634.0,5.0,10.0,84.0,4.0,,3.0,,7.0,,,,3.0,,,both
332,CORALWOOD,,0,1034,2693,0,646,1719,DEKALB,44.0,CW,CORALWOOD,635.0,4.0,42.0,86.0,4.0,,2.0,,6.0,,,,2.0,,,both
333,CORALWOOD,,0,1034,2693,0,646,1719,DEKALB,44.0,CW,CORALWOOD,788.0,4.0,42.0,86.0,4.0,,2.0,,6.0,,,,2.0,,,both
334,COVINGTON,,0,579,1907,0,86,684,DEKALB,44.0,CU,COVINGTON,710.0,4.0,41.0,85.0,4.0,,2.0,,6.0,,,,4.0,,,both
335,COVINGTON,,0,579,1907,0,86,684,DEKALB,44.0,CU,COVINGTON,773.0,4.0,41.0,85.0,4.0,,2.0,,6.0,,,,4.0,,,both
336,COVINGTON HWY LIBRARY,,0,158,870,0,8,167,,,,,,,,,,,,,,,,,,,,left_only
337,CROSS KEYS HIGH,,0,375,1726,0,335,728,,,,,,,,,,,,,,,,,,,,left_only
338,CROSSROADS,,0,1189,2285,0,62,1258,DEKALB,44.0,CP,CROSSROADS,637.0,4.0,55.0,88.0,4.0,,7.0,,7.0,,,,5.0,,,both
339,CROSSROADS,,0,1189,2285,0,62,1258,DEKALB,44.0,CP,CROSSROADS,638.0,4.0,55.0,87.0,4.0,,7.0,,7.0,,,,5.0,,,both
340,DORAVILLE NORTH,,0,512,2067,0,282,817,,,,,,,,,,,,,,,,,,,,left_only
341,DORAVILLE SOUTH,,0,284,950,0,165,473,,,,,,,,,,,,,,,,,,,,left_only
342,DRESDEN ELEM,,0,716,2586,0,331,1085,,,,,,,,,,,,,,,,,,,,left_only
343,DRUID HILLS HIGH,,0,809,2042,0,291,1120,DEKALB,44.0,DH,DRUID HILLS HIGH,613.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
344,DUNAIRE ELEM,,0,674,1572,0,114,800,DEKALB,44.0,DE,DUNAIRE ELEM,642.0,4.0,41.0,86.0,4.0,,7.0,,6.0,,,,4.0,,,both
345,DUNWOODY,,0,487,2627,0,555,1072,,,,,,,,,,,,,,,,,,,,left_only
346,DUNWOODY ELEM,,0,344,1654,0,732,1105,,,,,,,,,,,,,,,,,,,,left_only
347,DUNWOODY LIBRARY,,0,361,2205,0,1070,1457,,,,,,,,,,,,,,,,,,,,left_only
348,EAST LAKE ELEM,,0,1316,3096,0,134,1474,,,,,,,,,,,,,,,,,,,,left_only
349,EMBRY HILLS,,0,508,1633,0,437,982,DEKALB,44.0,EC,EMBRY HILLS,644.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
350,EMBRY HILLS,,0,508,1633,0,437,982,DEKALB,44.0,EC,EMBRY HILLS,645.0,6.0,40.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
351,EMBRY HILLS,,0,508,1633,0,437,982,DEKALB,44.0,EC,EMBRY HILLS,778.0,6.0,40.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
352,EMBRY HILLS,,0,508,1633,0,437,982,DEKALB,44.0,EC,EMBRY HILLS,779.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
353,EMBRY HILLS,,0,508,1633,0,437,982,DEKALB,44.0,EC,EMBRY HILLS,780.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
354,EMBRY HILLS,,0,508,1633,0,437,982,DEKALB,44.0,EC,EMBRY HILLS,781.0,6.0,40.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
355,EMBRY HILLS,,0,508,1633,0,437,982,DEKALB,44.0,EC,EMBRY HILLS,827.0,6.0,40.0,88.0,4.0,,4.0,,7.0,,,3,1.0,,,both
356,EMORY ROAD,,0,282,875,0,94,381,DEKALB,44.0,ER,EMORY ROAD,613.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
357,EMORY SOUTH,,0,1006,2939,0,420,1451,DEKALB,44.0,EG,EMORY SOUTH,611.0,5.0,42.0,83.0,4.0,,2.0,,6.0,,,,2.0,,,both
358,EMORY SOUTH,,0,1006,2939,0,420,1451,DEKALB,44.0,EG,EMORY SOUTH,612.0,5.0,42.0,83.0,4.0,06,,,6.0,,,,2.0,3.0,,both
359,EPWORTH,,0,2569,3353,0,443,3066,,,,,,,,,,,,,,,,,,,,left_only
360,EVANSDALE ELEM,,0,699,2329,0,525,1260,DEKALB,44.0,EF,EVANSDALE ELEM,644.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
361,EVANSDALE ELEM,,0,699,2329,0,525,1260,DEKALB,44.0,EF,EVANSDALE ELEM,780.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
362,FAIRINGTON ELEM,,0,1440,3536,0,48,1498,DEKALB,44.0,FA,FAIRINGTON ELEM,843.0,4.0,10.0,91.0,4.0,,5.0,,7.0,,,,5.0,,,both
363,FERNBANK ELEM,,0,1067,2029,0,354,1443,DEKALB,44.0,FB,FERNBANK ELEM,611.0,5.0,42.0,83.0,4.0,,2.0,,6.0,,,,2.0,,,both
364,FLAKES MILL FIRE STATION,,0,800,1534,0,33,839,DEKALB,44.0,FK,FLAKES MILL FIRE STATION,671.0,4.0,10.0,84.0,4.0,,5.0,,7.0,,,,3.0,,,both
365,FLAT ROCK ELEM,,0,1257,2357,0,51,1317,DEKALB,44.0,FG,FLAT ROCK ELEM,842.0,4.0,43.0,91.0,4.0,,5.0,,7.0,,,,5.0,,,both
366,FLAT SHOALS,,0,764,1666,0,26,799,DEKALB,44.0,FJ,FLAT SHOALS,649.0,5.0,44.0,83.0,4.0,,3.0,,6.0,,,,3.0,,,both
367,FLAT SHOALS ELEM,,0,804,1743,0,28,843,DEKALB,44.0,FC,FLAT SHOALS ELEM,649.0,5.0,44.0,83.0,4.0,,3.0,,6.0,,,,3.0,,,both
368,FLAT SHOALS LIBRARY,,0,838,1956,0,19,866,DEKALB,44.0,FL,FLAT SHOALS LIBRARY,650.0,5.0,10.0,84.0,4.0,,5.0,,7.0,,,,3.0,,,both
369,FLAT SHOALS PARKWAY,,0,1547,2766,0,58,1619,DEKALB,44.0,FE,FLAT SHOALS PARKWAY,671.0,4.0,10.0,84.0,4.0,,5.0,,7.0,,,,3.0,,,both
370,FREEDOM MIDDLE,,0,993,2282,0,135,1138,DEKALB,44.0,FM,FREEDOM MIDDLE,651.0,4.0,41.0,87.0,4.0,,6.0,,7.0,,,,4.0,,,both
371,GEORGETOWN SQUARE,,0,616,3434,0,653,1310,,,,,,,,,,,,,,,,,,,,left_only
372,GLENHAVEN,,0,559,1275,0,80,646,DEKALB,44.0,GB,GLENHAVEN,604.0,4.0,55.0,86.0,4.0,,7.0,,7.0,,,,5.0,,,both
373,GLENNWOOD,,0,816,1706,0,151,986,,,,,,,,,,,,,,,,,,,,left_only
374,GLENWOOD ROAD,,0,603,1528,0,46,660,DEKALB,44.0,GF,GLENWOOD ROAD,604.0,4.0,55.0,86.0,4.0,,7.0,,7.0,,,,5.0,,,both
375,GRESHAM ROAD,,0,1124,2426,0,63,1206,DEKALB,44.0,GC,GRESHAM ROAD,653.0,5.0,44.0,89.0,4.0,,3.0,,6.0,,,,3.0,,,both
376,HAMBRICK ELEM,,0,1003,2536,0,167,1193,DEKALB,44.0,HA,HAMBRICK ELEM,654.0,4.0,41.0,87.0,4.0,,6.0,,6.0,,,,4.0,,,both
377,HARRIS-MARGARET HARRIS ED,,0,579,1924,0,215,815,DEKALB,44.0,HI,HARRIS-MARGARET HARRIS ED,613.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
378,HARRIS-MARGARET HARRIS ED,,0,579,1924,0,215,815,DEKALB,44.0,HI,HARRIS-MARGARET HARRIS ED,786.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
379,HARRIS-NARVIE J. HARRIS ELEM,,0,1590,2978,0,41,1645,,,,,,,,,,,,,,,,,,,,left_only
380,HAWTHORNE ELEM,,0,1019,3335,0,591,1646,DEKALB,44.0,HB,HAWTHORNE ELEM,657.0,6.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
381,HAWTHORNE ELEM,,0,1019,3335,0,591,1646,DEKALB,44.0,HB,HAWTHORNE ELEM,658.0,6.0,42.0,82.0,4.0,LRG,1.0,,6.0,,,,2.0,,,both
382,HAWTHORNE ELEM,,0,1019,3335,0,591,1646,DEKALB,44.0,HB,HAWTHORNE ELEM,814.0,6.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
