,Precinct,Precincts,dem_p,dem_votes,registered_v,rep_p,rep_votes,total,County Name,County Code,County Precinct,Precinct Description,Combo#,Cong,Senat,House,Judic,Ward,Schol,Watbd,Supcm,Schob,Fire,Cityl,Commi,Munib,Unnamed: 18,_merge
547,TUCKER LIBRARY,,0,639,2078,0,499,1151,DEKALB,44.0,TH,TUCKER LIBRARY,709.0,6.0,41.0,87.0,4.0,,4.0,,7.0,,,,1.0,,,both
548,TUCKER LIBRARY,,0,639,2078,0,499,1151,DEKALB,44.0,TH,TUCKER LIBRARY,802.0,6.0,41.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
549,TUCKER LIBRARY,,0,639,2078,0,499,1151,DEKALB,44.0,TH,TUCKER LIBRARY,804.0,6.0,41.0,87.0,4.0,,4.0,,7.0,,,,1.0,,,both
550,TUCKER LIBRARY,,0,639,2078,0,499,1151,DEKALB,44.0,TH,TUCKER LIBRARY,836.0,6.0,41.0,88.0,4.0,,4.0,,7.0,,,3,1.0,,,both
551,TUCKER LIBRARY,,0,639,2078,0,499,1151,DEKALB,44.0,TH,TUCKER LIBRARY,837.0,6.0,41.0,87.0,4.0,,4.0,,7.0,,,3,1.0,,,both
552,VALLEY BROOK,,0,276,717,0,115,411,DEKALB,44.0,VB,VALLEY BROOK,747.0,4.0,41.0,85.0,4.0,,4.0,,6.0,,,,4.0,,,both
553,VALLEY BROOK,,0,276,717,0,115,411,DEKALB,44.0,VB,VALLEY BROOK,790.0,4.0,41.0,85.0,4.0,,4.0,,6.0,,,,4.0,,,both
554,WADSWORTH ELEM,,0,1108,2397,0,39,1159,,,,,,,,,,,,,,,,,,,,left_only
555,WARREN TECH,,0,462,1728,0,370,861,DEKALB,44.0,WI,WARREN TECH,644.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
556,WARREN TECH,,0,462,1728,0,370,861,DEKALB,44.0,WI,WARREN TECH,659.0,6.0,40.0,81.0,4.0,LRG,1.0,,7.0,,,,1.0,,,both
557,WARREN TECH,,0,462,1728,0,370,861,DEKALB,44.0,WI,WARREN TECH,780.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
558,WESLEY CHAPEL LIBRARY,,0,1491,2485,0,46,1542,DEKALB,44.0,WB,WESLEY CHAPEL LIBRARY,608.0,4.0,10.0,90.0,4.0,,5.0,,7.0,,,,3.0,,,both
559,WHITE OAK,,0,829,2143,0,27,867,DEKALB,44.0,WK,WHITE OAK,638.0,4.0,55.0,87.0,4.0,,7.0,,7.0,,,,5.0,,,both
560,WINNONA PARK ELEM,,0,1013,1735,0,152,1180,,,,,,,,,,,,,,,,,,,,left_only
561,WINTERS CHAPEL,,0,303,1220,0,449,782,,,,,,,,,,,,,,,,,,,,left_only
562,WOODRIDGE ELEM,,0,1284,2684,0,84,1388,DEKALB,44.0,WG,WOODRIDGE ELEM,638.0,4.0,55.0,87.0,4.0,,7.0,,7.0,,,,5.0,,,both
563,WOODROW ROAD,,0,1957,4622,0,113,2083,DEKALB,44.0,WD,WOODROW ROAD,842.0,4.0,43.0,91.0,4.0,,5.0,,7.0,,,,5.0,,,both
564,WOODROW ROAD,,0,1957,4622,0,113,2083,DEKALB,44.0,WD,WOODROW ROAD,857.0,4.0,43.0,91.0,4.0,,5.0,,7.0,,,,5.0,,,both
565,WOODROW ROAD,,0,1957,4622,0,113,2083,DEKALB,44.0,WD,WOODROW ROAD,859.0,4.0,43.0,91.0,4.0,,5.0,,7.0,,,,5.0,,,both
566,WOODWARD ELEM,,0,491,1858,0,263,775,,,,,,,,,,,,,,,,,,,,left_only
567,WYNBROOKE ELEM,,0,1503,2688,0,110,1629,DEKALB,44.0,WN,WYNBROOKE ELEM,717.0,4.0,41.0,94.0,4.0,,6.0,,7.0,,,,4.0,,,both
568,YOUNG ROAD,,0,870,1493,0,36,913,DEKALB,44.0,YA,YOUNG ROAD,638.0,4.0,55.0,87.0,4.0,,7.0,,7.0,,,,5.0,,,both
569,Totals:,,0,162274,404094,0,44676,210639,,,,,,,,,,,,,,,,,,,,left_only
570,01A,,0,1235,2625,0,119,1381,FULTON,60.0,01A,01A,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
571,01B,,0,1494,3124,0,217,1753,FULTON,60.0,01B,01B,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
572,01C1,,0,276,812,0,10,288,FULTON,60.0,01C1,01C1,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
573,01D,,0,378,825,0,27,407,FULTON,60.0,01D,01D,817.0,5.0,36.0,58.0,5.0,,,,,,,01,5.0,1.0,,both
574,01E,,0,1098,2288,0,206,1332,FULTON,60.0,01E,01E,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
575,01F,,0,255,960,0,5,264,FULTON,60.0,01F,01F,817.0,5.0,36.0,58.0,5.0,,,,,,,01,5.0,1.0,,both
576,01G,,0,605,1578,0,35,652,FULTON,60.0,01G,01G,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
577,01H,,0,216,626,0,4,220,FULTON,60.0,01H,01H,818.0,5.0,36.0,58.0,5.0,,,,,,,01,4.0,1.0,,both
578,01J,,0,744,1925,0,21,773,FULTON,60.0,01J,01J,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
579,01P,,0,421,977,0,7,431,FULTON,60.0,01P,01P,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
580,01P,,0,421,977,0,7,431,FULTON,60.0,01P,01P,816.0,5.0,36.0,60.0,5.0,,,,,,,01,5.0,1.0,,both
581,01R,,0,348,1129,0,4,354,FULTON,60.0,01R,01R,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
582,01R,,0,348,1129,0,4,354,FULTON,60.0,01R,01R,816.0,5.0,36.0,60.0,5.0,,,,,,,01,5.0,1.0,,both
583,01S,,0,545,1360,0,10,558,FULTON,60.0,01S,01S,816.0,5.0,36.0,60.0,5.0,,,,,,,01,5.0,1.0,,both
584,01T,,0,386,1145,0,43,442,FULTON,60.0,01T,01T,813.0,5.0,36.0,59.0,5.0,,,,,,,01,5.0,1.0,,both
585,01T,,0,386,1145,0,43,442,FULTON,60.0,01T,01T,816.0,5.0,36.0,60.0,5.0,,,,,,,01,5.0,1.0,,both
586,02A,,0,974,3102,0,310,1309,FULTON,60.0,02A,02A,819.0,5.0,39.0,57.0,5.0,,,,,,,02,3.0,1.0,,both
587,02B,,0,648,2871,0,98,756,FULTON,60.0,02B,02B,820.0,5.0,36.0,57.0,5.0,,,,,,,02,4.0,1.0,,both
588,02C,,0,577,1573,0,55,645,FULTON,60.0,02C,02C,821.0,5.0,36.0,58.0,5.0,,,,,,,02,4.0,1.0,,both
589,02D,,0,1085,2986,0,116,1219,FULTON,60.0,02D,02D,821.0,5.0,36.0,58.0,5.0,,,,,,,02,4.0,1.0,,both
590,02E,,0,847,1657,0,102,973,FULTON,60.0,02E,02E,822.0,5.0,36.0,59.0,5.0,,,,,,,02,5.0,1.0,,both
591,02F1,,0,891,2350,0,163,1077,FULTON,60.0,02F1,02F1,822.0,5.0,36.0,59.0,5.0,,,,,,,02,5.0,1.0,,both
592,02F2,,0,177,552,0,17,201,FULTON,60.0,02F2,02F2,821.0,5.0,36.0,58.0,5.0,,,,,,,02,4.0,1.0,,both
593,02G,,0,980,2584,0,139,1140,FULTON,60.0,02G,02G,821.0,5.0,36.0,58.0,5.0,,,,,,,02,4.0,1.0,,both
594,02J,,0,712,1885,0,132,864,FULTON,60.0,02J,02J,821.0,5.0,36.0,58.0,5.0,,,,,,,02,4.0,1.0,,both
595,02K,,0,441,1206,0,83,541,FULTON,60.0,02K,02K,821.0,5.0,36.0,58.0,5.0,,,,,,,02,4.0,1.0,,both
596,02L1,,0,1338,4462,0,308,1689,FULTON,60.0,02L1,02L1,823.0,5.0,39.0,57.0,5.0,,,,,,,02,4.0,1.0,,both
597,02L2,,0,251,861,0,90,347,FULTON,60.0,02L2,02L2,824.0,5.0,39.0,56.0,5.0,,,,,,,02,4.0,1.0,,both
598,02S,,0,229,620,0,11,246,FULTON,60.0,02S,02S,821.0,5.0,36.0,58.0,5.0,,,,,,,02,4.0,1.0,,both
599,02W,,0,100,378,0,20,122,FULTON,60.0,02W,02W,825.0,5.0,39.0,56.0,5.0,,,,,,,02,3.0,1.0,,both
600,03A,,0,522,1609,0,11,534,FULTON,60.0,03A,03A,662.0,5.0,39.0,56.0,5.0,,,,,,,03,5.0,1.0,,both
601,03A,,0,522,1609,0,11,534,FULTON,60.0,03A,03A,826.0,5.0,39.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
602,03B,,0,115,446,0,2,117,FULTON,60.0,03B,03B,827.0,5.0,38.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
603,03C,,0,500,1300,0,7,507,FULTON,60.0,03C,03C,827.0,5.0,38.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
604,03D,,0,272,803,0,2,280,FULTON,60.0,03D,03D,826.0,5.0,39.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
605,03E,,0,534,1615,0,7,546,FULTON,60.0,03E,03E,826.0,5.0,39.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
606,03F,,0,388,1463,0,99,504,FULTON,60.0,03F,03F,828.0,5.0,39.0,56.0,5.0,,,,,,,03,3.0,2.0,,both
607,03G,,0,162,513,0,5,169,FULTON,60.0,03G,03G,826.0,5.0,39.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
608,03H,,0,245,798,0,4,251,FULTON,60.0,03H,03H,829.0,5.0,38.0,55.0,5.0,,,,,,,03,4.0,2.0,,both
609,03I,,0,202,1080,0,75,291,FULTON,60.0,03I,03I,826.0,5.0,39.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
610,03L,,0,141,492,0,3,146,FULTON,60.0,03L,03L,826.0,5.0,39.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
611,03M,,0,191,682,0,59,269,FULTON,60.0,03M,03M,829.0,5.0,38.0,55.0,5.0,,,,,,,03,4.0,2.0,,both
612,03N,,0,481,1758,0,9,497,FULTON,60.0,03N,03N,826.0,5.0,39.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
613,03P1A,,0,543,2357,0,84,645,FULTON,60.0,03P1A,03P1A,828.0,5.0,39.0,56.0,5.0,,,,,,,03,3.0,2.0,,both
614,03S,,0,230,583,0,4,237,FULTON,60.0,03S,03S,829.0,5.0,38.0,55.0,5.0,,,,,,,03,4.0,2.0,,both
615,03T,,0,476,1308,0,21,506,FULTON,60.0,03T,03T,830.0,5.0,36.0,56.0,5.0,,,,,,,03,4.0,2.0,,both
616,04A,,0,352,1024,0,8,365,FULTON,60.0,04A,04A,720.0,5.0,36.0,56.0,5.0,,,,,,,04,6.0,2.0,,both
617,04A,,0,352,1024,0,8,365,FULTON,60.0,04A,04A,831.0,5.0,39.0,56.0,5.0,,,,,,,04,4.0,2.0,,both
618,04B,,0,332,1757,0,15,353,FULTON,60.0,04B,04B,832.0,5.0,36.0,57.0,5.0,,,,,,,04,4.0,2.0,,both
619,04C,,0,38,101,0,1,40,FULTON,60.0,04C,04C,831.0,5.0,39.0,56.0,5.0,,,,,,,04,4.0,2.0,,both
620,04D,,0,521,1190,0,9,534,FULTON,60.0,04D,04D,831.0,5.0,39.0,56.0,5.0,,,,,,,04,4.0,2.0,,both
621,04F,,0,523,1736,0,42,573,FULTON,60.0,04F,04F,720.0,5.0,36.0,56.0,5.0,,,,,,,04,6.0,2.0,,both
622,04F,,0,523,1736,0,42,573,FULTON,60.0,04F,04F,833.0,5.0,36.0,56.0,5.0,,,,,,,04,4.0,2.0,,both
623,04G,,0,195,592,0,4,200,FULTON,60.0,04G,04G,832.0,5.0,36.0,57.0,5.0,,,,,,,04,4.0,2.0,,both
624,04I,,0,310,2039,0,33,349,FULTON,60.0,04I,04I,832.0,5.0,36.0,57.0,5.0,,,,,,,04,4.0,2.0,,both
625,04J,,0,129,908,0,1,130,FULTON,60.0,04J,04J,720.0,5.0,36.0,56.0,5.0,,,,,,,04,6.0,2.0,,both
626,04J,,0,129,908,0,1,130,FULTON,60.0,04J,04J,833.0,5.0,36.0,56.0,5.0,,,,,,,04,4.0,2.0,,both
627,04K,,0,762,1889,0,27,793,FULTON,60.0,04K,04K,832.0,5.0,36.0,57.0,5.0,,,,,,,04,4.0,2.0,,both
628,04L,,0,455,1233,0,18,478,FULTON,60.0,04L,04L,831.0,5.0,39.0,56.0,5.0,,,,,,,04,4.0,2.0,,both
629,04M,,0,192,580,0,6,200,FULTON,60.0,04M,04M,834.0,5.0,36.0,58.0,5.0,,,,,,,04,4.0,2.0,,both
630,04S,,0,840,1792,0,13,860,FULTON,60.0,04S,04S,508.0,5.0,36.0,57.0,5.0,,,,,,,04,5.0,2.0,,both
631,04S,,0,840,1792,0,13,860,FULTON,60.0,04S,04S,832.0,5.0,36.0,57.0,5.0,,,,,,,04,4.0,2.0,,both
632,04T,,0,421,922,0,4,426,FULTON,60.0,04T,04T,508.0,5.0,36.0,57.0,5.0,,,,,,,04,5.0,2.0,,both
633,04T,,0,421,922,0,4,426,FULTON,60.0,04T,04T,832.0,5.0,36.0,57.0,5.0,,,,,,,04,4.0,2.0,,both
634,04V,,0,671,2123,0,13,689,FULTON,60.0,04V,04V,508.0,5.0,36.0,57.0,5.0,,,,,,,04,5.0,2.0,,both
635,04W,,0,260,1434,0,9,276,FULTON,60.0,04W,04W,832.0,5.0,36.0,57.0,5.0,,,,,,,04,4.0,2.0,,both
636,04X1,,0,670,1508,0,9,683,FULTON,60.0,04X1,04X1,835.0,5.0,39.0,57.0,5.0,,,,,,,04,4.0,2.0,,both
637,04X2,,0,200,595,0,7,209,FULTON,60.0,04X2,04X2,831.0,5.0,39.0,56.0,5.0,,,,,,,04,4.0,2.0,,both
638,05A1,,0,812,1966,0,87,922,FULTON,60.0,05A1,05A1,956.0,5.0,36.0,58.0,5.0,,,,,,,05,5.0,3.0,,both
639,05A2,,0,800,2051,0,102,922,FULTON,60.0,05A2,05A2,836.0,5.0,36.0,59.0,5.0,,,,,,,05,5.0,3.0,,both
640,05B,,0,470,1372,0,19,502,FULTON,60.0,05B,05B,837.0,5.0,36.0,58.0,5.0,,,,,,,05,4.0,3.0,,both
641,05D,,0,36,243,0,2,38,FULTON,60.0,05D,05D,717.0,5.0,36.0,57.0,5.0,,,,,,,05,6.0,3.0,,both
642,05D,,0,36,243,0,2,38,FULTON,60.0,05D,05D,838.0,5.0,36.0,57.0,5.0,,,,,,,05,4.0,3.0,,both
643,05F,,0,2,12,0,1,4,FULTON,60.0,05F,05F,837.0,5.0,36.0,58.0,5.0,,,,,,,05,4.0,3.0,,both
644,05J,,0,211,468,0,30,244,FULTON,60.0,05J,05J,837.0,5.0,36.0,58.0,5.0,,,,,,,05,4.0,3.0,,both
645,05K,,0,538,1806,0,32,578,FULTON,60.0,05K,05K,837.0,5.0,36.0,58.0,5.0,,,,,,,05,4.0,3.0,,both
646,06B,,0,580,1566,0,158,753,FULTON,60.0,06B,06B,839.0,5.0,36.0,58.0,5.0,,,,,,,06,4.0,3.0,,both
647,06D,,0,816,2611,0,299,1141,FULTON,60.0,06D,06D,840.0,5.0,36.0,57.0,5.0,,,,,,,06,3.0,3.0,,both
648,06E,,0,607,1869,0,183,799,FULTON,60.0,06E,06E,841.0,5.0,39.0,56.0,5.0,,,,,,,06,3.0,3.0,,both
649,06F,,0,854,2362,0,273,1144,FULTON,60.0,06F,06F,842.0,5.0,36.0,57.0,5.0,,,,,,,06,5.0,3.0,,both
650,06F,,0,854,2362,0,273,1144,FULTON,60.0,06F,06F,932.0,5.0,36.0,58.0,5.0,06,7.0,,,,,06,5.0,3.0,,both
651,06F,,0,854,2362,0,273,1144,FULTON,60.0,06F,06F,961.0,5.0,36.0,58.0,5.0,,,,,,,06,5.0,3.0,,both
652,06G,,0,165,400,0,36,204,FULTON,60.0,06G,06G,839.0,5.0,36.0,58.0,5.0,,,,,,,06,4.0,3.0,,both
653,06H,,0,650,1530,0,297,963,FULTON,60.0,06H,06H,840.0,5.0,36.0,57.0,5.0,,,,,,,06,3.0,3.0,,both
654,06I,,0,532,2395,0,162,702,FULTON,60.0,06I,06I,718.0,5.0,39.0,54.0,5.0,,,,,,,06,5.0,3.0,,both
655,06I,,0,532,2395,0,162,702,FULTON,60.0,06I,06I,843.0,5.0,39.0,54.0,5.0,,,,,,,06,3.0,3.0,,both
656,06J,,0,940,2310,0,295,1257,FULTON,60.0,06J,06J,840.0,5.0,36.0,57.0,5.0,,,,,,,06,3.0,3.0,,both
657,06L1,,0,377,796,0,132,512,FULTON,60.0,06L1,06L1,841.0,5.0,39.0,56.0,5.0,,,,,,,06,3.0,3.0,,both
658,06L2,,0,245,612,0,136,385,FULTON,60.0,06L2,06L2,844.0,5.0,39.0,55.0,5.0,,,,,,,06,3.0,3.0,,both
659,06N,,0,448,1754,0,336,795,FULTON,60.0,06N,06N,722.0,5.0,39.0,55.0,5.0,,,,,,,06,5.0,3.0,,both
660,06N,,0,448,1754,0,336,795,FULTON,60.0,06N,06N,844.0,5.0,39.0,55.0,5.0,,,,,,,06,3.0,3.0,,both
661,06Q,,0,98,422,0,14,113,FULTON,60.0,06Q,06Q,718.0,5.0,39.0,54.0,5.0,,,,,,,06,5.0,3.0,,both
662,06Q,,0,98,422,0,14,113,FULTON,60.0,06Q,06Q,843.0,5.0,39.0,54.0,5.0,,,,,,,06,3.0,3.0,,both
663,06R,,0,606,1473,0,197,811,FULTON,60.0,06R,06R,841.0,5.0,39.0,56.0,5.0,,,,,,,06,3.0,3.0,,both
664,06S,,0,1300,2935,0,464,1786,FULTON,60.0,06S,06S,840.0,5.0,36.0,57.0,5.0,,,,,,,06,3.0,3.0,,both
665,06S,,0,1300,2935,0,464,1786,FULTON,60.0,06S,06S,845.0,5.0,36.0,56.0,5.0,,,,,,,06,3.0,3.0,,both
666,06S,,0,1300,2935,0,464,1786,FULTON,60.0,06S,06S,933.0,5.0,36.0,57.0,5.0,06,4.0,,,,,06,3.0,3.0,,both
667,07A,,0,952,4524,0,1217,2193,FULTON,60.0,07A,07A,846.0,11.0,6.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
668,07B,,0,444,2526,0,1063,1522,FULTON,60.0,07B,07B,846.0,11.0,6.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
669,07C,,0,676,3220,0,885,1575,FULTON,60.0,07C,07C,847.0,5.0,6.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
670,07D,,0,580,3231,0,642,1245,FULTON,60.0,07D,07D,847.0,5.0,6.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
671,07E,,0,501,1662,0,296,804,FULTON,60.0,07E,07E,848.0,5.0,39.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
672,07F,,0,556,2411,0,614,1186,FULTON,60.0,07F,07F,848.0,5.0,39.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
673,07H,,0,503,1738,0,525,1040,FULTON,60.0,07H,07H,848.0,5.0,39.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
674,07J,,0,600,2398,0,516,1129,FULTON,60.0,07J,07J,849.0,5.0,39.0,55.0,5.0,,,,,,,07,3.0,4.0,,both
675,07M,,0,372,1856,0,292,677,FULTON,60.0,07M,07M,848.0,5.0,39.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
676,07N,,0,350,1518,0,108,475,FULTON,60.0,07N,07N,848.0,5.0,39.0,54.0,5.0,,,,,,,07,3.0,4.0,,both
677,08A,,0,506,2537,0,882,1403,FULTON,60.0,08A,08A,850.0,5.0,39.0,54.0,5.0,,,,,,,08,3.0,4.0,,both
678,08A,,0,506,2537,0,882,1403,FULTON,60.0,08A,08A,851.0,11.0,6.0,40.0,5.0,,,,,,,08,3.0,4.0,,both
679,08A,,0,506,2537,0,882,1403,FULTON,60.0,08A,08A,935.0,11.0,6.0,40.0,5.0,08,4.0,,,,,08,3.0,4.0,,both
680,08B,,0,511,2902,0,1044,1582,FULTON,60.0,08B,08B,851.0,11.0,6.0,40.0,5.0,,,,,,,08,3.0,4.0,,both
681,08B,,0,511,2902,0,1044,1582,FULTON,60.0,08B,08B,852.0,11.0,6.0,52.0,5.0,,,,,,,08,3.0,4.0,,both
682,08B,,0,511,2902,0,1044,1582,FULTON,60.0,08B,08B,936.0,11.0,6.0,52.0,5.0,08,4.0,,,,,08,3.0,4.0,,both
683,08C,,0,179,1241,0,586,767,FULTON,60.0,08C,08C,852.0,11.0,6.0,52.0,5.0,,,,,,,08,3.0,4.0,,both
684,08D,,0,200,937,0,475,677,FULTON,60.0,08D,08D,852.0,11.0,6.0,52.0,5.0,,,,,,,08,3.0,4.0,,both
685,08E,,0,511,2262,0,999,1525,FULTON,60.0,08E,08E,852.0,11.0,6.0,52.0,5.0,,,,,,,08,3.0,4.0,,both
686,08E,,0,511,2262,0,999,1525,FULTON,60.0,08E,08E,853.0,11.0,6.0,53.0,5.0,,,,,,,08,3.0,4.0,,both
687,08E,,0,511,2262,0,999,1525,FULTON,60.0,08E,08E,937.0,11.0,6.0,53.0,5.0,08,4.0,,,,,08,3.0,4.0,,both
688,08F1,,0,355,1922,0,901,1273,FULTON,60.0,08F1,08F1,853.0,11.0,6.0,53.0,5.0,,,,,,,08,3.0,4.0,,both
689,08F1,,0,355,1922,0,901,1273,FULTON,60.0,08F1,08F1,854.0,5.0,6.0,54.0,5.0,,,,,,,08,3.0,4.0,,both
690,08F1,,0,355,1922,0,901,1273,FULTON,60.0,08F1,08F1,938.0,5.0,6.0,54.0,5.0,08,,,,,,08,3.0,4.0,,both
691,08G,,0,509,2340,0,529,1046,FULTON,60.0,08G,08G,850.0,5.0,39.0,54.0,5.0,,,,,,,08,3.0,4.0,,both
692,08H,,0,498,2130,0,861,1363,FULTON,60.0,08H,08H,850.0,5.0,39.0,54.0,5.0,,,,,,,08,3.0,4.0,,both
693,08J,,0,490,2269,0,842,1345,FULTON,60.0,08J,08J,855.0,5.0,38.0,54.0,5.0,,,,,,,08,3.0,4.0,,both
694,08K,,0,188,885,0,193,389,FULTON,60.0,08K,08K,856.0,5.0,38.0,55.0,5.0,,,,,,,08,3.0,4.0,,both
695,08L,,0,772,2982,0,528,1326,FULTON,60.0,08L,08L,856.0,5.0,38.0,55.0,5.0,,,,,,,08,3.0,4.0,,both
696,08M,,0,247,1321,0,610,865,FULTON,60.0,08M,08M,854.0,5.0,6.0,54.0,5.0,,,,,,,08,3.0,4.0,,both
697,08N1,,0,123,703,0,324,451,FULTON,60.0,08N1,08N1,852.0,11.0,6.0,52.0,5.0,,,,,,,08,3.0,4.0,,both
698,08N2,,0,251,981,0,327,583,FULTON,60.0,08N2,08N2,857.0,11.0,6.0,54.0,5.0,,,,,,,08,3.0,4.0,,both
699,08P,,0,312,1062,0,123,442,FULTON,60.0,08P,08P,856.0,5.0,38.0,55.0,5.0,,,,,,,08,3.0,4.0,,both
700,09A,,0,758,2552,0,367,1156,FULTON,60.0,09A,09A,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
701,09B,,0,119,337,0,2,122,FULTON,60.0,09B,09B,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
702,09C,,0,1119,2380,0,21,1149,FULTON,60.0,09C,09C,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
703,09D,,0,630,1612,0,7,642,FULTON,60.0,09D,09D,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
704,09E,,0,720,1904,0,28,755,FULTON,60.0,09E,09E,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
705,09F,,0,739,2909,0,838,1608,FULTON,60.0,09F,09F,859.0,5.0,6.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
706,09G1,,0,113,377,0,34,150,FULTON,60.0,09G1,09G1,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
707,09G2,,0,528,1925,0,251,792,FULTON,60.0,09G2,09G2,860.0,5.0,38.0,54.0,5.0,,,,,,,09,4.0,5.0,,both
708,09G2,,0,528,1925,0,251,792,FULTON,60.0,09G2,09G2,939.0,5.0,38.0,55.0,5.0,09,,,,,,09,4.0,5.0,,both
709,09H,,0,209,746,0,56,269,FULTON,60.0,09H,09H,861.0,5.0,38.0,55.0,5.0,,,,,,,09,3.0,5.0,,both
710,09I,,0,416,1136,0,8,424,FULTON,60.0,09I,09I,860.0,5.0,38.0,54.0,5.0,,,,,,,09,4.0,5.0,,both
711,09I,,0,416,1136,0,8,424,FULTON,60.0,09I,09I,934.0,5.0,38.0,55.0,5.0,09,4.0,,,,,09,4.0,5.0,,both
712,09I,,0,416,1136,0,8,424,FULTON,60.0,09I,09I,970.0,5.0,38.0,55.0,5.0,,,,,,,09,4.0,5.0,,both
713,09K,,0,612,2102,0,9,623,FULTON,60.0,09K,09K,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
714,09L,,0,538,1479,0,23,565,FULTON,60.0,09L,09L,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
715,09M,,0,464,1478,0,224,714,FULTON,60.0,09M,09M,858.0,5.0,38.0,53.0,5.0,,,,,,,09,4.0,5.0,,both
716,10A,,0,1340,2388,0,11,1361,FULTON,60.0,10A,10A,864.0,5.0,38.0,61.0,5.0,,,,,,,10,6.0,5.0,,both
717,10B,,0,359,555,0,8,369,FULTON,60.0,10B,10B,865.0,5.0,38.0,55.0,5.0,,,,,,,10,6.0,5.0,,both
718,10C,,0,777,2071,0,7,788,FULTON,60.0,10C,10C,864.0,5.0,38.0,61.0,5.0,,,,,,,10,6.0,5.0,,both
719,10D,,0,1374,3386,0,15,1402,FULTON,60.0,10D,10D,866.0,5.0,38.0,53.0,5.0,,,,,,,10,4.0,5.0,,both
720,10F,,0,472,897,0,12,486,FULTON,60.0,10F,10F,866.0,5.0,38.0,53.0,5.0,,,,,,,10,4.0,5.0,,both
721,10G,,0,635,1076,0,15,652,FULTON,60.0,10G,10G,867.0,5.0,38.0,56.0,5.0,,,,,,,10,6.0,5.0,,both
722,10H,,0,899,2106,0,18,922,FULTON,60.0,10H,10H,865.0,5.0,38.0,55.0,5.0,,,,,,,10,6.0,5.0,,both
723,10I,,0,205,316,0,6,212,FULTON,60.0,10I,10I,723.0,5.0,38.0,57.0,5.0,,,,,,,10,7.0,5.0,,both
724,10I,,0,205,316,0,6,212,FULTON,60.0,10I,10I,868.0,5.0,38.0,57.0,5.0,,,,,,,10,6.0,5.0,,both
725,10J,,0,311,742,0,3,317,FULTON,60.0,10J,10J,869.0,5.0,38.0,56.0,5.0,,,,,,,10,4.0,5.0,,both
726,10K,,0,726,1274,0,14,744,FULTON,60.0,10K,10K,870.0,5.0,39.0,57.0,5.0,,,,,,,10,4.0,5.0,,both
727,10L,,0,1524,2571,0,26,1564,FULTON,60.0,10L,10L,865.0,5.0,38.0,55.0,5.0,,,,,,,10,6.0,5.0,,both
728,10L,,0,1524,2571,0,26,1564,FULTON,60.0,10L,10L,868.0,5.0,38.0,57.0,5.0,,,,,,,10,6.0,5.0,,both
729,10L,,0,1524,2571,0,26,1564,FULTON,60.0,10L,10L,871.0,5.0,38.0,55.0,5.0,,,,,,,10,4.0,5.0,,both
730,10L,,0,1524,2571,0,26,1564,FULTON,60.0,10L,10L,946.0,5.0,38.0,55.0,5.0,10,,,,,,10,6.0,5.0,,both
