v_id,race,avg_income
121SC27,black,43809
121SC29A,black,49668
121SC30A,black,71466
121SC30B,black,61707
121SS01,white,136488
121SS02A,white,90476
121SS02B,white,90476
121SS03,white,69193
121SS04,,74517
121SS05,,58602
121SS06,white,69193
121SS07A,white,84328
121SS07B,white,108525
121SS07C,white,108525
121SS08A,white,108525
121SS08B,white,108525
121SS08C,white,84329
121SS08D,white,108524
121SS09A,white,66325
121SS09B,white,107798
121SS11A,white,98018
121SS11B,,92760
121SS11C,white,101716
121SS11D,,92761
121SS12,white,124374
121SS13A,white,94140
121SS13B,white,170781
121SS14,white,162671
121SS15A,black,44353
121SS15B,,72017
121SS16,,58034
121SS17,white,46878
121SS18A,,71783
121SS18B,white,90477
121SS19A,,66247
121SS19B,white,77423
121SS20,,68393
121SS22,,52880
121SS25,white,240757
121SS26,,57995
121SS29A,,103129
121SS29B,,103128
121SS31,white,69192
121UC01A,black,49338
121UC01B,black,39848
121UC01D,black,48657
121UC01E,black,48657
121UC02A,black,58373
121UC02B,black,99633
121UC031,black,51926
121UC032,black,49669
121UC034,black,49669
121UC035,black,50266
1231,white,50632
12310,white,48870
12311,white,60942
12312,white,54771
12313,white,53896
1232,white,59240
1233,white,53193
1234,white,55294
1235,white,54283
1236,white,53202
1237,white,51113
1238,white,51114
1239,white,49949
125EDGH,white,61056
125GIBS,white,61056
125MILL,white,61056
125MITC,white,61056
1271713,white,66635
1271923,hispanic,41102
1271933,hispanic,41102
1271943,,53896
1272713,white,60942
1272923,white,29344
1272933,white,57990
1272943,white,64086
1272953,hispanic,41101
1273713,white,68686
1273723,white,60107
1273733,white,73125
1273743,white,69283
1274913,white,55713
1274923,white,44032
1274933,white,52247
1274943,white,64748
1275913,white,56933
1275923,white,83920
1275933,white,69362
1275943,white,56933
1291054,white,47582
1291055,white,50526
1291056,white,48957
1291063,white,54119
1291064,white,47583
1291235,white,62392
129849-A,white,47889
129849-B,white,48403
129856,white,49814
129874,white,52523
129973,white,50342
129980,white,47082
131B,white,50968
131C04,white,49069
131C05,white,42132
131D,white,49355
131H,white,51215
131L,white,54998
131M,white,36318
131P,white,47079
131R,white,50320
131S,white,54262
131SH,white,52571
131W,white,54192
131WL,white,48829
1331,,36870
1332,white,54999
1333,white,54517
1334,white,54219
1335,white,50649
1336,white,36318
1337,white,36317
1338,white,126020
1351,white,77448
13510,white,93444
135100,white,108992
135101,,62044
135102,white,79499
135103,,51231
135104,black,74483
135105,white,111802
135106,,104352
135107,white,105700
135108,,80898
135109,white,98089
13511,,48746
135110,,62959
135111,,76509
135112,,77794
135113,,58331
135114,,68797
135115,,62549
135116,,62145
135117,,47118
135118,white,82415
135119,white,82742
13512,,60553
135120,,60883
135121,,112622
135122,black,66881
135123,hispanic,43085
135124,,70959
135125,white,157518
135126,white,157289
135127,,60407
135128,white,72928
135129,white,111273
13513,white,111086
135130,white,111179
135131,white,145658
135132,white,87845
135133,white,82440
135134,white,76728
135135,white,90506
135136,white,80519
135137,white,80503
135138,,104633
135139,,60154
13514,white,106139
135140,white,145659
135141,white,111179
135142,white,108970
135143,,79124
135144,,70793
135145,white,76758
135146,white,82450
135147,,90842
135148,,73189
135149,white,93856
13515,white,54889
135150,,33737
135151,white,77448
135152,white,92687
135153,,65770
135154,white,80776
135155,white,120739
135156,,80798
13516,,84146
13517,,59083
13518,,59233
13519,,59659
1352,black,66641
13520,,48117
13521,hispanic,48705
13522,white,112593
13523,,44775
13524,,73590
13525,white,80193
13526,,82902
13527,white,86588
13528,white,103858
13529,white,105832
1353,white,88376
13530,,70950
13531,white,89991
13532,white,97661
13533,white,91738
13534,,58238
13535,white,95189
13536,white,101305
13537,,49924
13538,,48603
13539,white,111723
1354,white,100037
13540,,88833
13541,,78720
13542,white,86150
13543,,52116
13544,black,69312
13545,black,73869
13546,white,112114
13547,white,112113
13548,,72921
13549,,80846
1355,white,89086
13550,,61863
13551,hispanic,41192
13552,white,86326
13553,,55312
13554,white,83876
13555,white,64375
13556,,60810
13557,,68530
13558,,49757
13559,,46953
1356,,82916
13560,,62618
13561,,53880
13562,white,158449
13563,white,174588
13564,black,68808
13565,,58383
13566,hispanic,43945
13567,white,80969
13568,white,104667
13569,white,103588
1357,white,98014
13570,white,102253
13571,,80776
13572,,44524
13573,white,89159
13574,,45760
13575,black,68490
13576,black,74484
13577,,67034
13578,white,80066
13579,white,105832
1358,white,110889
13580,,84393
13581,,70014
13582,,68012
13583,white,83704
13584,,80121
13585,white,88378
13586,,48606
13587,,73037
13588,black,56856
13589,white,88062
1359,white,80976
13590,,57019
13591,white,94111
13592,white,101415
13593,white,115556
13594,white,101025
13595,,80415
13596,,110492
13597,,83662
13598,white,86616
13599,,63661
1371,white,59124
1372,white,55330
1373,white,87766
1374,,40208
1375,white,47607
1391,white,58613
13910,white,55086
13911,white,75507
13912,white,54773
13913,hispanic,46076
13914,white,69467
13915,white,54824
13916,white,57267
13917,white,55682
13918,,50837
13919,white,73323
1392,hispanic,47191
13920,white,56373
13921,white,58765
13922,white,80450
13923,white,65274
13924,white,94584
13925,,67402
13926,hispanic,43334
13927,,68115
13928,,62252
13929,white,58911
1393,white,48188
13930,white,63796
13931,white,69577
13932,white,64827
13933,white,97896
13934,white,81981
13935,white,81376
1394,white,87956
1395,white,87956
1396,white,80708
1397,white,69515
1398,white,86613
1399,white,88033
1411A,white,49843
1411B,black,36358
1412A,black,29414
1412B,black,43110
1413A,black,29414
1413B,black,29415
1413C,black,41336
1414A,black,29880
1414B,black,42326
1414C,black,29414
14310,white,49149
14311,black,32308
14312,white,38614
14313,white,38151
1432,white,38409
1433,white,41602
1434,white,41281
1435,white,57799
1436,white,61029
1437,white,51296
1438,black,32308
1439,white,61056
145CA,white,99784
145EL,white,96795
145GM,white,77770
145HA,white,72926
145L9,black,41347
145MG,white,90216
145PV,black,47008
145SK,white,77770
145U9,black,43256
145VP,white,47195
145WA,white,91477
145WH,black,75880
1472,white,60226
1473,white,49809
1474,white,65454
1475,white,38839
1476,white,41689
1477,,41547
1478,white,54099
149CEN,white,47466
149COO,white,62392
149ENO,white,62392
149EPH,white,46390
149FRA,white,49028
149SOU,white,42414
15125,white,75451
15126,white,73076
15127,white,73715
15128,black,47661
15129,white,73528
15130,white,67693
15131,white,61796
15132,,83069
15133,,73241
15134,,52917
15135,white,56058
15136,white,87087
15137,white,89368
15138,,87385
15139,black,66308
15140,black,53331
15141,white,54758
15142,white,68916
15143,white,86843
15144,black,77884
15145,white,73777
15146,black,70050
15147,black,88385
15148,white,69953
15149,,44752
15150,,75282
15151,white,70661
15152,white,87087
15153,,119791
15154,,52233
15155,white,93519
15156,black,74438
15157,,83069
15158,white,82341
15159,white,71544
15160,white,74346
15161,black,70316
15162,white,89941
153ANNX,white,66683
153BMS,white,90616
153CENT,white,64204
153CGTC,white,81584
153FMMS,white,81617
153HAFS,white,70577
153HCTC,white,52171
153HEFS,white,70221
153MALL,white,36940
153MCMS,white,83389
153MILL,white,56452
153NSES,white,66563
153NSMS,white,47490
153NSSH,white,49480
153RECR,white,55368
153ROZR,white,68926
153TMS,white,63400
153TWPK,white,76606
153VHS,white,80533
1551388,white,54220
1551421,white,54516
1551529,white,54220
1551643,white,54220
1551661,white,54333
1551670,white,54999
1551753,white,54219
155901,white,54984
1571407,,38143
1571691,white,61061
1571704,black,31932
1571747,white,49659
1571765,white,82416
157242,white,49659
157248,black,41248
157253,black,31931
157257,black,51996
157428,black,44991
157455,black,41286
157465,black,32308
157N0245,black,53105
157N0255,white,55193
157S0245,black,46056
157S0255,white,42172
159290,white,55786
159295,white,34476
159296,black,32140
161100,,41644
161201,,38715
161202,,38714
161301,,38715
161302,white,42183
161401,,41041
161402,white,49809
161501,black,41695
161502,white,47151
1631460,,41348
1631593,black,41695
16376,white,42775
16377,white,38885
16381,,38714
16382,white,49689
16383,white,50283
16385,white,50181
1651,,39270
1652,,38714
1653,,39376
1654,,38715
1655,black,41695
1671201,white,43748
1671266,white,38800
1671301,white,49809
16755,,38735
1691,white,72197
16910,white,51485
16911,white,74124
1692,white,77974
1693,white,60268
1694,white,64778
1695,white,81582
1696,white,98229
1698,white,104699
1699,white,105779
1711711,white,44648
1711712A,white,62391
1711712B,white,47583
1711712C,white,47583
1711713,white,43808
1711714,white,57222
1731,white,54219
1732,white,54998
1733,white,54999
1734,white,54219
17510,white,45089
17511,white,49029
17512,white,49354
17513,white,43791
17514,white,49354
17515,white,39547
17516,white,46224
17519,white,46540
17521,white,39518
17522,white,37195
1753,white,48132
1754,white,41957
1755,white,48240
1756,white,63467
1757,white,54947
1758,white,45112
1759,white,62071
1771,white,35958
17710,white,35959
1772,white,37352
1773,white,51629
1774,white,56501
1775,white,56501
1776,white,91183
1777,white,88277
1778,white,66847
1779,white,66847
1791,white,49659
17910,,49485
17911,white,49462
17912,white,50453
17913,white,60696
17914,,56225
1792,white,55487
1793,white,64268
1794,,53996
1795,white,41281
1796,white,49914
1797,white,53302
1799,white,68479
1811-A,white,62392
1811-B,white,62392
1812,white,52382
1813-A,white,47583
1813-B,white,47583
1814-A,white,57097
1814-B,white,47583
1831,white,62392
1832,white,62392
1833,white,47583
1834,white,56114
1835,white,47583
1836,white,62392
1837,white,49024
1851,white,43388
1852,white,57668
1853,white,45384
1854,white,45698
1855,white,39917
1856,,47740
1857,white,52619
1858,white,44996
1859,white,60433
187DA,white,75136
187ET,white,57381
187NE,white,92283
187NO,white,89674
187SE,white,57567
187SW,white,82408
187WT,white,76468
189131,white,52493
189132,white,54999
189133A,white,36318
189133B,white,36318
189134,white,50286
189135,white,48541
189136,white,53416
189137,white,54250
189138,white,48419
189139,white,52465
1911312,white,55696
1911480,white,71635
1911515,white,67660
1911771,white,53971
19122,white,71550
191271,white,45689
1931,,55087
1932,,27652
1933,,50512
1934,hispanic,37119
1935,hispanic,37716
195COB,white,95166
195COL,white,50686
195COM,white,56501
195DAN,white,46833
195FOR,white,56500
195HAR,white,57304
195HUL,white,60195
195ILA,white,35958
195MIL,white,45565
195PAO,white,56501
195PIT,white,47036
195POC,white,36065
197339,white,54600
19734,black,46333
197539,white,49938
197807,white,46866
197808,white,54599
197948,white,54427
197955,white,54600
1991,,45896
19910,white,48111
19911,white,54766
19912,white,55231
19913,white,47921
19914,,45895
1992,,45896
1993,,45896
1994,white,48917
1995,white,48175
1996,white,50526
1997,white,50484
1998,white,50525
1999,white,50142
2011,white,52652
205BA,white,38084
205BV,black,39793
205CN,black,40085
205CS,black,49031
205CT,white,42881
205HF,black,39277
205HI,white,42882
205LS,white,39051
205PC,white,42881
205PE,white,39149
205SC,white,42881
2071,white,78483
20710,white,64211
20711,white,67911
20712,white,60447
20713,white,64034
20714,white,67911
2072,white,71941
2073,white,76938
2074,white,45274
2075,white,67910
2076,white,67910
2077,white,50644
2078,white,62286
2079,white,62309
2091,white,54348
2092,white,50442
2093,white,54351
2094,white,54999
2095,white,54296
2096,white,54999
2097,white,50618
2111,white,57936
2112,white,42482
2113,white,40098
2114,white,46823
2115,black,31931
2116,black,32307
2117,white,55985
2131013,white,42088
2131039,white,46560
2131291,white,44850
2131895,white,34984
213824,white,43077
213872,white,51703
213874,white,60996
215101,,41489
215102,black,40441
215103,black,54844
215104,white,64590
215105,white,70015
215106,white,46550
215107,,39691
215108,white,38711
215109,,46596
215110,black,31844
215111,black,32323
215112,,39330
215113,black,47483
215114,black,45448
215115,black,51406
215116,black,49535
215117,,61026
215118,,50260
215119,white,60182
215120,,54129
215121,,49401
215122,black,22910
215123,,27546
215124,white,76132
215125,,45739
215126,white,56465
215127,white,57869
2171,white,63153
21710,,62347
21712,white,78937
21713,black,56252
21714,white,65456
21715,white,81127
21716,white,78283
21717,white,74822
21718,white,60747
21719,,55881
2172,,47236
21720,black,61534
21723,black,66425
21724,black,52309
21725,white,77720
2173,black,65492
2174,white,62683
2175,,43310
2176,white,63726
2177,white,78899
2178,,51272
2179,,58304
2191,white,83881
21910,white,109426
21911,white,103602
21912,white,94195
21913,white,83881
2192,white,83204
2193,white,77841
2194,white,83327
2195,white,84693
2196,white,89425
2197,white,98966
2198,white,110734
2199,white,110734
221BV,white,78097
221CR,white,78138
221LX,white,50496
22301C,white,94331
22302B,white,68154
22303C,white,86551
22304C,white,91793
22305B,white,62887
22306B,white,62733
22307B,white,69221
22308B,white,48705
22309B,white,63086
22310B,white,71544
22311C,white,70439
22312B,white,71731
22313B,white,75988
22314C,white,74062
225B1,white,67622
225B2,white,68148
225C1,,64985
225F1,,41151
225F2,black,48344
225F3,black,40324
225P1,white,59124
2271,white,70663
22710,white,101460
22711,white,61421
22712,white,61603
2272,white,64551
2273,white,55411
2274,white,53561
2275,white,53561
2276,white,59717
2277,white,61972
2278,white,61363
2279,white,65131
2291,white,49808
2292,white,50126
2293A,white,50284
2293B,white,43109
2294A,,39639
2294B,black,41695
2294C,white,45025
2294D,white,49808
2311,white,55487
2312,black,32308
2313,white,41749
2314,white,55486
2315,white,61056
2316,white,41281
2317,white,49200
2318,white,56769
2331,white,60463
2332,white,48163
2333,white,36405
2334,white,39410
2335,white,44304
2336,white,47348
2337,white,37887
235ANNEX,white,52652
237101,white,68674
237104,white,76901
237105,white,92283
237106,white,55350
237107,white,51113
239G,white,49809
239M,white,49808
241RABUN,white,47523
243131,black,61134
243334,white,41202
243566,black,43040
243718A,black,60160
243718B,black,61134
243934,black,61133
243947,black,50918
243954,black,58622
243998,white,41202
245101,hispanic,39397
245102,,32931
245103,white,67541
245104,white,49705
245105,white,86793
245106,white,57076
245107,white,59938
245108,white,73504
245109,white,54282
245111,hispanic,33529
245112,white,47199
245114,black,39965
245115,black,44849
245201,white,55487
245202,black,45309
245203,white,65894
245204,hispanic,41801
245207,white,42618
245208,white,51129
245209,white,41317
245210,,42930
245301,white,74579
245302,white,47460
245303,white,62604
245304,,46528
245305,white,43841
245306,,56163
245307,white,50715
245308,,60140
245310,black,57744
245401,black,57939
245402,,40113
245404,black,52275
245405,black,72913
245406,black,61733
245501,black,48651
245502,black,43746
245503,black,40880
245504,black,43955
245506,black,51418
245507,black,53935
245509,black,52275
245601,black,37499
245603,black,41621
245604,black,44843
245605,black,51418
245606,black,46408
245607,black,57940
245608,white,71348
245701,white,51384
245702,white,41140
245703,white,45911
245705,white,46151
245706,white,62511
245707,white,66681
245708,white,63485
245709,white,66994
245801,white,57879
245801B,white,57947
245802,white,56804
245803,,52786
245804,white,54702
245804H,white,56449
245805,black,44843
245806,white,71349
245807,black,58225
245808,white,71349
245809,black,58225
245810,white,57947
247BA,white,77027
247BT,white,56382
247CO,black,54403
247FI,black,79239
247FS,black,71723
247HC,white,76024
247HI,black,52476
247LA,black,54669
247LO,white,77587
247MA,,69287
247MI,black,53393
247OT,black,50125
247RO,black,66351
247SA,black,74538
247SH,,81273
247SM,black,69458
247SP,black,67702
247ST,white,70161
2491,,40379
2511,white,42809
25110,white,50459
25111,white,48406
25112,white,46650
2512,white,50505
2513,,45896
2514,white,52436
2515,white,55230
2516,white,43410
2517,white,47830
2518,white,44670
2519,white,46888
2531,white,48441
2532,white,47260
2533,black,45501
2534,white,48379
2535,white,50555
2551,black,33836
25510,white,52336
25511,white,66634
25512,white,48670
25513,white,54308
25514,white,48973
25515,white,67533
25516,white,41218
25517,white,38082
25518,black,38735
25519,white,55180
2552,black,32369
25520,white,47872
25521,white,66996
2553,white,62452
2554,white,72359
2555,black,43967
2556,white,52672
2557,white,68458
2558,white,61795
2559,white,61768
257SC1,white,48960
2592,white,54750
2594,white,48418
2595,white,48419
2596,white,48419
26115,,37926
26117,white,41063
26128,white,51835
26129,white,53430
261C1-27,white,51586
261C2-27,white,45964
261C3-27,white,49858
261E-27,white,49522
261N-26,white,48419
261O-26,white,48419
261W-27,white,48239
2631,white,47099
2632,,38814
2633,white,45661
2634,white,49614
2635,black,41694
2636,white,49809
2638,,38715
265172,black,32308
265601,black,32308
2671,white,54999
2672,white,54999
2673,white,55139
2674,white,49354
2675,white,49432
2676,white,50441
2677,white,49573
2678,white,50891
2679,white,54983
2691,white,51878
2693,white,52016
2695,white,50875
2696,white,54359
271HE,white,54999
271JA,white,38615
271LU,white,40580
271MC,white,52319
271MI,white,54220
271SC,white,54998
2731,black,41816
2732,black,48385
2733,black,44033
2734,black,46694
2735,black,42187
2736,black,42431
275101,white,53207
275102,white,65510
275103,white,63684
275104,white,49825
275105,black,55652
275106,white,41771
275107,,37835
275108,white,47936
275109,,42691
275110,,50056
275111,,39000
275112,white,52658
275113,,41082
275114,white,57599
275115,black,41694
275116,white,50179
275117,white,50283
275118,white,49228
275119,,49257
275120,white,48777
2771,,49811
27710,,54676
27711,,48727
27712,black,49381
2772,white,60866
2773,white,62845
2774,,38764
2775,black,34755
2776,,49822
2777,black,29218
2778,black,41695
2779,white,52263
27915361,white,58589
27939,white,56314
27943,white,52693
279513,white,46580
279514,white,46383
2811468,,38715
2811581,white,49809
281833,white,46027
281990,white,45592
283BLAC,,38715
283GILL,,38715
283LOTH,black,41694
283OGLE,,38715
283ORLA,,41022
283SOPE,,41146
2851,white,49918
28510,white,71543
28511,white,59013
28512,,50776
28513,white,55067
28515,,53936
28516,white,61625
2852,white,38741
2853,white,44239
2854,black,51574
2855,white,47290
2856,,38715
2857,white,62497
2858,white,58303
2859,white,50198
2871,white,47575
2872,white,42888
2873,white,42414
289DB,white,53048
289GI,white,44889
289HV,black,40820
289JV/W,white,53048
289SG/T,black,40820
2911,white,46658
29110,white,51085
29111,white,56051
2912,white,53481
2913,white,49515
2914,white,69539
2915,white,58272
2916,white,48800
2917,white,54557
2918,white,69577
2919,white,56502
2931336,white,55487
2931577,white,61056
2931610,white,46177
293470,white,57510
293555,white,40670
293561,white,41282
2935610,white,40535
293588,white,61055
293589,white,49659
2951161,white,87583
2951501,white,51026
2951809,white,51104
2951812,white,42477
2951818,white,48447
2951851,white,98206
2951893,white,39573
295871,white,45161
295917,white,57624
295944,white,66613
295953,white,57639
2971663,white,72311
2971675,white,60534
297250,white,60219
297414,white,71620
297415,white,71147
297416,white,73050
297417,white,65751
297418,white,61857
297419,white,55333
297420,white,40337
297421,white,75474
297422,white,78502
297423,white,65046
297424,white,72966
297425,,39327
297426,white,70222
297427,white,73230
297454,white,67797
297502,white,87843
297503,white,59734
297559,white,67220
299100,white,46114
299200A,white,45429
299200B,white,41987
299300,white,45970
299304,white,37467
299400,white,39792
299404,white,54999
299405,white,54998
299406,white,54220
299407,white,37467
299408,white,53950
299409,white,54220
3011,white,48241
3031253,white,36318
3031350,white,53288
3031488,white,44176
30388,white,46761
30391,black,37247
30394,white,41088
30397,white,49613
30399,white,54999
3051A,white,61862
3051B,white,62392
3051C,white,50236
3052A,white,50696
3052B,white,50653
3052C,white,45326
3052D,white,45029
3053A,white,48644
3053B,white,55231
3053C,white,55231
3054A,white,46124
3054B,white,47073
3055A,white,43610
3055B,white,45925
3055C,white,55231
307P1,,40379
3091,white,39016
3092,white,33674
311101,white,50130
31111,white,60034
311111,white,50442
31121,white,51158
31131,white,54999
31141,white,50408
31151,white,54552
31161,white,54999
31171,white,54795
31181,white,48799
31191,white,51177
3131A,,38175
3132A,white,70427
3133A,white,88443
3134A,white,74745
3135A,hispanic,37765
3136A,hispanic,35517
313AN,hispanic,38712
313CA,white,72275
313CO,white,66691
313DG,white,68813
313ES,hispanic,41559
313FI,,46604
313GL,hispanic,41346
313LT,white,51645
313MC,white,72225
313NI,white,56432
313PG,white,59949
313TH,white,58732
313TI,white,58938
313TR,white,56933
313UT,white,54468
313VA,white,63749
313WS,white,69516
3151A,white,48070
3152A,,39353
3152B,black,41695
3153A,white,49825
3154A,white,45656
3155A,white,41891
3171,black,35648
3172A,white,42952
3172B,white,42625
3173A,black,36272
3173B,black,37728
3174A,white,52177
3174B,white,40451
31910,white,49808
31911,white,50284
3192,black,41694
3193,white,50284
3194,white,50283
3195,white,46202
3196,white,49425
3197,white,48012
3198,black,41694
3211,white,38107
32110,white,48497
32111,white,48914
32112,white,49345
32114,white,36318
32115,white,54284
32116,white,44959
3212,white,53404
3213,white,46035
3214,white,48418
3215,white,51641
3216,white,54302
3217,white,54999
3218,white,54999
3219,white,54999
