,county,dem_votes,precinct,rep_votes,total,rep_p,dem_p
298,DEKALB,589,LIVSEY ELEM,454,1043,0.435282837967,0.564717162033
299,DEKALB,2298,MARBUT ELEM,51,2349,0.021711366539,0.978288633461
300,DEKALB,1686,MATHIS-BOB MATHIS EL,83,1769,0.0469191633691,0.953080836631
301,DEKALB,1124,MCLENDON,217,1341,0.161819537658,0.838180462342
302,DEKALB,1124,MCNAIR ACADEMY,32,1156,0.0276816608997,0.9723183391
303,DEKALB,2026,MCNAIR HIGH,130,2156,0.0602968460111,0.939703153989
304,DEKALB,1221,MCNAIR MIDDLE,40,1261,0.0317208564631,0.968279143537
305,DEKALB,1376,MCWILLIAMS,39,1415,0.0275618374558,0.972438162544
306,DEKALB,1747,MEADOWVIEW ELEM,66,1813,0.0364037506895,0.963596249311
307,DEKALB,1198,MEDLOCK ELEM,331,1529,0.216481360366,0.783518639634
308,DEKALB,1181,MEMORIAL SOUTH,74,1255,0.0589641434263,0.941035856574
309,DEKALB,1727,METROPOLITAN,114,1841,0.0619228680065,0.938077131993
310,DEKALB,724,MIDVALE ELEM,704,1428,0.49299719888,0.50700280112
311,DEKALB,1289,MIDVALE ROAD,591,1880,0.314361702128,0.685638297872
312,DEKALB,1289,MIDWAY ELEM,98,1387,0.0706560922855,0.929343907714
313,DEKALB,1730,MILLER-ELDRIDGE L. M,87,1817,0.0478811227298,0.95211887727
314,DEKALB,1447,MILLER GROVE HIGH,40,1487,0.0268997982515,0.973100201748
315,DEKALB,2004,MILLER GROVE MIDDLE,36,2040,0.0176470588235,0.982352941176
316,DEKALB,1330,MILLER GROVE ROAD,47,1377,0.0341321713871,0.965867828613
317,DEKALB,965,MONTCLAIR ELEM,142,1107,0.128274616079,0.871725383921
318,DEKALB,850,MONTGOMERY ELEM,736,1586,0.464060529634,0.535939470366
319,DEKALB,759,MONTREAL,289,1048,0.275763358779,0.724236641221
320,DEKALB,765,MT. VERNON EAST,1048,1813,0.57804743519,0.42195256481
321,DEKALB,761,MT. VERNON WEST,792,1553,0.50998068255,0.49001931745
322,DEKALB,860,NORTH DECATUR,157,1017,0.154375614553,0.845624385447
323,DEKALB,1072,NORTH HAIRSTON,121,1193,0.101424979044,0.898575020956
324,DEKALB,695,NORTH PEACHTREE,333,1028,0.323929961089,0.676070038911
325,DEKALB,683,NORTHLAKE,318,1001,0.317682317682,0.682317682318
326,DEKALB,1001,OAK GROVE ELEM,536,1537,0.34873129473,0.65126870527
327,DEKALB,2569,OAK VIEW ELEM,43,2612,0.0164624808576,0.983537519142
328,DEKALB,701,OAKCLIFF ELEM,238,939,0.25346112886,0.74653887114
329,DEKALB,1856,OAKHURST,192,2048,0.09375,0.90625
330,DEKALB,829,PANOLA,51,880,0.0579545454545,0.942045454545
331,DEKALB,1160,PANOLA ROAD,24,1184,0.0202702702703,0.97972972973
332,DEKALB,970,PANOLA WAY ELEM,28,998,0.0280561122244,0.971943887776
333,DEKALB,986,PEACHCREST ELEM,79,1065,0.0741784037559,0.925821596244
334,DEKALB,1417,PEACHTREE MIDDLE,589,2006,0.293619142572,0.706380857428
335,DEKALB,352,PINE LAKE,47,399,0.117794486216,0.882205513784
336,DEKALB,911,PINEY GROVE,40,951,0.0420609884332,0.957939011567
337,DEKALB,1661,PLEASANTDALE ELEM,329,1990,0.165326633166,0.834673366834
338,DEKALB,1507,PONCE DE LEON,178,1685,0.105637982196,0.894362017804
339,DEKALB,1296,PRINCETON ELEM,54,1350,0.04,0.96
340,DEKALB,2162,RAINBOW ELEM,76,2238,0.0339588918677,0.966041108132
341,DEKALB,1707,REDAN ELEM,57,1764,0.0323129251701,0.96768707483
342,DEKALB,1376,REDAN MIDDLE,70,1446,0.0484094052559,0.951590594744
343,DEKALB,1427,REDAN ROAD,63,1490,0.0422818791946,0.957718120805
344,DEKALB,2055,REDAN-TROTTI LIBRARY,57,2112,0.0269886363636,0.973011363636
345,DEKALB,979,REHOBOTH,434,1413,0.307147912243,0.692852087757
346,DEKALB,1070,RENFROE MIDDLE,99,1169,0.0846877673225,0.915312232678
