ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY,COUNTY_NAM,FIPS2,income_rac,income_r_1,XCOORD,YCOORD
4088790,0.22,1256,12104J,12104J,04J,04J,60,FULTON,121,black,25242.292842,-84.412182,33.752113
4088850,0.27,1242,12103L,12103L,03L,03L,60,FULTON,121,black,60667.999726,-84.421584,33.767943
4088903,0.71,1243,12103M,12103M,03M,03M,60,FULTON,121,white,57334.311991,-84.423386,33.780201
4088960,0.69,1244,12103N,12103N,03N,03N,60,FULTON,121,black,29787.499422,-84.411942,33.770675
4089035,0.57,1320,12109G1,12109G1,09G1,09G1,60,FULTON,121,white,67895.018272,-84.430944,33.801497
4089071,1.26,1321,12109G2,12109G2,09G2,09G2,60,FULTON,121,white,67895.000088,-84.4208,33.797636
4089133,0.44,1322,12109H,12109H,09H,09H,60,FULTON,121,white,67895,-84.411375,33.796656
4709230,1.06,1310,12108M,12108M,08M,08M,60,FULTON,121,white,135365.035419,-84.394108,33.839419
4709303,0.58,1295,12107J,12107J,07J,07J,60,FULTON,121,white,125829.486437,-84.382552,33.81739
4709350,0.45,1294,12107H,12107H,07H,07H,60,FULTON,121,white,129059.000016,-84.378635,33.825608
4709398,0.57,1305,12108G,12108G,08G,08G,60,FULTON,121,white,118764.009889,-84.388631,33.835623
4709445,2.09,1300,12108C,12108C,08C,08C,60,FULTON,121,white,256389.389374,-84.401736,33.85729
4709523,2,1299,12108B,12108B,08B,08B,60,FULTON,121,white,245507.920083,-84.394352,33.871859
4709617,0.53,1280,12106I,12106I,06I,06I,60,FULTON,121,,69900.523024,-84.364924,33.821998
4756800,3.24,595,067MT01,067MT01,MT01,MT BETHEL 01,33,COBB,067,white,157721.753009,-84.395725,33.97583
4756865,0.25,1565,121SS18B,121SS18B,SS18B,SS18B,60,FULTON,121,white,90477.000419,-84.393249,33.951927
4756891,1.22,642,067TR01,067TR01,TR01,TIMBER RIDGE 01,33,COBB,067,white,157506.254459,-84.395725,33.992232
4756935,0.51,1537,121SS02A,121SS02A,SS02A,SS02A,60,FULTON,121,white,90477,-84.376187,33.952069
4756981,1.08,1567,121SS19B,121SS19B,SS19B,SS19B,60,FULTON,121,white,77423.006892,-84.374428,33.962241
4757024,1.02,1566,121SS19A,121SS19A,SS19A,SS19A,60,FULTON,121,,66247.939111,-84.365838,33.974792
4757069,0,1573,121SS29B,121SS29B,SS29B,SS29B,60,FULTON,121,,103129,-84.348017,33.96059
4757085,0.76,1571,121SS26,121SS26,SS26,SS26,60,FULTON,121,,57995.784113,-84.357644,33.964765
4757134,0.94,1568,121SS20,121SS20,SS20,SS20,60,FULTON,121,,68393.684579,-84.347043,33.974123
4757210,2.37,1569,121SS22,121SS22,SS22,SS22,60,FULTON,121,,52899.405147,-84.365395,33.990901
4757297,1.34,1481,121RW11A,121RW11A,RW11A,RW11A,60,FULTON,121,white,92566.177128,-84.373684,34.00573
5102293,1.11,1489,121RW19,121RW19,RW19,RW19,60,FULTON,121,white,187821.165651,-84.367485,34.08442
5102342,1.35,1450,121ML012,121ML012,ML012,ML012,60,FULTON,121,white,177525.000024,-84.372264,34.106976
5102394,1.22,1451,121ML01B,121ML01B,ML01B,ML01B,60,FULTON,121,white,178143.432728,-84.382109,34.094615
5102464,0.89,1381,121AP04A,121AP04A,AP04A,AP04A,60,FULTON,121,white,138431.719885,-84.345066,34.08037
5102527,3.24,1449,121ML011,121ML011,ML011,ML011,60,FULTON,121,white,177524.999989,-84.347562,34.100939
5102671,0.34,1382,121AP04B,121AP04B,AP04B,AP04B,60,FULTON,121,white,177524.999495,-84.333793,34.08048
4587698,0.61,1267,12105A2,12105A2,05A2,05A2,60,FULTON,121,white,74509.831588,-84.353678,33.748659
4587787,0.17,1239,12103G,12103G,03G,03G,60,FULTON,121,black,15389.000148,-84.410247,33.759052
4587836,0.5,1248,12103T,12103T,03T,03T,60,FULTON,121,black,44311.887166,-84.402884,33.756784
4587898,0.16,1246,12103P2,12103P2,03P2,03P2,60,FULTON,121,black,21209,-84.401394,33.766841
4587937,0.36,1253,12104F,12104F,04F,04F,60,FULTON,121,white,49896.510638,-84.394276,33.76589
4587984,0.62,1245,12103P1A,12103P1A,03P1A,03P1A,60,FULTON,121,white,53680.018611,-84.406157,33.783645
4588058,0.83,1241,12103I,12103I,03I,03I,60,FULTON,121,,66113.854176,-84.39805,33.777881
5109990,0.92,1384,121AP06,121AP06,AP06,AP06,60,FULTON,121,white,111870.317795,-84.321023,34.08888
5110054,1.46,1386,121AP07B,121AP07B,AP07B,AP07B,60,FULTON,121,white,138287.349975,-84.29905,34.09922
5110147,2.68,1454,121ML023,121ML023,ML023,ML023,60,FULTON,121,white,177681.167199,-84.334549,34.117182
5110196,0.52,1453,121ML022,121ML022,ML022,ML022,60,FULTON,121,white,190427,-84.337451,34.135967
5110217,0.49,1389,121AP10,121AP10,AP10,AP10,60,FULTON,121,white,169333.999407,-84.301656,34.090183
5110267,2.57,1457,121ML04A,121ML04A,ML04A,ML04A,60,FULTON,121,white,163189.779537,-84.300007,34.105971
5110337,1.99,1385,121AP07A,121AP07A,AP07A,AP07A,60,FULTON,121,white,90764.221415,-84.281571,34.084175
5110420,0.38,1455,121ML024,121ML024,ML024,ML024,60,FULTON,121,white,190426.999955,-84.310935,34.120405
5110447,2.47,1458,121ML04B,121ML04B,ML04B,ML04B,60,FULTON,121,white,177112.076944,-84.293299,34.128102
5123124,6.61,1452,121ML021,121ML021,ML021,ML021,60,FULTON,121,white,187591.470592,-84.341939,34.156331
5123250,7.55,1456,121ML03,121ML03,ML03,ML03,60,FULTON,121,white,190427,-84.310187,34.149948
5123328,2.07,1467,121ML07A,121ML07A,ML07A,ML07A,60,FULTON,121,white,190427,-84.299411,34.174482
5123375,0.73,1461,121ML05B,121ML05B,ML05B,ML05B,60,FULTON,121,white,190427,-84.279867,34.146
4572674,0.89,1356,12112B,12112B,12B,12B,60,FULTON,121,black,48162.99995,-84.410269,33.711331
4572745,0.4,1370,12112S,12112S,12S,12S,60,FULTON,121,black,37724.999976,-84.397299,33.711078
4572780,0.91,1214,12101J,12101J,01J,01J,60,FULTON,121,black,30444.827065,-84.386071,33.713954
4572853,0.89,1206,12101C1,12101C1,01C1,01C1,60,FULTON,121,black,38173.076543,-84.378539,33.707748
4572959,0.38,1355,12112A,12112A,12A,12A,60,FULTON,121,black,48162.999644,-84.409794,33.720577
4573012,0.97,1366,12112K,12112K,12K,12K,60,FULTON,121,black,29682.513054,-84.407193,33.729878
4573078,0.3,1369,12112N,12112N,12N,12N,60,FULTON,121,black,28004.012575,-84.396434,33.724458
4573125,0.3,1250,12104B,12104B,04B,04B,60,FULTON,121,black,43957.3953,-84.408462,33.746221
5212434,7.22,1712,13555,13555,55,SUGAR HILL D,67,GWINNETT,135,white,64396.660375,-83.994067,34.127357
5212593,2.46,1759,135102,135102,102,PUCKETTS B,67,GWINNETT,135,white,79498.692671,-83.975293,34.092423
5207290,7.72,1681,13524,13524,24,SUGAR HILL A,67,GWINNETT,135,,73604.64286,-84.004072,34.085777
4070117,0.86,1337,12110K,12110K,10K,10K,60,FULTON,121,black,40334.987869,-84.461741,33.731909
4070173,0.96,1333,12110G,12110G,10G,10G,60,FULTON,121,black,38163.730312,-84.472453,33.739592
4070229,0.72,1348,12111H,12111H,11H,11H,60,FULTON,121,black,44749.092336,-84.4544,33.727563
4070283,1.18,1336,12110J,12110J,10J,10J,60,FULTON,121,black,27505.42129,-84.455447,33.745965
4070328,0.96,1367,12112L,12112L,12L,12L,60,FULTON,121,black,24448.601275,-84.436306,33.708018
4070388,0.2,1362,12112G,12112G,12G,12G,60,FULTON,121,black,23800.000051,-84.412527,33.693179
4070426,0.61,1358,12112D,12112D,12D,12D,60,FULTON,121,black,23984.776376,-84.414225,33.700408
5189844,1.68,1798,135141,135141,141,SUGAR HILL G,67,GWINNETT,135,white,111178.852139,-84.065435,34.107623
5189918,5.86,1682,13525,13525,25,SUGAR HILL B,67,GWINNETT,135,white,80193.293756,-84.050458,34.124547
5190056,2.68,1746,13589,13589,89,SUGAR HILL E,67,GWINNETT,135,white,88062.594505,-84.029024,34.088917
5190127,6.69,1711,13554,13554,54,SUGAR HILL C,67,GWINNETT,135,white,83876.529741,-84.056681,34.147271
4466510,0.49,1468,121MP01,121MP01,MP01,MP01,60,FULTON,121,white,175478,-84.412741,34.082708
5176207,4.02,1787,135130,135130,130,SUWANEE D,67,GWINNETT,135,white,111176.408953,-84.094819,34.100833
4309882,1.64,528,067DC01,067DC01,DC01,DICKERSON 01,33,COBB,067,white,132366.422976,-84.419275,33.97891
4309943,1.45,623,067SA01,067SA01,SA01,SANDY PLAINS 01,33,COBB,067,white,126620.496246,-84.472938,34.018931
4310004,1.5,613,067PP01,067PP01,PP01,POPE 01,33,COBB,067,white,133844.556198,-84.454683,34.0286
4310058,0.81,575,067MB01,067MB01,MB01,MABRY 01,33,COBB,067,white,151583.999728,-84.464111,34.054137
4310099,1.07,533,067DV01,067DV01,DV01,DAVIS 01,33,COBB,067,white,107699,-84.473852,34.068223
4310135,1.44,549,067GM01,067GM01,GM01,GARRISON MILL 01,33,COBB,067,white,106741.00026,-84.445684,34.046329
4310182,2.77,612,067PO01,067PO01,PO01,POST OAK 01,33,COBB,067,white,138681.999949,-84.443693,34.06545
4310243,2.12,553,067HT01,067HT01,HT01,HIGHTOWER 01,33,COBB,067,white,145838.999948,-84.434188,34.020762
4310313,1.73,624,067SF01,067SF01,SF01,SHALLOWFORD FALLS 01,33,COBB,067,white,137689.69657,-84.427314,34.037244
5133692,0.02,1460,121ML05A,121ML05A,ML05A,ML05A,60,FULTON,121,white,169334,-84.279138,34.100141
5133717,0.97,1463,121ML06A,121ML06A,ML06A,ML06A,60,FULTON,121,white,89105.496109,-84.263121,34.096625
5133795,2.54,1391,121AP12B,121AP12B,AP12B,AP12B,60,FULTON,121,white,163711.151849,-84.249914,34.086896
5133844,2.47,1462,121ML05C,121ML05C,ML05C,ML05C,60,FULTON,121,white,131507.554028,-84.270109,34.121746
5133912,0.22,1459,121ML04C,121ML04C,ML04C,ML04C,60,FULTON,121,white,184433.58675,-84.279346,34.132764
5133935,0.12,1465,121ML071,121ML071,ML071,ML071,60,FULTON,121,white,190427,-84.268444,34.144168
5133960,0.88,1464,121ML06B,121ML06B,ML06B,ML06B,60,FULTON,121,white,87754.078629,-84.262491,34.114306
4721384,2.94,1551,121SS09B,121SS09B,SS09B,SS09B,60,FULTON,121,white,107793.915474,-84.399409,33.8999
4721461,0.39,1558,121SS13B,121SS13B,SS13B,SS13B,60,FULTON,121,white,170781.917706,-84.383597,33.885008
4721504,0.12,1555,121SS11D,121SS11D,SS11D,SS11D,60,FULTON,121,,92761.000025,-84.383955,33.894409
4721528,0.47,1553,121SS11B,121SS11B,SS11B,SS11B,60,FULTON,121,,92760.987716,-84.383281,33.904991
4721564,1.13,1542,121SS06,121SS06,SS06,SS06,60,FULTON,121,white,69192.997757,-84.395445,33.924376
4721614,1.06,1541,121SS05,121SS05,SS05,SS05,60,FULTON,121,,58602.005456,-84.3996,33.935374
4721657,0.5,1564,121SS18A,121SS18A,SS18A,SS18A,60,FULTON,121,,71783.735312,-84.394036,33.946726
4721692,0.62,1574,121SS31,121SS31,SS31,SS31,60,FULTON,121,white,69229.11969,-84.386823,33.917186
4721728,0.68,1539,121SS03,121SS03,SS03,SS03,60,FULTON,121,white,69193.00034,-84.382813,33.936423
4721768,0.53,1557,121SS13A,121SS13A,SS13A,SS13A,60,FULTON,121,white,94140,-84.374886,33.887882
4721812,0.91,1552,121SS11A,121SS11A,SS11A,SS11A,60,FULTON,121,white,98018.527836,-84.372715,33.902129
4721860,0.09,1554,121SS11C,121SS11C,SS11C,SS11C,60,FULTON,121,,101716.448226,-84.375632,33.911516
4721892,0.75,1559,121SS14,121SS14,SS14,SS14,60,FULTON,121,white,162671.225707,-84.36115,33.882644
4090002,0.85,1307,12108J,12108J,08J,08J,60,FULTON,121,white,138801.245249,-84.414291,33.814655
4549249,1.41,446,063FP4,063FP4,FP4,FOREST PARK 4,31,CLAYTON,063,,48873.556082,-84.352714,33.603331
4549326,4.55,443,063FP1,063FP1,FP1,FOREST PARK 1,31,CLAYTON,063,black,37380.073044,-84.378898,33.633242
4549411,2.41,1425,121HP01,121HP01,HP01,HP01,60,FULTON,121,,52696.973018,-84.409322,33.660872
4549506,1.04,1359,12112E1,12112E1,12E1,12E1,60,FULTON,121,black,22402.71184,-84.408787,33.684043
5144364,2.81,1383,121AP05,121AP05,AP05,AP05,60,FULTON,121,white,158709.308464,-84.225598,34.085251
5144483,3.1,1466,121ML072,121ML072,ML072,ML072,60,FULTON,121,white,190427,-84.268418,34.167069
5144618,0.27,1388,121AP09B,121AP09B,AP09B,AP09B,60,FULTON,121,white,115719.401279,-84.203962,34.080154
4749370,3.86,811,089CE,089CE,CE,CHAMBLEE (CHA),44,DEKALB,089,,73394.407252,-84.302634,33.891483
4749471,0.99,860,089HF,089HF,HF,HUNTLEY HILLS ELEM (,44,DEKALB,089,,65928.960334,-84.302372,33.914675
4749522,0.85,914,089PB,089PB,PB,PEACHTREE MIDDLE (DU,44,DEKALB,089,,59632.00019,-84.305223,33.928326
4749572,1.18,834,089DG,089DG,DG,DUNWOODY ELEM (DUN),44,DEKALB,089,white,145869.000002,-84.309234,33.942006
4749626,0.67,814,089CH,089CH,CH,CHESNUT ELEM (DUN),44,DEKALB,089,white,72004.690639,-84.292381,33.924025
4749683,0.74,961,089TG,089TG,TG,TILLY MILL ROAD (DUN,44,DEKALB,089,white,102101.255157,-84.2918,33.937376
4749740,1.54,596,067MT03,067MT03,MT03,MT BETHEL 03,33,COBB,067,white,168311.623111,-84.404395,33.958754
4003178,3.6,608,067PE01,067PE01,PE01,PEBBLEBROOK 01,33,COBB,067,black,54717.04845,-84.593152,33.797597
4003261,2.97,572,067MA02,067MA02,MA02,MABLETON 02,33,COBB,067,,59046.846203,-84.594935,33.813625
4003418,5.63,518,067BT02,067BT02,BT02,BRYANT 02,33,COBB,067,black,40853.856121,-84.571926,33.769279
4003495,1.5,620,067RS01,067RS01,RS01,RIVERSIDE 01,33,COBB,067,black,46848.000101,-84.552888,33.784762
4095535,5.82,509,067AU1A,067AU1A,AU1A,AUSTELL 1A,33,COBB,067,black,59962.822039,-84.645381,33.820792
3991842,4.35,1500,121SC05D,121SC05D,SC05D,SC05D,60,FULTON,121,black,87960.762718,-84.603187,33.640199
3991934,0.95,1581,121UC02B,121UC02B,UC02B,UC02B,60,FULTON,121,black,99633.910889,-84.569934,33.625834
3991990,2.61,1499,121SC05B,121SC05B,SC05B,SC05B,60,FULTON,121,black,101950.239027,-84.564705,33.637733
3992064,0.02,1505,121SC08C,121SC08C,SC08C,SC08C,60,FULTON,121,black,48657.023764,-84.546736,33.625496
3992084,7.09,1523,121SC18B,121SC18B,SC18B,SC18B,60,FULTON,121,black,101953.999923,-84.560095,33.656621
4101823,2.27,524,067CL01,067CL01,CL01,CLARKDALE 01,33,COBB,067,black,60280.85089,-84.655703,33.842009
4101935,1.91,616,067PS2A,067PS2A,PS2A,POWDER SPRINGS 2A,33,COBB,067,black,66352.238689,-84.659795,33.865272
4102050,4.78,526,067CO01,067CO01,CO01,COOPER 01,33,COBB,067,black,64283.250309,-84.630909,33.852109
4102159,2.9,604,067OR02,067OR02,OR02,OREGON 02,33,COBB,067,,89559.999888,-84.607514,33.876032
3978694,7.41,1516,121SC13B,121SC13B,SC13B,SC13B,60,FULTON,121,white,56422.003735,-84.641508,33.633276
3978805,0.44,1498,121SC05A,121SC05A,SC05A,SC05A,60,FULTON,121,white,58258.223301,-84.610267,33.622521
3978839,7.58,1515,121SC13A,121SC13A,SC13A,SC13A,60,FULTON,121,white,56422.000289,-84.62111,33.671418
4084183,1.68,1324,12109K,12109K,09K,09K,60,FULTON,121,black,31091.922555,-84.466068,33.791642
4084259,1.67,1326,12109M,12109M,09M,09M,60,FULTON,121,white,118699.999949,-84.471278,33.814167
4084293,2.16,1318,12109E,12109E,09E,09E,60,FULTON,121,black,42531.662889,-84.446352,33.786151
4084366,2.57,1314,12109A,12109A,09A,09A,60,FULTON,121,,100512.153848,-84.446105,33.809213
4084426,0.13,1251,12104C,12104C,04C,04C,60,FULTON,121,black,35651.99981,-84.440219,33.753445
4084464,0.49,1233,12103A,12103A,03A,03A,60,FULTON,121,black,27740.66271,-84.437945,33.760086
4084507,0.32,1236,12103D,12103D,03D,03D,60,FULTON,121,black,27340.000029,-84.427449,33.758457
4084562,0.23,1234,12103B,12103B,03B,03B,60,FULTON,121,black,27406.000085,-84.431268,33.765752
4084596,0.77,1323,12109I,12109I,09I,09I,60,FULTON,121,black,40775.999998,-84.438246,33.771867
3966274,2.97,506,067AC1B,067AC1B,AC1B,ACWORTH 1B,33,COBB,067,white,56038.655155,-84.672726,34.069206
4108549,3.16,576,067MC01,067MC01,MC01,MACLAND 01,33,COBB,067,,70161.001977,-84.658106,33.888348
4108618,3.17,607,067OR05,067OR05,OR05,OREGON 05,33,COBB,067,white,115053.218289,-84.650382,33.911217
4108657,3.55,562,067KP02,067KP02,KP02,KEMP 02,33,COBB,067,white,99899.129528,-84.646818,33.938534
4108708,2.94,606,067OR04,067OR04,OR04,OREGON 04,33,COBB,067,,67348.999993,-84.625963,33.888185
4108766,2.01,530,067DL01,067DL01,DL01,DOWELL 01,33,COBB,067,white,116142.006679,-84.624354,33.911091
4108814,4.74,522,067CH03,067CH03,CH03,CHEATHAM HILL 03,33,COBB,067,white,101431.856003,-84.608612,33.928532
4108873,3.6,571,067MA01,067MA01,MA01,MABLETON 01,33,COBB,067,,76526.11346,-84.59611,33.832746
4113705,1.81,640,067SW02,067SW02,SW02,SWEETWATER 02,33,COBB,067,black,48164.307932,-84.602915,33.856324
4113758,2.29,516,067BR02,067BR02,BR02,BIRNEY 02,33,COBB,067,white,88901.414403,-84.574664,33.856071
4113820,1.65,515,067BR01,067BR01,BR01,BIRNEY 01,33,COBB,067,,81757.999998,-84.57873,33.872008
4113874,2.58,573,067MA03,067MA03,MA03,MABLETON 03,33,COBB,067,white,90712.683619,-84.559154,33.829248
4113965,1.37,574,067MA04,067MA04,MA04,MABLETON 04,33,COBB,067,white,85874.592357,-84.559575,33.842768
3963027,4.3,505,067AC1A,067AC1A,AC1A,ACWORTH 1A,33,COBB,067,white,86606.920005,-84.674357,34.046228
3950623,4.37,578,067ME01,067ME01,ME01,MCEACHERN 01,33,COBB,067,,80636.292889,-84.697784,33.890269
3950747,3.75,566,067LM01,067LM01,LM01,LOST MOUNTAIN 01,33,COBB,067,white,115676.017844,-84.6832,33.920798
3950803,1.75,603,067OR01,067OR01,OR01,OREGON 01,33,COBB,067,white,113406.000007,-84.672755,33.937124
3950938,1.6,643,067VA01,067VA01,VA01,VAUGHAN 01,33,COBB,067,white,133633.008538,-84.732897,33.962838
3942237,2.95,615,067PS1A,067PS1A,PS1A,POWDER SPRINGS 1A,33,COBB,067,,72507.599239,-84.702963,33.871015
3942396,2.36,617,067PS3A,067PS3A,PS3A,POWDER SPRINGS 3A,33,COBB,067,,69734.906338,-84.679185,33.860082
3942492,5.62,568,067LM03,067LM03,LM03,LOST MOUNTAIN 03,33,COBB,067,white,127437.776917,-84.711013,33.928397
3935449,3.61,639,067SW01,067SW01,SW01,SWEETWATER 01,33,COBB,067,,71456.304037,-84.712969,33.850652
3935549,7.03,525,067CL02,067CL02,CL02,CLARKDALE 02,33,COBB,067,black,67228.703824,-84.693974,33.82165
4136554,2.47,584,067MR3A,067MR3A,MR3A,MARIETTA 3A,33,COBB,067,,59452.946863,-84.563198,33.943218
4136743,2.82,552,067HR01,067HR01,HR01,HARRISON 01,33,COBB,067,white,129495.146669,-84.664712,33.977151
4136802,1.19,561,067KP01,067KP01,KP01,KEMP 01,33,COBB,067,white,115967.16253,-84.648708,33.960879
4136843,1.24,580,067ML01,067ML01,ML01,MCCLURE 01,33,COBB,067,white,98471.004524,-84.667303,34.006225
4154967,2.08,598,067NC01,067NC01,NC01,NORTH COBB 01,33,COBB,067,white,74359.4702,-84.657599,34.046685
4193708,3.28,635,067SN7B,067SN7B,SN7B,SMYRNA 7B,33,COBB,067,,114849.058097,-84.517888,33.829268
4060669,5.72,1517,121SC14,121SC14,SC14,SC14,60,FULTON,121,black,42668.925039,-84.537335,33.757714
4060753,4.58,551,067HL01,067HL01,HL01,HARMONY-LELAND 01,33,COBB,067,,80364.006791,-84.54023,33.798325
4060829,4.56,565,067LI01,067LI01,LI01,LINDLEY 01,33,COBB,067,,133845.983744,-84.520877,33.815065
4040235,0.54,1406,121CP04,121CP04,CP04,CP04,60,FULTON,121,black,36599.833645,-84.460938,33.651967
4040285,0.86,1403,121CP012,121CP012,CP012,CP012,60,FULTON,121,,39986.870906,-84.463329,33.659815
4040357,2.94,1421,121EP03,121EP03,EP03,EP03,60,FULTON,121,black,40753.959532,-84.473502,33.677527
4040447,0.42,1402,121CP011,121CP011,CP011,CP011,60,FULTON,121,,40399.868584,-84.450961,33.662065
4040501,2.41,1419,121EP01,121EP01,EP01,EP01,60,FULTON,121,black,42070.82133,-84.455173,33.684303
4024572,1.13,1525,121SC19B,121SC19B,SC19B,SC19B,60,FULTON,121,black,47644.205591,-84.492382,33.627344
4024666,5.35,1422,121EP04,121EP04,EP04,EP04,60,FULTON,121,black,44235.306416,-84.502927,33.648987
4024863,0.94,1407,121CP051,121CP051,CP051,CP051,60,FULTON,121,black,51275.844322,-84.479158,33.637836
4024913,0.22,1411,121CP07A,121CP07A,CP07A,CP07A,60,FULTON,121,black,35016.000338,-84.481173,33.649177
4024949,0.98,1353,12111P,12111P,11P,11P,60,FULTON,121,black,45767.339796,-84.500807,33.683687
4019590,0.77,1512,121SC10,121SC10,SC10,SC10,60,FULTON,121,black,41164.036343,-84.480494,33.608024
4019681,0.2,1414,121CP081,121CP081,CP081,CP081,60,FULTON,121,black,41166.000105,-84.477997,33.617332
4019733,0.77,1579,121UC01E,121UC01E,UC01E,UC01E,60,FULTON,121,black,48657.190388,-84.539956,33.623582
4019773,0.07,1519,121SC17A,121SC17A,SC17A,SC17A,60,FULTON,121,black,48657.006409,-84.538871,33.627826
4019795,1.47,1521,121SC17C,121SC17C,SC17C,SC17C,60,FULTON,121,black,40697.982524,-84.519141,33.62265
4019845,0.28,1524,121SC19A,121SC19A,SC19A,SC19A,60,FULTON,121,black,39780.21156,-84.522643,33.633301
4019893,1.24,1522,121SC18A,121SC18A,SC18A,SC18A,60,FULTON,121,black,53108.64516,-84.536439,33.668751
4019936,1.29,1346,12111E3,12111E3,11E3,11E3,60,FULTON,121,black,50016.148087,-84.510655,33.66453
4019988,1.84,1344,12111E1,12111E1,11E1,11E1,60,FULTON,121,black,51445.000011,-84.523185,33.678439
4020043,0.42,1345,12111E2,12111E2,11E2,11E2,60,FULTON,121,black,51445,-84.508868,33.676282
3985193,10.36,1580,121UC02A,121UC02A,UC02A,UC02A,60,FULTON,121,black,58366.704973,-84.586326,33.597982
3985484,0.82,1508,121SC08F,121SC08F,SC08F,SC08F,60,FULTON,121,black,48657,-84.547918,33.60913
3997751,9.82,1495,121SC01B,121SC01B,SC01B,SC01B,60,FULTON,121,black,87927.941181,-84.583671,33.695988
3997836,0.91,1496,121SC02,121SC02,SC02,SC02,60,FULTON,121,black,71485.739275,-84.544804,33.712592
3997883,5.53,1518,121SC16,121SC16,SC16,SC16,60,FULTON,121,black,81562.999951,-84.567316,33.723657
3997943,0.86,517,067BT01,067BT01,BT01,BRYANT 01,33,COBB,067,black,48001.379958,-84.58589,33.783459
4054803,2.37,1343,12111C,12111C,11C,11C,60,FULTON,121,black,71432.853736,-84.529322,33.718855
4054874,0.25,1534,121SC30A,121SC30A,SC30A,SC30A,60,FULTON,121,black,71467,-84.521879,33.726287
4054898,1.9,1327,12110A,12110A,10A,10A,60,FULTON,121,black,37740.316404,-84.524933,33.748727
4054945,0.62,1329,12110C,12110C,10C,10C,60,FULTON,121,black,29262.031823,-84.510978,33.740427
4054976,1.27,1352,12111N,12111N,11N,11N,60,FULTON,121,black,50322.036605,-84.500635,33.699456
4055034,2.16,1351,12111M,12111M,11M,11M,60,FULTON,121,black,52641.99997,-84.486597,33.70953
4055093,1.12,1535,121SC30B,121SC30B,SC30B,SC30B,60,FULTON,121,black,61707.450514,-84.507304,33.723953
4055149,1.85,1338,12110L,12110L,10L,10L,60,FULTON,121,black,72578.999609,-84.493475,33.735654
4055221,0.23,1341,12110R,12110R,10R,10R,60,FULTON,121,black,27503.999831,-84.493794,33.748656
4055250,0.46,1328,12110B,12110B,10B,10B,60,FULTON,121,black,72579,-84.484655,33.726727
4055289,0.21,1335,12110I,12110I,10I,10I,60,FULTON,121,black,71919.225178,-84.475911,33.723295
4055314,0.99,1334,12110H,12110H,10H,10H,60,FULTON,121,black,31296.765472,-84.478932,33.750607
4048967,3.96,1420,121EP02,121EP02,EP02,EP02,60,FULTON,121,black,43866.797189,-84.43151,33.682841
4049172,3.16,1342,12111B,12111B,11B,11B,60,FULTON,121,black,65759.240361,-84.528295,33.698179
4065602,1.86,1330,12110D,12110D,10D,10D,60,FULTON,121,black,26177.60797,-84.501753,33.757859
4065666,0.58,1331,12110E,12110E,10E,10E,60,FULTON,121,black,33518.52807,-84.494284,33.766458
4065711,0.77,1340,12110P,12110P,10P,10P,60,FULTON,121,black,32046.999984,-84.505086,33.774607
4065744,1.14,1316,12109C,12109C,09C,09C,60,FULTON,121,black,40447.999699,-84.486069,33.775869
4065791,1.81,1315,12109B,12109B,09B,09B,60,FULTON,121,black,35970.821481,-84.499966,33.79191
4065829,1.78,1325,12109L,12109L,09L,09L,60,FULTON,121,black,40094.060653,-84.481859,33.795696
4065901,0.48,1354,12111R,12111R,11R,11R,60,FULTON,121,black,21537.944845,-84.466404,33.701378
4065949,1.29,1350,12111K,12111K,11K,11K,60,FULTON,121,black,42006.488537,-84.464255,33.712833
4066002,0.34,1347,12111G,12111G,11G,11G,60,FULTON,121,black,25664.156582,-84.45343,33.705046
4066041,0.2,1364,12112I,12112I,12I,12I,60,FULTON,121,black,28534.901376,-84.448614,33.709768
4074331,0.75,1357,12112C,12112C,12C,12C,60,FULTON,121,black,41225.999839,-84.422395,33.711555
4074413,0.62,1260,12104S,12104S,04S,04S,60,FULTON,121,black,46545.999876,-84.442672,33.718506
4074471,0.5,1264,12104X1,12104X1,04X1,04X1,60,FULTON,121,black,35759.020094,-84.438153,33.728948
4074548,0.25,1259,12104M,12104M,04M,04M,60,FULTON,121,black,21568,-84.428662,33.718611
4074582,0.34,1261,12104T,12104T,04T,04T,60,FULTON,121,black,35386,-84.432408,33.726616
4074632,0.58,1339,12110M,12110M,10M,10M,60,FULTON,121,black,36298.822261,-84.441541,33.737181
4074689,0.21,1265,12104X2,12104X2,04X2,04X2,60,FULTON,121,black,35959.134346,-84.434448,33.742755
4074744,0.47,1258,12104L,12104L,04L,04L,60,FULTON,121,black,36129.999952,-84.427833,33.740861
4074786,0.36,1252,12104D,12104D,04D,04D,60,FULTON,121,black,35651.999957,-84.43485,33.750451
4079016,0.27,1254,12104G,12104G,04G,04G,60,FULTON,121,black,36778,-84.423334,33.727054
4079062,0.32,1249,12104A,12104A,04A,04A,60,FULTON,121,black,30341.999995,-84.422095,33.750063
4079117,0.63,1257,12104K,12104K,04K,04K,60,FULTON,121,black,35074.084176,-84.418113,33.737365
4079166,0.08,1263,12104W,12104W,04W,04W,60,FULTON,121,black,38930.923972,-84.415463,33.747061
4079200,0.49,1332,12110F,12110F,10F,10F,60,FULTON,121,black,40447.816944,-84.475738,33.763457
4079242,0.53,1247,12103S,12103S,03S,03S,60,FULTON,121,black,35997.000004,-84.464991,33.763658
