,Unnamed: 0,Unnamed: 0.1,ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY,COUNTY_NAM,FIPS2,race,avg_income,ajc_precinct,county,dem_votes,precinct,rep_votes,total,rep_p,dem_p,_merge
306,305.0,305.0,4310135.0,1.44,549.0,067GM01,067GM01,GM01,GARRISON MILL 01,33.0,COBB,67.0,white,106741.0,GARRISON MILL 01,COBB,189.0,GARRISON MILL 01,257.0,907.0,0.283351708931,0.208379272326,both
307,306.0,306.0,4310182.0,2.77,612.0,067PO01,067PO01,PO01,POST OAK 01,33.0,COBB,67.0,white,138681.0,POST OAK 01,COBB,285.0,POST OAK 01,347.0,1238.0,0.280290791599,0.230210016155,both
308,307.0,307.0,4310243.0,2.12,553.0,067HT01,067HT01,HT01,HIGHTOWER 01,33.0,COBB,67.0,white,145838.0,HIGHTOWER 01,COBB,238.0,HIGHTOWER 01,418.0,1445.0,0.289273356401,0.164705882353,both
309,308.0,308.0,4310313.0,1.73,624.0,067SF01,067SF01,SF01,SHALLOWFORD FALLS 01,33.0,COBB,67.0,white,137689.0,SHALLOWFORD FALL 01,COBB,216.0,SHALLOWFORD FALL 01,310.0,1195.0,0.259414225941,0.180753138075,both
310,309.0,309.0,5133692.0,0.02,1460.0,121ML05A,121ML05A,ML05A,ML05A,60.0,FULTON,121.0,white,169334.0,ML05A,FULTON,4.0,ML05A,2.0,8.0,0.25,0.5,both
311,310.0,310.0,5133717.0,0.97,1463.0,121ML06A,121ML06A,ML06A,ML06A,60.0,FULTON,121.0,white,89105.0,ML06A,FULTON,33.0,ML06A,70.0,195.0,0.358974358974,0.169230769231,both
312,311.0,311.0,5133795.0,2.54,1391.0,121AP12B,121AP12B,AP12B,AP12B,60.0,FULTON,121.0,white,163711.0,AP12B,FULTON,10.0,AP12B,18.0,51.0,0.352941176471,0.196078431373,both
313,312.0,312.0,5133844.0,2.47,1462.0,121ML05C,121ML05C,ML05C,ML05C,60.0,FULTON,121.0,white,131507.0,ML05C,FULTON,120.0,ML05C,253.0,835.0,0.302994011976,0.14371257485,both
314,313.0,313.0,5133912.0,0.22,1459.0,121ML04C,121ML04C,ML04C,ML04C,60.0,FULTON,121.0,white,184433.0,ML04C,FULTON,8.0,ML04C,12.0,30.0,0.4,0.266666666667,both
315,314.0,314.0,5133935.0,0.12,1465.0,121ML071,121ML071,ML071,ML071,60.0,FULTON,121.0,white,190427.0,ML071,FULTON,2.0,ML071,14.0,35.0,0.4,0.0571428571429,both
316,315.0,315.0,5133960.0,0.88,1464.0,121ML06B,121ML06B,ML06B,ML06B,60.0,FULTON,121.0,white,87754.0,ML06B,FULTON,65.0,ML06B,131.0,411.0,0.318734793187,0.158150851582,both
317,316.0,316.0,4721384.0,2.94,1551.0,121SS09B,121SS09B,SS09B,SS09B,60.0,FULTON,121.0,white,107793.0,SS09B,FULTON,91.0,SS09B,219.0,1025.0,0.213658536585,0.0887804878049,both
318,317.0,317.0,4721461.0,0.39,1558.0,121SS13B,121SS13B,SS13B,SS13B,60.0,FULTON,121.0,white,170781.0,SS13B,FULTON,22.0,SS13B,35.0,151.0,0.23178807947,0.145695364238,both
319,318.0,318.0,4721504.0,0.12,1555.0,121SS11D,121SS11D,SS11D,SS11D,60.0,FULTON,121.0,,92761.0,SS11D,FULTON,10.0,SS11D,21.0,80.0,0.2625,0.125,both
320,319.0,319.0,4721528.0,0.47,1553.0,121SS11B,121SS11B,SS11B,SS11B,60.0,FULTON,121.0,,92760.0,SS11B,FULTON,25.0,SS11B,35.0,141.0,0.248226950355,0.177304964539,both
321,320.0,320.0,4721564.0,1.13,1542.0,121SS06,121SS06,SS06,SS06,60.0,FULTON,121.0,white,69192.0,SS06,FULTON,60.0,SS06,102.0,452.0,0.225663716814,0.132743362832,both
322,321.0,321.0,4721614.0,1.06,1541.0,121SS05,121SS05,SS05,SS05,60.0,FULTON,121.0,,58602.0,SS05,FULTON,91.0,SS05,144.0,606.0,0.237623762376,0.150165016502,both
323,322.0,322.0,4721657.0,0.5,1564.0,121SS18A,121SS18A,SS18A,SS18A,60.0,FULTON,121.0,,71783.0,SS18A,FULTON,38.0,SS18A,48.0,224.0,0.214285714286,0.169642857143,both
324,323.0,323.0,4721692.0,0.62,1574.0,121SS31,121SS31,SS31,SS31,60.0,FULTON,121.0,white,69229.0,SS31,FULTON,21.0,SS31,86.0,265.0,0.324528301887,0.0792452830189,both
325,324.0,324.0,4721728.0,0.68,1539.0,121SS03,121SS03,SS03,SS03,60.0,FULTON,121.0,white,69193.0,SS03,FULTON,42.0,SS03,103.0,345.0,0.298550724638,0.121739130435,both
326,325.0,325.0,4721768.0,0.53,1557.0,121SS13A,121SS13A,SS13A,SS13A,60.0,FULTON,121.0,white,94140.0,SS13A,FULTON,51.0,SS13A,62.0,380.0,0.163157894737,0.134210526316,both
327,326.0,326.0,4721812.0,0.91,1552.0,121SS11A,121SS11A,SS11A,SS11A,60.0,FULTON,121.0,white,98018.0,SS11A,FULTON,73.0,SS11A,146.0,644.0,0.226708074534,0.113354037267,both
328,327.0,327.0,4721860.0,0.09,1554.0,121SS11C,121SS11C,SS11C,SS11C,60.0,FULTON,121.0,,101716.0,SS11C,FULTON,3.0,SS11C,5.0,13.0,0.384615384615,0.230769230769,both
329,328.0,328.0,4721892.0,0.75,1559.0,121SS14,121SS14,SS14,SS14,60.0,FULTON,121.0,white,162671.0,SS14,FULTON,61.0,SS14,86.0,444.0,0.193693693694,0.137387387387,both
330,329.0,329.0,4090002.0,0.85,1307.0,12108J,12108J,08J,08J,60.0,FULTON,121.0,white,138801.0,08J,FULTON,61.0,08J,119.0,775.0,0.153548387097,0.0787096774194,both
331,330.0,330.0,4549249.0,1.41,446.0,063FP4,063FP4,FP4,FOREST PARK 4,31.0,CLAYTON,63.0,,48873.0,FOREST PARK 4,CLAYTON,40.0,FOREST PARK 4,76.0,174.0,0.436781609195,0.229885057471,both
332,331.0,331.0,4549326.0,4.55,443.0,063FP1,063FP1,FP1,FOREST PARK 1,31.0,CLAYTON,63.0,black,37380.0,FOREST PARK 1,CLAYTON,34.0,FOREST PARK 1,81.0,165.0,0.490909090909,0.206060606061,both
333,332.0,332.0,4549411.0,2.41,1425.0,121HP01,121HP01,HP01,HP01,60.0,FULTON,121.0,,52696.0,HP01,FULTON,82.0,HP01,136.0,355.0,0.383098591549,0.230985915493,both
334,333.0,333.0,4549506.0,1.04,1359.0,12112E1,12112E1,12E1,12E1,60.0,FULTON,121.0,black,22402.0,12E1,FULTON,3.0,12E1,6.0,13.0,0.461538461538,0.230769230769,both
335,334.0,334.0,5144364.0,2.81,1383.0,121AP05,121AP05,AP05,AP05,60.0,FULTON,121.0,white,158709.0,AP05,FULTON,211.0,AP05,383.0,1207.0,0.317315658658,0.174813587407,both
336,335.0,335.0,5144483.0,3.1,1466.0,121ML072,121ML072,ML072,ML072,60.0,FULTON,121.0,white,190427.0,ML072,FULTON,73.0,ML072,113.0,307.0,0.368078175896,0.237785016287,both
337,336.0,336.0,5144618.0,0.27,1388.0,121AP09B,121AP09B,AP09B,AP09B,60.0,FULTON,121.0,white,115719.0,AP09B,FULTON,9.0,AP09B,38.0,102.0,0.372549019608,0.0882352941176,both
338,337.0,337.0,4749370.0,3.86,811.0,089CE,089CE,CE,CHAMBLEE (CHA),44.0,DEKALB,89.0,,73394.0,CHAMBLEE,DEKALB,92.0,CHAMBLEE,122.0,414.0,0.294685990338,0.222222222222,both
339,337.0,337.0,4749370.0,3.86,811.0,089CE,089CE,CE,CHAMBLEE (CHA),44.0,DEKALB,89.0,,73394.0,CHAMBLEE,DEKALB,68.0,CHAMBLEE,126.0,508.0,0.248031496063,0.133858267717,both
340,338.0,338.0,4749471.0,0.99,860.0,089HF,089HF,HF,HUNTLEY HILLS ELEM (,44.0,DEKALB,89.0,,65928.0,HUNTLEY HILLS ELEM,DEKALB,57.0,HUNTLEY HILLS ELEM,121.0,407.0,0.297297297297,0.140049140049,both
341,339.0,339.0,4749522.0,0.85,914.0,089PB,089PB,PB,PEACHTREE MIDDLE (DU,44.0,DEKALB,89.0,,59632.0,PEACHTREE MIDDLE,DEKALB,75.0,PEACHTREE MIDDLE,121.0,441.0,0.274376417234,0.170068027211,both
342,340.0,340.0,4749572.0,1.18,834.0,089DG,089DG,DG,DUNWOODY ELEM (DUN),44.0,DEKALB,89.0,white,145869.0,DUNWOODY HIGH,DEKALB,88.0,DUNWOODY HIGH,163.0,709.0,0.229901269394,0.124118476728,both
343,341.0,341.0,4749626.0,0.67,814.0,089CH,089CH,CH,CHESNUT ELEM (DUN),44.0,DEKALB,89.0,white,72004.0,CHESNUT ELEM,DEKALB,57.0,CHESNUT ELEM,99.0,313.0,0.316293929712,0.182108626198,both
344,342.0,342.0,4749683.0,0.74,961.0,089TG,089TG,TG,TILLY MILL ROAD (DUN,44.0,DEKALB,89.0,white,102101.0,TILLY MILL ROAD,DEKALB,104.0,TILLY MILL ROAD,135.0,549.0,0.245901639344,0.189435336976,both
345,343.0,343.0,4749740.0,1.54,596.0,067MT03,067MT03,MT03,MT BETHEL 03,33.0,COBB,67.0,white,168311.0,MOUNT BETHEL 03,COBB,124.0,MOUNT BETHEL 03,283.0,918.0,0.308278867102,0.135076252723,both
346,344.0,344.0,4003178.0,3.6,608.0,067PE01,067PE01,PE01,PEBBLEBROOK 01,33.0,COBB,67.0,black,54717.0,PEBBLEBROOK 01,COBB,88.0,PEBBLEBROOK 01,122.0,294.0,0.414965986395,0.299319727891,both
347,345.0,345.0,4003261.0,2.97,572.0,067MA02,067MA02,MA02,MABLETON 02,33.0,COBB,67.0,,59046.0,MABLETON 02,COBB,65.0,MABLETON 02,153.0,303.0,0.50495049505,0.214521452145,both
348,346.0,346.0,4003418.0,5.63,518.0,067BT02,067BT02,BT02,BRYANT 02,33.0,COBB,67.0,black,40853.0,BRYANT 02,COBB,25.0,BRYANT 02,25.0,86.0,0.290697674419,0.290697674419,both
349,347.0,347.0,4003495.0,1.5,620.0,067RS01,067RS01,RS01,RIVERSIDE 01,33.0,COBB,67.0,black,46848.0,RIVERSIDE 01,COBB,19.0,RIVERSIDE 01,24.0,55.0,0.436363636364,0.345454545455,both
350,348.0,348.0,4095535.0,5.82,509.0,067AU1A,067AU1A,AU1A,AUSTELL 1A,33.0,COBB,67.0,black,59962.0,AUSTELL 1A,COBB,86.0,AUSTELL 1A,139.0,310.0,0.448387096774,0.277419354839,both
351,349.0,349.0,3991842.0,4.35,1500.0,121SC05D,121SC05D,SC05D,SC05D,60.0,FULTON,121.0,black,87960.0,SC05D,FULTON,13.0,SC05D,22.0,78.0,0.282051282051,0.166666666667,both
352,350.0,350.0,3991934.0,0.95,1581.0,121UC02B,121UC02B,UC02B,UC02B,60.0,FULTON,121.0,black,99633.0,UC02B,FULTON,4.0,UC02B,0.0,4.0,0.0,1.0,both
353,351.0,351.0,3991990.0,2.61,1499.0,121SC05B,121SC05B,SC05B,SC05B,60.0,FULTON,121.0,black,101950.0,SC05B,FULTON,6.0,SC05B,14.0,40.0,0.35,0.15,both
354,352.0,352.0,3992064.0,0.02,1505.0,121SC08C,121SC08C,SC08C,SC08C,60.0,FULTON,121.0,black,48657.0,SC08C,FULTON,0.0,SC08C,0.0,0.0,0.0,0.0,both
355,353.0,353.0,3992084.0,7.09,1523.0,121SC18B,121SC18B,SC18B,SC18B,60.0,FULTON,121.0,black,101953.0,SC18B,FULTON,12.0,SC18B,28.0,78.0,0.358974358974,0.153846153846,both
356,354.0,354.0,4101823.0,2.27,524.0,067CL01,067CL01,CL01,CLARKDALE 01,33.0,COBB,67.0,black,60280.0,CLARKDALE 01,COBB,55.0,CLARKDALE 01,130.0,282.0,0.460992907801,0.195035460993,both
357,355.0,355.0,4101935.0,1.91,616.0,067PS2A,067PS2A,PS2A,POWDER SPRINGS 2A,33.0,COBB,67.0,black,66352.0,POWDER SPRINGS 2A,COBB,72.0,POWDER SPRINGS 2A,114.0,267.0,0.426966292135,0.269662921348,both
358,356.0,356.0,4102050.0,4.78,526.0,067CO01,067CO01,CO01,COOPER 01,33.0,COBB,67.0,black,64283.0,COOPER 01,COBB,95.0,COOPER 01,161.0,411.0,0.391727493917,0.231143552311,both
359,357.0,357.0,4102159.0,2.9,604.0,067OR02,067OR02,OR02,OREGON 02,33.0,COBB,67.0,,89559.0,OREGON 02,COBB,102.0,OREGON 02,139.0,431.0,0.322505800464,0.236658932715,both
360,358.0,358.0,3978694.0,7.41,1516.0,121SC13B,121SC13B,SC13B,SC13B,60.0,FULTON,121.0,white,56422.0,SC13B,FULTON,11.0,SC13B,19.0,44.0,0.431818181818,0.25,both
361,359.0,359.0,3978805.0,0.44,1498.0,121SC05A,121SC05A,SC05A,SC05A,60.0,FULTON,121.0,white,58258.0,SC05A,FULTON,1.0,SC05A,3.0,8.0,0.375,0.125,both
362,360.0,360.0,3978839.0,7.58,1515.0,121SC13A,121SC13A,SC13A,SC13A,60.0,FULTON,121.0,white,56422.0,SC13A,FULTON,18.0,SC13A,42.0,107.0,0.392523364486,0.168224299065,both
363,361.0,361.0,4084183.0,1.68,1324.0,12109K,12109K,09K,09K,60.0,FULTON,121.0,black,31091.0,09K,FULTON,1.0,09K,10.0,32.0,0.3125,0.03125,both
364,362.0,362.0,4084259.0,1.67,1326.0,12109M,12109M,09M,09M,60.0,FULTON,121.0,white,118699.0,09M,FULTON,33.0,09M,45.0,263.0,0.171102661597,0.125475285171,both
365,363.0,363.0,4084293.0,2.16,1318.0,12109E,12109E,09E,09E,60.0,FULTON,121.0,black,42531.0,09E,FULTON,9.0,09E,11.0,47.0,0.234042553191,0.191489361702,both
366,364.0,364.0,4084366.0,2.57,1314.0,12109A,12109A,09A,09A,60.0,FULTON,121.0,,100512.0,09A,FULTON,52.0,09A,85.0,417.0,0.203836930456,0.124700239808,both
367,365.0,365.0,4084426.0,0.13,1251.0,12104C,12104C,04C,04C,60.0,FULTON,121.0,black,35651.0,04C,FULTON,0.0,04C,1.0,1.0,1.0,0.0,both
368,366.0,366.0,4084464.0,0.49,1233.0,12103A,12103A,03A,03A,60.0,FULTON,121.0,black,27740.0,03A,FULTON,0.0,03A,2.0,5.0,0.4,0.0,both
369,367.0,367.0,4084507.0,0.32,1236.0,12103D,12103D,03D,03D,60.0,FULTON,121.0,black,27340.0,03D,FULTON,0.0,03D,4.0,10.0,0.4,0.0,both
370,368.0,368.0,4084562.0,0.23,1234.0,12103B,12103B,03B,03B,60.0,FULTON,121.0,black,27406.0,03B,FULTON,0.0,03B,2.0,3.0,0.666666666667,0.0,both
371,369.0,369.0,4084596.0,0.77,1323.0,12109I,12109I,09I,09I,60.0,FULTON,121.0,black,40775.0,09I,FULTON,2.0,09I,3.0,9.0,0.333333333333,0.222222222222,both
372,370.0,370.0,3966274.0,2.97,506.0,067AC1B,067AC1B,AC1B,ACWORTH 1B,33.0,COBB,67.0,white,56038.0,ACWORTH 1B,COBB,276.0,ACWORTH 1B,426.0,1074.0,0.396648044693,0.256983240223,both
373,371.0,371.0,4108549.0,3.16,576.0,067MC01,067MC01,MC01,MACLAND 01,33.0,COBB,67.0,,70161.0,MACLAND 01,COBB,122.0,MACLAND 01,172.0,470.0,0.365957446809,0.259574468085,both
374,372.0,372.0,4108618.0,3.17,607.0,067OR05,067OR05,OR05,OREGON 05,33.0,COBB,67.0,white,115053.0,OREGON 05,COBB,230.0,OREGON 05,256.0,888.0,0.288288288288,0.259009009009,both
375,373.0,373.0,4108657.0,3.55,562.0,067KP02,067KP02,KP02,KEMP 02,33.0,COBB,67.0,white,99899.0,KEMP 02,COBB,258.0,KEMP 02,407.0,1157.0,0.351771823682,0.222990492653,both
376,374.0,374.0,4108708.0,2.94,606.0,067OR04,067OR04,OR04,OREGON 04,33.0,COBB,67.0,,67348.0,OREGON 04,COBB,172.0,OREGON 04,267.0,672.0,0.397321428571,0.255952380952,both
377,375.0,375.0,4108766.0,2.01,530.0,067DL01,067DL01,DL01,DOWELL 01,33.0,COBB,67.0,white,116142.0,DOWELL 01,COBB,197.0,DOWELL 01,222.0,811.0,0.273736128237,0.24290998767,both
378,376.0,376.0,4108814.0,4.74,522.0,067CH03,067CH03,CH03,CHEATHAM HILL 03,33.0,COBB,67.0,white,101431.0,CHEATHAM HILL 03,COBB,267.0,CHEATHAM HILL 03,362.0,1150.0,0.314782608696,0.232173913043,both
379,377.0,377.0,4108873.0,3.6,571.0,067MA01,067MA01,MA01,MABLETON 01,33.0,COBB,67.0,,76526.0,MABLETON 01,COBB,160.0,MABLETON 01,289.0,698.0,0.414040114613,0.229226361032,both
380,378.0,378.0,4113705.0,1.81,640.0,067SW02,067SW02,SW02,SWEETWATER 02,33.0,COBB,67.0,black,48164.0,SWEETWATER 02,COBB,56.0,SWEETWATER 02,89.0,243.0,0.366255144033,0.230452674897,both
381,379.0,379.0,4113758.0,2.29,516.0,067BR02,067BR02,BR02,BIRNEY 02,33.0,COBB,67.0,white,88901.0,BIRNEY 02,COBB,144.0,BIRNEY 02,205.0,615.0,0.333333333333,0.234146341463,both
382,380.0,380.0,4113820.0,1.65,515.0,067BR01,067BR01,BR01,BIRNEY 01,33.0,COBB,67.0,,81757.0,BIRNEY 01,COBB,111.0,BIRNEY 01,171.0,410.0,0.417073170732,0.270731707317,both
383,381.0,381.0,4113874.0,2.58,573.0,067MA03,067MA03,MA03,MABLETON 03,33.0,COBB,67.0,white,90712.0,MABLETON 03,COBB,134.0,MABLETON 03,231.0,592.0,0.390202702703,0.226351351351,both
384,382.0,382.0,4113965.0,1.37,574.0,067MA04,067MA04,MA04,MABLETON 04,33.0,COBB,67.0,white,85874.0,MABLETON 04,COBB,100.0,MABLETON 04,139.0,455.0,0.305494505495,0.21978021978,both
385,383.0,383.0,3963027.0,4.3,505.0,067AC1A,067AC1A,AC1A,ACWORTH 1A,33.0,COBB,67.0,white,86606.0,ACWORTH 1A,COBB,245.0,ACWORTH 1A,384.0,1091.0,0.351970669111,0.224564619615,both
386,384.0,384.0,3950623.0,4.37,578.0,067ME01,067ME01,ME01,MCEACHERN 01,33.0,COBB,67.0,,80636.0,MCEACHERN 01,COBB,187.0,MCEACHERN 01,259.0,661.0,0.391830559758,0.282904689864,both
387,385.0,385.0,3950747.0,3.75,566.0,067LM01,067LM01,LM01,LOST MOUNTAIN 01,33.0,COBB,67.0,white,115676.0,LOST MOUNTAIN 01,COBB,293.0,LOST MOUNTAIN 01,375.0,1128.0,0.332446808511,0.25975177305,both
388,386.0,386.0,3950803.0,1.75,603.0,067OR01,067OR01,OR01,OREGON 01,33.0,COBB,67.0,white,113406.0,OREGON 01,COBB,142.0,OREGON 01,174.0,597.0,0.291457286432,0.237855946399,both
389,387.0,387.0,3950938.0,1.6,643.0,067VA01,067VA01,VA01,VAUGHAN 01,33.0,COBB,67.0,white,133633.0,VAUGHN 01,COBB,324.0,VAUGHN 01,320.0,1089.0,0.293847566575,0.297520661157,both
390,388.0,388.0,3942237.0,2.95,615.0,067PS1A,067PS1A,PS1A,POWDER SPRINGS 1A,33.0,COBB,67.0,,72507.0,POWDER SPRINGS 1A,COBB,176.0,POWDER SPRINGS 1A,212.0,674.0,0.314540059347,0.261127596439,both
391,389.0,389.0,3942396.0,2.36,617.0,067PS3A,067PS3A,PS3A,POWDER SPRINGS 3A,33.0,COBB,67.0,,69734.0,POWDER SPRINGS 3A,COBB,86.0,POWDER SPRINGS 3A,186.0,426.0,0.43661971831,0.201877934272,both
392,390.0,390.0,3942492.0,5.62,568.0,067LM03,067LM03,LM03,LOST MOUNTAIN 03,33.0,COBB,67.0,white,127437.0,LOST MOUNTAIN 03,COBB,384.0,LOST MOUNTAIN 03,466.0,1521.0,0.3063773833,0.252465483235,both
393,391.0,391.0,3935449.0,3.61,639.0,067SW01,067SW01,SW01,SWEETWATER 01,33.0,COBB,67.0,,71456.0,SWEETWATER 01,COBB,153.0,SWEETWATER 01,223.0,568.0,0.392605633803,0.269366197183,both
394,392.0,392.0,3935549.0,7.03,525.0,067CL02,067CL02,CL02,CLARKDALE 02,33.0,COBB,67.0,black,67228.0,CLARKDALE 02,COBB,152.0,CLARKDALE 02,260.0,611.0,0.425531914894,0.248772504092,both
395,393.0,393.0,4136554.0,2.47,584.0,067MR3A,067MR3A,MR3A,MARIETTA 3A,33.0,COBB,67.0,,59452.0,MARIETTA 3A,COBB,205.0,MARIETTA 3A,340.0,1188.0,0.286195286195,0.172558922559,both
396,394.0,394.0,4136743.0,2.82,552.0,067HR01,067HR01,HR01,HARRISON 01,33.0,COBB,67.0,white,129495.0,HARRISON 01,COBB,219.0,HARRISON 01,306.0,951.0,0.321766561514,0.230283911672,both
397,395.0,395.0,4136802.0,1.19,561.0,067KP01,067KP01,KP01,KEMP 01,33.0,COBB,67.0,white,115967.0,KEMP 01,COBB,158.0,KEMP 01,224.0,716.0,0.312849162011,0.220670391061,both
398,396.0,396.0,4136843.0,1.24,580.0,067ML01,067ML01,ML01,MCCLURE 01,33.0,COBB,67.0,white,98471.0,MCCLURE 01,COBB,138.0,MCCLURE 01,151.0,537.0,0.281191806331,0.256983240223,both
399,397.0,397.0,4154967.0,2.08,598.0,067NC01,067NC01,NC01,NORTH COBB 01,33.0,COBB,67.0,white,74359.0,NORTH COBB 01,COBB,131.0,NORTH COBB 01,210.0,559.0,0.375670840787,0.234347048301,both
401,399.0,399.0,4060669.0,5.72,1517.0,121SC14,121SC14,SC14,SC14,60.0,FULTON,121.0,black,42668.0,SC14,FULTON,1.0,SC14,7.0,12.0,0.583333333333,0.0833333333333,both
402,400.0,400.0,4060753.0,4.58,551.0,067HL01,067HL01,HL01,HARMONY-LELAND 01,33.0,COBB,67.0,,80364.0,HARMONY LELAND 01,COBB,87.0,HARMONY LELAND 01,187.0,442.0,0.423076923077,0.196832579186,both
403,401.0,401.0,4060829.0,4.56,565.0,067LI01,067LI01,LI01,LINDLEY 01,33.0,COBB,67.0,,133845.0,LINDLEY 01,COBB,120.0,LINDLEY 01,147.0,561.0,0.262032085561,0.213903743316,both
404,402.0,402.0,4040235.0,0.54,1406.0,121CP04,121CP04,CP04,CP04,60.0,FULTON,121.0,black,36599.0,CP04,FULTON,0.0,CP04,0.0,0.0,0.0,0.0,both
405,403.0,403.0,4040285.0,0.86,1403.0,121CP012,121CP012,CP012,CP012,60.0,FULTON,121.0,,39986.0,CP012,FULTON,24.0,CP012,33.0,120.0,0.275,0.2,both
406,404.0,404.0,4040357.0,2.94,1421.0,121EP03,121EP03,EP03,EP03,60.0,FULTON,121.0,black,40753.0,EP03,FULTON,25.0,EP03,45.0,122.0,0.368852459016,0.204918032787,both
407,405.0,405.0,4040447.0,0.42,1402.0,121CP011,121CP011,CP011,CP011,60.0,FULTON,121.0,,40399.0,CP011,FULTON,16.0,CP011,28.0,99.0,0.282828282828,0.161616161616,both
408,406.0,406.0,4040501.0,2.41,1419.0,121EP01,121EP01,EP01,EP01,60.0,FULTON,121.0,black,42070.0,EP01,FULTON,40.0,EP01,67.0,186.0,0.360215053763,0.215053763441,both
409,407.0,407.0,4024572.0,1.13,1525.0,121SC19B,121SC19B,SC19B,SC19B,60.0,FULTON,121.0,black,47644.0,SC19B,FULTON,4.0,SC19B,2.0,12.0,0.166666666667,0.333333333333,both
410,408.0,408.0,4024666.0,5.35,1422.0,121EP04,121EP04,EP04,EP04,60.0,FULTON,121.0,black,44235.0,EP04,FULTON,8.0,EP04,9.0,39.0,0.230769230769,0.205128205128,both
411,408.0,408.0,4024666.0,5.35,1422.0,121EP04,121EP04,EP04,EP04,60.0,FULTON,121.0,black,44235.0,EP04,FULTON,3.0,EP04,3.0,9.0,0.333333333333,0.333333333333,both
412,409.0,409.0,4024863.0,0.94,1407.0,121CP051,121CP051,CP051,CP051,60.0,FULTON,121.0,black,51275.0,CP051,FULTON,7.0,CP051,3.0,19.0,0.157894736842,0.368421052632,both
413,410.0,410.0,4024913.0,0.22,1411.0,121CP07A,121CP07A,CP07A,CP07A,60.0,FULTON,121.0,black,35016.0,CP07A,FULTON,0.0,CP07A,1.0,2.0,0.5,0.0,both
414,411.0,411.0,4024949.0,0.98,1353.0,12111P,12111P,11P,11P,60.0,FULTON,121.0,black,45767.0,11P,FULTON,0.0,11P,4.0,14.0,0.285714285714,0.0,both
415,412.0,412.0,4019590.0,0.77,1512.0,121SC10,121SC10,SC10,SC10,60.0,FULTON,121.0,black,41164.0,SC10,FULTON,1.0,SC10,7.0,12.0,0.583333333333,0.0833333333333,both
416,413.0,413.0,4019681.0,0.2,1414.0,121CP081,121CP081,CP081,CP081,60.0,FULTON,121.0,black,41166.0,CP081,FULTON,0.0,CP081,0.0,0.0,0.0,0.0,both
417,414.0,414.0,4019733.0,0.77,1579.0,121UC01E,121UC01E,UC01E,UC01E,60.0,FULTON,121.0,black,48657.0,UC01E,FULTON,0.0,UC01E,0.0,0.0,0.0,0.0,both
418,415.0,415.0,4019773.0,0.07,1519.0,121SC17A,121SC17A,SC17A,SC17A,60.0,FULTON,121.0,black,48657.0,SC17A,FULTON,0.0,SC17A,0.0,0.0,0.0,0.0,both
419,416.0,416.0,4019795.0,1.47,1521.0,121SC17C,121SC17C,SC17C,SC17C,60.0,FULTON,121.0,black,40697.0,SC17C,FULTON,2.0,SC17C,7.0,14.0,0.5,0.142857142857,both
420,417.0,417.0,4019845.0,0.28,1524.0,121SC19A,121SC19A,SC19A,SC19A,60.0,FULTON,121.0,black,39780.0,SC19A,FULTON,0.0,SC19A,1.0,2.0,0.5,0.0,both
421,418.0,418.0,4019893.0,1.24,1522.0,121SC18A,121SC18A,SC18A,SC18A,60.0,FULTON,121.0,black,53108.0,SC18A,FULTON,0.0,SC18A,2.0,4.0,0.5,0.0,both
422,419.0,419.0,4019936.0,1.29,1346.0,12111E3,12111E3,11E3,11E3,60.0,FULTON,121.0,black,50016.0,11E3,FULTON,2.0,11E3,3.0,15.0,0.2,0.133333333333,both
423,420.0,420.0,4019988.0,1.84,1344.0,12111E1,12111E1,11E1,11E1,60.0,FULTON,121.0,black,51445.0,11E1,FULTON,2.0,11E1,6.0,12.0,0.5,0.166666666667,both
424,421.0,421.0,4020043.0,0.42,1345.0,12111E2,12111E2,11E2,11E2,60.0,FULTON,121.0,black,51445.0,11E2,FULTON,0.0,11E2,0.0,6.0,0.0,0.0,both
425,422.0,422.0,3985193.0,10.36,1580.0,121UC02A,121UC02A,UC02A,UC02A,60.0,FULTON,121.0,black,58366.0,UC02A,FULTON,22.0,UC02A,41.0,106.0,0.38679245283,0.207547169811,both
426,423.0,423.0,3985484.0,0.82,1508.0,121SC08F,121SC08F,SC08F,SC08F,60.0,FULTON,121.0,black,48657.0,SC08F,FULTON,5.0,SC08F,3.0,14.0,0.214285714286,0.357142857143,both
427,424.0,424.0,3997751.0,9.82,1495.0,121SC01B,121SC01B,SC01B,SC01B,60.0,FULTON,121.0,black,87927.0,SC01B,FULTON,15.0,SC01B,21.0,73.0,0.287671232877,0.205479452055,both
428,425.0,425.0,3997836.0,0.91,1496.0,121SC02,121SC02,SC02,SC02,60.0,FULTON,121.0,black,71485.0,SC02,FULTON,2.0,SC02,9.0,27.0,0.333333333333,0.0740740740741,both
429,426.0,426.0,3997883.0,5.53,1518.0,121SC16,121SC16,SC16,SC16,60.0,FULTON,121.0,black,81562.0,SC16,FULTON,6.0,SC16,19.0,53.0,0.358490566038,0.11320754717,both
430,427.0,427.0,3997943.0,0.86,517.0,067BT01,067BT01,BT01,BRYANT 01,33.0,COBB,67.0,black,48001.0,BRYANT 01,COBB,11.0,BRYANT 01,17.0,60.0,0.283333333333,0.183333333333,both
