county,dem_votes,precinct,rep_votes,total
FULTON,88,SC30A,2,90
FULTON,568,SC30B,10,578
FULTON,851,SS01,1276,2127
FULTON,409,SS02A,315,724
FULTON,539,SS02B,195,734
FULTON,487,SS03,427,914
FULTON,1212,SS04,672,1884
FULTON,650,SS05,657,1307
FULTON,451,SS06,515,966
FULTON,262,SS07A,360,622
FULTON,177,SS07B,152,329
FULTON,246,SS07C,233,479
FULTON,497,SS08A,265,762
FULTON,209,SS08B,209,418
FULTON,229,SS08C,133,362
FULTON,430,SS08D,280,710
FULTON,965,SS09A,1121,2086
FULTON,1114,SS09B,1265,2379
FULTON,1372,SS11A,907,2279
FULTON,488,SS11B,221,709
FULTON,117,SS11C,33,150
FULTON,103,SS11D,130,233
FULTON,886,SS12,834,1720
FULTON,482,SS13A,460,942
FULTON,302,SS13B,237,539
FULTON,386,SS14,577,963
FULTON,968,SS15A,195,1163
FULTON,605,SS15B,308,913
FULTON,653,SS16,833,1486
FULTON,1080,SS17,1169,2249
FULTON,224,SS18A,245,469
FULTON,78,SS18B,97,175
FULTON,1250,SS19A,447,1697
FULTON,906,SS19B,334,1240
FULTON,739,SS20,392,1131
FULTON,972,SS22,653,1625
FULTON,449,SS25,622,1071
FULTON,1477,SS26,331,1808
FULTON,964,SS29A,680,1644
FULTON,379,SS31,330,709
FULTON,1691,UC01A,81,1772
FULTON,203,UC01B,3,206
FULTON,69,UC01E,2,71
FULTON,3868,UC02A,167,4035
FULTON,10,UC02B,6,16
FULTON,1010,UC031,281,1291
FULTON,76,UC032,13,89
GWINNETT,1465,HARBINS A,2020,3485
GWINNETT,1695,ROCKBRIDGE A,538,2233
GWINNETT,1363,DACULA,1300,2663
GWINNETT,435,SUWANEE A,464,899
GWINNETT,754,BAYCREEK A,1010,1764
GWINNETT,1206,GOODWINS A,938,2144
GWINNETT,1462,DULUTH A,1301,2763
GWINNETT,812,DUNCANS A,2105,2917
GWINNETT,876,PUCKETTS A,2132,3008
GWINNETT,520,CATES A,932,1452
GWINNETT,836,BERKSHIRE A,381,1217
GWINNETT,2085,BERKSHIRE B,709,2794
GWINNETT,496,DUNCANS C,1506,2002
GWINNETT,886,GARNERS A,1321,2207
GWINNETT,1025,LAWRENCEVILLE A,884,1909
GWINNETT,1744,LAWRENCEVILLE B,924,2668
GWINNETT,1226,MARTINS A,362,1588
GWINNETT,1079,MARTINS B,561,1640
GWINNETT,812,MARTINS C,610,1422
GWINNETT,987,PINCKNEYVILLE A,237,1224
GWINNETT,1110,PINCKNEYVILLE B,359,1469
GWINNETT,622,PINCKNEYVILLE C,611,1233
GWINNETT,723,PINCKNEYVILLE D,190,913
GWINNETT,791,SUGAR HILL A,1235,2026
GWINNETT,1038,SUGAR HILL B,1639,2677
GWINNETT,1345,HOG MOUNTAIN A,1172,2517
GWINNETT,1093,HOG MOUNTAIN B,1763,2856
GWINNETT,1296,ROCKYCREEK A,1931,3227
GWINNETT,370,CATES B,678,1048
GWINNETT,960,CATES C,677,1637
GWINNETT,703,HOG MOUNTAIN D,1105,1808
GWINNETT,833,BERKSHIRE D,927,1760
GWINNETT,596,BERKSHIRE E,710,1306
GWINNETT,621,BERKSHIRE F,408,1029
GWINNETT,735,CATES D,913,1648
GWINNETT,190,035 Cates D - 04,179,369
GWINNETT,867,CATES E,1009,1876
GWINNETT,760,PINCKNEYVILLE E,199,959
GWINNETT,693,PINCKNEYVILLE F,291,984
GWINNETT,1024,DUNCANS D,2670,3694
GWINNETT,1341,PINCKNEYVILLE H,1158,2499
GWINNETT,2056,BAYCREEK B,1184,3240
GWINNETT,621,LAWRENCEVILLE C,1064,1685
GWINNETT,794,MARTINS D,162,956
GWINNETT,1618,ROCKBRIDGE B,617,2235
GWINNETT,1216,GARNERS B,711,1927
GWINNETT,399,CATES F,788,1187
GWINNETT,641,CATES G,1217,1858
GWINNETT,865,DULUTH B,1016,1881
GWINNETT,593,GARNERS C,551,1144
GWINNETT,981,PINCKNEYVILLE I,310,1291
GWINNETT,958,PINCKNEYVILLE J,172,1130
GWINNETT,691,BERKSHIRE G,792,1483
GWINNETT,1294,CATES H,683,1977
GWINNETT,982,SUGAR HILL C,1905,2887
GWINNETT,834,SUGAR HILL D,1402,2236
GWINNETT,691,DULUTH C,622,1313
GWINNETT,1378,DULUTH D,874,2252
GWINNETT,1311,PINCKNEYVILLE K,349,1660
GWINNETT,1395,PINCKNEYVILLE N,315,1710
GWINNETT,1732,LAWRENCEVILLE D,547,2279
GWINNETT,630,LAWRENCEVILLE E,819,1449
GWINNETT,621,PINCKNEYVILLE L,1034,1655
GWINNETT,648,PINCKNEYVILLE M,1120,1768
GWINNETT,1332,GARNERS D,534,1866
GWINNETT,582,BERKSHIRE H,317,899
GWINNETT,1323,PINCKNEYVILLE O,346,1669
GWINNETT,1321,PUCKETTS E,1516,2837
GWINNETT,1102,CATES I,1109,2211
GWINNETT,1102,CATES J,908,2010
GWINNETT,930,GOODWINS B,1418,2348
GWINNETT,1625,LAWRENCEVILLE F,605,2230
GWINNETT,2166,MARTINS E,288,2454
GWINNETT,664,PINCKNEYVILLE P,591,1255
GWINNETT,753,PINCKNEYVILLE Q,127,880
GWINNETT,2297,ROCKBRIDGE C,646,2943
GWINNETT,1558,ROCKBRIDGE D,651,2209
GWINNETT,1751,GOODWINS C,1030,2781
GWINNETT,1109,BAYCREEK K,1156,2265
GWINNETT,623,CATES K,929,1552
GWINNETT,2112,BAYCREEK C,1558,3670
GWINNETT,1338,CATES L,1072,2410
GWINNETT,1652,DULUTH E,779,2431
GWINNETT,1157,GOODWINS D,1161,2318
GWINNETT,1154,LAWRENCEVILLE G,426,1580
GWINNETT,1070,LAWRENCEVILLE H,1421,2491
GWINNETT,911,MARTINS F,304,1215
GWINNETT,999,PINCKNEYVILLE S,586,1585
GWINNETT,1768,ROCKBRIDGE E,568,2336
GWINNETT,662,SUGAR HILL E,1092,1754
GWINNETT,1069,LAWRENCEVILLE I,721,1790
GWINNETT,1254,BAYCREEK D,1543,2797
GWINNETT,800,BERKSHIRE J,1027,1827
GWINNETT,1017,CATES M,1580,2597
GWINNETT,502,CATES N,1193,1695
GWINNETT,1850,DULUTH F,576,2426
GWINNETT,759,DULUTH G,969,1728
GWINNETT,1468,GOODWINS E,1500,2968
GWINNETT,903,GOODWINS F,843,1746
GWINNETT,918,PINCKNEYVILLE T,651,1569
GWINNETT,1075,SUWANEE B,1349,2424
GWINNETT,700,PINCKNEYVILLE U,459,1159
GWINNETT,579,PUCKETTS B,1278,1857
GWINNETT,1164,BERKSHIRE L,395,1559
GWINNETT,2635,ROCKBRIDGE F,711,3346
GWINNETT,864,SUGAR HILL F,1372,2236
GWINNETT,1213,SUWANEE C,1502,2715
GWINNETT,381,CATES O,487,868
GWINNETT,869,BAYCREEK E,895,1764
GWINNETT,459,BERKSHIRE M,602,1061
GWINNETT,856,MARTINS G,339,1195
GWINNETT,778,DULUTH H,779,1557
GWINNETT,834,BERKSHIRE N,1198,2032
GWINNETT,540,PINCKNEYVILLE V,294,834
GWINNETT,1243,PINCKNEYVILLE W,856,2099
GWINNETT,1584,MARTINS H,817,2401
GWINNETT,1356,MARTINS I,431,1787
GWINNETT,1518,MARTINS J,387,1905
GWINNETT,465,GARNERS F,520,985
GWINNETT,660,BERKSHIRE O,983,1643
GWINNETT,408,BERKSHIRE P,284,692
GWINNETT,1026,PINCKNEYVILLE X,1013,2039
GWINNETT,2422,ROCKBRIDGE G,676,3098
GWINNETT,1207,PINCKNEYVILLE Y,286,1493
GWINNETT,929,GOODWINS G,430,1359
GWINNETT,477,PINCKNEYVILLE Z,857,1334
GWINNETT,719,PINCKNEYVILLE A1,1156,1875
GWINNETT,723,LAWRENCEVILLE J,400,1123
GWINNETT,812,GOODWINS H,794,1606
GWINNETT,765,DUNCANS B,2114,2879
GWINNETT,942,SUWANEE D,1885,2827
GWINNETT,927,SUWANEE E,1593,2520
GWINNETT,882,LAWRENCEVILLE K,1049,1931
GWINNETT,893,HARBINS B,1682,2575
GWINNETT,1561,BAYCREEK F,981,2542
GWINNETT,614,PUCKETTS C,1177,1791
GWINNETT,905,HOG MOUNTAIN C,1365,2270
GWINNETT,1147,ROCKYCREEK B,1801,2948
GWINNETT,1211,DULUTH I,1504,2715
GWINNETT,2085,MARTINS K,611,2696
GWINNETT,713,SUWANEE H,1619,2332
GWINNETT,608,SUGAR HILL G,1134,1742
GWINNETT,1053,SUWANEE F,1171,2224
GWINNETT,1589,LAWRENCEVILLE L,1183,2772
GWINNETT,2368,LAWRENCEVILLE M,692,3060
GWINNETT,1632,BAYCREEK G,1315,2947
GWINNETT,1288,BAYCREEK H,2087,3375
GWINNETT,1793,BAYCREEK I,1337,3130
GWINNETT,464,BERKSHIRE Q,587,1051
GWINNETT,728,GOODWINS I,894,1622
GWINNETT,876,DULUTH K,244,1120
GWINNETT,464,HARBINS C,1074,1538
GWINNETT,1229,ROCKYCREEK C,1778,3007
GWINNETT,647,LAWRENCEVILLE N,562,1209
GWINNETT,612,PUCKETTS D,1368,1980
GWINNETT,980,SUWANEE G,1103,2083
GWINNETT,1566,BAYCREEK J,949,2515
